Time(sentisec);X_A(m);Y_A(m);X_L(m);Y_L(m);X_C(m);Y_C(m);X_D(m);Y_D(m);X_F(m);Y_F(m);X_G(m);Y_G(m);X_H(m);Y_H(m);X_I(m);Y_I(m);X_J(m);Y_J(m);X_K(m);Y_K(m)
1807320.0;7702.7599;13493.1097;7715.0677;13498.1021;7707.4396;13496.1241;7706.0907;13495.7738;7714.352;13496.1325;7712.6143;13499.2033;7708.7371;13493.643;7702.2808;13493.0883;7705.8322;13494.2102;7712.9105;13497.4114
1807340.0;7701.1949;13489.7003;7713.7466;13494.8778;7706.1088;13492.7258;7704.5583;13492.3447;7713.0173;13492.9934;7711.315;13495.9595;7707.3911;13490.3078;7700.6334;13489.7517;7704.4758;13490.8247;7711.6692;13494.1871
1807360.0;7699.5962;13486.3013;7712.4219;13491.6637;7704.7507;13489.3387;7703.0231;13488.9135;7711.6755;13489.8661;7709.9878;13492.7165;7706.0277;13486.9734;7698.977;13486.415;7703.1003;13487.4424;7710.4184;13490.9561
1807380.0;7697.9702;13482.9091;7711.0882;13488.4593;7703.3693;13485.9581;7701.4868;13485.4779;7710.3245;13486.7388;7708.6353;13489.4739;7704.6521;13483.6412;7697.3181;13483.0762;7701.6997;13484.0671;7709.1585;13487.7252
1807400.0;7696.3221;13479.5217;7709.7394;13485.2609;7701.9676;13482.5851;7699.9494;13482.0359;7708.9536;13483.6037;7707.259;13486.2321;7703.2677;13480.3143;7695.6616;13479.7323;7700.2692;13480.7025;7707.8858;13484.5008
1807420.0;7694.6561;13476.139;7708.3705;13482.0664;7700.5468;13479.2244;7698.4103;13478.5887;7707.537;13480.4656;7705.858;13482.9927;7701.8751;13476.9963;7694.0115;13476.3794;7698.8047;13477.3496;7706.5934;13481.2868
1807440.0;7692.9765;13472.7637;7706.9794;13478.8779;7699.1062;13475.8801;7696.8667;13475.1432;7706.0427;13477.3392;7704.4304;13479.7584;7700.4743;13473.6894;7692.3695;13473.0154;7697.3027;13474.0067;7705.273;13478.0823
1807460.0;7691.2869;13469.3991;7705.568;13475.6994;7697.6441;13472.5533;7695.3114;13471.7089;7704.4584;13474.2351;7702.9757;13476.533;7699.0655;13470.3923;7690.7351;13469.6416;7695.7612;13470.6715;7703.9189;13474.8839
1807480.0;7689.5886;13466.046;7704.1403;13472.5328;7696.1593;13469.2421;7693.7345;13468.2916;7702.8129;13471.1473;7701.4978;13473.3188;7697.6488;13467.1012;7689.1077;13466.2618;7694.1812;13467.3445;7702.5305;13471.6892
1807500.0;7687.8791;13462.7022;7702.7;13469.3775;7694.6538;13465.9405;7692.1279;13464.8906;7701.1675;13468.0542;7700.003;13470.1141;7696.2219;13463.814;7687.4875;13462.8782;7692.5669;13464.0296;7701.1118;13468.4997
1807520.0;7686.1533;13459.3645;7701.2469;13466.2325;7693.1332;13462.6397;7690.49;13461.5025;7699.5777;13464.9367;7698.4966;13466.9147;7694.7793;13460.5329;7685.8738;13459.4895;7690.9245;13460.7313;7699.6686;13465.3177
1807540.0;7684.4054;13456.0318;7699.7766;13463.0988;7691.6039;13459.332;7688.8253;13458.1264;7698.063;13461.7898;7696.9807;13463.7169;7693.3161;13457.2615;7684.261;13456.0937;7689.2607;13457.4512;7698.2057;13462.1416
1807560.0;7682.6301;13452.7066;7698.2832;13459.977;7690.0706;13456.0148;7687.1404;13454.7649;7696.6081;13458.6211;7695.4562;13460.5199;7691.8307;13454.0013;7682.6373;13452.6936;7687.5819;13454.1866;7696.7266;13458.9655
1807580.0;7680.8239;13449.3953;7696.7628;13456.865;7688.5365;13452.6909;7685.4381;13451.4214;7695.1832;13455.4394;7693.9248;13457.3237;7690.3258;13450.75;7680.9849;13449.2985;7685.8926;13450.9308;7695.2348;13455.7835
1807600.0;7678.984;13446.1054;7695.2163;13453.7582;7687.0053;13449.3663;7683.7154;13448.0984;7693.7631;13452.2505;7692.3893;13454.1276;7688.8064;13447.5039;7679.2826;13445.9213;7684.1948;13447.6751;7693.7334;13452.594
1807620.0;7677.1087;13442.8428;7693.6468;13450.653;7685.4803;13446.046;7681.9654;13444.7977;7692.3322;13449.0603;7690.8511;13450.9306;7687.2787;13444.2601;7677.5094;13442.5741;7682.4871;13444.4116;7692.2239;13449.3993
1807640.0;7675.1997;13439.6068;7692.0576;13447.5487;7683.9617;13442.7308;7680.1825;13441.5201;7690.8787;13445.8754;7689.3082;13447.7328;7685.75;13441.0171;7675.6508;13439.2647;7680.766;13441.1352;7690.705;13446.201
1807660.0;7673.2639;13436.3891;7690.451;13444.4452;7682.4458;13439.4163;7678.3664;13438.2649;7689.3939;13442.6991;7687.7571;13444.5333;7684.2257;13437.7741;7673.7037;13435.9958;7679.0279;13437.8474;7689.1739;13442.9976
1807680.0;7671.3123;13433.1765;7688.8287;13441.3417;7680.9259;13436.0966;7676.5227;13435.0298;7687.8727;13439.5274;7686.195;13441.3286;7682.708;13434.5304;7671.6787;13432.7648;7677.2702;13434.5566;7687.6284;13439.7869
1807700.0;7669.3567;13429.9568;7687.1927;13438.2371;7679.3941;13432.7713;7674.6604;13431.811;7686.3139;13436.3513;7684.6209;13438.1144;7681.1945;13431.2846;7669.596;13429.5631;7675.4925;13431.2756;7686.0679;13436.571
1807720.0;7667.4051;13426.7215;7685.5462;13435.1309;7677.8448;13429.447;7672.7891;13428.602;7684.7207;13433.1619;7683.0363;13434.889;7679.6811;13428.034;7667.4801;13426.377;7673.6963;13428.0146;7684.4921;13433.3573
1807740.0;7665.463;13423.466;7683.8951;13432.0206;7676.2781;13426.1309;7670.9178;13425.3938;7683.0975;13429.9538;7681.4454;13431.6546;7678.1633;13424.7752;7665.3579;13423.1883;7671.8871;13424.7751;7682.9012;13430.1539
1807760.0;7663.5371;13420.1874;7682.2486;13428.8992;7674.7004;13422.8257;7669.0558;13422.1782;7681.4493;13426.7273;7679.8545;13428.4141;7676.639;13421.5057;7663.2583;13419.9772;7670.0736;13421.5491;7681.2961;13426.9642
1807780.0;7661.6388;13416.883;7680.6179;13425.7572;7673.1202;13419.5289;7667.2135;13418.9506;7679.7782;13423.4855;7678.2701;13425.1688;7675.1099;13418.2264;7661.2113;13416.7255;7668.2668;13418.323;7679.6794;13423.7839
1807800.0;7659.7826;13413.5495;7679.0133;13422.5882;7671.5434;13416.237;7665.4024;13415.7094;7678.083;13420.2326;7676.6967;13421.9166;7673.5802;13414.9399;7659.2433;13413.4196;7666.4796;13415.0838;7678.0551;13420.6035
1807820.0;7657.9804;13410.1821;7677.4424;13419.3923;7669.9727;13412.9454;7663.633;13412.4519;7676.3643;13416.9712;7675.1368;13418.6533;7672.0538;13411.6483;7657.3725;13410.0546;7664.7249;13411.8231;7676.4273;13417.4128
1807840.0;7656.237;13406.776;7675.9081;13416.1755;7668.4096;13409.6476;7661.9132;13409.1722;7674.6321;13413.7022;7673.5915;13415.3744;7670.531;13408.3505;7655.6052;13406.6355;7663.0125;13408.5383;7674.7996;13414.2058
1807860.0;7654.5502;13403.3304;7674.4082;13412.9448;7666.8572;13406.3367;7660.2458;13405.865;7672.9074;13410.4262;7672.0603;13412.0794;7669.008;13405.045;7653.9347;13403.1756;7661.3455;13405.2322;7673.176;13410.9826
1807880.0;7652.9142;13399.8516;7672.9356;13409.7055;7665.3204;13403.0084;7658.6279;13402.5318;7671.2153;13407.1443;7670.5406;13408.7732;7667.4809;13401.7341;7652.3422;13399.6934;7659.7193;13401.9108;7671.5615;13407.7458
1807900.0;7651.3236;13396.3509;7671.4817;13406.4594;7663.8041;13399.6622;7657.0518;13399.1822;7669.5722;13403.8567;7669.0287;13405.4645;7665.949;13398.4237;7650.7993;13396.2085;7658.1262;13398.5807;7669.9622;13404.497
1807920.0;7649.7719;13392.8407;7670.0405;13403.2056;7662.3104;13396.3001;7655.5068;13395.8288;7667.9799;13400.5613;7667.5209;13402.1601;7664.4141;13395.1188;7649.2725;13392.7383;7656.5598;13395.2469;7668.3831;13401.2344
1807940.0;7648.2485;13389.3315;7668.6103;13399.9403;7660.8383;13392.9267;7653.9816;13392.4796;7666.4291;13397.255;7666.0149;13398.8605;7662.8785;13391.8189;7647.7295;13389.2953;7655.0168;13391.9121;7666.8267;13397.9548
1807960.0;7646.7368;13385.8321;7667.1917;13396.6601;7659.385;13389.5479;7652.466;13389.1367;7664.9085;13393.9372;7664.51;13395.5601;7661.3434;13388.5174;7646.1439;13385.8857;7653.4952;13388.5777;7665.2922;13394.6564
1807980.0;7645.2172;13382.3495;7665.7844;13393.3643;7657.9468;13386.1675;7650.9514;13385.7981;7663.4105;13390.6102;7663.0071;13392.2522;7659.8109;13385.2062;7644.4999;13382.5107;7651.993;13385.2455;7663.7775;13391.3417
1808000.0;7643.6725;13378.888;7664.3846;13390.0578;7656.5202;13382.7873;7649.4311;13382.4617;7661.9332;13387.2781;7661.5088;13388.934;7658.2854;13381.8795;7642.7925;13379.1701;7650.5079;13381.9186;7662.2812;13388.0156
1808020.0;7642.091;13375.4497;7662.9863;13386.749;7655.1002;13379.4085;7647.8997;13379.126;7660.4762;13383.9449;7660.0197;13385.6071;7656.7724;13378.5351;7641.0247;13375.8658;7649.0365;13378.6012;7660.8041;13384.6826
1808040.0;7640.4668;13372.0366;7661.5846;13383.4446;7653.6802;13376.0349;7646.3544;13375.7908;7659.0379;13380.615;7658.5451;13382.2749;7655.2745;13375.1744;7639.2023;13372.6018;7647.5727;13375.297;7659.3472;13381.3449
1808060.0;7638.7973;13368.6526;7660.178;13380.1452;7652.2537;13372.6709;7644.7945;13372.4563;7657.6134;13377.2966;7657.0889;13378.9405;7653.7892;13371.8018;7637.3302;13369.3798;7646.1081;13372.0084;7657.909;13378.0011
1808080.0;7637.0825;13365.3031;7658.7678;13376.8458;7650.8155;13369.318;7643.221;13369.1244;7656.1967;13374.003;7655.6508;13375.6053;7652.3116;13368.4232;7635.4117;13366.1964;7644.6333;13368.7384;7656.4831;13374.6487
1808100.0;7635.3254;13361.9923;7657.3552;13373.5412;7649.3621;13365.9743;7641.6359;13365.7985;7654.7867;13370.7482;7654.2251;13372.2698;7650.8379;13365.0432;7633.4511;13363.0442;7643.1401;13365.4924;7655.0602;13371.2867
1808120.0;7633.5311;13358.7199;7655.9384;13370.2315;7647.8901;13362.6365;7640.0425;13362.4838;7653.389;13367.5335;7652.8029;13368.9344;7649.3677;13361.664;7631.4573;13359.9136;7641.6228;13362.2742;7653.6307;13367.9197
1808140.0;7631.7066;13355.4794;7654.515;13366.922;7646.3965;13359.3034;7638.4444;13359.1854;7652.0088;13364.3349;7651.3756;13365.5991;7647.901;13358.2886;7629.4451;13356.7925;7640.0801;13359.0774;7652.1866;13364.558
1808160.0;7629.8604;13352.2573;7653.0841;13363.6184;7644.8808;13355.9762;7636.8435;13355.9056;7650.6409;13361.1092;7649.9373;13362.2647;7646.4343;13354.9235;7627.4335;13353.6662;7638.516;13355.8837;7650.7216;13361.2124
1808180.0;7628.0031;13349.0361;7651.6472;13360.3221;7643.3466;13352.6582;7635.2386;13352.642;7649.2686;13357.8197;7648.4839;13358.9326;7644.9601;13351.5767;7625.4425;13350.519;7636.9397;13352.6733;7649.2309;13357.8883
1808200.0;7626.1477;13345.7989;7650.2067;13357.0302;7641.8013;13349.3513;7633.6273;13349.3893;7647.8741;13354.4602;7647.0119;13355.6056;7643.4714;13348.2514;7623.4904;13347.3374;7635.3621;13349.4378;7647.7136;13354.5825
1808220.0;7624.3085;13342.535;7648.7647;13353.7398;7640.2542;13346.054;7632.0096;13346.1409;7646.4498;13351.0547;7645.5185;13352.2876;7641.9668;13344.9424;7621.5935;13344.1122;7633.7923;13346.1831;7646.1737;13351.2871
1808240.0;7622.5009;13339.2412;7647.3221;13350.4501;7638.713;13342.7619;7630.3898;13342.8907;7644.9985;13347.636;7644.0035;13348.9807;7640.4517;13341.6395;7619.768;13340.8363;7632.2372;13342.921;7644.6188;13347.9954
1808260.0;7620.741;13335.9183;7645.8795;13347.1611;7637.181;13339.4713;7628.7767;13339.6311;7643.5271;13344.2272;7642.4717;13345.6832;7638.9342;13338.3339;7618.0327;13337.5033;7630.703;13339.6587;7643.0575;13344.7045
1808280.0;7619.0453;13332.5654;7644.4375;13343.8713;7635.6566;13336.1806;7627.1834;13336.3543;7642.0425;13340.8369;7640.9328;13342.3901;7637.4201;13335.024;7616.4089;13334.1076;7629.1955;13336.3961;7641.4979;13341.4124
1808300.0;7617.4315;13329.1765;7642.9973;13340.5783;7634.1356;13332.8885;7625.6266;13333.0554;7640.552;13337.4661;7639.4002;13339.0961;7635.9121;13331.7141;7614.9155;13330.6473;7627.7194;13333.13;7639.9493;13338.1151
1808320.0;7615.9171;13325.7415;7641.5617;13337.2793;7632.6162;13329.5912;7624.122;13329.7351;7639.0627;13334.1109;7637.8861;13335.7969;7634.4117;13328.4085;7613.561;13327.1251;7626.2784;13329.8561;7638.4236;13334.808
1808340.0;7614.5166;13322.2507;7640.1355;13333.97;7631.1032;13326.2841;7622.6801;13326.3972;7637.5811;13330.7666;7636.3988;13332.4874;7632.9223;13325.1056;7612.3382;13323.5483;7624.877;13326.569;7636.9321;13331.489
1808360.0;7613.237;13318.7002;7638.7243;13330.6452;7629.607;13322.965;7621.3021;13323.0427;7636.1106;13327.4278;7634.9417;13329.1615;7631.4497;13321.7966;7611.2242;13319.9269;7623.5218;13323.2592;7635.4817;13328.1585
1808380.0;7612.0737;13315.0947;7637.3335;13327.3032;7628.1396;13319.6346;7619.9845;13319.6673;7634.6555;13324.0897;7633.517;13325.8161;7630.0008;13318.4711;7610.1859;13316.273;7622.2179;13319.9154;7634.0732;13324.8169
1808400.0;7611.0092;13311.446;7635.966;13323.9494;7626.7106;13316.2929;7618.725;13316.2664;7633.2236;13320.7471;7632.1282;13322.4527;7628.5827;13315.1233;7609.1876;13312.6012;7620.963;13316.5303;7632.7046;13321.4617
1808420.0;7610.0156;13307.769;7634.6219;13320.5914;7625.3262;13312.9378;7617.5264;13312.8393;7631.8313;13317.3901;7630.7804;13319.0741;7627.2018;13311.7545;7608.1962;13308.9266;7619.745;13313.1078;7631.3755;13318.0894
1808440.0;7609.0591;13304.0783;7633.3011;13317.2325;7623.9906;13309.5654;7616.3937;13309.3901;7630.5025;13314.0015;7629.4786;13315.6792;7625.8627;13308.3685;7607.1839;13305.2624;7618.547;13309.6613;7630.0874;13314.6985
1808460.0;7608.1037;13300.3867;7632.0047;13313.8688;7622.7061;13306.1744;7615.3271;13305.9263;7629.2584;13310.5637;7628.2258;13312.2637;7624.5672;13304.9652;7606.1286;13301.6166;7617.3534;13306.2039;7628.8416;13311.2922
1808480.0;7607.1149;13296.7061;7630.7344;13310.4932;7621.471;13302.7671;7614.3177;13302.4555;7628.1012;13307.0725;7627.0213;13308.8267;7623.3129;13301.5396;7605.0133;13297.9932;7616.1564;13302.7386;7627.6377;13307.877
1808500.0;7606.0633;13293.0479;7629.4894;13307.1013;7620.2772;13299.3487;7613.3447;13298.983;7627.0051;13303.5483;7625.8576;13305.3756;7622.0939;13298.088;7603.8255;13294.3946;7614.9551;13299.2606;7626.4715;13304.4609
1808520.0;7604.9281;13289.4217;7628.2629;13303.6948;7619.1103;13295.9251;7612.3788;13295.5122;7625.9275;13300.0262;7624.7207;13301.9245;7620.9011;13294.615;7602.557;13290.8243;7613.7539;13295.7689;7625.3352;13301.0512
1808540.0;7603.6987;13285.8341;7627.044;13300.2795;7617.9505;13292.5016;7611.3866;13292.0478;7624.8331;13296.533;7623.5939;13298.4875;7619.7224;13291.1332;7601.2051;13287.2866;7612.5569;13292.2745;7624.218;13297.6519
1808560.0;7602.373;13282.288;7625.8216;13296.8635;7616.7726;13289.0832;7610.3392;13288.6006;7623.707;13293.0738;7622.463;13295.072;7618.5436;13287.6574;7599.7713;13283.784;7611.3633;13288.7959;7623.1095;13294.2622
1808580.0;7600.9539;13278.782;7624.588;13293.454;7615.5486;13285.6761;7609.2173;13285.1857;7622.5492;13289.6394;7621.3171;13291.677;7617.3508;13284.1976;7598.2569;13280.3163;7610.1651;13285.3496;7622.0003;13290.8784
1808600.0;7599.4454;13275.3134;7623.3387;13290.0557;7614.2564;13282.2861;7608.0129;13281.8153;7621.3616;13286.22;7620.1455;13288.2985;7616.1319;13280.7577;7596.6606;13276.883;7608.9468;13281.9444;7620.8808;13287.4988
1808620.0;7597.8504;13271.8799;7622.0691;13286.6695;7612.8919;13278.9169;7606.7253;13278.4936;7620.1438;13282.8108;7618.937;13284.9353;7614.8776;13277.3377;7594.9809;13273.4861;7607.6905;13278.5819;7619.738;13284.126
1808640.0;7596.1696;13268.4827;7620.7712;13283.2953;7611.4716;13275.5692;7605.3569;13275.2165;7618.8927;13279.4119;7617.682;13281.5909;7613.582;13273.9356;7593.2199;13270.1294;7606.3837;13275.2588;7618.5573;13280.7658
1808660.0;7594.4041;13265.125;7619.4326;13279.9364;7610.0209;13272.2418;7603.9117;13271.9781;7617.6043;13276.0264;7616.3765;13278.2687;7612.2426;13270.5482;7591.384;13266.815;7605.0232;13271.9686;7617.3254;13277.4234
1808680.0;7592.5584;13261.8073;7618.0407;13276.6007;7608.5576;13268.9325;7602.3957;13268.7757;7616.2683;13272.6652;7615.021;13274.9697;7610.8603;13267.1727;7589.482;13263.54;7603.6135;13268.7024;7616.0327;13274.104
1808700.0;7590.643;13258.5238;7616.5864;13273.296;7607.0832;13265.6377;7600.8167;13265.6107;7614.8637;13269.3464;7613.6162;13271.695;7609.4371;13263.8104;7587.5215;13260.2991;7602.1607;13265.453;7614.6708;13270.8128
1808720.0;7588.6713;13255.2657;7615.0681;13270.0256;7605.5858;13262.3549;7599.1827;13262.486;7613.3658;13266.0894;7612.1604;13268.4487;7607.9733;13260.4651;7585.5083;13257.0874;7600.6667;13262.218;7613.2313;13267.5562
1808740.0;7586.655;13252.0264;7613.4908;13266.7888;7604.0477;13259.0852;7597.4985;13259.4027;7611.7644;13262.9022;7610.6505;13265.2356;7606.4651;13257.1397;7583.4447;13253.9018;7599.1294;13259.002;7611.707;13264.339
1808760.0;7584.6004;13248.8058;7611.8623;13263.5848;7602.455;13255.8326;7595.7668;13256.358;7610.0779;13259.7688;7609.0855;13262.0576;7604.9047;13253.8322;7581.33;13250.7411;7597.5446;13255.8151;7610.0952;13261.163
1808780.0;7582.5087;13245.6092;7610.1899;13260.4132;7600.803;13252.5998;7593.9893;13253.3453;7608.3478;13256.6544;7607.4661;13258.9139;7603.2819;13250.5402;7579.1618;13247.6059;7595.9069;13252.6694;7608.3998;13258.0257
1808800.0;7580.3776;13242.4429;7608.4776;13257.2714;7599.098;13249.3849;7592.1695;13250.355;7606.6144;13253.5244;7605.7926;13255.8045;7601.587;13247.2663;7576.9391;13244.4998;7594.2117;13249.5727;7606.63;13254.9206
1808820.0;7578.2042;13239.3101;7606.7258;13254.1536;7597.3515;13246.1856;7590.3117;13247.3767;7604.8965;13250.3631;7604.0642;13252.7322;7599.8145;13244.0182;7574.6632;13241.4287;7592.457;13246.5241;7604.7986;13251.8386
1808840.0;7575.9868;13236.2096;7604.9346;13251.0539;7595.5719;13243.0044;7588.421;13244.4016;7603.1927;13247.173;7602.2808;13249.7001;7597.9665;13240.8044;7572.3373;13238.3979;7590.6447;13243.5143;7602.9198;13248.7706
1808860.0;7573.727;13233.1373;7603.1053;13247.9719;7593.7614;13239.8491;7586.5;13241.4256;7601.4932;13243.9646;7600.4439;13246.7099;7596.0529;13237.6296;7569.9649;13235.4107;7588.7798;13240.5296;7601.008;13245.7094
1808880.0;7571.4284;13230.09;7601.2412;13244.914;7591.9169;13236.729;7584.5471;13238.4521;7599.7882;13240.7492;7598.5562;13243.7599;7594.0887;13234.4935;7567.5495;13232.4682;7586.8684;13237.5585;7599.0754;13242.6508
1808900.0;7569.0949;13227.0659;7599.3447;13241.887;7590.0314;13233.6501;7582.5558;13235.4939;7598.0689;13237.5393;7596.6189;13240.8471;7592.0884;13231.3919;7565.0959;13229.5692;7584.9175;13234.5953;7597.1294;13239.5932
1808920.0;7566.7301;13224.063;7597.4162;13238.8935;7588.0965;13230.6152;7580.5191;13232.5684;7596.3262;13234.3509;7594.6303;13237.9695;7590.0616;13228.3195;7562.6104;13226.7096;7582.9347;13231.6406;7595.1721;13236.5359
1808940.0;7564.3381;13221.0772;7595.4559;13235.9314;7586.1043;13227.6237;7578.4365;13229.6873;7594.5517;13231.1983;7592.5866;13235.1284;7588.0116;13225.2724;7560.0985;13223.8826;7580.927;13228.7001;7593.2021;13233.4794
1808960.0;7561.924;13218.1026;7593.4648;13232.9968;7584.0517;13224.6725;7576.316;13226.8501;7592.7361;13228.0917;7590.4848;13232.3277;7585.9368;13222.2493;7557.5628;13221.0796;7578.8996;13225.7818;7591.2174;13230.4256
1808980.0;7559.4943;13215.1332;7591.4446;13230.0855;7581.9426;13221.7562;7574.17;13224.0467;7590.8686;13225.0367;7588.3244;13229.5692;7583.831;13219.25;7555.0036;13218.2928;7576.8561;13222.8931;7589.217;13227.3787
1809000.0;7557.0552;13212.164;7589.3977;13227.1922;7579.7871;13218.869;7572.0076;13221.2674;7588.9342;13222.0486;7586.1099;13226.8501;7581.6874;13216.2748;7552.4217;13215.5181;7574.8004;13220.0362;7587.1998;13224.3457
1809020.0;7554.6121;13209.1905;7587.3282;13224.3106;7577.5961;13216.007;7569.8337;13218.5086;7586.9161;13219.1582;7583.8501;13224.1647;7579.5028;13213.3247;7549.8214;13212.7546;7572.7367;13217.2068;7585.1634;13221.3358
1809040.0;7552.1691;13206.2082;7585.2425;13221.4359;7575.3772;13213.1682;7567.6512;13215.773;7584.8012;13216.4006;7581.5564;13221.5068;7577.2805;13210.4029;7547.2112;13210.0013;7570.6685;13214.3944;7583.105;13218.3583
1809060.0;7549.7307;13203.2148;7583.1462;13218.5663;7573.1346;13210.3506;7565.4641;13213.0626;7582.5922;13213.7836;7579.24;13218.8699;7575.0275;13207.5138;7544.603;13207.2529;7568.5968;13211.5871;7581.0234;13215.4204
1809080.0;7547.3035;13200.2116;7581.0411;13215.7034;7570.8722;13207.5501;7563.278;13210.3719;7580.3143;13211.2651;7576.9117;13216.245;7572.7507;13204.6598;7542.0111;13204.4976;7566.5205;13208.7763;7578.92;13212.5257
1809100.0;7544.8965;13197.2024;7578.926;13212.8519;7568.5968;13204.761;7561.0997;13207.6861;7578.008;13208.7718;7574.5826;13213.6205;7570.4545;13201.8405;7539.4508;13201.7212;7564.4365;13205.9609;7576.798;13209.6748
1809120.0;7542.5208;13194.1893;7576.7988;13210.0168;7566.3167;13201.9779;7558.936;13204.9839;7575.7098;13206.2433;7572.2635;13210.9857;7568.1409;13199.0547;7536.9381;13198.9112;7562.3414;13203.1464;7574.6608;13206.865
1809140.0;7540.187;13191.1701;7574.6578;13207.2004;7564.0384;13199.1974;7556.7924;13202.247;7573.4376;13203.6607;7569.9617;13208.3348;7565.8103;13196.3026;7534.4896;13196.0599;7560.2336;13200.3395;7572.5119;13204.0896
1809160.0;7537.9029;13188.1412;7572.5023;13204.4012;7561.7629;13196.4176;7554.6714;13199.4671;7571.1908;13201.0374;7567.6786;13205.6685;7563.4616;13193.5839;7532.1224;13193.1632;7558.1143;13197.5437;7570.3565;13201.3377
1809180.0;7535.6714;13185.1011;7570.3326;13201.6154;7559.4872;13193.6383;7552.5722;13196.6467;7568.9603;13198.3935;7565.4107;13202.9909;7561.0945;13190.8936;7529.8535;13190.218;7555.9856;13194.759;7568.201;13198.5977
1809200.0;7533.4902;13182.0522;7568.1514;13198.8409;7557.2075;13190.8598;7550.4923;13193.7936;7566.738;13195.7421;7563.1551;13200.3066;7558.7129;13188.2196;7527.6966;13187.2204;7553.8489;13191.9847;7566.0522;13195.8619
1809220.0;7531.3522;13178.998;7565.9625;13196.0773;7554.9231;13188.0834;7548.4293;13190.9158;7564.5206;13193.086;7560.9121;13197.617;7556.3263;13185.5474;7525.6599;13184.1656;7551.7031;13189.2213;7563.915;13193.127
1809240.0;7529.2488;13175.9415;7563.7702;13193.3241;7552.6368;13185.3113;7546.3826;13188.02;7562.31;13190.4211;7558.6859;13194.9197;7553.9473;13182.8657;7523.7452;13181.0489;7549.5468;13186.4691;7561.7932;13190.3906
1809260.0;7527.1732;13172.8842;7561.578;13190.5761;7550.3531;13182.5455;7544.3521;13185.1138;7560.112;13187.7381;7556.4821;13192.2084;7551.5858;13180.1688;7521.9495;13177.87;7547.3811;13183.7244;7559.6912;13187.6481
1809280.0;7525.1231;13169.8269;7559.3898;13187.8228;7548.0775;13179.784;7542.3378;13182.2059;7557.931;13185.0298;7554.3055;13189.4739;7549.2458;13177.4565;7520.2642;13174.6354;7545.2119;13180.9797;7557.6142;13184.8937
1809300.0;7523.1002;13166.7705;7557.2109;13185.0534;7545.8183;13177.0185;7540.3405;13179.3027;7555.7679;13182.2951;7552.1602;13186.7071;7546.927;13174.7321;7518.6729;13171.3575;7543.0489;13178.2277;7555.5681;13182.122
1809320.0;7521.1056;13163.7163;7555.0477;13182.2625;7543.5852;13174.2367;7538.3625;13176.4037;7553.6198;13179.5384;7550.0498;13183.9017;7544.6279;13172.0;7517.1498;13168.0521;7540.901;13175.465;7553.5574;13179.3302
1809340.0;7519.1369;13160.6673;7552.9065;13179.453;7541.3852;13171.4291;7536.4062;13173.5023;7551.4825;13176.7661;7547.978;13181.0552;7542.3482;13169.2613;7515.6638;13164.7352;7538.7722;13172.6919;7551.5839;13176.5169
1809360.0;7517.1881;13157.6272;7550.792;13176.6314;7539.2183;13168.5949;7534.4726;13170.5897;7549.3541;13173.9813;7545.9481;13178.1692;7540.0894;13166.5106;7514.1821;13161.4228;7536.662;13169.9089;7549.6447;13173.6826
1809380.0;7515.2501;13154.5983;7548.707;13173.801;7537.0788;13165.7408;7532.5589;13167.6611;7547.2359;13171.1838;7543.9603;13175.2484;7537.8553;13163.7389;7512.6735;13158.1303;7534.5689;13167.1123;7547.7323;13170.8304
1809400.0;7513.3112;13151.5794;7546.6529;13170.9579;7534.9584;13162.8754;7530.6593;13164.7178;7545.1305;13168.3709;7542.0103;13172.2985;7535.6513;13160.9397;7511.1095;13154.8712;7532.4935;13164.295;7545.8369;13167.9644
1809420.0;7511.3577;13148.5672;7544.6297;13168.0935;7532.8494;13160.0053;7528.7659;13161.7656;7543.0388;13165.541;7540.0899;13169.3235;7533.4803;13158.1129;7509.4683;13151.654;7530.4362;13161.4508;7543.9502;13165.0872
1809440.0;7509.3775;13145.5618;7542.6367;13165.2017;7530.7456;13157.1335;7526.8701;13158.8118;7540.9576;13162.6946;7538.1898;13166.3253;7531.3393;13155.2637;7507.7387;13148.4814;7528.3937;13158.5805;7542.0669;13162.1986
1809460.0;7507.363;13142.5691;7540.6717;13162.2822;7528.6431;13154.2613;7524.964;13155.8619;7538.8802;13159.8339;7536.3025;13163.3059;7529.2184;13152.3988;7505.9188;13145.3541;7526.3619;13155.6922;7540.1841;13159.2981
1809480.0;7505.311;13139.6002;7538.73;13159.3404;7526.54;13151.3891;7523.0434;13152.9163;7536.7991;13156.9629;7534.4238;13160.2694;7527.105;13149.5218;7504.0104;13142.2731;7524.3389;13152.7951;7538.2997;13156.3877
1809500.0;7503.2189;13136.6656;7536.8039;13156.383;7524.4341;13148.5171;7521.1098;13149.9695;7534.7076;13154.0868;7532.5528;13157.2216;7524.989;13146.6334;7502.0134;13139.2397;7522.3259;13149.8912;7536.41;13153.4722
1809520.0;7501.0811;13133.7729;7534.8848;13153.4144;7522.3201;13145.646;7519.1677;13147.0139;7532.5984;13151.2121;7530.6888;13154.1687;7522.8658;13143.7339;7499.9257;13136.2551;7520.322;13146.9735;7534.5093;13150.5555
