Time(sentisec);X_A(m);Y_A(m);X_L(m);Y_L(m);X_C(m);Y_C(m);X_D(m);Y_D(m);X_F(m);Y_F(m);X_G(m);Y_G(m);X_H(m);Y_H(m);X_I(m);Y_I(m);X_J(m);Y_J(m);X_K(m);Y_K(m)
1869740.0;3354.9945;4214.3607;3482.6356;4200.887;3464.8896;4200.0664;3358.1319;4206.325;3491.1427;4194.6758;6238.6496;8539.2824;3465.2319;4199.4428;6969.167;13852.4859;3489.758;4194.99;3482.7425;4201.3135
1869760.0;3351.8821;4213.1209;3480.8045;4197.9876;3462.6462;4197.458;3355.3858;4204.0378;3489.6257;4191.4881;6238.6292;8539.2515;3462.933;4196.8653;6971.3861;13853.3437;3488.0893;4191.9518;3480.9565;4198.3382
1869780.0;3348.7593;4211.9434;3478.9319;4195.1188;3460.3708;4194.8909;3352.6105;4201.7905;3488.0653;4188.3036;6238.6172;8539.2258;3460.5691;4194.3492;6973.6796;13853.9528;3486.3771;4188.9338;3479.1466;4195.3862
1869800.0;3345.6233;4210.8242;3477.0186;4192.2771;3458.0608;4192.3685;3349.808;4199.5836;3486.4436;4185.1547;6238.6133;8539.1998;3458.1364;4191.8896;6976.0297;13854.2928;3484.6127;4185.9407;3477.3095;4192.4579
1869820.0;3342.4747;4209.7554;3475.0693;4189.4586;3455.7114;4189.8921;3346.9837;4197.4106;3484.7371;4182.0871;6238.6172;8539.1679;3455.6369;4189.4774;6978.4129;13854.3515;3482.7908;4182.9781;3475.4428;4189.5534
1869840.0;3339.3194;4208.7224;3473.0921;4186.658;3453.3152;4187.4618;3344.1469;4195.2605;3482.9261;4179.1358;6238.6292;8539.1284;3453.0782;4187.1065;6980.7999;13854.1237;3480.9084;4180.0544;3473.5459;4186.6723
1869860.0;3336.1667;4207.7035;3471.0963;4183.8691;3450.865;4185.0767;3341.3096;4193.1224;3481.003;4176.3078;6238.6496;8539.084;3450.4693;4184.7766;6983.158;13853.6078;3478.9631;4177.1819;3471.6193;4183.8157
1869880.0;3333.0262;4206.6714;3469.088;4181.0868;3448.357;4182.7364;3338.4831;4190.9892;3478.9727;4173.5846;6238.6755;8539.0373;3447.8166;4182.4906;6985.453;13852.8011;3476.9527;4174.3741;3469.6649;4180.9878
1869900.0;3329.9047;4205.5984;3467.0689;4178.3096;3445.7925;4180.4405;3335.6747;4188.8568;3476.8495;4170.9376;6238.7015;8538.9887;3445.122;4180.2533;6987.6505;13851.7019;3474.8742;4171.6413;3467.6852;4178.1943
1869920.0;3326.8055;4204.4581;3465.0374;4175.5388;3443.1775;4178.1881;3332.8864;4186.7223;3474.6495;4168.3432;6238.722;8538.9386;3442.3847;4178.0716;6989.7154;13850.3141;3472.7233;4168.9858;3465.6815;4175.4397
1869940.0;3323.7304;4203.2264;3462.9914;4172.7789;3440.5205;4175.9756;3330.1172;4184.5818;3472.3845;4165.79;6238.7348;8538.8885;3439.6053;4175.9541;6991.6142;13848.6536;3470.495;4166.4007;3463.6517;4172.7259
1869960.0;3320.6839;4201.8813;3460.9295;4170.0352;3437.8336;4173.7959;3327.3665;4182.4301;3470.0597;4163.2759;6238.7411;8538.8399;3436.7881;4173.9065;6993.3176;13846.7482;3468.188;4163.873;3461.5909;4170.0519
1869980.0;3317.6742;4200.4044;3458.8513;4167.3111;3435.131;4171.6381;3324.6356;4180.2621;3467.6758;4160.8034;6238.7436;8538.7932;3433.9418;4171.925;6994.8045;13844.6353;3465.8092;4161.3905;3459.4937;4167.4154
1870000.0;3314.712;4198.7819;3456.7567;4164.6059;3432.427;4169.4894;3321.9269;4178.0755;3465.2334;4158.3764;6238.7444;8538.749;3431.0765;4169.9928;6996.0614;13842.3533;3463.3712;4158.9481;3457.3575;4164.8151
1870020.0;3311.8077;4197.0052;3454.6461;4161.9157;3429.7335;4167.3357;3319.2419;4175.8713;3462.7376;4155.9993;6238.7445;8538.7105;3428.2025;4168.0847;6997.0808;13839.936;3460.8869;4156.5488;3455.1831;4162.2525
1870040.0;3308.9709;4195.0716;3452.5202;4159.238;3427.0597;4165.1623;3316.5804;4173.652;3460.1969;4153.675;6238.7444;8538.6819;3425.3289;4166.1743;6997.8565;13837.4089;3458.3655;4154.1985;3452.9737;4159.7304
1870060.0;3306.2095;4192.9843;3450.3791;4156.5737;3424.4126;4162.9567;3313.9409;4171.4167;3457.6213;4151.4007;6238.7436;8538.6644;3422.4644;4164.2408;6998.3825;13834.7928;3455.8123;4151.8995;3450.7332;4157.248
1870080.0;3303.5289;4190.7505;3448.2221;4153.9264;3421.7974;4160.7123;3311.3226;4169.1616;3455.0204;4149.1655;6238.741;8538.6559;3419.619;4162.2708;6998.6547;13832.1064;3453.2313;4149.6494;3448.4657;4154.7979
1870100.0;3300.9294;4188.3804;3446.0475;4151.2999;3419.2181;4158.4288;3308.7228;4166.8849;3452.4026;4146.9511;6238.734;8538.6526;3416.8037;4160.257;6998.6742;13829.3685;3450.6268;4147.4437;3446.1765;4152.3678
1870120.0;3298.4053;4185.8864;3443.8526;4148.6968;3416.6803;4156.1093;3306.1345;4164.5948;3449.7745;4144.7395;6238.7189;8538.6514;3414.0295;4158.1959;6998.4482;13826.5966;3448.0031;4145.2774;3443.872;4149.9452
1870140.0;3295.9472;4183.2837;3441.633;4146.1211;3414.1919;4153.7553;3303.5456;4162.3114;3447.14;4142.5189;6238.6926;8538.6503;3411.3051;4156.0853;6997.9888;13823.8075;3445.364;4143.1418;3441.5581;4147.5218
1870160.0;3293.5449;4180.5891;3439.3826;4143.5804;3411.7599;4151.3677;3300.9434;4160.0587;3444.4993;4140.2873;6238.6549;8538.6473;3408.6345;4153.9222;6997.3101;13821.0196;3442.7134;4141.0236;3439.239;4145.0957
1870180.0;3291.1892;4177.8193;3437.0959;4141.0854;3409.3847;4148.9504;3298.3182;4157.8552;3441.8499;4138.0513;6238.6096;8538.6396;3406.0173;4151.7034;6996.4277;13818.2533;3440.056;4138.9089;3436.9161;4142.6732
1870200.0;3288.8698;4174.9903;3434.7703;4138.6457;3407.0596;4146.5125;3295.6637;4155.7097;3439.1886;4135.821;6238.5631;8538.6243;3403.451;4149.4281;6995.3569;13815.5269;3437.398;4136.7889;3434.5876;4140.2663
1870220.0;3286.5736;4172.1189;3432.4059;4136.265;3404.7733;4144.064;3292.9753;4153.6211;3436.5153;4133.6041;6238.5203;8538.6004;3400.9331;4147.1016;6994.1131;13812.8527;3434.7451;4134.6617;3432.248;4137.8867
1870240.0;3284.2851;4169.2246;3430.0031;4133.939;3402.5166;4141.6102;3290.2517;4151.5803;3433.8351;4131.4021;6238.4814;8538.5719;3398.4623;4144.7353;6992.7103;13810.2388;3432.1003;4132.5294;3429.8898;4135.5405
1870260.0;3281.9891;4166.329;3427.5616;4131.6581;3400.2848;4139.1494;3287.498;4149.5741;3431.157;4129.2118;6238.4428;8538.5473;3396.0371;4142.3417;6991.1607;13807.6952;3429.4648;4130.3933;3427.5054;4133.2292
1870280.0;3279.6732;4163.4522;3425.0818;4129.4114;3398.0768;4136.6776;3284.7259;4147.5887;3428.4894;4127.0287;6238.4009;8538.5352;3393.6543;4139.9285;6989.4726;13805.2398;3426.8409;4128.2523;3425.0914;4130.9529
1870300.0;3277.328;4160.6088;3422.5673;4127.1909;3395.8914;4134.1935;3281.9489;4145.6125;3425.8365;4124.8476;6238.3556;8538.5377;3391.3092;4137.4959;6987.6505;13802.8965;3424.2337;4126.1029;3422.6507;4128.7118
1870320.0;3274.948;4157.8052;3420.0261;4124.9902;3393.7251;4131.7014;3279.1765;4143.6332;3423.1987;4122.662;6238.3103;8538.5489;3388.9957;4135.0397;6985.6954;13800.6905;3421.6485;4123.9421;3420.1907;4126.5045
1870340.0;3272.5313;4155.041;3417.4679;4122.8029;3391.5709;4129.2093;3276.4134;4141.636;3420.5765;4120.4657;6238.2685;8538.5601;3386.7083;4132.5558;6983.609;13798.6432;3419.0869;4121.7697;3417.7188;4124.3261
1870360.0;3270.082;4152.3094;3414.901;4120.622;3389.4216;4126.7247;3273.6629;4139.606;3417.9723;4118.2562;6238.23;8538.5684;3384.4424;4130.045;6981.3974;13796.7724;3416.5433;4119.5867;3415.2383;4122.1691
1870380.0;3267.61;4149.5997;3412.3306;4118.4431;3387.2735;4124.251;3270.9302;4137.5344;3415.3892;4116.0347;6238.1911;8538.5782;3382.1958;4127.5138;6979.0737;13795.0894;3414.0072;4117.3917;3412.7489;4120.0259
1870400.0;3265.1287;4146.9001;3409.7591;4116.2643;3385.1283;4121.7852;3268.2216;4135.4203;3412.8285;4113.8033;6238.1474;8538.5957;3379.9692;4124.9711;6976.6561;13793.5973;3411.4683;4115.1805;3410.2504;4117.8909
1870420.0;3262.6503;4144.1997;3407.1875;4114.0843;3382.9912;4119.3188;3265.5416;4133.2666;3410.2879;4111.5622;6238.0976;8538.623;3377.7653;4122.4219;6974.1636;13792.2912;3408.9201;4112.9504;3407.7425;4115.7616
1870440.0;3260.1828;4141.4896;3404.6164;4111.8997;3380.8657;4116.844;3262.8922;4131.074;3407.7624;4109.3111;6238.0442;8538.6583;3375.587;4119.8652;6971.6121;13791.1682;3406.3614;4110.7035;3405.2235;4113.6383
1870460.0;3257.7298;4138.7633;3402.047;4109.7061;3378.7507;4114.3579;3260.2744;4128.8397;3405.2461;4107.0517;6237.992;8538.6986;3373.4363;4117.296;6969.014;13790.2354;3403.7938;4108.4444;3402.6895;4111.5223
1870480.0;3255.2936;4136.0169;3399.4817;4107.5016;3376.6426;4111.8633;3257.6907;4126.562;3402.7346;4104.787;6237.9462;8538.7403;3371.3128;4114.7097;6966.3835;13789.5131;3401.2186;4106.1774;3400.1375;4109.4112
1870500.0;3252.8771;4133.2494;3396.9242;4105.2863;3374.5387;4109.3645;3255.1454;4124.2426;3400.2249;4102.5191;6237.9103;8538.7791;3369.2144;4112.1032;6963.7406;13789.0308;3398.636;4103.9054;3397.5696;4107.2961
1870520.0;3250.4841;4130.462;3394.378;4103.0601;3372.437;4106.8647;3252.6425;4121.885;3397.7164;4100.2477;6237.8846;8538.8112;3367.1387;4109.4753;6961.1148;13788.8233;3396.0464;4101.6309;3394.9948;4105.1636
1870540.0;3248.1179;4127.6583;3391.8449;4100.8211;3370.3365;4104.3647;3250.1849;4119.4912;3395.2097;4097.9716;6237.8654;8538.838;3365.0842;4106.8269;6958.5434;13788.9237;3393.4538;4099.3532;3392.425;4103.0037
1870560.0;3245.7794;4124.8451;3389.3237;4098.5682;3368.2375;4101.8628;3247.7721;4117.0633;3392.7071;4095.6894;6237.8467;8538.8654;3363.0489;4104.1618;6956.0697;13789.3564;3390.867;4097.0658;3389.8697;4100.8153
1870580.0;3243.4665;4122.0311;3386.8118;4096.3039;3366.1438;4099.3541;3245.399;4114.6045;3390.2121;4093.3978;6237.824;8538.8991;3361.0287;4101.4859;6953.7393;13790.1288;3388.2979;4094.7578;3387.333;4098.6046
1870600.0;3241.1739;4119.2242;3384.3073;4094.0336;3364.0618;4096.8308;3243.0574;4112.1193;3387.7281;4091.0914;6237.7975;8538.9384;3359.017;4098.8042;6951.5972;13791.2318;3385.7595;4092.4189;3384.8149;4096.3777
1870620.0;3238.8941;4116.428;3381.8112;4091.7605;3362.0001;4094.2832;3240.7395;4109.6106;3385.2568;4088.7665;6237.7714;8538.9769;3357.0096;4096.1182;6949.6805;13792.6411;3383.2641;4090.0429;3382.3151;4094.136
1870640.0;3236.6197;4113.6411;3379.3266;4089.4825;3359.9691;4091.7023;3238.4406;4107.079;3382.7971;4086.4245;6237.7509;8539.0072;3355.0072;4093.4257;6948.0133;13794.3211;3380.8205;4087.6242;3379.8352;4091.8773
1870660.0;3234.3475;4110.8596;3376.8563;4087.1936;3357.9792;4089.0818;3236.1588;4104.5256;3380.3467;4084.069;6237.7381;8539.0262;3353.0121;4090.723;6946.6035;13796.2273;3378.4311;4085.1571;3377.3773;4089.5993
1870680.0;3232.0819;4108.0793;3374.4014;4084.8875;3356.0365;4086.4195;3233.8929;4101.9541;3377.9045;4081.7019;6237.7317;8539.0355;3351.0246;4088.0083;6945.446;13798.3149;3376.09;4082.6417;3374.9424;4087.3024
1870700.0;3229.8337;4105.297;3371.9623;4082.5597;3354.1395;4083.7178;3231.6424;4099.37;3375.4715;4079.3221;6237.7293;8539.0392;3349.0426;4085.2857;6944.5289;13800.5454;3373.7843;4080.0942;3372.5284;4084.9877
1870720.0;3227.6161;4102.5092;3369.5391;4080.2077;3352.2794;4080.984;3229.4077;4096.7785;3373.0501;4076.9279;6237.7285;8539.0405;3347.0636;4082.5636;6943.8378;13802.893;3371.4983;4077.545;3370.131;4082.6531
1870740.0;3225.4415;4099.7091;3367.1322;4077.8311;3350.4454;4078.2284;3227.1891;4094.1815;3370.6417;4074.5172;6237.7284;8539.0417;3345.085;4079.85;6943.3545;13805.3417;3369.2176;4075.0221;3367.7462;4080.2911
1870760.0;3223.321;4096.8852;3364.7415;4075.4313;3348.629;4075.4617;3224.9873;4091.5771;3368.2454;4072.085;6237.7282;8539.045;3343.1034;4077.1475;6943.0532;13807.8811;3366.9316;4072.5341;3365.3735;4077.891
1870780.0;3221.2657;4094.0226;3362.3679;4073.01;3346.8245;4072.6935;3222.8048;4088.9598;3365.8602;4069.6218;6237.7275;8539.0536;3341.1152;4074.4539;6942.8942;13810.5004;3364.6354;4070.0689;3363.0169;4075.4452
1870800.0;3219.2855;4091.1091;3360.0134;4070.5675;3345.0271;4069.931;3220.6478;4086.3227;3363.4878;4067.12;6237.7253;8539.0708;3339.1184;4071.7653;6942.8227;13813.184;3362.3289;4067.6076;3360.6829;4072.9552
1870820.0;3217.3871;4088.1387;3357.681;4068.1031;3343.2306;4067.1778;3218.527;4083.6586;3361.134;4064.5823;6237.7195;8539.0983;3337.1123;4069.0799;6942.77;13815.9116;3360.0157;4065.137;3358.3758;4070.4309
1870840.0;3215.5736;4085.112;3355.3717;4065.6161;3341.4299;4064.4327;3216.4568;4080.9594;3358.8069;4062.0219;6237.7077;8539.1334;3335.095;4066.3999;6942.6591;13818.6582;3357.6998;4062.6526;3356.0958;4067.8835
1870860.0;3213.8466;4082.032;3353.0845;4063.106;3339.6227;4061.6895;3214.4518;4078.2133;3356.5127;4059.4516;6237.6884;8539.1692;3333.0629;4063.7302;6942.4116;13821.3956;3355.3859;4060.1541;3353.8409;4065.3184
1870880.0;3212.2102;4078.9007;3350.8171;4060.5725;3337.8102;4058.9421;3212.5223;4075.4064;3354.2523;4056.8737;6237.6626;8539.2001;3331.0128;4061.0759;6941.9556;13824.0887;3353.0799;4057.6386;3351.6098;4062.7354
1870900.0;3210.672;4075.7176;3348.5687;4058.0172;3335.9939;4056.1898;3210.6712;4072.5289;3352.0216;4054.2801;6237.6332;8539.2258;3328.947;4058.4385;6941.2356;13826.6943;3350.7915;4055.0984;3349.4026;4060.1347
1870920.0;3209.2401;4072.4797;3346.3415;4055.4443;3334.1743;4053.439;3208.8938;4069.5807;3349.815;4051.6619;6237.6029;8539.2517;3326.8744;4055.8133;6940.2218;13829.1636;3348.5333;4052.5246;3347.2186;4057.522
1870940.0;3207.9192;4069.1853;3344.14;4052.8595;3332.3495;4050.6989;3207.1836;4066.5717;3347.6291;4049.0171;6237.5726;8539.2835;3324.8075;4053.1911;6938.911;13831.4502;3346.3172;4049.9145;3345.0533;4054.9054
1870960.0;3206.7072;4065.8372;3341.9697;4050.2678;3330.5157;4047.976;3205.5377;4063.5178;3345.4639;4046.3518;6237.5432;8539.3223;3322.756;4050.5635;6937.32;13833.5173;3344.1506;4047.2759;3342.8989;4052.2888
1870980.0;3205.5945;4062.4435;3339.8349;4047.671;3328.6696;4045.271;3203.9596;4060.436;3343.3209;4043.6745;6237.5174;8539.365;3320.7245;4047.9268;6935.4747;13835.3399;3342.0344;4044.6238;3340.747;4049.6696
1871000.0;3204.5663;4059.0145;3337.7371;4045.0673;3326.8093;4042.5808;3202.4557;4057.3399;3341.201;4040.9923;6237.4982;8539.4081;3318.7145;4045.2802;6933.406;13836.9005;3339.9642;4041.9709;3338.5926;4047.0438
1871020.0;3203.6054;4055.5579;3335.6744;4042.4518;3324.9342;4039.9031;3201.0318;4054.235;3339.1043;4038.3081;6237.4871;8539.4501;3316.7277;4042.6218;6931.149;13838.1866;3337.933;4039.3217;3336.437;4044.4103
1871040.0;3202.6968;4052.0792;3333.6418;4039.8188;3323.0445;4037.2384;3199.6885;4051.1177;3337.0323;4035.6208;6237.4836;8539.4902;3314.767;4039.9476;6928.7427;13839.1904;3335.9336;4036.6713;3334.2875;4041.7713
1871060.0;3201.8298;4048.5838;3331.6338;4037.1642;3321.1403;4034.5889;3198.4222;4047.9798;3334.9917;4032.9246;6237.4871;8539.5258;3312.833;4037.2561;6926.2259;13839.9122;3333.9606;4034.0113;3332.1543;4039.1268
1871080.0;3200.9998;4045.0785;3329.6465;4034.4877;3319.2223;4031.9548;3197.2266;4044.8172;3332.995;4030.2089;6237.4982;8539.555;3310.922;4034.5516;6923.6332;13840.358;3332.0117;4031.3338;3330.047;4036.4717
1871100.0;3200.2069;4041.5715;3327.6774;4031.7911;3317.2925;4029.3308;3196.0981;4041.6327;3331.0576;4027.4589;6237.5174;8539.5792;3309.0268;4031.8417;6920.9958;13840.5365;3330.0895;4028.6323;3327.9721;4033.7977
1871120.0;3199.4548;4038.0698;3325.7249;4029.0784;3315.3535;4026.708;3195.0363;4038.4319;3329.1915;4024.6604;6237.5434;8539.6039;3307.14;4029.1304;6918.3448;13840.4507;3328.1996;4025.901;3325.9309;4031.1005
1871140.0;3198.7486;4034.5771;3323.7881;4026.3546;3313.4068;4024.0789;3194.042;4035.2164;3327.3985;4021.8076;6237.5735;8539.6334;3305.2566;4026.4148;6915.7138;13840.0975;3326.3478;4023.1345;3323.9198;4028.3832
1871160.0;3198.0922;4031.0911;3321.8668;4023.6245;3311.4531;4021.4419;3193.1128;4031.9835;3325.669;4018.9066;6237.6064;8539.6658;3303.3739;4023.6883;6913.1381;13839.4682;3324.5376;4020.3299;3321.9324;4025.6532
1871180.0;3197.4852;4027.6054;3319.9603;4020.8898;3309.4946;4018.7997;3192.2412;4028.7313;3323.9859;4015.972;6237.6437;8539.6923;3301.4899;4020.9462;6910.6518;13838.556;3322.7694;4017.4871;3319.9649;4022.9152
1871200.0;3196.9217;4024.114;3318.0662;4018.148;3307.5372;4016.1547;3191.4155;4025.4631;3322.3311;4013.0186;6237.688;8539.7026;3299.6031;4018.1883;6908.2915;13837.359;3321.0399;4014.6106;3318.0177;4020.1663
1871220.0;3196.392;4020.6174;3316.1816;4015.3957;3305.5881;4013.5053;3190.6225;4022.1854;3320.691;4010.0574;6237.7402;8539.6923;3297.7121;4015.4185;6906.1002;13835.8815;3319.3426;4011.7074;3316.0932;4017.3993
1871240.0;3195.885;4017.1227;3314.3043;4012.6323;3303.6529;4010.8477;3189.8499;4018.9034;3319.0573;4007.0952;6237.7984;8539.666;3295.8188;4012.6407;6904.1289;13834.1304;3317.6701;4008.7847;3314.1918;4014.6099
1871260.0;3195.3897;4013.6397;3312.4354;4009.8604;3301.7337;4008.1795;3189.0867;4015.6221;3317.4264;4004.1377;6237.8593;8539.6345;3293.9299;4009.8555;6902.4282;13832.1169;3316.0172;4005.8453;3312.312;4011.8016
1871280.0;3194.8933;4010.1745;3310.5774;4007.0833;3299.8328;4005.5005;3188.3235;4012.3497;3315.7981;4001.1895;6237.9209;8539.6078;3292.056;4007.0583;6901.0371;13829.8605;3314.3835;4002.8883;3310.4514;4008.983
1871300.0;3194.3819;4006.7269;3308.7319;4004.3038;3297.9557;4002.8091;3187.5511;4009.0966;3314.175;3998.2523;6237.9823;8539.5898;3290.2074;4004.2408;6899.9755;13827.394;3312.7697;3999.9146;3308.6082;4006.1611
1871320.0;3193.8423;4003.2919;3306.8978;4001.5241;3296.1103;4000.1003;3186.7596;4005.8712;3312.5626;3995.3221;6238.0437;8539.5783;3288.3884;4001.3962;6899.2465;13824.7601;3311.1743;3996.9307;3306.7812;4003.3381
1871340.0;3193.2655;3999.8635;3305.0718;3998.7473;3294.3032;3997.3667;3185.9382;4002.6745;3310.9684;3992.3907;6238.1055;8539.5674;3286.5971;3998.5241;6898.8422;13822.0069;3309.5925;3993.9465;3304.9699;4000.5138
1871360.0;3192.6473;3996.4372;3303.2501;3995.9769;3292.5379;3994.602;3185.0774;3999.5012;3309.3983;3989.4509;6238.1677;8539.5506;3284.8286;3995.6305;6898.7476;13819.1834;3308.0181;3990.9693;3303.1743;3997.689
1871380.0;3191.9878;3993.0115;3301.4303;3993.2159;3290.8145;3991.8039;3184.1691;3996.343;3307.8527;3986.5003;6238.2302;8539.5246;3283.0785;3992.7232;6898.9409;13816.3388;3306.4456;3988.0021;3301.3946;3994.8639
1871400.0;3191.2907;3989.5872;3299.6111;3990.4652;3289.1304;3988.9739;3183.2057;3993.1925;3306.3228;3983.5419;6238.293;8539.49;3281.3446;3989.8075;6899.3957;13813.518;3304.8705;3985.0463;3299.6304;3992.0379
1871420.0;3190.5623;3986.1671;3297.7921;3987.7213;3287.4817;3986.1155;3182.1772;3990.0462;3304.793;3980.5805;6238.3564;8539.4501;3279.6253;3986.8871;6900.0814;13810.7565;3303.2883;3982.1044;3297.8802;3989.2102
1871440.0;3189.8091;3982.7546;3295.9738;3984.9775;3285.8655;3983.2313;3181.0714;3986.9065;3303.2474;3977.6209;6238.4214;8539.4079;3277.9173;3983.9651;6900.9681;13808.0763;3301.695;3979.1791;3296.1414;3986.381
1871460.0;3189.0362;3979.3514;3294.1572;3982.2265;3284.2804;3980.3227;3179.878;3983.7816;3301.6773;3974.6671;6238.4899;8539.3638;3276.2159;3981.0427;6902.0286;13805.4895;3300.0893;3976.2712;3294.4091;3983.5501
1871480.0;3188.2471;3975.9544;3292.3453;3979.4644;3282.7245;3977.3906;3178.5934;3980.6843;3300.0829;3971.7227;6238.5643;8539.318;3274.5154;3978.117;6903.2471;13803.0094;3298.4732;3973.3781;3292.6767;3980.7145
1871500.0;3187.4453;3972.5566;3290.5426;3976.6902;3281.1926;3974.4368;3177.2219;3977.627;3298.4698;3968.789;6238.6457;8539.2717;3272.8108;3975.1833;6904.6223;13800.6603;3296.8511;3970.4953;3290.9385;3977.87
1871520.0;3186.6339;3969.15;3288.7551;3973.9032;3279.6776;3971.4633;3175.7737;3974.6153;3296.8445;3965.8634;6238.732;8539.2258;3271.0996;3972.239;6906.1655;13798.4797;3295.229;3967.618;3289.1926;3975.0141
1871540.0;3185.8144;3965.7289;3286.9877;3971.1013;3278.1729;3968.4731;3174.2612;3971.6443;3295.2105;3962.9409;6238.8183;8539.1797;3269.3846;3969.2848;6907.8904;13796.5084;3293.6126;3964.7416;3287.4409;3972.1471
1871560.0;3184.9855;3962.291;3285.2424;3968.2816;3276.675;3965.471;3172.6968;3968.7006;3293.5685;3960.0186;6238.8997;8539.1327;3267.6731;3966.3232;6909.8028;13794.7764;3292.0056;3961.8596;3285.6866;3969.2693
1871580.0;3184.1444;3958.8375;3283.5174;3965.442;3275.181;3962.463;3171.0903;3965.7693;3291.9184;3957.0962;6238.974;8539.0852;3265.9746;3963.3555;6911.8936;13793.2898;3290.4077;3958.9633;3283.9328;3966.3789
1871600.0;3183.2888;3955.3725;3281.808;3962.582;3273.6859;3959.4532;3169.4498;3962.8387;3290.2617;3954.1738;6239.0425;8539.0375;3264.2947;3960.3807;6914.1414;13792.0309;3288.8133;3956.0433;3282.1828;3963.4719
1871620.0;3182.4175;3951.902;3280.1096;3959.7009;3272.1831;3956.4426;3167.7825;3959.8981;3288.6015;3951.2481;6239.1075;8538.9887;3262.6336;3957.3966;6916.5182;13790.9668;3287.2134;3953.0925;3280.4406;3960.5461
1871640.0;3181.5291;3948.4305;3278.42;3956.7974;3270.6675;3953.4311;3166.0971;3956.9355;3286.9403;3948.3145;6239.1709;8538.9386;3260.9867;3954.4027;6918.9956;13790.0644;3285.6003;3950.11;3278.71;3957.6033
1871660.0;3180.6203;3944.9595;3276.7398;3953.8716;3269.137;3950.4197;3164.4032;3953.9431;3285.2791;3945.3702;6239.2339;8538.8885;3259.3481;3951.402;6921.5495;13789.2998;3283.9734;3947.1011;3276.9937;3954.6484
1871680.0;3179.6861;3941.4898;3275.0719;3950.9267;3267.5904;3947.4094;3162.7095;3950.9246;3283.619;3942.4163;6239.2967;8538.8399;3257.7135;3948.4013;6924.162;13788.6602;3282.3399;3944.0766;3275.2925;3951.6866
1871700.0;3178.72;3938.0243;3273.4183;3947.9685;3266.0246;3944.4004;3161.0203;3947.8949;3281.963;3939.4555;6239.3593;8538.7932;3256.0808;3945.4072;6926.819;13788.1395;3280.7096;3941.0478;3273.6066;3948.7209
1871720.0;3177.7148;3934.5674;3271.7798;3945.003;3264.4366;3941.3938;3159.3353;3944.8686;3280.3153;3936.489;6239.4208;8538.749;3254.4495;3942.422;6929.5084;13787.7376;3279.0886;3938.0221;3271.9364;3945.7525
1871740.0;3176.6632;3931.1222;3270.1563;3942.033;3262.8259;3938.3925;3157.6525;3941.8498;3278.6797;3933.5152;6239.4789;8538.7105;3252.8206;3939.4433;6932.2174;13787.4574;3277.4756;3935.0;3270.2821;3942.7807
1871760.0;3175.5587;3927.6909;3268.5475;3939.0571;3261.1954;3935.3993;3155.9722;3938.8319;3277.0592;3930.5294;6239.5301;8538.6819;3251.1967;3936.4652;6934.935;13787.3054;3275.8643;3931.9766;3268.6434;3939.8028
1871780.0;3174.3978;3924.2769;3266.9511;3936.0709;3259.5498;3932.412;3154.298;3935.8065;3275.4564;3927.5266;6239.5707;8538.6644;3249.5823;3933.481;6937.6515;13787.2888;3274.2478;3928.9462;3267.02;3936.8145
1871800.0;3173.1816;3920.8868;3265.3623;3933.0697;3257.8945;3929.4241;3152.636;3932.7698;3273.8724;3924.5031;6239.5997;8538.6559;3247.9836;3930.486;6940.3558;13787.4166;3272.6218;3925.9063;3265.4111;3933.811
1871820.0;3171.9177;3917.5254;3263.7737;3930.0525;3256.2345;3926.4302;3150.9899;3929.7233;3272.3045;3921.459;6239.6201;8538.6526;3246.4066;3927.4794;6943.0322;13787.7022;3270.9847;3922.8567;3263.8148;3930.79
1871840.0;3170.6211;3914.1908;3262.178;3927.0242;3254.5732;3923.4303;3149.3575;3926.67;3270.7451;3918.3967;6239.6378;8538.6518;3244.8553;3924.4617;6945.6612;13788.1657;3269.3377;3919.7971;3262.226;3927.7538
1871860.0;3169.3123;3910.872;3260.5715;3923.9937;3252.9114;3920.4308;3147.7298;3923.6124;3269.1849;3915.3203;6239.6578;8538.6526;3243.33;3921.4314;6948.2235;13788.8307;3267.6845;3916.7259;3260.6373;3924.7075
1871880.0;3168.0124;3907.5558;3258.9545;3920.9683;3251.249;3917.4387;3146.0937;3920.5521;3267.6164;3912.235;6239.6821;8538.6559;3241.8267;3918.3848;6950.7021;13789.7182;3266.0301;3913.643;3259.0417;3921.6562
1871900.0;3166.7361;3904.2342;3257.3299;3917.95;3249.5863;3914.4576;3144.4361;3917.4915;3266.0366;3909.1459;6239.7092;8538.6644;3240.3379;3915.3214;6953.0822;13790.8398;3264.377;3910.5535;3257.4353;3918.6034
1871920.0;3165.4873;3900.9074;3255.7008;3914.936;3247.923;3911.4872;3142.7482;3914.4364;3264.4459;3906.0587;6239.7377;8538.6817;3238.8542;3912.2473;6955.3458;13792.1986;3262.7216;3907.4686;3255.819;3915.5507
1871940.0;3164.2588;3897.5822;3254.0682;3911.9235;3246.2565;3908.5267;3141.0259;3911.3959;3262.845;3902.9803;6239.7668;8538.7092;3237.3688;3909.1727;6957.4702;13793.7916;3261.0543;3904.4016;3254.1967;3912.4992
