Time(sentisec);X_A(m);Y_A(m);X_F(m);Y_F(m);X_G(m);Y_G(m);X_H(m);Y_H(m);X_I(m);Y_I(m);X_J(m);Y_J(m);X_K(m);Y_K(m);X_L(m);Y_L(m)
5986440.0;3037.7188;1825.1743;3036.3062;1823.4783;3034.6574;1823.9028;3125.859;1825.0802;3034.7476;1826.8523;3033.5947;1823.0347;3012.6681;1826.0659;3032.6362;1825.5422
5986460.0;3036.2884;1822.7599;3035.1265;1821.2282;3033.7613;1821.3952;3125.8611;1825.0454;3033.8113;1824.2019;3032.3236;1820.676;3012.6993;1826.0695;3031.4772;1823.1213
5986480.0;3034.6777;1820.5121;3033.7142;1819.1246;3032.6268;1819.0316;3125.8662;1825.0105;3032.678;1821.6869;3030.8672;1818.4402;3012.7304;1826.0789;3030.1527;1820.8132
5986500.0;3032.9266;1818.4247;3032.0995;1817.1691;3031.2711;1816.8228;3125.8755;1824.983;3031.3519;1819.3195;3029.2507;1816.3367;3012.762;1826.0978;3028.683;1818.6375
5986520.0;3031.0674;1816.4855;3030.3134;1815.3612;3029.7176;1814.7752;3125.8878;1824.9658;3029.8432;1817.1123;3027.4982;1814.3739;3012.7936;1826.1281;3027.0883;1816.607
5986540.0;3029.1259;1814.6784;3028.3862;1813.6959;3027.997;1812.8905;3125.8977;1824.9572;3028.1679;1815.0776;3025.6314;1812.5622;3012.8246;1826.1664;3025.3856;1814.7279
5986560.0;3027.1216;1812.9852;3026.3463;1812.1627;3026.142;1811.1702;3125.8974;1824.9539;3026.3455;1813.2216;3023.6695;1810.9141;3012.8551;1826.2047;3023.5884;1813.0019
5986580.0;3025.0675;1811.387;3024.218;1810.7492;3024.1844;1809.6173;3125.882;1824.9529;3024.3983;1811.5405;3021.6323;1809.4394;3012.8845;1826.235;3021.7089;1811.4286
5986600.0;3022.9679;1809.8695;3022.0214;1809.4449;3022.1523;1808.2376;3125.8533;1824.9527;3022.3492;1810.028;3019.5388;1808.1426;3012.911;1826.254;3019.7597;1810.0061
5986620.0;3020.8206;1808.4272;3019.7724;1808.243;3020.0721;1807.036;3125.8192;1824.9527;3020.2213;1808.6831;3017.4064;1807.0219;3012.9326;1826.2634;3017.7521;1808.7325
5986640.0;3018.623;1807.0699;3017.4847;1807.1443;3017.9686;1806.0165;3125.7885;1824.9527;3018.0366;1807.5143;3015.2503;1806.0716;3012.9502;1826.267;3015.6949;1807.6114
5986660.0;3016.3771;1805.8218;3015.169;1806.1619;3015.8655;1805.1812;3125.7667;1824.9527;3015.8163;1806.5322;3013.0861;1805.2831;3012.9678;1826.2681;3013.5948;1806.6566
5986680.0;3014.0919;1804.7203;3012.8341;1805.319;3013.786;1804.5329;3125.7541;1824.9527;3013.5791;1805.7438;3010.9313;1804.6498;3012.9893;1826.2684;3011.4603;1805.8921
5986700.0;3011.7828;1803.8097;3010.4885;1804.6398;3011.7536;1804.0754;3125.7483;1824.9525;3011.3417;1805.1518;3008.8042;1804.1695;3013.016;1826.2684;3009.3049;1805.3445
5986720.0;3009.4714;1803.135;3008.1463;1804.1395;3009.7903;1803.8137;3125.7468;1824.9516;3009.1195;1804.7618;3006.7232;1803.8497;3013.0462;1826.2684;3007.1473;1805.0358
5986740.0;3007.1855;1802.7327;3005.8284;1803.8242;3007.9143;1803.7495;3125.7482;1824.9486;3006.928;1804.5841;3004.7054;1803.7059;3013.0787;1826.2681;3005.0111;1804.9762
5986760.0;3004.9578;1802.6245;3003.5602;1803.699;3006.1396;1803.8795;3125.7532;1824.941;3004.7829;1804.6305;3002.7688;1803.7598;3013.1148;1826.267;3002.9235;1805.164
5986780.0;3002.8231;1802.8143;3001.3639;1803.7738;3004.4744;1804.1955;3125.7639;1824.9255;3002.7003;1804.9061;3000.9333;1804.0306;3013.1559;1826.2634;3000.9131;1805.5875
5986800.0;3000.814;1803.2918;2999.2556;1804.0602;3002.921;1804.6903;3125.7814;1824.9007;3000.6972;1805.4056;2999.2191;1804.5278;3013.2011;1826.254;2999.0072;1806.2313
5986820.0;2998.9567;1804.0366;2997.247;1804.5629;3001.4764;1805.3615;3125.8048;1824.8693;2998.7909;1806.1162;2997.642;1805.2452;3013.2463;1826.235;2997.2273;1807.0778
5986840.0;2997.2657;1805.0201;2995.3489;1805.2734;3000.1362;1806.2114;3125.8318;1824.838;2996.9977;1807.022;2996.2078;1806.1619;3013.2874;1826.2047;2995.5877;1808.1074
5986860.0;2995.7421;1806.2069;2993.5732;1806.1734;2998.8971;1807.238;3125.8602;1824.8132;2995.3296;1808.1057;2994.909;1807.2499;3013.3236;1826.1664;2994.0944;1809.2972
5986880.0;2994.3753;1807.5594;2991.9312;1807.2425;2997.756;1808.4283;3125.8894;1824.7977;2993.7935;1809.3477;2993.7272;1808.4814;3013.3569;1826.1281;2992.7483;1810.6244
5986900.0;2993.148;1809.0427;2990.4327;1808.4644;2996.7051;1809.7578;3125.9183;1824.7898;2992.394;1810.7244;2992.637;1809.8317;3013.3891;1826.0978;2991.547;1812.0668
5986920.0;2992.0403;1810.63;2989.0863;1809.8239;2995.7317;1811.1993;3125.9446;1824.7858;2991.138;1812.2118;2991.6146;1811.2781;3013.4209;1826.0789;2990.4887;1813.603
5986940.0;2991.0335;1812.3034;2987.8994;1811.3035;2994.8216;1812.7304;3125.9661;1824.7816;2990.0351;1813.7893;2990.6458;1812.7976;3013.4519;1826.0695;2989.5722;1815.211
5986960.0;2990.1139;1814.0549;2986.8781;1812.8855;2993.9665;1814.3367;3125.9837;1824.7729;2989.0948;1815.444;2989.7356;1814.3725;3013.4823;1826.0659;2988.7958;1816.8725
5986980.0;2989.2755;1815.8828;2986.0277;1814.558;2993.1658;1816.0087;3126.0011;1824.7557;2988.3222;1817.1693;2988.9074;1815.9943;3013.5118;1826.0645;2988.1561;1818.5769
5987000.0;2988.5215;1817.788;2985.3524;1816.3168;2992.4254;1817.7405;3126.022;1824.7281;2987.7208;1818.9615;2988.1992;1817.6637;3013.5383;1826.0633;2987.6485;1820.3214
5987020.0;2987.8613;1819.7669;2984.8563;1818.1582;2991.755;1819.5293;3126.0464;1824.6933;2987.2928;1820.8158;2987.6552;1819.3827;3013.5599;1826.06;2987.2683;1822.107
5987040.0;2987.3098;1821.8095;2984.5426;1820.0726;2991.1712;1821.3749;3126.0708;1824.6585;2987.0374;1822.725;2987.322;1821.1463;3013.5775;1826.0515;2987.0124;1823.9344
5987060.0;2986.887;1823.9009;2984.4109;1822.0435;2990.6982;1823.2766;3126.0917;1824.6309;2986.9449;1824.6792;2987.2392;1822.9391;3013.5949;1826.0342;2986.8775;1825.8013
5987080.0;2986.6221;1826.0248;2984.4546;1824.0523;2990.3663;1825.2285;3126.1091;1824.6137;2986.9969;1826.6673;2987.4297;1824.7369;3013.6158;1826.0067;2986.8595;1827.7026
5987100.0;2986.5518;1828.1636;2984.6628;1826.0837;2990.2039;1827.219;3126.1265;1824.6052;2987.1718;1828.6776;2987.8921;1826.5112;3013.6402;1825.9719;2986.9529;1829.6322
5987120.0;2986.7129;1830.2951;2985.0242;1828.1287;2990.232;1829.2336;3126.1474;1824.6019;2987.4548;1830.6975;2988.6063;1828.2319;3013.6646;1825.937;2987.1542;1831.5836
5987140.0;2987.1314;1832.3898;2985.5316;1830.1837;2990.4598;1831.26;3126.1717;1824.6008;2987.8437;1832.7125;2989.5458;1829.87;3013.6855;1825.9095;2987.4644;1833.5492
5987160.0;2987.8165;1834.4118;2986.1811;1832.2463;2990.8877;1833.287;3126.1954;1824.6006;2988.3495;1834.7052;2990.6874;1831.4008;3013.7029;1825.8923;2987.8911;1835.5162
5987180.0;2988.7631;1836.3242;2986.9708;1834.3094;2991.5106;1835.3021;3126.2142;1824.6006;2988.989;1836.6571;2992.0105;1832.8063;3013.7203;1825.8838;2988.4473;1837.4643
5987200.0;2989.9587;1838.0916;2987.8979;1836.3577;2992.3241;1837.2855;3126.2266;1824.6006;2989.7784;1838.5519;2993.4944;1834.0758;3013.7412;1825.8804;2989.1477;1839.368
5987220.0;2991.3876;1839.684;2988.9593;1838.3694;2993.3251;1839.2096;3126.2346;1824.6006;2990.7265;1840.3766;2995.1144;1835.2029;3013.7656;1825.8794;2990.0032;1841.2044
5987240.0;2993.0314;1841.0785;2990.1538;1840.3192;2994.51;1841.0428;3126.2426;1824.6006;2991.8369;1842.1192;2996.845;1836.1834;3013.79;1825.8792;2991.0184;1842.9585
5987260.0;2994.8655;1842.2628;2991.4833;1842.181;2995.8708;1842.7554;3126.2549;1824.6006;2993.11;1843.7651;2998.661;1837.0159;3013.8109;1825.8792;2992.1927;1844.6221
5987280.0;2996.8606;1843.2344;2992.952;1843.9291;2997.3959;1844.3244;3126.2737;1824.6006;2994.5454;1845.2982;3000.5426;1837.7043;3013.8284;1825.8792;2993.5242;1846.1862
5987300.0;2998.9834;1843.9977;2994.5643;1845.539;2999.0725;1845.7334;3126.2973;1824.6006;2996.1399;1846.7051;3002.4773;1838.2588;3013.8458;1825.8792;2995.0108;1847.6349
5987320.0;3001.2002;1844.5564;2996.3208;1846.9868;3000.8896;1846.969;3126.3209;1824.6006;2997.885;1847.9772;3004.4627;1838.691;3013.8667;1825.8792;2996.648;1848.9464
5987340.0;3003.4767;1844.9086;2998.2168;1848.2505;3002.8349;1848.0194;3126.3395;1824.6006;2999.7659;1849.11;3006.5019;1839.0083;3013.891;1825.8792;2998.4251;1850.1013
5987360.0;3005.7793;1845.0424;3000.2419;1849.3098;3004.892;1848.8732;3126.3512;1824.6006;3001.7653;1850.0987;3008.5963;1839.2082;3013.9147;1825.8792;3000.326;1851.0896
5987380.0;3008.0765;1844.9392;3002.3809;1850.1478;3007.0385;1849.5202;3126.3571;1824.6006;3003.8664;1850.9348;3010.7387;1839.2772;3013.9335;1825.8792;3002.3331;1851.9105
5987400.0;3010.3431;1844.5791;3004.6154;1850.7527;3009.2501;1849.9489;3126.36;1824.6006;3006.0534;1851.6039;3012.9141;1839.1916;3013.9458;1825.8792;3004.4323;1852.5628
5987420.0;3012.5613;1843.9516;3006.9237;1851.1172;3011.5041;1850.1468;3126.3629;1824.6006;3008.3096;1852.0875;3015.1028;1838.9227;3013.9538;1825.8792;3006.6134;1853.04
5987440.0;3014.7202;1843.0611;3009.2801;1851.2384;3013.7799;1850.1022;3126.3688;1824.6006;3010.614;1852.3654;3017.2808;1838.4415;3013.9618;1825.8792;3008.8661;1853.3284
5987460.0;3016.8113;1841.9263;3011.6558;1851.1154;3016.0542;1849.8078;3126.3805;1824.6006;3012.9405;1852.42;3019.4205;1837.7268;3013.9743;1825.8792;3011.174;1853.413
5987480.0;3018.8235;1840.5715;3014.0213;1850.7484;3018.2974;1849.2599;3126.3992;1824.6006;3015.2592;1852.2372;3021.4934;1836.769;3013.9938;1825.8792;3013.511;1853.2776
5987500.0;3020.74;1839.0197;3016.3472;1850.1409;3020.4731;1848.4577;3126.4229;1824.6006;3017.5395;1851.8084;3023.4763;1835.5718;3014.0196;1825.8792;3015.8416;1852.9077
5987520.0;3022.5371;1837.2885;3018.6035;1849.3014;3022.5416;1847.4013;3126.4471;1824.6006;3019.7538;1851.1312;3025.3558;1834.1491;3014.049;1825.8792;3018.1263;1852.2908
5987540.0;3024.1892;1835.3927;3020.7615;1848.2416;3024.4655;1846.0928;3126.468;1824.6006;3021.8787;1850.2114;3027.1313;1832.5223;3014.0793;1825.8792;3020.3261;1851.423
5987560.0;3025.6724;1833.3451;3022.7946;1846.9735;3026.2119;1844.5366;3126.4855;1824.6006;3023.8926;1849.0593;3028.8137;1830.717;3014.1096;1825.8792;3022.4057;1850.3093
5987580.0;3026.967;1831.1596;3024.6804;1845.5064;3027.7531;1842.7424;3126.5029;1824.6004;3025.773;1847.6875;3030.4229;1828.7626;3014.1391;1825.8794;3024.3337;1848.962
5987600.0;3028.0519;1828.8534;3026.3995;1843.8487;3029.0652;1840.7294;3126.5238;1824.5994;3027.4947;1846.1072;3031.9813;1826.691;3014.1656;1825.8804;3026.0815;1847.3944
5987620.0;3028.9012;1826.4511;3027.9339;1842.0123;3030.1303;1838.5294;3126.5481;1824.5961;3029.0319;1844.3312;3033.5074;1824.5337;3014.1872;1825.8838;3027.6221;1845.6197
5987640.0;3029.4847;1823.9847;3029.2658;1840.0137;3030.9386;1836.1846;3126.5718;1824.5876;3030.3592;1842.3755;3035.0088;1822.3134;3014.2047;1825.8923;3028.9285;1843.654
5987660.0;3029.776;1821.4898;3030.377;1837.8726;3031.4895;1833.7416;3126.5904;1824.5703;3031.4535;1840.2607;3036.478;1820.0396;3014.2221;1825.9095;3029.9759;1841.5224
5987680.0;3029.7614;1818.9979;3031.2511;1835.6119;3031.785;1831.2457;3126.6021;1824.5428;3032.295;1838.0076;3037.8884;1817.7085;3014.243;1825.937;3030.7455;1839.2598
5987700.0;3029.4479;1816.5305;3031.8767;1833.2585;3031.8241;1828.7366;3126.6078;1824.508;3032.8694;1835.6356;3039.1957;1815.3093;3014.2673;1825.9717;3031.2305;1836.9082
5987720.0;3028.8673;1814.096;3032.2512;1830.8448;3031.5983;1826.2481;3126.6101;1824.4731;3033.1698;1833.1659;3040.3419;1812.8318;3014.291;1826.0055;3031.4372;1834.5077
5987740.0;3028.0728;1811.6913;3032.3785;1828.4037;3031.0962;1823.811;3126.6108;1824.4456;3033.1986;1830.6266;3041.2659;1810.2756;3014.3097;1826.0297;3031.3833;1832.087
5987760.0;3027.1302;1809.3041;3032.2649;1825.9635;3030.3098;1821.4576;3126.6109;1824.4284;3032.9627;1828.0536;3041.9099;1807.6553;3014.3213;1826.0384;3031.0896;1829.6571
5987780.0;3026.1065;1806.9176;3031.9168;1823.5429;3029.2434;1819.2237;3126.6109;1824.4199;3032.4716;1825.4846;3042.2264;1805.0001;3014.3271;1826.0297;3030.5749;1827.2178
5987800.0;3025.06;1804.5157;3031.3404;1821.1509;3027.9166;1817.145;3126.6109;1824.4165;3031.7325;1822.9522;3042.1786;1802.3496;3014.3293;1826.0055;3029.8509;1824.7744
5987820.0;3024.0359;1802.088;3030.5421;1818.7902;3026.3632;1815.2488;3126.6108;1824.4153;3030.7504;1820.4813;3041.7427;1799.7486;3014.33;1825.9717;3028.925;1822.3517
5987840.0;3023.0613;1799.6327;3029.5254;1816.4648;3024.6248;1813.5499;3126.6101;1824.414;3029.5282;1818.0944;3040.91;1797.2483;3014.3302;1825.937;3027.8023;1819.9922
5987860.0;3022.1428;1797.1558;3028.2932;1814.186;3022.7459;1812.0504;3126.6077;1824.4103;3028.0705;1815.8173;3039.6903;1794.9079;3014.3302;1825.9095;3026.4887;1817.742
5987880.0;3021.263;1794.6707;3026.8529;1811.9762;3020.772;1810.7465;3126.6013;1824.401;3026.3894;1813.6801;3038.1142;1792.7894;3014.3302;1825.8923;3024.9897;1815.6383
5987900.0;3020.3825;1792.1969;3025.2199;1809.865;3018.7489;1809.6328;3126.5873;1824.382;3024.5088;1811.7119;3036.2313;1790.9451;3014.3302;1825.8836;3023.3136;1813.7038
5987920.0;3019.4426;1789.7646;3023.4143;1807.8832;3016.719;1808.7058;3126.5629;1824.3517;3022.4643;1809.9368;3034.1049;1789.4031;3014.3302;1825.8793;3021.4748;1811.951
5987940.0;3018.375;1787.418;3021.456;1806.0585;3014.7182;1807.9626;3126.5277;1824.3132;3020.3;1808.3721;3031.8056;1788.1623;3014.33;1825.8753;3019.4984;1810.3872
5987960.0;3017.1124;1785.2155;3019.3659;1804.4121;3012.7741;1807.3992;3126.4855;1824.2739;3018.0641;1807.0307;3029.4025;1787.1983;3014.3293;1825.8675;3017.4178;1809.0188
5987980.0;3015.6026;1783.2193;3017.1696;1802.9596;3010.9086;1807.0063;3126.4432;1824.2401;3015.8044;1805.9178;3026.9568;1786.4753;3014.3271;1825.8518;3015.2704;1807.8505
5988000.0;3013.821;1781.4828;3014.8995;1801.7092;3009.1385;1806.7679;3126.408;1824.2117;3013.5608;1805.0261;3024.5135;1785.9572;3014.3213;1825.8259;3013.0927;1806.8835
5988020.0;3011.7753;1780.0415;3012.5905;1800.6622;3007.4742;1806.6603;3126.3837;1824.1821;3011.3589;1804.3359;3022.099;1785.6122;3014.3097;1825.7913;3010.9159;1806.1122
5988040.0;3009.5029;1778.917;3010.2723;1799.8147;3005.9156;1806.6567;3126.3705;1824.1433;3009.2073;1803.8243;3019.7221;1785.416;3014.291;1825.7514;3008.7638;1805.5282
5988060.0;3007.0626;1778.1238;3007.9635;1799.1632;3004.4512;1806.7321;3126.3664;1824.0918;3007.103;1803.4749;3017.3831;1785.3513;3014.2675;1825.7094;3006.6522;1805.1244
5988080.0;3004.5244;1777.6722;3005.6737;1798.7075;3003.0608;1806.8696;3126.3705;1824.032;3005.0383;1803.2804;3015.0813;1785.411;3014.2439;1825.6664;3004.5914;1804.9013
5988100.0;3001.9575;1777.5641;3003.4102;1798.4526;3001.7204;1807.065;3126.3839;1823.9729;3003.006;1803.2368;3012.8204;1785.5955;3014.2248;1825.6241;3002.5884;1804.8647
5988120.0;2999.4176;1777.7892;3001.184;1798.4055;3000.4058;1807.3283;3126.4088;1823.9233;3001.0002;1803.3413;3010.608;1785.9118;3014.2111;1825.5873;3000.6492;1805.0218
5988140.0;2996.9425;1778.3236;2999.0096;1798.5722;2999.0952;1807.6779;3126.4465;1823.8867;2999.0164;1803.591;3008.4527;1786.3696;3014.1966;1825.5642;2998.7802;1805.3749
5988160.0;2994.5547;1779.1354;2996.903;1798.9535;2997.7723;1808.1303;3126.4951;1823.8593;2997.0546;1803.986;3006.3639;1786.9807;3014.1674;1825.5654;2996.9903;1805.9218
5988180.0;2992.2715;1780.1906;2994.8799;1799.5417;2996.4312;1808.6903;3126.5514;1823.8334;2995.1218;1804.5283;3004.3539;1787.7576;3014.0982;1825.6088;2995.2908;1806.6575
5988200.0;2990.1106;1781.4603;2992.9549;1800.3186;2995.0805;1809.3527;3126.6117;1823.8027;2993.2308;1805.222;3002.441;1788.7124;3013.9512;1825.7264;2993.6913;1807.5757
5988220.0;2988.0919;1782.9223;2991.1388;1801.2593;2993.741;1810.1104;3126.6736;1823.767;2991.396;1806.071;3000.6471;1789.8515;3013.6811;1825.9629;2992.1971;1808.6663
5988240.0;2986.2363;1784.5592;2989.4385;1802.3392;2992.4403;1810.9648;3126.7355;1823.7319;2989.6323;1807.0768;2998.9911;1791.1712;3013.2511;1826.358;2990.8118;1809.9146
5988260.0;2984.5635;1786.3528;2987.8591;1803.5409;2991.2041;1811.9294;3126.796;1823.7044;2987.9556;1808.2362;2997.4824;1792.6556;3012.6494;1826.9245;2989.5385;1811.3012
5988280.0;2983.0909;1788.2821;2986.4083;1804.8548;2990.052;1813.0251;3126.853;1823.6872;2986.3855;1809.5413;2996.1208;1794.2794;3011.8943;1827.6413;2988.38;1812.8064
5988300.0;2981.8309;1790.3219;2985.0959;1806.2751;2988.9948;1814.2671;3126.9041;1823.6784;2984.9442;1810.9789;2994.9031;1796.0145;3011.0206;1828.4713;2987.3347;1814.411
5988320.0;2980.7904;1792.447;2983.9313;1807.7948;2988.0364;1815.6555;3126.9481;1823.674;2983.6544;1812.5325;2993.8284;1797.8362;3010.0617;1829.3856;2986.3972;1816.099
5988340.0;2979.9689;1794.6365;2982.9211;1809.4042;2987.177;1817.1731;3126.9873;1823.6696;2982.5336;1814.1844;2992.8971;1799.7237;3009.0383;1830.3721;2985.5607;1817.856
5988360.0;2979.357;1796.8785;2982.0698;1811.0909;2986.4173;1818.7952;3127.0264;1823.6611;2981.5909;1815.9204;2992.1048;1801.6594;3007.9596;1831.4272;2984.8199;1819.6703
5988380.0;2978.9355;1799.1683;2981.3794;1812.8409;2985.7578;1820.4987;3127.0704;1823.6458;2980.8253;1817.7309;2991.4372;1803.6276;3006.8272;1832.5444;2984.1702;1821.531
5988400.0;2978.6804;1801.5037;2980.8456;1814.6418;2985.1952;1822.2671;3127.1207;1823.6249;2980.2295;1819.6092;2990.8756;1805.6192;3005.6424;1833.7118;2983.6077;1823.4277
5988420.0;2978.5693;1803.8794;2980.455;1816.4854;2984.721;1824.0891;3127.1753;1823.6055;2979.7935;1821.5465;2990.4045;1807.6346;3004.4107;1834.9156;2983.1299;1825.3495
5988440.0;2978.5874;1806.2886;2980.1884;1818.3712;2984.3261;1825.9579;3127.2294;1823.5975;2979.5068;1823.5314;2990.0167;1809.6797;3003.1447;1836.1425;2982.7389;1827.2878
5988460.0;2978.7297;1808.7252;2980.0256;1820.304;2984.009;1827.8683;3127.2773;1823.6055;2979.3587;1825.5511;2989.7083;1811.7568;3001.8621;1837.3787;2982.4437;1829.2381
5988480.0;2978.9977;1811.1835;2979.951;1822.2897;2983.7793;1829.8136;3127.3148;1823.6249;2979.3402;1827.5953;2989.4727;1813.8569;3000.58;1838.609;2982.2599;1831.2001
5988500.0;2979.3928;1813.655;2979.955;1824.3298;2983.6533;1831.7831;3127.3399;1823.6458;2979.4449;1829.656;2989.2976;1815.9621;2999.3128;1839.82;2982.2049;1833.1732
5988520.0;2979.9111;1816.1279;2980.0363;1826.4201;2983.6465;1833.766;3127.354;1823.6611;2979.6723;1831.7257;2989.1689;1818.0564;2998.0745;1841.004;2982.293;1835.1534
5988540.0;2980.5392;1818.5912;2980.2004;1828.5504;2983.7686;1835.7544;3127.3604;1823.6693;2980.0249;1833.7964;2989.0735;1820.1358;2996.885;1842.1639;2982.5321;1837.1328
5988560.0;2981.2563;1821.0399;2980.4567;1830.7072;2984.023;1837.7431;3127.3628;1823.6728;2980.5044;1835.8613;2989.0012;1822.2084;2995.772;1843.3116;2982.9267;1839.1022
5988580.0;2982.0372;1823.4769;2980.8133;1832.8773;2984.4068;1839.7269;3127.3635;1823.6739;2981.1067;1837.9178;2988.9465;1824.2869;2994.7697;1844.4654;2983.4796;1841.0536
5988600.0;2982.8582;1825.9073;2981.2754;1835.0519;2984.9113;1841.701;3127.3636;1823.6741;2981.8206;1839.9668;2988.9139;1826.3801;2993.9124;1845.6465;2984.1907;1842.9799
5988620.0;2983.7022;1828.3312;2981.8442;1837.2274;2985.5223;1843.6622;3127.3638;1823.6741;2982.63;1842.0098;2988.9212;1828.4892;2993.2314;1846.8738;2985.0526;1844.8726
5988640.0;2984.5626;1830.7397;2982.5161;1839.4016;2986.2247;1845.6094;3127.3645;1823.6741;2983.5172;1844.0468;2988.9952;1830.6097;2992.7533;1848.1582;2986.0489;1846.7218
5988660.0;2985.4409;1833.1197;2983.28;1841.5697;2987.0069;1847.539;3127.3667;1823.6741;2984.4638;1846.0756;2989.1602;1832.7356;2992.4985;1849.4967;2987.1571;1848.52
5988680.0;2986.3424;1835.4654;2984.118;1843.7257;2987.8633;1849.4422;3127.3725;1823.6741;2985.4517;1848.0917;2989.43;1834.8599;2992.4767;1850.874;2988.3551;1850.267
5988700.0;2987.2717;1837.7841;2985.008;1845.8647;2988.791;1851.3064;3127.3841;1823.6741;2986.4653;1850.0908;2989.8071;1836.9734;2992.6815;1852.2705;2989.6242;1851.97
5988720.0;2988.2332;1840.0922;2985.9303;1847.9835;2989.7869;1853.1218;3127.4028;1823.6741;2987.4951;1852.069;2990.2896;1839.063;2993.0902;1853.6722;2990.9503;1853.6403
5988740.0;2989.2318;1842.4052;2986.8719;1850.0805;2990.8454;1854.8859;3127.4264;1823.6741;2988.5397;1854.0237;2990.877;1841.1147;2993.6717;1855.0747;2992.3202;1855.289
5988760.0;2990.2725;1844.7316;2987.8286;1852.1548;2991.9621;1856.6033;3127.4499;1823.6741;2989.6049;1855.9509;2991.5689;1843.1199;2994.3954;1856.4812;2993.7205;1856.9271
5988780.0;2991.3549;1847.0723;2988.8025;1854.2066;2993.1356;1858.2803;3127.4686;1823.6741;2990.6999;1857.8438;2992.3597;1845.0815;2995.2363;1857.9011;2995.1367;1858.5656
5988800.0;2992.4722;1849.4228;2989.7997;1856.2357;2994.3693;1859.9204;3127.4803;1823.6741;2991.8358;1859.693;2993.2337;1847.014;2996.1746;1859.3482;2996.5551;1860.2155
5988820.0;2993.6139;1851.7754;2990.8274;1858.242;2995.6694;1861.5254;3127.486;1823.6741;2993.0253;1861.4912;2994.167;1848.9391;2997.195;1860.8395;2997.9636;1861.8866
5988840.0;2994.7729;1854.124;2991.8938;1860.2265;2997.0425;1863.1023;3127.4883;1823.6741;2994.281;1863.2383;2995.1354;1850.8774;2998.2863;1862.3913;2999.3539;1863.5879
5988860.0;2995.9503;1856.4681;2993.0059;1862.1933;2998.4898;1864.6651;3127.489;1823.6741;2995.6109;1864.9422;2996.1246;1852.8428;2999.4401;1864.0149;3000.7227;1865.326
5988880.0;2997.155;1858.8123;2994.168;1864.1489;3000.002;1866.2322;3127.4891;1823.6741;2997.0123;1866.6162;2997.1347;1854.8415;3000.6473;1865.7129;3002.0716;1867.1028
5988900.0;2998.3979;1861.1618;2995.3791;1866.0992;3001.5572;1867.8229;3127.4891;1823.6741;2998.4688;1868.2757;2998.1773;1856.8758;3001.895;1867.4795;3003.4052;1868.9131
5988920.0;2999.6868;1863.5178;2996.632;1868.0495;3003.1248;1869.4563;3127.4891;1823.6741;2999.9524;1869.94;2999.265;1858.9478;3003.1648;1869.3054;3004.7292;1870.7485
5988940.0;3001.0211;1865.8781;2997.9135;1870.0058;3004.6738;1871.15;3127.4891;1823.6743;3001.4314;1871.6316;3000.401;1861.061;3004.4344;1871.184;3006.0469;1872.6026
5988960.0;3002.3901;1868.2415;2999.2065;1871.9757;3006.1776;1872.9153;3127.4891;1823.6753;3002.8762;1873.3732;3001.574;1863.2181;3005.6807;1873.114;3007.3569;1874.4736
5988980.0;3003.7719;1870.6114;3000.4908;1873.9685;3007.6173;1874.7537;3127.4891;1823.6787;3004.2635;1875.1804;3002.757;1865.421;3006.8829;1875.0963;3008.6508;1876.3631
5989000.0;3005.1362;1872.9953;3001.7427;1875.993;3008.9791;1876.6582;3127.4891;1823.6872;3005.5726;1877.0584;3003.9111;1867.6729;3008.0224;1877.1291;3009.9107;1878.2717
5989020.0;3006.45;1875.4024;3002.9364;1878.057;3010.25;1878.6199;3127.489;1823.7044;3006.7835;1879.0038;3004.9914;1869.9812;3009.0802;1879.2053;3011.1091;1880.1976
5989040.0;3007.6835;1877.8414;3004.048;1880.1654;3011.4131;1880.6308;3127.4883;1823.7319;3007.8737;1881.0104;3005.9549;1872.3526;3010.0348;1881.3156;3012.2115;1882.1373
5989060.0;3008.8131;1880.3185;3005.0575;1882.3199;3012.4463;1882.6833;3127.486;1823.7668;3008.8192;1883.0745;3006.7663;1874.7862;3010.8606;1883.4513;3013.1821;1884.0891
5989080.0;3009.8181;1882.8335;3005.9462;1884.5185;3013.3255;1884.7687;3127.4803;1823.8016;3009.5946;1885.1947;3007.4015;1877.2698;3011.5303;1885.6046;3013.9888;1886.0544
5989100.0;3010.6786;1885.3771;3006.6927;1886.7541;3014.0305;1886.8766;3127.4685;1823.8291;3010.1773;1887.3679;3007.8463;1879.7847;3012.0172;1887.7656;3014.6073;1888.0368
5989120.0;3011.374;1887.9325;3007.2698;1889.013;3014.5467;1888.9974;3127.4491;1823.8464;3010.5505;1889.584;3008.0965;1882.3136;3012.3003;1889.9207;3015.0214;1890.0374
5989140.0;3011.8848;1890.4823;3007.6472;1891.2739;3014.8654;1891.1228;3127.4234;1823.8549;3010.7077;1891.8269;3008.1566;1884.8441;3012.3661;1892.0549;3015.2224;1892.0522
5989160.0;3012.1919;1893.0112;3007.7958;1893.5083;3014.982;1893.2449;3127.3948;1823.8582;3010.6506;1894.0788;3008.0385;1887.3659;3012.2107;1894.1553;3015.2058;1894.0717
5989180.0;3012.276;1895.5049;3007.6924;1895.6853;3014.8949;1895.3528;3127.3666;1823.8592;3010.3857;1896.3231;3007.758;1889.8674;3011.8359;1896.2121;3014.9698;1896.0814
