Time(sentisec);X_A(m);Y_A(m);X_F(m);Y_F(m);X_G(m);Y_G(m);X_H(m);Y_H(m);X_I(m);Y_I(m);X_J(m);Y_J(m);X_K(m);Y_K(m);X_L(m);Y_L(m)
5911180.0;2992.1426;1850.3577;2994.2613;1860.1025;2998.4478;1855.4239;2992.7522;1850.1236;3018.0969;1833.6578;3000.0293;1854.6011;2993.3786;1856.0718;2992.2512;1852.5619
5911200.0;2992.1646;1850.3577;2994.2672;1860.0672;2998.4257;1855.388;2992.7522;1850.096;3018.0946;1833.6608;3000.0286;1854.6011;2993.3764;1856.0797;2992.2505;1852.5638
5911220.0;2992.1923;1850.3577;2994.2776;1860.0349;2998.4106;1855.3633;2992.7523;1850.0612;3018.0939;1833.6619;3000.0285;1854.6011;2993.3706;1856.0837;2992.2503;1852.5673
5911240.0;2992.2241;1850.3575;2994.2927;1860.0125;2998.4032;1855.3501;2992.753;1850.0264;3018.0938;1833.6631;3000.0285;1854.6011;2993.359;1856.0879;2992.2496;1852.5758
5911260.0;2992.258;1850.3563;2994.3108;1860.0005;2998.4021;1855.3446;2992.7553;1849.9988;3018.0938;1833.6665;3000.0285;1854.6011;2993.3403;1856.0966;2992.2473;1852.5931
5911280.0;2992.2918;1850.3527;2994.33;1859.9955;2998.4069;1855.3428;2992.761;1849.9816;3018.0938;1833.675;3000.0285;1854.6011;2993.3167;1856.1138;2992.2416;1852.6206
5911300.0;2992.3226;1850.3433;2994.3481;1859.9938;2998.4189;1855.3423;2992.7727;1849.9731;3018.0938;1833.6922;3000.0285;1854.6011;2993.2932;1856.1414;2992.2299;1852.6554
5911320.0;2992.3469;1850.3244;2994.3634;1859.9934;2998.4398;1855.3421;2992.7914;1849.9698;3018.0938;1833.7197;3000.0286;1854.6011;2993.2745;1856.1762;2992.2112;1852.6903
5911340.0;2992.3628;1850.2941;2994.375;1859.9934;2998.4692;1855.3411;2992.8151;1849.9688;3018.0938;1833.7546;3000.0293;1854.6011;2993.2629;1856.211;2992.1875;1852.7178
5911360.0;2992.3711;1850.2556;2994.3842;1859.9934;2998.5044;1855.3378;2992.8393;1849.9686;3018.0938;1833.7894;3000.0316;1854.6011;2993.2571;1856.2388;2992.1633;1852.735
5911380.0;2992.3745;1850.2162;2994.3952;1859.9934;2998.5417;1855.3293;2992.8602;1849.9686;3018.0938;1833.8169;3000.0373;1854.6011;2993.2548;1856.2571;2992.1422;1852.7438
5911400.0;2992.3756;1850.1826;2994.4123;1859.9934;2998.5769;1855.3121;2992.8777;1849.9686;3018.0938;1833.8342;3000.0489;1854.6011;2993.2542;1856.2693;2992.1241;1852.7482
5911420.0;2992.3758;1850.1552;2994.4383;1859.993;2998.6063;1855.2845;2992.8952;1849.9686;3018.0939;1833.8427;3000.0668;1854.6011;2993.254;1856.282;2992.1044;1852.7529
5911440.0;2992.376;1850.1286;2994.4729;1859.9912;2998.6272;1855.2497;2992.9168;1849.9686;3018.0946;1833.846;3000.0882;1854.6013;2993.254;1856.3019;2992.0778;1852.7624
5911460.0;2992.3767;1850.0974;2994.5147;1859.9853;2998.6395;1855.2149;2992.9433;1849.9686;3018.0969;1833.847;3000.106;1854.6025;2993.254;1856.3324;2992.0419;1852.7814
5911480.0;2992.3789;1850.0614;2994.5638;1859.9704;2998.6454;1855.1873;2992.9728;1849.9686;3018.1026;1833.8472;3000.113;1854.6061;2993.2539;1856.3708;2991.9995;1852.8117
5911500.0;2992.3847;1850.0264;2994.6214;1859.9403;2998.6478;1855.1701;2993.0031;1849.9688;3018.1144;1833.8472;3000.106;1854.6155;2993.2532;1856.4091;2991.9573;1852.85
5911520.0;2992.3963;1849.9988;2994.6879;1859.8908;2998.6492;1855.1616;2993.0334;1849.9698;3018.1338;1833.8472;3000.0882;1854.6344;2993.2509;1856.4394;2991.922;1852.8883
5911540.0;2992.415;1849.9816;2994.7606;1859.8222;2998.6516;1855.1583;2993.0628;1849.9731;3018.1597;1833.8472;3000.0668;1854.6647;2993.2452;1856.4583;2991.8976;1852.9184
5911560.0;2992.4386;1849.9731;2994.8348;1859.7402;2998.6573;1855.1572;2993.0886;1849.9816;3018.1897;1833.8472;3000.0489;1854.703;2993.2335;1856.4677;2991.8837;1852.9362
5911580.0;2992.4621;1849.9698;2994.9065;1859.6516;2998.669;1855.157;2993.1079;1849.9988;3018.2223;1833.8475;3000.0373;1854.7413;2993.2149;1856.4713;2991.8784;1852.9415
5911600.0;2992.4809;1849.9688;2994.9737;1859.5622;2998.6877;1855.157;2993.1197;1850.0264;3018.2584;1833.8486;3000.0316;1854.7716;2993.1913;1856.4727;2991.8818;1852.9338
5911620.0;2992.4933;1849.9686;2995.0365;1859.4771;2998.7114;1855.157;2993.1255;1850.0612;3018.2995;1833.8522;3000.0293;1854.7906;2993.1677;1856.4739;2991.9018;1852.9091
5911640.0;2992.5013;1849.9686;2995.0963;1859.4012;2998.7356;1855.157;2993.1277;1850.096;3018.3447;1833.8616;3000.0286;1854.8;2993.1489;1856.4772;2991.9593;1852.8609
5911660.0;2992.5093;1849.9686;2995.1547;1859.34;2998.7565;1855.157;2993.1284;1850.1236;3018.3898;1833.8805;3000.0285;1854.8036;2993.1366;1856.4857;2992.0886;1852.7843
5911680.0;2992.5217;1849.9688;2995.2124;1859.297;2998.774;1855.157;2993.1286;1850.1408;3018.431;1833.9108;3000.0285;1854.8049;2993.1286;1856.503;2992.3276;1852.6813
5911700.0;2992.5404;1849.9698;2995.2673;1859.2714;2998.7914;1855.157;2993.1286;1850.1493;3018.4671;1833.9491;3000.0285;1854.8062;2993.1206;1856.5305;2992.6984;1852.5632
5911720.0;2992.5642;1849.9731;2995.3149;1859.259;2998.8123;1855.157;2993.1286;1850.1526;3018.4996;1833.9875;3000.0285;1854.8095;2993.1081;1856.5653;2993.1914;1852.4492
5911740.0;2992.5884;1849.9816;2995.3509;1859.254;2998.8366;1855.157;2993.1287;1850.1537;3018.5298;1834.0178;3000.0285;1854.818;2993.0886;1856.6002;2993.7663;1852.3604
5911760.0;2992.6093;1849.9988;2995.3755;1859.2526;2998.86;1855.157;2993.1294;1850.1539;3018.5564;1834.0367;3000.0285;1854.8352;2993.0628;1856.6277;2994.3673;1852.3121
5911780.0;2992.6268;1850.0264;2995.394;1859.2522;2998.8775;1855.157;2993.1316;1850.1537;3018.578;1834.0461;3000.0285;1854.8628;2993.0334;1856.6449;2994.9406;1852.3079
5911800.0;2992.6443;1850.0612;2995.4133;1859.2522;2998.8858;1855.157;2993.1374;1850.1526;3018.5956;1834.0497;3000.0285;1854.8976;2993.003;1856.6534;2995.4465;1852.3399
5911820.0;2992.6659;1850.096;2995.4366;1859.2522;2998.8834;1855.157;2993.1492;1850.1493;3018.6132;1834.0508;3000.0285;1854.9324;2992.972;1856.6568;2995.865;1852.3926
5911840.0;2992.6924;1850.1236;2995.462;1859.2522;2998.8705;1855.157;2993.1685;1850.1408;3018.6347;1834.0511;3000.0285;1854.96;2992.9404;1856.658;2996.1961;1852.4497
5911860.0;2992.7219;1850.1408;2995.4841;1859.2522;2998.8491;1855.157;2993.1944;1850.1236;3018.6613;1834.0511;3000.0285;1854.9772;2992.9088;1856.6591;2996.4553;1852.4989
5911880.0;2992.7522;1850.1493;2995.4993;1859.2522;2998.824;1855.157;2993.2237;1850.096;3018.6907;1834.0511;3000.0285;1854.9857;2992.8777;1856.6621;2996.6637;1852.5358
5911900.0;2992.7825;1850.1526;2995.5071;1859.2526;2998.8012;1855.157;2993.2542;1850.0612;3018.721;1834.0511;3000.0285;1854.989;2992.8465;1856.6697;2996.8384;1852.5642
5911920.0;2992.8119;1850.1537;2995.5094;1859.2537;2998.7838;1855.157;2993.2852;1850.0264;3018.7514;1834.0511;3000.0285;1854.99;2992.8149;1856.6852;2996.99;1852.594
5911940.0;2992.8377;1850.1539;2995.5071;1859.2567;2998.7699;1855.157;2993.3167;1849.9988;3018.7807;1834.0511;3000.0285;1854.9903;2992.7833;1856.71;2997.1237;1852.6351
5911960.0;2992.8572;1850.1539;2995.4993;1859.263;2998.7548;1855.157;2993.3483;1849.9816;3018.8065;1834.0511;3000.0286;1854.9903;2992.7523;1856.7414;2997.2416;1852.6933
5911980.0;2992.8697;1850.1539;2995.4841;1859.2724;2998.7351;1855.157;2993.3795;1849.9731;3018.8259;1834.0511;3000.0293;1854.9903;2992.7219;1856.7727;2997.3443;1852.7681
5912000.0;2992.8777;1850.1541;2995.462;1859.2816;2998.7111;1855.157;2993.4106;1849.9698;3018.8377;1834.0511;3000.0316;1854.9903;2992.6924;1856.7975;2997.4329;1852.8547
5912020.0;2992.8857;1850.1552;2995.4369;1859.2855;2998.6868;1855.157;2993.4422;1849.9688;3018.8434;1834.0511;3000.0373;1854.9903;2992.6659;1856.813;2997.5098;1852.9472
5912040.0;2992.898;1850.1589;2995.4148;1859.2812;2998.6658;1855.157;2993.4738;1849.9686;3018.8457;1834.0511;3000.049;1854.9903;2992.6443;1856.8207;2997.5788;1853.0411
5912060.0;2992.9168;1850.1682;2995.3996;1859.2704;2998.6477;1855.157;2993.5049;1849.9684;3018.8464;1834.0511;3000.0676;1854.9903;2992.6268;1856.8236;2997.6432;1853.1334
5912080.0;2992.9404;1850.1872;2995.3912;1859.256;2998.628;1855.157;2993.5361;1849.9675;3018.8465;1834.0511;3000.0912;1854.9903;2992.6093;1856.8246;2997.7044;1853.2217
5912100.0;2992.964;1850.2175;2995.3867;1859.2381;2998.6014;1855.157;2993.5677;1849.9645;3018.8465;1834.0508;3000.1148;1854.9903;2992.5884;1856.8248;2997.7615;1853.3024
5912120.0;2992.9828;1850.2558;2995.382;1859.2142;2998.5653;1855.157;2993.5992;1849.9568;3018.8465;1834.0497;3000.1335;1854.9903;2992.564;1856.8248;2997.8124;1853.3707
5912140.0;2992.9951;1850.2941;2995.3724;1859.1855;2998.5222;1855.157;2993.6302;1849.9413;3018.8465;1834.0461;3000.1451;1854.9903;2992.5396;1856.8248;2997.8558;1853.4219
5912160.0;2993.0031;1850.3244;2995.3536;1859.1601;2998.4776;1855.157;2993.6607;1849.9165;3018.8465;1834.0367;3000.1509;1854.9903;2992.5187;1856.8248;2997.8927;1853.4532
5912180.0;2993.0111;1850.3433;2995.3222;1859.1499;2998.4359;1855.157;2993.69;1849.8852;3018.8465;1834.0178;3000.1531;1854.9903;2992.5013;1856.8248;2997.9261;1853.4646
5912200.0;2993.0235;1850.3527;2995.2786;1859.1601;2998.3975;1855.1572;2993.7159;1849.8538;3018.8465;1833.9875;3000.1538;1854.9903;2992.4839;1856.8248;2997.9584;1853.4578
5912220.0;2993.0423;1850.3563;2995.226;1859.1851;2998.3585;1855.1583;2993.7352;1849.829;3018.8466;1833.9491;3000.154;1854.9903;2992.463;1856.8248;2997.9901;1853.4362
5912240.0;2993.0658;1850.3575;2995.1694;1859.2128;2998.3145;1855.1616;2993.747;1849.8135;3018.8473;1833.9108;3000.154;1854.9903;2992.4386;1856.825;2998.0211;1853.4057
5912260.0;2993.0894;1850.3577;2995.1137;1859.2336;2998.2641;1855.1701;2993.7528;1849.8059;3018.8496;1833.8805;3000.154;1854.9903;2992.4142;1856.826;2998.0516;1853.3746
5912280.0;2993.1082;1850.3577;2995.0617;1859.2452;2998.2093;1855.1873;2993.755;1849.8029;3018.8553;1833.8616;3000.154;1854.9903;2992.3933;1856.8293;2998.0809;1853.3498
5912300.0;2993.1206;1850.3577;2995.014;1859.2502;2998.154;1855.2149;2993.7557;1849.802;3018.867;1833.8522;3000.154;1854.9903;2992.3758;1856.8378;2998.1067;1853.3343
5912320.0;2993.1286;1850.3577;2994.9697;1859.2518;2998.1019;1855.2497;2993.7558;1849.8018;3018.8856;1833.8486;3000.154;1854.9903;2992.3584;1856.855;2998.1262;1853.3266
5912340.0;2993.1366;1850.3577;2994.9273;1859.2522;2998.0539;1855.2845;2993.7558;1849.8018;3018.9094;1833.8475;3000.154;1854.9903;2992.3375;1856.8826;2998.1387;1853.3236
5912360.0;2993.1489;1850.3577;2994.886;1859.2522;2998.0072;1855.3121;2993.7558;1849.8018;3018.9336;1833.8472;3000.154;1854.9903;2992.3131;1856.9174;2998.1467;1853.3227
5912380.0;2993.1677;1850.3577;2994.8465;1859.2522;2997.957;1855.3293;2993.7558;1849.8018;3018.9545;1833.8472;3000.154;1854.9903;2992.2887;1856.9522;2998.1547;1853.3225
5912400.0;2993.1913;1850.3577;2994.8097;1859.2522;2997.9004;1855.3378;2993.7558;1849.8018;3018.972;1833.8472;3000.154;1854.9904;2992.2678;1856.9798;2998.1669;1853.3223
5912420.0;2993.2149;1850.3577;2994.776;1859.2522;2997.8384;1855.3411;2993.7558;1849.8018;3018.9895;1833.8472;3000.154;1854.9914;2992.2504;1856.997;2998.185;1853.3213
5912440.0;2993.2335;1850.3577;2994.7445;1859.2522;2997.7745;1855.3421;2993.7558;1849.8018;3019.0111;1833.8472;3000.154;1854.9943;2992.2328;1857.0055;2998.2063;1853.318
5912460.0;2993.2452;1850.3577;2994.714;1859.2522;2997.7122;1855.3426;2993.756;1849.8018;3019.0376;1833.8472;3000.154;1855.002;2992.2112;1857.0088;2998.2242;1853.3095
5912480.0;2993.2509;1850.3577;2994.6853;1859.2518;2997.6543;1855.3437;2993.7567;1849.8018;3019.0671;1833.8472;3000.154;1855.0175;2992.1847;1857.0098;2998.231;1853.2923
5912500.0;2993.2532;1850.3577;2994.661;1859.2502;2997.6028;1855.3473;2993.7589;1849.8018;3019.0974;1833.8472;3000.154;1855.0423;2992.1552;1857.0101;2998.2233;1853.2647
5912520.0;2993.2539;1850.3577;2994.6421;1859.2452;2997.5586;1855.3567;2993.7647;1849.8018;3019.1277;1833.8472;3000.154;1855.0736;2992.1248;1857.0101;2998.2031;1853.2299
5912540.0;2993.254;1850.3577;2994.6259;1859.2332;2997.5196;1855.3756;2993.7763;1849.8018;3019.1572;1833.8472;3000.154;1855.105;2992.0938;1857.0101;2998.1754;1853.1951
5912560.0;2993.2542;1850.3577;2994.6073;1859.2107;2997.4811;1855.4059;2993.795;1849.8018;3019.1837;1833.8472;3000.154;1855.1298;2992.0622;1857.0101;2998.1435;1853.1675
5912580.0;2993.2548;1850.3577;2994.5841;1859.1781;2997.4393;1855.4442;2993.8186;1849.8018;3019.2053;1833.8472;3000.154;1855.1453;2992.0306;1857.0101;2998.1075;1853.1503
5912600.0;2993.2571;1850.3577;2994.5585;1859.1411;2997.394;1855.4826;2993.8421;1849.8018;3019.2229;1833.8472;3000.154;1855.1529;2991.9996;1857.0101;2998.0664;1853.1418
5912620.0;2993.2629;1850.3577;2994.5355;1859.1084;2997.3488;1855.5131;2993.8608;1849.8018;3019.2403;1833.8472;3000.154;1855.1559;2991.9692;1857.0101;2998.0212;1853.1385
5912640.0;2993.2745;1850.3577;2994.5178;1859.086;2997.3077;1855.533;2993.8724;1849.8018;3019.2612;1833.8472;3000.154;1855.1568;2991.9397;1857.0101;2997.9762;1853.1374
5912660.0;2993.2932;1850.3577;2994.5039;1859.074;2997.2715;1855.5457;2993.8783;1849.8018;3019.2856;1833.8475;3000.154;1855.157;2991.9132;1857.0101;2997.9358;1853.1372
5912680.0;2993.3167;1850.3579;2994.4908;1859.0689;2997.2382;1855.5579;2993.8813;1849.8018;3019.31;1833.8486;3000.154;1855.157;2991.8916;1857.0101;2997.9019;1853.1372
5912700.0;2993.3403;1850.3589;2994.4766;1859.0673;2997.2059;1855.5762;2993.8842;1849.8018;3019.3309;1833.8522;3000.154;1855.157;2991.874;1857.0101;2997.8751;1853.1372
5912720.0;2993.3591;1850.3622;2994.4629;1859.0669;2997.1742;1855.604;2993.8901;1849.8018;3019.3483;1833.8616;3000.154;1855.157;2991.8566;1857.0103;2997.8568;1853.1372
5912740.0;2993.3715;1850.3707;2994.452;1859.0669;2997.1431;1855.6388;2993.9018;1849.8016;3019.3657;1833.8805;3000.154;1855.157;2991.8357;1857.0113;2997.8495;1853.1372
5912760.0;2993.3795;1850.388;2994.4444;1859.0669;2997.1119;1855.6736;2993.9204;1849.8006;3019.3866;1833.9108;3000.154;1855.157;2991.8113;1857.0146;2997.8537;1853.1372
5912780.0;2993.3875;1850.4155;2994.4377;1859.0669;2997.0803;1855.7012;2993.944;1849.7972;3019.4109;1833.9491;3000.154;1855.157;2991.7869;1857.0231;2997.8655;1853.1372
5912800.0;2993.3998;1850.4503;2994.4284;1859.0669;2997.0488;1855.7184;2993.9676;1849.7887;3019.4346;1833.9875;3000.154;1855.157;2991.766;1857.0403;2997.8785;1853.1372
5912820.0;2993.4186;1850.4852;2994.4151;1859.0669;2997.0176;1855.7269;2993.9862;1849.7715;3019.4533;1834.0178;3000.154;1855.1572;2991.7486;1857.0679;2997.8886;1853.1372
5912840.0;2993.4422;1850.5127;2994.3987;1859.0669;2996.9865;1855.7302;2993.9979;1849.744;3019.4649;1834.0367;3000.154;1855.1583;2991.7312;1857.1027;2997.8959;1853.1372
5912860.0;2993.4658;1850.5299;2994.38;1859.0669;2996.9549;1855.7313;2994.0037;1849.7091;3019.4707;1834.0461;3000.154;1855.1616;2991.7103;1857.1375;2997.9038;1853.1372
5912880.0;2993.4844;1850.5385;2994.3576;1859.0669;2996.9233;1855.7315;2994.0059;1849.6743;3019.4729;1834.0497;3000.154;1855.1699;2991.686;1857.1651;2997.9161;1853.1372
5912900.0;2993.4961;1850.5418;2994.3294;1859.0669;2996.8922;1855.7315;2994.0066;1849.6468;3019.4735;1834.0508;3000.154;1855.1861;2991.6623;1857.1823;2997.9349;1853.1372
5912920.0;2993.5018;1850.5428;2994.2952;1859.0669;2996.861;1855.7315;2994.0067;1849.6295;3019.4729;1834.0511;3000.154;1855.2103;2991.6436;1857.1908;2997.9585;1853.1374
5912940.0;2993.5041;1850.543;2994.2574;1859.0669;2996.8294;1855.7317;2994.0067;1849.621;3019.4707;1834.0511;3000.154;1855.237;2991.632;1857.1941;2997.9821;1853.1385
5912960.0;2993.5048;1850.543;2994.219;1859.0669;2996.7979;1855.7327;2994.0067;1849.6177;3019.4649;1834.0511;3000.154;1855.2561;2991.6262;1857.1951;2998.0007;1853.1418
5912980.0;2993.5049;1850.543;2994.1824;1859.0669;2996.7668;1855.736;2994.0067;1849.6167;3019.4534;1834.0511;3000.154;1855.26;2991.624;1857.1954;2998.0124;1853.1503
5913000.0;2993.5051;1850.543;2994.1488;1859.0669;2996.7363;1855.7445;2994.0067;1849.6165;3019.4354;1834.0511;3000.154;1855.2516;2991.6233;1857.1954;2998.0182;1853.1675
5913020.0;2993.5058;1850.543;2994.117;1859.0673;2996.7062;1855.7617;2994.0067;1849.6165;3019.4141;1834.0511;3000.154;1855.2406;2991.6231;1857.1954;2998.0204;1853.1951
5913040.0;2993.508;1850.543;2994.0854;1859.0689;2996.6782;1855.7893;2994.0067;1849.6165;3019.3963;1834.0511;3000.154;1855.2358;2991.623;1857.1954;2998.0211;1853.2301
5913060.0;2993.5138;1850.543;2994.0535;1859.074;2996.6531;1855.8241;2994.0066;1849.6165;3019.3893;1834.0511;3000.154;1855.2379;2991.6223;1857.1954;2998.0212;1853.2658
5913080.0;2993.5254;1850.543;2994.0222;1859.086;2996.6296;1855.8589;2994.0059;1849.6165;3019.3963;1834.0511;3000.154;1855.2424;2991.62;1857.1954;2998.0212;1853.2963
5913100.0;2993.5441;1850.543;2993.9915;1859.1084;2996.6052;1855.8865;2994.0037;1849.6165;3019.4141;1834.0511;3000.154;1855.2454;2991.6143;1857.1954;2998.0212;1853.3212
5913120.0;2993.5677;1850.543;2993.9613;1859.1411;2996.5792;1855.9037;2993.9979;1849.6165;3019.4354;1834.0511;3000.154;1855.2466;2991.6026;1857.1954;2998.0212;1853.3452
5913140.0;2993.5912;1850.543;2993.9326;1859.1781;2996.5543;1855.9122;2993.9862;1849.6165;3019.4534;1834.0511;3000.154;1855.2482;2991.584;1857.1954;2998.0212;1853.3733
5913160.0;2993.6099;1850.543;2993.9083;1859.2107;2996.5332;1855.9155;2993.9676;1849.6165;3019.4649;1834.0511;3000.154;1855.2532;2991.5604;1857.1954;2998.0212;1853.4059
5913180.0;2993.6215;1850.543;2993.8894;1859.2332;2996.5158;1855.9166;2993.9439;1849.6167;3019.4707;1834.0511;3000.1537;1855.2611;2991.5368;1857.1954;2998.0212;1853.4385
5913200.0;2993.6273;1850.543;2993.8732;1859.2452;2996.4984;1855.9168;2993.9196;1849.6177;3019.4729;1834.0511;3000.1526;1855.2654;2991.5182;1857.1954;2998.0211;1853.4666
5913220.0;2993.6295;1850.543;2993.8546;1859.2502;2996.4773;1855.9168;2993.8987;1849.621;3019.4735;1834.0511;3000.1492;1855.2584;2991.5065;1857.1954;2998.0204;1853.4906
5913240.0;2993.6302;1850.543;2993.8314;1859.2518;2996.4524;1855.9168;2993.8813;1849.6295;3019.4729;1834.0511;3000.141;1855.2379;2991.5007;1857.1951;2998.0182;1853.5155
5913260.0;2993.6304;1850.543;2993.806;1859.2522;2996.4264;1855.9168;2993.8639;1849.6468;3019.4708;1834.0511;3000.1259;1855.2105;2991.4985;1857.1941;2998.0124;1853.546
5913280.0;2993.6304;1850.543;2993.7839;1859.2522;2996.402;1855.9168;2993.843;1849.6743;3019.4658;1834.0511;3000.1037;1855.1861;2991.4978;1857.1908;2998.0009;1853.5818
5913300.0;2993.6304;1850.543;2993.7687;1859.2522;2996.3787;1855.9168;2993.8187;1849.7091;3019.4563;1834.0511;3000.0787;1855.1699;2991.4977;1857.1823;2997.9829;1853.6168
5913320.0;2993.6304;1850.543;2993.7606;1859.2522;2996.3543;1855.917;2993.795;1849.744;3019.4435;1834.0511;3000.0565;1855.1616;2991.4977;1857.1651;2997.9616;1853.6443
5913340.0;2993.6304;1850.543;2993.7572;1859.2522;2996.3285;1855.9179;2993.7762;1849.7715;3019.4314;1834.0513;3000.0406;1855.1583;2991.4977;1857.1375;2997.9438;1853.6616
5913360.0;2993.6304;1850.543;2993.7561;1859.2522;2996.3042;1855.9209;2993.7638;1849.7887;3019.4258;1834.0523;3000.0302;1855.1572;2991.4977;1857.1027;2997.9368;1853.6701
5913380.0;2993.6304;1850.543;2993.7558;1859.2522;2996.2854;1855.9285;2993.7558;1849.7972;3019.4285;1834.0556;3000.021;1855.157;2991.4977;1857.0679;2997.9438;1853.6734
5913400.0;2993.6304;1850.543;2993.7558;1859.2522;2996.2737;1855.944;2993.7478;1849.8006;3019.4346;1834.0641;3000.0083;1855.157;2991.4977;1857.0403;2997.9616;1853.6744
5913420.0;2993.6304;1850.543;2993.7558;1859.2522;2996.268;1855.9688;2993.7355;1849.8018;3019.4358;1834.0813;2999.9893;1855.157;2991.4977;1857.0231;2997.9829;1853.6746
5913440.0;2993.6304;1850.543;2993.7558;1859.2518;2996.2657;1856.0002;2993.7167;1849.8029;3019.4266;1834.1089;2999.9658;1855.157;2991.4977;1857.0146;2998.0009;1853.6746
5913460.0;2993.6304;1850.543;2993.7558;1859.2502;2996.2648;1856.0315;2993.6931;1849.8059;3019.4081;1834.1437;2999.9422;1855.157;2991.4977;1857.0113;2998.0124;1853.6746
5913480.0;2993.6304;1850.543;2993.7558;1859.2452;2996.2635;1856.0563;2993.6695;1849.8135;3019.3866;1834.1785;2999.9235;1855.157;2991.4977;1857.0103;2998.0183;1853.6744
5913500.0;2993.6304;1850.543;2993.7558;1859.2332;2996.2601;1856.0718;2993.6507;1849.829;3019.3687;1834.2061;2999.9119;1855.157;2991.4977;1857.0101;2998.0212;1853.6734
5913520.0;2993.6305;1850.543;2993.7558;1859.2107;2996.252;1856.0795;2993.6384;1849.8538;3019.3571;1834.2233;2999.9061;1855.1572;2991.4977;1857.0101;2998.0242;1853.6701
5913540.0;2993.6312;1850.543;2993.7558;1859.1781;2996.2369;1856.0824;2993.6304;1849.8852;3019.3514;1834.2318;2999.9039;1855.1583;2991.4977;1857.0101;2998.0301;1853.6616
5913560.0;2993.6335;1850.5432;2993.7558;1859.1411;2996.2155;1856.0834;2993.6224;1849.9165;3019.3491;1834.2351;2999.9032;1855.1616;2991.4977;1857.0101;2998.0417;1853.6443
5913580.0;2993.6392;1850.5442;2993.7558;1859.1084;2996.1924;1856.0835;2993.61;1849.9413;3019.3483;1834.2362;2999.903;1855.1701;2991.4977;1857.0101;2998.0604;1853.6168
5913600.0;2993.6509;1850.5475;2993.7556;1859.086;2996.175;1856.0835;2993.5912;1849.9568;3019.3475;1834.2364;2999.903;1855.1873;2991.4977;1857.0101;2998.0841;1853.582
5913620.0;2993.6695;1850.556;2993.7547;1859.0735;2996.1681;1856.0835;2993.5677;1849.9645;3019.3452;1834.2364;2999.903;1855.2149;2991.4977;1857.0101;2998.1084;1853.5471
5913640.0;2993.6931;1850.5731;2993.7522;1859.0667;2996.1705;1856.0835;2993.5441;1849.9675;3019.3395;1834.2364;2999.9029;1855.2497;2991.4977;1857.0101;2998.1293;1853.5196
5913660.0;2993.7167;1850.5996;2993.7466;1859.0596;2996.1755;1856.0835;2993.5254;1849.9684;3019.3278;1834.2364;2999.9022;1855.2845;2991.4977;1857.0101;2998.1467;1853.5024
5913680.0;2993.7353;1850.6311;2993.7372;1859.0459;2996.1758;1856.0835;2993.5138;1849.9686;3019.3092;1834.2364;2999.9;1855.3121;2991.4977;1857.0101;2998.1641;1853.4938
5913700.0;2993.747;1850.6574;2993.7256;1859.0213;2996.1691;1856.0835;2993.508;1849.9686;3019.2856;1834.2364;2999.8942;1855.3293;2991.4977;1857.0101;2998.185;1853.4905
5913720.0;2993.7528;1850.6677;2993.7156;1858.9849;2996.1587;1856.0835;2993.5058;1849.9686;3019.262;1834.2364;2999.8825;1855.3378;2991.4977;1857.0101;2998.2093;1853.4895
5913740.0;2993.755;1850.6574;2993.7116;1858.9426;2996.1493;1856.0835;2993.5051;1849.9686;3019.2434;1834.2364;2999.8639;1855.3411;2991.4977;1857.0101;2998.233;1853.4893
5913760.0;2993.7557;1850.6311;2993.7156;1858.9017;2996.1434;1856.0835;2993.5049;1849.9686;3019.2317;1834.2364;2999.8403;1855.3421;2991.4977;1857.0101;2998.2517;1853.4891
5913780.0;2993.7558;1850.5996;2993.7256;1858.865;2996.1407;1856.0835;2993.5049;1849.9686;3019.2259;1834.2364;2999.8167;1855.3423;2991.4977;1857.0101;2998.2633;1853.4882
5913800.0;2993.7557;1850.5731;2993.7372;1858.8293;2996.1397;1856.0835;2993.5049;1849.9686;3019.2237;1834.2364;2999.7981;1855.3423;2991.4977;1857.0101;2998.2691;1853.4852
5913820.0;2993.755;1850.556;2993.7466;1858.7912;2996.1394;1856.0835;2993.5049;1849.9686;3019.223;1834.2364;2999.7864;1855.3423;2991.4977;1857.0101;2998.2713;1853.4776
5913840.0;2993.7528;1850.5475;2993.7524;1858.7524;2996.1393;1856.0835;2993.5049;1849.9686;3019.2229;1834.2364;2999.7807;1855.3423;2991.4977;1857.0101;2998.272;1853.4621
5913860.0;2993.747;1850.5442;2993.7561;1858.7189;2996.1386;1856.0835;2993.5051;1849.9686;3019.2229;1834.2364;2999.7784;1855.3423;2991.4977;1857.0101;2998.2722;1853.4373
5913880.0;2993.7353;1850.5432;2993.7603;1858.695;2996.1364;1856.0835;2993.5058;1849.9686;3019.2229;1834.2364;2999.7777;1855.3423;2991.4977;1857.0098;2998.2722;1853.4059
5913900.0;2993.7167;1850.543;2993.7687;1858.6785;2996.1306;1856.0835;2993.508;1849.9686;3019.2229;1834.2364;2999.7776;1855.3423;2991.4977;1857.0088;2998.2723;1853.3746
5913920.0;2993.6931;1850.543;2993.7839;1858.6627;2996.1189;1856.0835;2993.5138;1849.9686;3019.2229;1834.2364;2999.7776;1855.3423;2991.4977;1857.0055;2998.273;1853.3498
