Time(sentisec);X_A(m);Y_A(m);X_M(m);Y_M(m);X_B(m);Y_B(m);X_C(m);Y_C(m);X_D(m);Y_D(m);X_G(m);Y_G(m);X_H(m);Y_H(m);X_I(m);Y_I(m);X_J(m);Y_J(m);X_L(m);Y_L(m)
1715460.0;2998.5656;1801.2273;2985.8995;1839.4606;2979.803;1846.8326;2986.2212;1848.5885;2984.5096;1848.9755;2986.8146;1847.5854;2982.0818;1844.5672;2982.6985;1839.8838;2984.2561;1841.4939;2978.5945;1839.4083
1715480.0;2998.244;1803.5951;2985.3487;1841.7236;2979.556;1849.2946;2985.9802;1851.0755;2984.4393;1851.4202;2986.7472;1850.0152;2981.6006;1847.119;2982.2754;1842.436;2983.6164;1844.0602;2977.9435;1842.0702
1715500.0;2997.9704;1805.9643;2984.9019;1844.0317;2979.3631;1851.77;2985.7427;1853.5577;2984.4369;1853.8696;2986.7219;1852.4622;2981.1822;1849.6754;2981.9237;1844.9989;2983.0749;1846.6406;2977.34;1844.7743
1715520.0;2997.7208;1808.3508;2984.5359;1846.3886;2979.217;1854.2637;2985.4845;1856.0315;2984.4636;1856.3205;2986.7168;1854.927;2980.8141;1852.2414;2981.6466;1847.574;2982.6348;1849.2294;2976.7841;1847.5183
1715540.0;2997.4717;1810.7541;2984.2224;1848.788;2979.1043;1856.7768;2985.1865;1858.4968;2984.4907;1858.7715;2986.7137;1857.4065;2980.4804;1854.8192;2981.4375;1850.1591;2982.2875;1851.822;2976.2763;1850.2962
1715560.0;2997.2054;1813.1516;2983.9343;1851.2139;2979.0043;1859.3068;2984.8362;1860.9553;2984.5009;1861.2189;2986.7003;1859.8954;2980.1681;1857.4085;2981.2811;1852.7508;2982.0158;1854.4158;2975.818;1853.0977
1715580.0;2996.9169;1815.497;2983.6458;1853.649;2978.8922;1861.848;2984.4269;1863.406;2984.485;1863.6572;2986.6678;1862.3883;2979.868;1860.0088;2981.1561;1855.3475;2981.7942;1857.0101;2975.4093;1855.9123
1715600.0;2996.6166;1817.7204;2983.3313;1856.0829;2978.7424;1864.3933;2983.9555;1865.8428;2984.4382;1866.0827;2986.6066;1864.8789;2979.5698;1862.6224;2981.0401;1857.9509;2981.5897;1859.6043;2975.0459;1858.733
1715620.0;2996.3256;1819.7413;2982.9658;1858.515;2978.5292;1866.9366;2983.4201;1868.2571;2984.3511;1868.4936;2986.5037;1867.3587;2979.2589;1865.2527;2980.913;1860.5641;2981.3667;1862.1981;2974.7166;1861.5547
1715640.0;2996.0647;1821.5003;2982.5292;1860.9473;2978.231;1869.4731;2982.8184;1870.643;2984.2011;1870.8869;2986.341;1869.8145;2978.9163;1867.9002;2980.7586;1863.1886;2981.0926;1864.7899;2974.4049;1864.3713
1715660.0;2995.8407;1822.9887;2982.0084;1863.377;2977.8382;1871.9955;2982.1481;1873.0006;2983.9498;1873.2546;2986.0959;1872.2318;2978.5227;1870.5606;2980.5623;1865.821;2980.7375;1867.3752;2974.092;1867.176
1715680.0;2995.6416;1824.2507;2981.3968;1865.7931;2977.3566;1874.4943;2981.4081;1875.3334;2983.5534;1875.586;2985.7442;1874.599;2978.0609;1873.2238;2980.3091;1868.4524;2980.2722;1869.9437;2973.7588;1869.9631
1715700.0;2995.4396;1825.3627;2980.6927;1868.1801;2976.7986;1876.9594;2980.6003;1877.6449;2982.9801;1877.8721;2985.2654;1876.9111;2977.5162;1875.8738;2979.98;1871.0725;2979.6678;1872.4778;2973.3838;1872.7277
1715720.0;2995.1967;1826.4052;2979.895;1870.5255;2976.1699;1879.3836;2979.7292;1879.9376;2982.2222;1880.1073;2984.6444;1879.1675;2976.8715;1878.4882;2979.5521;1873.6722;2978.9002;1874.9558;2972.9426;1875.4629
1715740.0;2994.8591;1827.445;2978.9996;1872.8206;2975.4613;1881.7583;2978.7979;1882.2136;2981.2933;1882.2865;2983.8724;1881.369;2976.1048;1881.0407;2978.9995;1876.242;2977.9564;1877.3595;2972.4105;1878.158
1715760.0;2994.3392;1828.5391;2977.9963;1875.0595;2974.6506;1884.0691;2977.8041;1884.4732;2980.2159;1884.4034;2982.944;1883.5126;2975.1912;1883.5058;2978.2974;1878.7675;2976.8383;1879.6809;2971.7669;1880.7997
1715780.0;2993.5086;1829.7394;2976.8718;1877.2371;2973.7094;1886.2955;2976.737;1886.7103;2979.008;1886.4518;2981.8555;1885.5893;2974.1085;1885.8631;2977.4255;1881.2271;2975.5629;1881.922;2970.9972;1883.3728
1715800.0;2992.2345;1831.0827;2975.6163;1879.3467;2972.6102;1888.4158;2975.5776;1888.9097;2977.6783;1888.4269;2980.6031;1887.5825;2972.8433;1888.0974;2976.373;1883.5946;2974.1554;1884.0871;2970.0918;1885.863
1715820.0;2990.4495;1832.5691;2974.2285;1881.3761;2971.3316;1890.4115;2974.3013;1891.0486;2976.2271;1890.32;2979.1852;1889.4725;2971.394;1890.1979;2975.1393;1885.843;2972.6397;1886.1763;2969.0443;1888.2583
1715840.0;2988.2025;1834.152;2972.7172;1883.3059;2969.8613;1892.2679;2972.8838;1893.1016;2974.6508;1892.1124;2977.6049;1891.2415;2969.7685;1892.1563;2973.7313;1887.9507;2971.0293;1888.18;2967.8485;1890.5473
1715860.0;2985.6337;1835.7632;2971.0956;1885.1114;2968.1954;1893.97;2971.3087;1895.0423;2972.9452;1893.7751;2975.874;1892.8772;2967.9798;1893.964;2972.1583;1889.9016;2969.325;1890.0778;2966.4964;1892.7127
1715880.0;2982.9007;1837.3443;2969.3758;1886.7685;2966.3384;1895.4996;2969.5732;1896.8453;2971.1093;1895.2774;2974.0116;1894.3677;2966.0412;1895.6072;2970.4291;1891.6835;2967.519;1891.8421;2964.98;1894.7291
1715900.0;2980.1165;1838.8591;2967.5645;1888.2578;2964.3035;1896.8343;2967.6867;1898.4879;2969.1474;1896.5929;2972.0393;1895.6954;2963.9656;1897.0679;2968.5536;1893.2821;2965.6014;1893.4445;2963.2947;1896.5683
1715920.0;2977.3396;1840.2851;2965.6615;1889.5662;2962.1142;1897.9528;2965.6643;1899.9524;2967.0708;1897.7025;2969.9734;1896.8359;2961.7675;1898.329;2966.5458;1894.6771;2963.5668;1894.8626;2961.4432;1898.2095
1715940.0;2974.5945;1841.6024;2963.6626;1890.6865;2959.8014;1898.8391;2963.5205;1901.2265;2964.8959;1898.5903;2967.8239;1897.7642;2959.4648;1899.3834;2964.4228;1895.8429;2961.417;1896.0814;2959.4333;1899.6441
1715960.0;2971.8851;1842.8053;2961.5667;1891.6129;2957.3977;1899.4882;2961.2675;1902.3023;2962.642;1899.2425;2965.5988;1898.4623;2957.0779;1900.2335;2962.2033;1896.7571;2959.1616;1897.0922;2957.2774;1900.8739
1715980.0;2969.1885;1843.9283;2959.3814;1892.3362;2954.9315;1899.9056;2958.9187;1903.1761;2960.3289;1899.6487;2963.3109;1898.9228;2954.6284;1900.887;2959.9069;1897.407;2956.817;1897.8915;2954.9931;1901.903
1716000.0;2966.4552;1845.0447;2957.1228;1892.8463;2952.4246;1900.1081;2956.4925;1903.8495;2957.9758;1899.8089;2960.978;1899.1471;2952.1372;1901.3504;2957.5555;1897.7944;2954.4043;1898.48;2952.6041;1902.7327
1716020.0;2963.636;1846.2159;2954.8118;1893.1397;2949.8933;1900.1187;2954.0115;1904.3279;2955.5994;1899.7333;2958.6183;1899.1424;2949.6241;1901.6275;2955.1725;1897.9297;2951.9465;1898.8603;2950.1361;1903.3588
1716040.0;2960.7237;1847.4251;2952.4714;1893.2232;2947.3533;1899.9592;2951.4984;1904.6188;2953.2162;1899.4389;2956.247;1898.9195;2947.1045;1901.7197;2952.7814;1897.8263;2949.4651;1899.0353;2947.6135;1903.7737
1716060.0;2957.7707;1848.565;2950.1273;1893.11;2944.8213;1899.6396;2948.9699;1904.7288;2950.8437;1898.9412;2953.8753;1898.4933;2944.5878;1901.6275;2950.4025;1897.4976;2946.9791;1899.0112;2945.0589;1903.9695
1716080.0;2954.8558;1849.5151;2947.8078;1892.8096;2942.3153;1899.1584;2946.436;1904.6616;2948.5009;1898.2519;2951.5126;1897.8801;2942.0787;1901.3514;2948.0528;1896.9604;2944.5061;1898.798;2942.4951;1903.9427
1716100.0;2952.0336;1850.2354;2945.54;1892.3231;2939.8513;1898.5125;2943.9052;1904.4156;2946.2038;1897.3815;2949.169;1897.096;2939.5818;1900.8931;2945.7462;1896.2377;2942.0629;1898.4065;2939.9448;1903.6953
1716120.0;2949.3113;1850.7887;2943.3416;1891.6481;2937.4406;1897.7091;2941.39;1903.9856;2943.96;1896.345;2946.8556;1896.1515;2937.1055;1900.2569;2943.4935;1895.3554;2939.6649;1897.8415;2937.4276;1903.2375
1716140.0;2946.6627;1851.2859;2941.2158;1890.7874;2935.0895;1896.7639;2938.9078;1903.3672;2941.7702;1895.1618;2944.584;1895.0507;2934.6621;1899.4525;2941.3023;1894.3333;2937.3248;1897.1013;2934.9572;1902.5864
1716160.0;2944.0585;1851.8093;2939.1569;1889.748;2932.8014;1895.6909;2936.4769;1902.5623;2939.6348;1893.8523;2942.3642;1893.793;2932.2665;1898.4951;2939.1779;1893.1818;2935.0534;1896.1854;2932.5407;1901.762
1716180.0;2941.4807;1852.3824;2937.1637;1888.5337;2930.5797;1894.4942;2934.1126;1901.5786;2937.5613;1892.4324;2940.2039;1892.3814;2929.9335;1897.4009;2937.1267;1891.9051;2932.8605;1895.101;2930.1824;1900.7787
1716200.0;2938.9248;1852.9873;2935.2483;1887.1433;2928.4306;1893.17;2931.8259;1900.4282;2935.5629;1890.9122;2938.1103;1890.8293;2927.6784;1896.1779;2935.1579;1890.5086;2930.7556;1893.8595;2927.888;1899.6421
1716220.0;2936.4006;1853.5852;2933.434;1885.5761;2926.3649;1891.7142;2929.6267;1899.1216;2933.6525;1889.2975;2936.093;1889.1618;2925.5157;1894.8223;2933.2822;1889.0001;2928.7501;1892.4671;2925.6687;1898.3505
1716240.0;2933.9386;1854.1154;2931.7452;1883.8431;2924.3979;1890.1272;2927.5262;1897.6662;2931.8364;1887.5932;2934.1665;1887.4046;2923.4581;1893.3233;2931.508;1887.3879;2926.8573;1890.9221;2923.5404;1896.9013
1716260.0;2931.59;1854.4862;2930.199;1881.9655;2922.5472;1888.4127;2925.5378;1896.0653;2930.1173;1885.8033;2932.3486;1885.5752;2921.5142;1891.6759;2929.8417;1885.677;2925.0914;1889.222;2921.5197;1895.2936
1716280.0;2929.4167;1854.5809;2928.8029;1879.9681;2920.8287;1886.5757;2923.6759;1894.3192;2928.5004;1883.931;2930.6559;1883.6796;2919.6898;1889.8864;2928.2887;1883.8708;2923.4631;1887.3713;2919.6197;1893.5308
1716300.0;2927.4701;1854.2891;2927.5591;1877.8719;2919.2557;1884.6217;2921.9562;1892.4274;2926.9978;1881.9759;2929.0973;1881.7174;2917.9913;1887.9705;2926.855;1881.9726;2921.9756;1885.3853;2917.852;1891.6211
1716320.0;2925.7763;1853.542;2926.4684;1875.6913;2917.8372;1882.5581;2920.3951;1890.3938;2925.6246;1879.9359;2927.6735;1879.6854;2916.4302;1885.9414;2925.5463;1879.9878;2920.6285;1883.2833;2916.2278;1889.5784
1716340.0;2924.3342;1852.3266;2925.5317;1873.4336;2916.5794;1880.3935;2919.0069;1888.2284;2924.3932;1877.8115;2926.379;1877.5804;2915.0212;1883.8048;2924.368;1877.9232;2919.424;1881.0836;2914.7572;1887.4188
1716360.0;2923.1255;1850.688;2924.748;1871.1012;2915.4847;1878.1375;2917.7989;1885.9482;2923.3092;1875.6091;2925.2098;1875.4005;2913.7772;1881.5602;2923.3223;1875.7863;2918.3713;1878.7994;2913.4463;1885.1565
1716380.0;2922.1216;1848.7271;2924.1119;1868.6987;2914.5518;1875.8009;2916.7676;1883.5707;2922.3749;1873.3402;2924.1672;1873.1483;2912.7033;1879.2065;2922.4086;1873.5833;2917.4806;1876.4393;2912.2966;1882.8021
1716400.0;2921.287;1846.5881;2923.6156;1866.2378;2913.7755;1873.3962;2915.8994;1881.1106;2921.5928;1871.0179;2923.2578;1870.8325;2911.7978;1876.7459;2921.6237;1871.3217;2916.7572;1874.0096;2911.3064;1880.366
1716420.0;2920.5842;1844.4204;2923.2528;1863.7375;2913.1514;1870.9366;2915.1772;1878.5781;2920.9672;1868.6547;2922.4883;1868.4651;2911.0555;1874.1857;2920.9659;1869.0113;2916.1991;1871.5175;2910.4747;1877.8598
1716440.0;2919.9902;1842.314;2923.0201;1861.2176;2912.6776;1868.4358;2914.5872;1875.9824;2920.5012;1866.2604;2921.8607;1866.0572;2910.4713;1871.5391;2920.4369;1866.664;2915.7995;1868.9724;2909.8002;1875.2956
1716460.0;2919.5103;1840.2585;2922.914;1858.6938;2912.3563;1865.9061;2914.1252;1873.3326;2920.194;1863.8428;2921.3705;1863.6166;2910.0398;1868.8252;2920.04;1864.2874;2915.5512;1866.3864;2909.2825;1872.6811
1716480.0;2919.1757;1838.1637;2922.9256;1856.1755;2912.1918;1863.357;2913.7954;1870.6383;2920.0394;1861.4085;2921.0135;1861.1484;2909.7541;1866.0652;2919.7763;1861.8822;2915.4466;1863.7745;2908.9203;1870.02
1716500.0;2919.02;1835.9378;2923.0406;1853.6652;2912.1884;1860.7916;2913.6074;1867.9096;2920.0304;1858.9648;2920.7905;1858.6575;2909.6049;1863.2802;2919.6447;1859.447;2915.4801;1861.1513;2908.7118;1867.315
1716520.0;2919.0518;1833.5609;2923.2436;1851.16;2912.3476;1858.2087;2913.5709;1865.1574;2920.1632;1856.5204;2920.7101;1856.1494;2909.5815;1860.4902;2919.6429;1856.9853;2915.6477;1858.5271;2908.6518;1864.5716
1716540.0;2919.2492;1831.1005;2923.5247;1848.6558;2912.6665;1855.6085;2913.6935;1862.3931;2920.4386;1854.0828;2920.7816;1853.6323;2909.6736;1857.713;2919.7702;1854.5067;2915.9459;1855.9064;2908.7334;1861.7976
1716560.0;2919.5807;1828.6529;2923.8821;1846.1508;2913.1369;1852.9979;2913.9776;1859.6288;2920.8591;1851.6565;2921.0074;1851.1184;2909.8747;1854.9601;2920.028;1852.0245;2916.3706;1853.2919;2908.949;1859.002
1716580.0;2920.0313;1826.2733;2924.3218;1843.647;2913.748;1850.3884;2914.4198;1856.8764;2921.4245;1849.2427;2921.3799;1848.622;2910.1842;1852.2335;2920.4209;1849.5516;2916.9163;1850.6904;2909.2944;1856.1958
1716600.0;2920.6058;1823.9593;2924.8543;1841.1491;2914.4879;1847.7907;2915.0099;1854.1467;2922.1304;1846.8433;2921.8862;1846.1542;2910.6089;1849.529;2920.9542;1847.0996;2917.5787;1848.1107;2909.7687;1853.3932
1716620.0;2921.3144;1821.6819;2925.4906;1838.6654;2915.3458;1845.2129;2915.7352;1851.4492;2922.972;1844.4643;2922.5137;1843.7194;2911.16;1846.8435;2921.633;1844.6792;2918.3569;1845.5581;2910.372;1850.6098
1716640.0;2922.1627;1819.4228;2926.2406;1836.2098;2916.3104;1842.6614;2916.5841;1848.7905;2923.9466;1842.1164;2923.254;1841.3181;2911.8509;1844.1801;2922.4588;1842.2992;2919.2536;1843.0321;2911.1007;1847.8583
1716660.0;2923.1556;1817.1804;2927.1135;1833.8012;2917.3713;1840.1415;2917.5512;1846.175;2925.053;1839.8139;2924.1021;1838.9519;2912.6928;1841.549;2923.4285;1839.9659;2920.2735;1840.5326;2911.9477;1845.1473
1716680.0;2924.3036;1814.959;2928.1199;1831.4584;2918.5198;1837.656;2918.6376;1843.6056;2926.2877;1837.571;2925.056;1836.6267;2913.6933;1838.9634;2924.5347;1837.6845;2921.4187;1838.067;2912.9067;1842.4813
1716700.0;2925.6123;1812.7696;2929.2701;1829.1955;2919.7517;1835.2057;2919.8487;1841.0863;2927.6429;1835.3977;2926.1176;1834.3515;2914.8541;1836.4347;2925.7678;1835.4603;2922.6852;1835.6489;2913.9784;1839.8629
1716720.0;2927.0695;1810.6329;2930.5693;1827.0187;2921.0672;1832.7911;2921.1888;1838.6243;2929.1067;1833.2964;2927.294;1832.1387;2916.1695;1833.9683;2927.1187;1833.2985;2924.0633;1833.2906;2915.1721;1837.2929
1716740.0;2928.6462;1808.5757;2932.0127;1824.9276;2922.4692;1830.4161;2922.6577;1836.2308;2930.6662;1831.2623;2928.5956;1830.0048;2917.6243;1831.5626;2928.581;1831.2029;2925.5414;1830.9975;2916.5003;1834.771
1716760.0;2930.3087;1806.622;2933.5856;1822.916;2923.9606;1828.088;2924.2499;1833.9174;2932.3092;1829.2882;2930.0319;1827.968;2919.197;1829.2127;2930.1494;1829.1762;2927.1078;1828.7688;2917.9695;1832.2967
1716780.0;2932.0354;1804.7785;2935.2678;1820.9742;2925.5426;1825.8138;2925.9579;1831.6913;2934.0265;1827.3713;2931.6064;1826.0426;2920.8659;1826.9133;2931.8188;1827.2226;2928.7493;1826.6005;2919.5731;1829.8706
1716800.0;2933.8249;1803.0316;2937.0388;1819.0921;2927.2136;1823.5967;2927.7736;1829.5517;2935.8122;1825.5162;2933.3148;1824.2325;2922.6168;1824.6603;2933.5822;1825.3501;2930.4503;1824.4874;2921.2916;1827.495
1716820.0;2935.6892;1801.3605;2938.8818;1817.2643;2928.969;1821.4354;2929.6887;1827.4928;2937.6641;1823.7336;2935.1453;1822.5301;2924.4447;1822.4498;2935.433;1823.5693;2932.1971;1822.424;2923.0992;1825.1737
1716840.0;2937.6389;1799.7559;2940.7854;1815.4917;2930.8029;1819.3265;2931.6929;1825.508;2939.5821;1822.0355;2937.0816;1820.9223;2926.3519;1820.2783;2937.3656;1821.8882;2933.9849;1820.4075;2924.9728;1822.9084
1716860.0;2939.6741;1798.225;2942.7438;1813.7782;2932.7091;1817.268;2933.774;1823.5921;2941.5673;1820.431;2939.1043;1819.3968;2928.341;1818.1444;2939.3752;1820.3084;2935.8185;1818.4387;2926.8984;1820.697
1716880.0;2941.7837;1796.7816;2944.7529;1812.1263;2934.6831;1815.2619;2935.9184;1821.7404;2943.6181;1818.923;2941.1923;1817.9458;2930.4115;1816.0537;2941.4551;1818.8255;2937.7061;1816.5199;2928.8736;1818.5334
1716900.0;2943.9561;1795.4308;2946.8085;1810.5372;2936.7233;1813.3154;2938.1126;1819.9494;2945.7289;1817.508;2943.3256;1816.565;2932.5592;1814.0178;2943.596;1817.4357;2939.6544;1814.6548;2930.9057;1816.414
1716920.0;2946.1826;1794.1703;2948.9062;1809.013;2938.8302;1811.4392;2940.3443;1818.2176;2947.8907;1816.1803;2945.4903;1815.2522;2934.7791;1812.0526;2945.7875;1816.1378;2941.6677;1812.8532;2933.0042;1814.3434
1716940.0;2948.4591;1792.9985;2951.0443;1807.5592;2941.0061;1809.6461;2942.6049;1816.5476;2950.0959;1814.9393;2947.6811;1814.0048;2937.0667;1810.1727;2948.0198;1814.9328;2943.7525;1811.1338;2935.1761;1812.3357
1716960.0;2950.7869;1791.9123;2953.2241;1806.1818;2943.2523;1807.9482;2944.8916;1814.9434;2952.3405;1813.7899;2949.8984;1812.819;2939.4208;1808.3896;2950.2845;1813.8208;2945.9181;1809.5232;2937.4225;1810.4097
1716980.0;2953.1719;1790.9036;2955.4484;1804.8873;2945.5679;1806.358;2947.2074;1813.4081;2954.6234;1812.7362;2952.1441;1811.6918;2941.8428;1806.7109;2952.5747;1812.8012;2948.1704;1808.0478;2939.7438;1808.5831
1717000.0;2955.617;1789.9588;2957.7197;1803.6864;2947.9509;1804.8879;2949.5591;1811.9431;2956.9415;1811.773;2954.4207;1810.6249;2944.3368;1805.1396;2954.8847;1811.8723;2950.5065;1806.7282;2942.1442;1806.8695
1717020.0;2958.1202;1789.0637;2960.0401;1802.5963;2950.4011;1803.5506;2951.956;1810.5516;2959.2895;1810.887;2956.7314;1809.6249;2946.9081;1803.6732;2957.2106;1811.0287;2952.9165;1805.5761;2944.6322;1805.281
1717040.0;2960.6747;1788.2152;2962.4111;1801.6347;2952.9218;1802.355;2954.4063;1809.2412;2961.6608;1810.0639;2959.0785;1808.6973;2949.5603;1802.3078;2959.5495;1810.2587;2955.3908;1804.5922;2947.2166;1803.828
1717060.0;2963.2751;1787.4252;2964.8308;1800.8093;2955.5181;1801.3047;2956.9144;1808.0248;2964.0507;1809.2946;2961.4609;1807.8393;2952.2921;1801.044;2961.899;1809.5462;2957.9261;1803.7638;2949.9007;1802.5166
1717080.0;2965.9217;1786.7141;2967.2922;1800.1118;2958.1914;1800.398;2959.4796;1806.9162;2966.4575;1808.5753;2963.8729;1807.0403;2955.0957;1799.8923;2964.2575;1808.8763;2960.5238;1803.0678;2952.6789;1801.3427
1717100.0;2968.6171;1786.0978;2969.7844;1799.5213;2960.9362;1799.6326;2962.0972;1805.9265;2968.8804;1807.9058;2966.3081;1806.2895;2957.9573;1798.8686;2966.6263;1808.2404;2963.1839;1802.4796;2955.5381;1800.2925
1717120.0;2971.3597;1785.5796;2972.2959;1799.0132;2963.7409;1799.0067;2964.7613;1805.0602;2971.319;1807.2868;2968.7627;1805.5826;2960.8614;1797.9851;2969.0096;1807.6371;2965.9013;1801.9824;2958.4599;1799.3479
1717140.0;2974.1416;1785.1533;2974.8226;1798.5614;2966.5911;1798.5172;2967.465;1804.3153;2973.7729;1806.7199;2971.2374;1804.9227;2963.7951;1797.2436;2971.4111;1807.0693;2968.6653;1801.5685;2961.4261;1798.495
1717160.0;2976.9517;1784.8085;2977.3725;1798.1431;2969.4731;1798.158;2970.2013;1803.685;2976.242;1806.2031;2973.7358;1804.3159;2966.7511;1796.6388;2973.8311;1806.5404;2971.4622;1801.2341;2964.4224;1797.7279
1717180.0;2979.7821;1784.5288;2979.9611;1797.7486;2972.3749;1797.9198;2972.9639;1803.1599;2978.7254;1805.729;2976.2613;1803.7659;2969.7273;1796.1653;2976.2665;1806.0523;2974.2779;1800.974;2967.4413;1797.0485
1717200.0;2982.6297;1784.2857;2982.5949;1797.3899;2975.2871;1797.7902;2975.7499;1802.7289;2981.221;1805.2862;2978.8151;1803.2741;2972.7242;1795.8195;2978.7144;1805.603;2977.1014;1800.78;2970.4816;1796.4628
1717220.0;2985.4928;1784.0404;2985.2586;1797.0953;2978.2049;1797.7525;2978.5577;1802.3804;2983.7258;1804.8674;2981.3953;1802.8408;2975.7393;1795.5953;2981.1754;1805.1885;2979.9267;1800.641;2973.5458;1795.9801
1717240.0;2988.3671;1783.7548;2987.9208;1796.8874;2981.1273;1797.7856;2981.3848;1802.1022;2986.2383;1804.4755;2983.9977;1802.4681;2978.7659;1795.4821;2983.6535;1804.8042;2982.7525;1800.5454;2976.636;1795.6107
1717260.0;2991.2476;1783.4068;2990.5573;1796.766;2984.0549;1797.8687;2984.2245;1801.8839;2988.7585;1804.124;2986.6163;1802.1588;2981.7928;1795.4655;2986.1538;1804.4495;2985.5801;1800.4843;2979.7525;1795.3651
1717280.0;2994.1293;1782.9963;2993.1656;1796.708;2986.9852;1797.9859;2987.0677;1801.7179;2991.2867;1803.8299;2989.2459;1801.9141;2984.8087;1795.5337;2988.6804;1804.1306;2988.4104;1800.4549;2982.891;1795.2508
1717300.0;2997.008;1782.5391;2995.7603;1796.6848;2989.9128;1798.127;2989.9059;1801.5992;2993.8218;1803.6072;2991.8837;1801.7321;2987.8058;1795.6787;2991.2347;1803.8602;2991.2417;1800.4579;2986.0437;1795.2707
1717320.0;2999.8793;1782.0552;2998.3594;1796.6784;2992.831;1798.283;2992.7337;1801.5219;2996.3609;1803.4619;2994.5293;1801.608;2990.7818;1795.8952;2993.8151;1803.6541;2994.0695;1800.4921;2989.2004;1795.4222
1717340.0;3002.7397;1781.5588;3000.9809;1796.6956;2995.7348;1798.4459;2995.5481;1801.4799;2998.9026;1803.3925;2997.183;1801.5363;2993.7379;1796.1769;2996.4176;1803.5273;2996.889;1800.5531;2992.352;1795.699
1717360.0;3005.5873;1781.0604;3003.6424;1796.7691;2998.6203;1798.6113;2998.348;1801.4677;3001.4485;1803.3921;2999.8435;1801.513;2996.6754;1796.5163;2999.0362;1803.4916;2999.6969;1800.6359;2995.492;1796.0923
1717380.0;3008.4234;1780.5706;3006.3595;1796.9414;3001.4835;1798.7833;3001.1336;1801.4849;3004.0006;1803.4526;3002.5081;1801.5363;2999.5936;1796.9059;3001.6658;1803.5552;3002.4921;1800.7381;2998.615;1796.595
1717400.0;3011.2501;1780.1006;3009.1325;1797.2379;3004.3202;1798.9722;3003.9071;1801.5386;3006.5592;1803.5676;3005.1753;1801.608;3002.4903;1797.3387;3004.3036;1803.7205;3005.2746;1800.8607;3001.7142;1797.2032
