Time(sentisec);X_A(m);Y_A(m);X_M(m);Y_M(m);X_B(m);Y_B(m);X_C(m);Y_C(m);X_D(m);Y_D(m);X_G(m);Y_G(m);X_H(m);Y_H(m);X_I(m);Y_I(m);X_J(m);Y_J(m);X_L(m);Y_L(m)
2895060.0;2995.38;1856.2169;2995.8182;1847.9188;2992.9667;1845.3541;2999.0356;1840.8336;2992.1626;1840.8903;2993.0274;1861.0533;3000.7067;1848.0205;3001.786;1842.1191;2995.9461;1849.5434;2995.4761;1847.1267
2895080.0;2995.3996;1856.1806;2995.7751;1847.9924;2992.94;1845.3474;2998.9458;1840.7793;2992.1882;1840.9442;2992.9891;1861.0333;3000.6188;1848.0529;3001.7466;1842.1485;2995.9522;1849.5156;2995.4919;1847.0258
2895100.0;2995.4263;1856.165;2995.725;1848.0752;2992.8984;1845.3328;2998.8526;1840.7472;2992.2143;1841.0017;2992.9641;1861.0241;3000.5406;1848.0735;3001.7101;1842.1687;2995.9678;1849.506;2995.5024;1846.9524
2895120.0;2995.4647;1856.1679;2995.6665;1848.1718;2992.8473;1845.3029;2998.7821;1840.7237;2992.2387;1841.0618;2992.9644;1861.0051;3000.4762;1848.0735;3001.6775;1842.1795;2995.9803;1849.5226;2995.5057;1846.8931
2895140.0;2995.5119;1856.1755;2995.5958;1848.2922;2992.7964;1845.2501;2998.7529;1840.6877;2992.2618;1841.114;2992.9922;1860.9594;3000.4252;1848.0525;3001.6485;1842.184;2995.9734;1849.5636;2995.4991;1846.8467
2895160.0;2995.558;1856.1662;2995.5102;1848.441;2992.7585;1845.1703;2998.7677;1840.6258;2992.2851;1841.147;2993.0358;1860.8882;3000.378;1848.0192;3001.6233;1842.1855;2995.9308;1849.6209;2995.4735;1846.8215
2895180.0;2995.5919;1856.1224;2995.4142;1848.6064;2992.7425;1845.0635;2998.8129;1840.5407;2992.3075;1841.1613;2993.0749;1860.8101;3000.3189;1847.9844;3001.6047;1842.1858;2995.8405;1849.6873;2995.4131;1846.8292
2895200.0;2995.6071;1856.0376;2995.3199;1848.7631;2992.7493;1844.935;2998.8647;1840.4445;2992.3237;1841.1711;2993.0938;1860.7463;3000.2362;1847.9538;3001.5973;1842.1855;2995.7017;1849.7572;2995.3022;1846.8751
2895220.0;2995.6037;1855.9166;2995.2436;1848.8874;2992.7738;1844.7964;2998.8989;1840.345;2992.3274;1841.1948;2993.0894;1860.7039;3000.1287;1847.9263;3001.603;1842.1844;2995.5265;1849.8252;2995.1385;1846.9521
2895240.0;2995.5872;1855.7699;2995.1945;1848.969;2992.8116;1844.6622;2998.8975;1840.2407;2992.3178;1841.2384;2993.0671;1860.6734;3000.0038;1847.8986;3001.6173;1842.1813;2995.3344;1849.8843;2994.9409;1847.0398
2895260.0;2995.5669;1855.6108;2995.1717;1849.0132;2992.8601;1844.5437;2998.854;1840.1292;2992.3014;1841.289;2993.0324;1860.6419;2999.8744;1847.8684;3001.6313;1842.1747;2995.1455;1849.9312;2994.7402;1847.1154
2895280.0;2995.5532;1855.4523;2995.1663;1849.0328;2992.9183;1844.4429;2998.775;1840.0167;2992.2893;1841.324;2992.9871;1860.6052;2999.7565;1847.8338;3001.6377;1842.1638;2994.9754;1849.968;2994.5599;1847.1659
2895300.0;2995.5546;1855.2955;2995.1695;1849.0398;2992.9861;1844.3534;2998.6771;1839.9174;2992.2916;1841.3279;2992.931;1860.568;2999.6628;1847.7922;3001.6341;1842.1501;2994.8345;1850.0005;2994.4067;1847.1923
2895320.0;2995.574;1855.1277;2995.1803;1849.0417;2993.0628;1844.268;2998.5804;1839.8412;2992.3127;1841.3011;2992.8631;1860.5343;2999.5962;1847.7402;3001.6246;1842.135;2994.7273;1850.0295;2994.2761;1847.2029
2895340.0;2995.6127;1854.9134;2995.2082;1849.042;2993.1474;1844.1848;2998.5018;1839.7861;2992.3493;1841.2528;2992.7843;1860.5045;2999.5475;1847.6769;3001.6167;1842.1175;2994.6531;1850.0438;2994.1611;1847.2042
2895360.0;2995.6743;1854.6012;2995.2685;1849.042;2993.2352;1844.1104;2998.4544;1839.7393;2992.3889;1841.1854;2992.6922;1860.4802;2999.5039;1847.6064;3001.6172;1842.0939;2994.6061;1850.0225;2994.0558;1847.1983
2895380.0;2995.7652;1854.1556;2995.3717;1849.042;2993.3198;1844.0576;2998.4472;1839.6883;2992.4082;1841.0839;2992.5816;1860.4689;2999.4583;1847.5391;3001.6272;1842.063;2994.5796;1849.9445;2993.9531;1847.1803
2895400.0;2995.8839;1853.6072;2995.5154;1849.042;2993.3968;1844.0394;2998.4833;1839.6289;2992.3762;1840.9168;2992.447;1860.4799;2999.4052;1847.4913;3001.6432;1842.0295;2994.5672;1849.8026;2993.8451;1847.1419
2895420.0;2996.0125;1853.0695;2995.6829;1849.0425;2993.4651;1844.0605;2998.5573;1839.5664;2992.264;1840.6521;2992.2888;1860.5136;2999.3351;1847.4802;3001.6619;1842.0021;2994.561;1849.6081;2993.7277;1847.0743
2895440.0;2996.1241;1852.6798;2995.8508;1849.0441;2993.5254;1844.1126;2998.656;1839.511;2992.0593;1840.2749;2992.1174;1860.557;2999.235;1847.5146;3001.6834;1841.988;2994.5515;1849.387;2993.6038;1846.9723
2895460.0;2996.2004;1852.5034;2995.9986;1849.0491;2993.5785;1844.1819;2998.7653;1839.4711;2991.7727;1839.7983;2991.9467;1860.5904;2999.1005;1847.5825;3001.7081;1841.9886;2994.5293;1849.171;2993.4799;1846.8327
2895480.0;2996.2411;1852.4989;2996.1181;1849.0611;2993.6253;1844.2613;2998.8753;1839.4504;2991.4295;1839.253;2991.7844;1860.6004;2998.9439;1847.6492;3001.733;1841.9988;2994.4939;1848.9874;2993.3616;1846.6514
2895500.0;2996.258;1852.5713;2996.212;1849.0835;2993.6663;1844.3539;2998.9828;1839.4487;2991.0561;1838.6711;2991.6274;1860.5873;2998.7874;1847.6728;3001.752;1842.0138;2994.4579;1848.8528;2993.2506;1846.4266
2895520.0;2996.2632;1852.6479;2996.2844;1849.1162;2993.7003;1844.4638;2999.09;1839.4649;2990.6701;1838.0738;2991.4671;1860.5612;2998.6457;1847.6282;3001.7588;1842.0337;2994.441;1848.7701;2993.1451;1846.1654
2895540.0;2996.2635;1852.7087;2996.3321;1849.1536;2993.725;1844.5883;2999.1991;1839.4958;2990.28;1837.4715;2991.2917;1860.5301;2998.5164;1847.5187;3001.7507;1842.0641;2994.461;1848.7317;2993.0421;1845.8838
2895560.0;2996.2601;1852.7738;2996.3441;1849.1883;2993.7379;1844.7212;2999.309;1839.537;2989.8889;1836.868;2991.0923;1860.4948;2998.3841;1847.3643;3001.729;1842.1126;2994.5241;1848.725;2992.9391;1845.6016
2895580.0;2996.252;1852.8658;2996.3135;1849.2171;2993.7376;1844.8595;2999.4149;1839.5845;2989.4978;1836.2645;2990.8706;1860.4521;2998.2327;1847.1865;3001.6977;1842.1836;2994.6221;1848.7345;2992.8375;1845.335
2895600.0;2996.2365;1852.9979;2996.2447;1849.2453;2993.723;1845.0067;2999.5138;1839.6336;2989.1067;1835.661;2990.6452;1860.4009;2998.0597;1847.0022;3001.6622;1842.2753;2994.7339;1848.7426;2992.7457;1845.1011
2895620.0;2996.2133;1853.1681;2996.1492;1849.2818;2993.6933;1845.1676;2999.6056;1839.6763;2988.7156;1835.0575;2990.4504;1860.3426;2997.8823;1846.8274;3001.6274;1842.3809;2994.8324;1848.7294;2992.6771;1844.9193
2895640.0;2996.1849;1853.3685;2996.0344;1849.3313;2993.6463;1845.3493;2999.6925;1839.6998;2988.3244;1834.454;2990.314;1860.2788;2997.7312;1846.6808;3001.5977;1842.4887;2994.8964;1848.6793;2992.6394;1844.8071
2895660.0;2996.1546;1853.5911;2995.9045;1849.3864;2993.5799;1845.557;2999.7773;1839.6953;2987.9333;1833.8505;2990.2377;1860.211;2997.6329;1846.5758;3001.5772;1842.5876;2994.9206;1848.5866;2992.6238;1844.7688
2895680.0;2996.1243;1853.8253;2995.7707;1849.4306;2993.4951;1845.7852;2999.861;1839.6673;2987.5422;1833.247;2990.1987;1860.1444;2997.5911;1846.5142;3001.5687;1842.6698;2994.916;1848.4582;2992.6071;1844.7885
2895700.0;2996.094;1854.0567;2995.6597;1849.4437;2993.4011;1846.0108;2999.9432;1839.6305;2987.1511;1832.6435;2990.1728;1860.0863;2997.5882;1846.4877;3001.5718;1842.7314;2994.9034;1848.3074;2992.5681;1844.8386
2895720.0;2996.0656;1854.2708;2995.6084;1849.4094;2993.3148;1846.2016;3000.0223;1839.6014;2986.76;1832.04;2990.1522;1860.044;2997.6075;1846.4853;3001.5815;1842.7712;2994.9085;1848.1464;2992.5035;1844.8945
2895740.0;2996.0424;1854.4601;2995.6416;1849.3176;2993.2541;1846.3347;3000.0945;1839.5919;2986.3688;1831.4365;2990.1441;1860.0182;2997.649;1846.5007;3001.5902;1842.7898;2994.954;1847.9821;2992.4265;1844.9459
2895760.0;2996.0269;1854.6252;2995.7557;1849.1683;2993.2303;1846.4054;3000.1547;1839.61;2985.9777;1830.833;2990.158;1859.9995;2997.7263;1846.5319;3001.592;1842.7909;2995.0507;1847.8193;2992.349;1844.9935
2895780.0;2996.0188;1854.7702;2995.9194;1848.9763;2993.2466;1846.4203;3000.201;1839.658;2985.5866;1830.2295;2990.1957;1859.9707;2997.8492;1846.5785;3001.5874;1842.7823;2995.1869;1847.6668;2992.2703;1845.0408
2895800.0;2996.0154;1854.898;2996.0927;1848.7699;2993.3011;1846.3896;3000.2368;1839.7294;2985.1955;1829.626;2990.2542;1859.9121;2998.0145;1846.6366;3001.5812;1842.7719;2995.3325;1847.5365;2992.1793;1845.086
2895820.0;2996.0143;1855.0109;2996.2457;1848.5814;2993.3885;1846.3277;3000.2711;1839.8111;2984.8044;1829.0225;2990.328;1859.8093;2998.2114;1846.6973;3001.577;1842.7633;2995.4576;1847.434;2992.0658;1845.1232
2895840.0;2996.014;1855.114;2996.3673;1848.4332;2993.5009;1846.2528;3000.3121;1839.891;2984.4132;1828.419;2990.4065;1859.6556;2998.4298;1846.7487;3001.5746;1842.7544;2995.549;1847.3517;2991.9304;1845.1487
2895860.0;2996.014;1855.2148;2996.4598;1848.3285;2993.6262;1846.1819;3000.3619;1839.9655;2984.0221;1827.8154;2990.4731;1859.4534;2998.662;1846.7813;3001.5733;1842.7394;2995.6124;1847.2756;2991.7832;1845.1651
2895880.0;2996.014;1855.3221;2996.5309;1848.2571;2993.748;1846.1281;3000.4174;1840.0404;2983.631;1827.2119;2990.5061;1859.2102;2998.8995;1846.7924;3001.5765;1842.711;2995.6635;1847.1983;2991.6354;1845.1822
2895900.0;2996.014;1855.443;2996.5883;1848.2067;2993.8529;1846.1003;3000.4752;1840.1248;2983.2399;1826.6084;2990.4895;1858.9327;2999.1282;1846.7854;3001.5904;1842.6652;2995.7167;1847.1244;2991.4968;1845.216
2895920.0;2996.014;1855.5794;2996.6376;1848.1706;2993.9352;1846.1044;3000.532;1840.2233;2982.8488;1826.0049;2990.4287;1858.62;2999.3288;1846.7655;3001.6168;1842.6035;2995.7794;1847.0673;2991.3775;1845.2869
2895940.0;2996.014;1855.7274;2996.6833;1848.1438;2993.9995;1846.138;3000.583;1840.3322;2982.4576;1825.4014;2990.3565;1858.267;2999.4817;1846.7381;3001.6482;1842.5345;2995.8507;1847.0391;2991.2898;1845.4094
2895960.0;2996.014;1855.8809;2996.7294;1848.1189;2994.0553;1846.1897;3000.6187;1840.4427;2982.0665;1824.7979;2990.3213;1857.8787;2999.578;1846.7053;3001.6699;1842.4697;2995.9245;1847.0433;2991.2407;1845.577
2895980.0;2996.014;1856.038;2996.7793;1848.0851;2994.1112;1846.2454;3000.6267;1840.5457;2981.6754;1824.1944;2990.3559;1857.4762;2999.6239;1846.6677;3001.6693;1842.4168;2995.9916;1847.0677;2991.2236;1845.7576
2896000.0;2996.014;1856.2038;2996.8352;1848.0335;2994.172;1846.2976;3000.5988;1840.6357;2981.2843;1823.5909;2990.4522;1857.089;2999.6348;1846.6252;3001.6454;1842.3751;2996.0418;1847.0873;2991.2213;1845.9111
2896020.0;2996.0137;1856.3826;2996.8955;1847.9604;2994.2403;1846.3443;3000.5377;1840.71;2980.8932;1822.9874;2990.567;1856.741;2999.6252;1846.58;3001.6068;1842.3378;2996.0668;1847.0811;2991.2205;1846.0145
2896040.0;2996.0126;1856.5699;2996.9531;1847.87;2994.3174;1846.3822;3000.4568;1840.7684;2980.5021;1822.3839;2990.6542;1856.446;2999.6059;1846.5365;3001.5627;1842.2992;2996.0635;1847.0479;2991.2175;1846.0726
2896060.0;2996.0092;1856.7529;2996.9987;1847.7731;2994.402;1846.4033;3000.3731;1840.813;2980.1109;1821.7804;2990.6927;1856.2063;2999.585;1846.4983;3001.514;1842.2604;2996.0337;1847.002;2991.2124;1846.1066
2896080.0;2996.0011;1856.9229;2997.0264;1847.6823;2994.4905;1846.3979;3000.2975;1840.8461;2979.7198;1821.1769;2990.6912;1856.0128;2999.568;1846.4648;3001.4557;1842.2273;2995.9787;1846.9551;2991.2026;1846.1376
2896100.0;2995.9859;1857.0823;2997.0383;1847.6055;2994.5781;1846.3627;3000.2314;1840.8667;2979.3287;1820.5734;2990.6727;1855.8472;2999.5522;1846.4303;3001.385;1842.2045;2995.8961;1846.9071;2991.1837;1846.1773
2896120.0;2995.9638;1857.2406;2997.0443;1847.5402;2994.6645;1846.2999;3000.172;1840.8704;2978.9376;1819.9699;2990.6531;1855.6893;2999.5222;1846.389;3001.3067;1842.1914;2995.7828;1846.8552;2991.1536;1846.2278
2896140.0;2995.9387;1857.4051;2997.0552;1847.4781;2994.7556;1846.2162;3000.1182;1840.8536;2978.5465;1819.3664;2990.6327;1855.5283;2999.451;1846.3369;3001.2273;1842.183;2995.6423;1846.8061;2991.1138;1846.2874
2896160.0;2995.9166;1857.5745;2997.0774;1847.4134;2994.8591;1846.1182;3000.0691;1840.8169;2978.1553;1818.7629;2990.6003;1855.3659;2999.3026;1846.2691;3001.1485;1842.174;2995.487;1846.7757;2991.0644;1846.3537
2896180.0;2995.9017;1857.7415;2997.1116;1847.3475;2994.9797;1846.0095;3000.0188;1840.7655;2977.7642;1818.1594;2990.5496;1855.2093;2999.0419;1846.1775;3001.0656;1842.1611;2995.3342;1846.777;2991.0023;1846.4245
2896200.0;2995.8947;1857.8968;2997.1563;1847.2863;2995.1157;1845.8881;2999.9537;1840.7076;2977.3731;1817.5559;2990.4884;1855.064;2998.6561;1846.057;3000.9755;1842.1453;2995.2023;1846.8116;2990.9216;1846.4962
2896220.0;2995.8947;1858.032;2997.2087;1847.2329;2995.2634;1845.749;2999.8585;1840.6502;2976.982;1816.9524;2990.4311;1854.93;2998.1759;1845.9201;3000.883;1842.1305;2995.1058;1846.8676;2990.8149;1846.5643
2896240.0;2995.9017;1858.141;2997.2651;1847.1848;2995.4185;1845.5914;2999.7264;1840.6;2976.5909;1816.3488;2990.3832;1854.8049;2997.6732;1845.7974;3000.799;1842.1207;2995.0538;1846.9291;2990.672;1846.6252
2896260.0;2995.9166;1858.2213;2997.3191;1847.1379;2995.5759;1845.4244;2999.5654;1840.5615;2976.1997;1815.7453;2990.335;1854.6891;2997.2274;1845.7181;3000.7318;1842.1152;2995.0459;1846.984;2990.4858;1846.6765
2896280.0;2995.939;1858.274;2997.3656;1847.0905;2995.7283;1845.2608;2999.3956;1840.5358;2975.8086;1815.1418;2990.2666;1854.585;2996.8873;1845.6884;3000.6816;1842.1083;2995.0729;1847.0291;2990.2615;1846.7173
2896300.0;2995.9652;1858.3036;2997.4044;1847.0431;2995.8706;1845.1091;2999.238;1840.5188;2975.4175;1814.5383;2990.1608;1854.4925;2996.6588;1845.6882;3000.6422;1842.0944;2995.1214;1847.068;2990.0231;1846.7502
2896320.0;2995.9907;1858.3162;2997.438;1846.9952;2996.0;1844.9731;2999.1034;1840.5026;2975.0264;1813.9348;2990.0125;1854.4056;2996.5204;1845.6895;3000.6061;1842.0735;2995.1793;1847.1065;2989.8036;1846.7829
2896340.0;2996.014;1858.3162;2997.4676;1846.9457;2996.1151;1844.8602;2998.9895;1840.4791;2974.6409;1813.3175;2989.8336;1854.3143;2996.4422;1845.6753;3000.569;1842.0515;2995.2325;1847.1508;2989.6244;1846.8244
2896360.0;2996.0376;1858.304;2997.4911;1846.895;2996.2149;1844.7805;2998.8884;1840.4439;2974.275;1812.6645;2989.648;1854.2097;2996.3973;1845.6447;3000.5306;1842.0348;2995.2609;1847.2052;2989.4849;1846.8755
2896380.0;2996.0642;1858.276;2997.5065;1846.845;2996.299;1844.7383;2998.7948;1840.397;2973.9668;1811.9322;2989.4821;1854.0853;2996.3645;1845.6048;3000.493;1842.0254;2995.2422;1847.2672;2989.3749;1846.9283
2896400.0;2996.0937;1858.2286;2997.5141;1846.7964;2996.3695;1844.7222;2998.7082;1840.3397;2973.7879;1811.0889;2989.3522;1853.9372;2996.3297;1845.5605;3000.4595;1842.0227;2995.1656;1847.3258;2989.2919;1846.9716
2896420.0;2996.1245;1858.1615;2997.5153;1846.7475;2996.4289;1844.7122;2998.6299;1840.2733;2973.8284;1810.2257;2989.2588;1853.7658;2996.2893;1845.5061;3000.433;1842.0258;2995.0415;1847.3671;2989.2438;1846.9984
2896440.0;2996.156;1858.0794;2997.5096;1846.6983;2996.4787;1844.6914;2998.5586;1840.1986;2974.1424;1809.7253;2989.1874;1853.5786;2996.2459;1845.4282;3000.4133;1842.0362;2994.8926;1847.3837;2989.2377;1847.0067
2896460.0;2996.1896;1857.9889;2997.4933;1846.653;2996.5201;1844.655;2998.4914;1840.1193;2974.6892;1810.2575;2989.1162;1853.3893;2996.2032;1845.3182;3000.3967;1842.0564;2994.7424;1847.3792;2989.2666;1846.9926
2896480.0;2996.2262;1857.8955;2997.4619;1846.616;2996.5542;1844.6073;2998.4254;1840.043;2975.3372;1812.4487;2989.0286;1853.2196;2996.1599;1845.1846;3000.3781;1842.0858;2994.6087;1847.3647;2989.3129;1846.9428
2896500.0;2996.2649;1857.8018;2997.414;1846.5877;2996.5804;1844.5563;2998.36;1839.981;2975.9415;1816.4472;2988.9268;1853.1049;2996.1095;1845.0514;3000.3547;1842.1191;2994.5021;1847.3504;2989.3613;1846.8391
2896520.0;2996.3036;1857.707;2997.3546;1846.5614;2996.5971;1844.5105;2998.2975;1839.9432;2976.4214;1821.8433;2988.8327;1853.0912;2996.0456;1844.9423;3000.3282;1842.1489;2994.4277;1847.3442;2989.4053;1846.6734
2896540.0;2996.3401;1857.6076;2997.2916;1846.5271;2996.6049;1844.4784;2998.2426;1839.9315;2976.7653;1828.052;2988.7733;1853.2135;2995.9675;1844.8665;3000.3027;1842.1707;2994.3831;1847.346;2989.4462;1846.4667
2896560.0;2996.3738;1857.5001;2997.2296;1846.4783;2996.6069;1844.4665;2998.2001;1839.9379;2976.9855;1834.6913;2988.7598;1853.4721;2995.8818;1844.8196;3000.2794;1842.1865;2994.3628;1847.3478;2989.4884;1846.2668
2896580.0;2996.4053;1857.383;2997.1683;1846.4166;2996.6062;1844.4765;2998.1722;1839.9478;2977.0913;1841.5452;2988.783;1853.8322;2995.7993;1844.7909;3000.2558;1842.2035;2994.3623;1847.3382;2989.5371;1846.1211
2896600.0;2996.4361;1857.2583;2997.1047;1846.3479;2996.6025;1844.5042;2998.1569;1839.9477;2977.1043;1848.2819;2988.8272;1854.2522;2995.7313;1844.7688;3000.2292;1842.2292;2994.38;1847.3134;2989.5945;1846.0468
2896620.0;2996.4656;1857.1287;2997.0355;1846.2788;2996.5961;1844.5396;2998.15;1839.9301;2977.0783;1854.3645;2988.8837;1854.708;2995.6837;1844.7439;3000.1997;1842.2677;2994.416;1847.2841;2989.6561;1846.0254
2896640.0;2996.4922;1856.999;2996.959;1846.2146;2996.5924;1844.5718;2998.1475;1839.8958;2977.0763;1859.3034;2988.9508;1855.1959;2995.6545;1844.7117;3000.1691;1842.318;2994.4669;1847.2673;2989.7117;1846.0268
2896660.0;2996.5158;1856.8764;2996.877;1846.1612;2996.5994;1844.5943;2998.1468;1839.8512;2977.1404;1862.9064;2989.028;1855.7186;2995.6357;1844.6734;3000.1385;1842.3753;2994.521;1847.2714;2989.7535;1846.0349
2896680.0;2996.5394;1856.7684;2996.7948;1846.1214;2996.6227;1844.6059;2998.1467;1839.8035;2977.282;1865.2897;2989.1107;1856.2716;2995.6151;1844.6336;3000.1071;1842.4337;2994.5588;1847.2922;2989.782;1846.0549
2896700.0;2996.566;1856.6781;2996.7193;1846.0879;2996.664;1844.6092;2998.1467;1839.7564;2977.4994;1866.6909;2989.192;1856.8423;2995.582;1844.596;3000.0753;1842.4864;2994.5596;1847.3243;2989.804;1846.0981
2896720.0;2996.5955;1856.6019;2996.6528;1846.0438;2996.7223;1844.6059;2998.1467;1839.7105;2977.793;1867.3331;2989.2628;1857.4208;2995.5337;1844.5649;3000.044;1842.5273;2994.5106;1847.3707;2989.8242;1846.1649
2896740.0;2996.6261;1856.5326;2996.5927;1845.976;2996.7954;1844.5938;2998.1467;1839.668;2978.1653;1867.3956;2989.3125;1858.0102;2995.4809;1844.5473;3000.0133;1842.5536;2994.4134;1847.4407;2989.8423;1846.2435
2896760.0;2996.6567;1856.4634;2996.5352;1845.8844;2996.877;1844.5696;2998.1467;1839.6336;2978.6171;1867.0302;2989.3353;1858.6232;2995.4433;1844.5504;2999.9828;1842.5672;2994.2804;1847.5395;2989.8564;1846.3192
2896780.0;2996.6881;1856.3896;2996.4849;1845.7809;2996.959;1844.5314;2998.1467;1839.6107;2979.1421;1866.3694;2989.3369;1859.2639;2995.4351;1844.5758;2999.9532;1842.5732;2994.1267;1847.6621;2989.8671;1846.3842
2896800.0;2996.7199;1856.3092;2996.4601;1845.6815;2997.0352;1844.4812;2998.147;1839.5987;2979.7229;1865.5235;2989.3299;1859.914;2995.4537;1844.6178;2999.9266;1842.5766;2993.9638;1847.7993;2989.8783;1846.4377
2896820.0;2996.7512;1856.2232;2996.4874;1845.5978;2997.103;1844.4239;2998.1481;1839.5936;2980.3282;1864.5823;2989.3216;1860.5383;2995.4852;1844.6668;2999.903;1842.582;2993.7976;1847.9433;2989.8952;1846.4838
2896840.0;2996.7819;1856.1347;2996.5821;1845.5315;2997.1624;1844.3655;2998.1515;1839.592;2980.9191;1863.6136;2989.3063;1861.1068;2995.5161;1844.7131;2999.8794;1842.594;2993.6304;1848.0896;2989.9197;1846.526
2896860.0;2996.8121;1856.047;2996.7291;1845.4736;2997.2133;1844.3128;2998.1596;1839.5912;2981.4649;1862.6665;2989.271;1861.6121;2995.5377;1844.7442;2999.8528;1842.6165;2993.4631;1848.2366;2989.9524;1846.5652
2896880.0;2996.8406;1855.9633;2996.8852;1845.4112;2997.2551;1844.2719;2998.1748;1839.5898;2981.9497;1861.787;2989.2055;1862.0735;2995.5434;1844.7458;2999.823;1842.6495;2993.2958;1848.3836;2989.9949;1846.6
2896900.0;2996.8638;1855.8875;2997.0043;1845.3438;2997.2876;1844.246;2998.1969;1839.5853;2982.3698;1861.0294;2989.1072;1862.5264;2995.5276;1844.7072;2999.7914;1842.6882;2993.1286;1848.5306;2990.0556;1846.6319
2896920.0;2996.8793;1855.8248;2997.063;1845.2864;2997.3105;1844.2346;2998.2219;1839.5745;2982.7244;1860.4426;2988.9818;1863.0039;2995.4911;1844.6341;2999.7573;1842.7258;2992.967;1848.6814;2990.1494;1846.6696
2896940.0;2996.8871;1855.7797;2997.0647;1845.2555;2997.3218;1844.2362;2998.2443;1839.5543;2983.0125;1860.0468;2988.8425;1863.5221;2995.4451;1844.5503;2999.7179;1842.7603;2992.8235;1848.8444;2990.2943;1846.7227
2896960.0;2996.8894;1855.7524;2997.0269;1845.2527;2997.3177;1844.253;2998.2606;1839.5249;2983.2369;1859.8264;2988.7057;1864.0779;2995.4042;1844.4825;2999.6706;1842.7951;2992.7309;1849.042;2990.5037;1846.7899
2896980.0;2996.8871;1855.7389;2996.9678;1845.2613;2997.2966;1844.2899;2998.2722;1839.4916;2983.4084;1859.7435;2988.5817;1864.6588;2995.3791;1844.4423;2999.616;1842.8342;2992.7459;1849.3139;2990.7746;1846.8535
2897000.0;2996.8793;1855.7335;2996.9011;1845.259;2997.2629;1844.3493;2998.284;1839.4622;2983.5479;1859.7529;2988.4696;1865.2584;2995.3705;1844.4221;2999.5569;1842.8774;2992.9314;1849.7221;2991.078;1846.8905
2897020.0;2996.8641;1855.7323;2996.8372;1845.2344;2997.2306;1844.4226;2998.3013;1839.442;2983.6815;1859.8099;2988.3658;1865.8815;2995.3718;1844.4058;2999.4964;1842.9212;2993.3011;1850.3185;2991.362;1846.8922
2897040.0;2996.842;1855.7335;2996.7807;1845.1927;2997.2169;1844.4891;2998.3271;1839.4312;2983.8307;1859.8737;2988.2749;1866.5336;2995.3741;1844.383;2999.4373;1842.9639;2993.7915;1851.164;2991.5737;1846.8689
