Time(sentisec);X_A(m);Y_A(m);X_M(m);Y_M(m);X_B(m);Y_B(m);X_C(m);Y_C(m);X_D(m);Y_D(m);X_G(m);Y_G(m);X_H(m);Y_H(m);X_I(m);Y_I(m);X_J(m);Y_J(m);X_L(m);Y_L(m)
5730960.0;3017.5314;1833.0751;2992.7263;1846.9932;2996.988;1844.5183;2993.6308;1851.3443;2992.1851;1854.4518;2996.6433;1849.5193;2992.1737;1846.3869;2994.3306;1848.5148;2996.3724;1846.681;2996.7593;1844.4295
5730980.0;3017.827;1833.2705;2993.0839;1847.2209;2997.1239;1844.8977;2993.9828;1851.322;2993.2093;1855.1846;2996.4095;1849.5875;2991.7422;1847.0049;2994.2407;1848.2862;2996.8253;1846.3719;2996.8408;1844.6475
5731000.0;3018.1331;1833.4932;2993.418;1847.341;2997.1759;1845.237;2994.5581;1851.3471;2994.2362;1856.0266;2996.2041;1849.6459;2991.4553;1847.7519;2994.1127;1847.8224;2997.3805;1846.1387;2997.0298;1844.8729
5731020.0;3018.4342;1833.739;2993.6832;1847.3425;2997.1917;1845.5425;2995.3431;1851.4667;2995.1702;1856.9573;2996.063;1849.6842;2991.4943;1848.4967;2993.9744;1847.0515;2997.9419;1845.9646;2997.3382;1845.1088
5731040.0;3018.7101;1833.9979;2993.8847;1847.2609;2997.2237;1845.8109;2996.2553;1851.7061;2995.9516;1857.9949;2996.0104;1849.7076;2991.9158;1849.1115;2993.8903;1845.9877;2998.4449;1845.8377;2997.7724;1845.3653
5731060.0;3018.9522;1834.2574;2994.0485;1847.1504;2997.3101;1846.0478;2997.1802;1852.0674;2996.5682;1859.1397;2996.0614;1849.7337;2992.6486;1849.5404;2993.9432;1844.758;2998.8361;1845.7779;2998.3271;1845.6539
5731080.0;3019.1682;1834.5064;2994.1867;1847.0538;2997.4779;1846.278;2998.0346;1852.5503;2997.0608;1860.3172;2996.2257;1849.7808;2993.579;1849.8085;2994.2041;1843.5638;2999.0664;1845.8224;2998.9806;1845.9864
5731100.0;3019.3781;1834.7389;2994.2872;1846.9906;2997.7446;1846.5303;2998.8032;1853.1613;2997.495;1861.4012;2996.4958;1849.8663;2994.6248;1849.9763;2994.7115;1842.5991;2999.1101;1845.9955;2999.7042;1846.3784
5731120.0;3019.607;1834.9556;2994.3238;1846.9609;2998.1188;1846.821;2999.5284;1853.9037;2997.921;1862.2926;2996.8398;1850.0088;2995.7477;1850.092;2995.468;1841.9812;2998.9817;1846.2997;3000.4779;1846.8489
5731140.0;3019.8778;1835.1658;2994.2847;1846.9567;2998.5993;1847.1501;3000.277;1854.7637;2998.3515;1862.9698;2997.2179;1850.2207;2996.9366;1850.1762;2996.4481;1841.7372;2998.7387;1846.7324;3001.2993;1847.4131
5731160.0;3020.2064;1835.387;2994.1881;1846.9619;2999.1805;1847.5152;3001.1099;1855.7102;2998.7714;1863.45;2997.6161;1850.4873;2998.1854;1850.2384;2997.6143;1841.8328;2998.4702;1847.2945;3002.1816;1848.0713
5731180.0;3020.603;1835.6388;2994.0854;1846.9577;2999.8574;1847.924;3002.0671;1856.704;2999.1428;1863.7138;2998.0624;1850.7608;2999.4951;1850.2971;2998.931;1842.2034;2998.2785;1847.9813;3003.1415;1848.808
5731200.0;3021.0733;1835.937;2994.038;1846.9254;3000.6263;1848.3931;3003.1668;1857.7014;2999.4152;1863.6886;2998.6046;1850.9861;3000.8674;1850.3828;3000.3717;1842.7629;2998.2524;1848.765;3004.1874;1849.6033
5731220.0;3021.6187;1836.2863;2994.0935;1846.8562;3001.482;1848.938;3004.4094;1858.6528;2999.5498;1863.3217;2999.2745;1851.1398;3002.3077;1850.53;3001.9203;1843.4176;2998.4324;1849.5954;3005.3149;1850.4422
5731240.0;3022.2361;1836.6816;2994.2739;1846.7604;3002.4177;1849.561;3005.7894;1859.5032;2999.5525;1862.6813;3000.0748;1851.242;3003.8222;1850.7633;3003.5699;1844.087;2998.8093;1850.4211;3006.5134;1851.3113
5731260.0;3022.9192;1837.1122;2994.5783;1846.6662;3003.4227;1850.2447;3007.2999;1860.2011;2999.483;1861.9587;3000.9921;1851.3337;3005.4125;1851.0918;3005.3248;1844.7289;2999.3558;1851.2075;3007.7758;1852.192
5731280.0;3023.6629;1837.5662;2994.9938;1846.6122;3004.4884;1850.9531;3008.9295;1860.7097;2999.416;1861.3588;3002.0155;1851.447;3007.0747;1851.509;3007.1988;1845.3374;3000.0616;1851.9373;3009.105;1853.057
5731300.0;3024.4718;1838.0232;2995.5107;1846.6346;3005.617;1851.6391;3010.6585;1861.0117;2999.3975;1860.9755;3003.1443;1851.5936;3008.8087;1851.9931;3009.2027;1845.9187;3000.9477;1852.5934;3010.5139;1853.8726
5731320.0;3025.3674;1838.4455;2996.1386;1846.7602;3006.8272;1852.2522;3012.4656;1861.1064;2999.4311;1860.776;3004.3862;1851.7662;3010.624;1852.5094;3011.3319;1846.4684;3002.0483;1853.1477;3012.0224;1854.6001
5731340.0;3026.4133;1838.7622;2996.9134;1846.9992;3008.1486;1852.7481;3014.3364;1861.0039;2999.4967;1860.6732;3005.7515;1851.9469;3012.5339;1853.0164;3013.5613;1846.9665;3003.3861;1853.5671;3013.6536;1855.1932
5731360.0;3027.7348;1838.8618;2997.8856;1847.3338;3009.6051;1853.0936;3016.2657;1860.7218;2999.5737;1860.5983;3007.2494;1852.1121;3014.5426;1853.4746;3015.8528;1847.3871;3004.9607;1853.8346;3015.4269;1855.5992
5731380.0;3029.5146;1838.6097;2999.0942;1847.7133;3011.2013;1853.2692;3018.2507;1860.2827;2999.6538;1860.5223;3008.8807;1852.2436;3016.6395;1853.8506;3018.1683;1847.7095;3006.7498;1853.9597;3017.3484;1855.7688
5731400.0;3031.9187;1837.8979;3000.5423;1848.0661;3012.9241;1853.2656;3020.283;1859.7068;2999.7384;1860.4392;3010.6375;1852.3313;3018.8038;1854.1174;3020.4793;1847.918;3008.7148;1853.9697;3019.4024;1855.6718
5731420.0;3034.9843;1836.7025;3002.1908;1848.3288;3014.7554;1853.0807;3022.3474;1859.0056;2999.8336;1860.3512;3012.505;1852.3695;3021.0126;1854.2501;3022.7722;1847.9993;3010.8089;1853.8866;3021.5505;1855.3044
5731440.0;3038.5445;1835.1081;3003.9733;1848.4755;3016.6819;1852.7164;3024.4254;1858.1768;2999.944;1860.2617;3014.467;1852.3444;3023.2445;1854.2205;3025.046;1847.935;3012.9888;1853.7113;3023.7408;1854.6843
5731460.0;3042.2721;1833.2777;3005.8178;1848.5163;3018.6945;1852.179;3026.4972;1857.2103;3000.0685;1860.1705;3016.5065;1852.2286;3025.479;1853.9936;3027.3042;1847.7004;3015.2254;1853.4207;3025.9188;1853.838
5731480.0;3045.8163;1831.3881;3007.6619;1848.4656;3020.7804;1851.477;3028.5378;1856.0935;3000.1993;1860.0755;3018.6042;1851.9851;3027.6916;1853.5318;3029.543;1847.2639;3017.5074;1852.9773;3028.0375;1852.7901
5731500.0;3048.9357;1829.5683;3009.4647;1848.307;3022.9153;1850.6171;3030.5152;1854.8164;3000.3266;1859.9734;3020.7347;1851.5766;3029.8492;1852.8045;3031.7419;1846.5914;3019.8298;1852.3406;3030.0601;1851.5599
5731520.0;3051.5451;1827.8659;3011.212;1847.9909;3025.0615;1849.597;3032.3917;1853.3698;3000.444;1859.8612;3022.8658;1850.971;3031.9117;1851.7939;3033.8642;1845.6509;3022.1761;1851.4755;3031.9563;1850.1587
5731540.0;3053.6779;1826.2557;3012.9044;1847.4611;3027.1712;1848.4054;3034.1312;1851.7469;3000.551;1859.7387;3024.9594;1850.1436;3033.8367;1850.4944;3035.8677;1844.4223;3024.5053;1850.3569;3033.6963;1848.5895
5731560.0;3055.4236;1824.6889;3014.5398;1846.683;3029.1926;1847.0268;3035.7026;1849.9459;3000.6495;1859.6103;3026.9726;1849.0774;3035.5858;1848.9119;3037.7132;1842.9059;3026.7519;1848.9723;3035.2502;1846.85
5731580.0;3056.8926;1823.1415;3016.0972;1845.6474;3031.077;1845.4486;3037.0783;1847.9734;3000.7404;1859.4838;3028.8605;1847.765;3037.1241;1847.0664;3039.3676;1841.1263;3028.8427;1847.3235;3036.5897;1844.9385
5731600.0;3058.197;1821.6323;3017.5368;1844.3614;3032.7807;1843.6649;3038.2294;1845.8425;3000.823;1859.3659;3030.5778;1846.2067;3038.418;1844.9965;3040.7974;1839.128;3030.7161;1845.4275;3037.6889;1842.8609
5731620.0;3059.4393;1820.1986;3018.8053;1842.8409;3034.262;1841.6803;3039.1244;1843.5692;3000.897;1859.2583;3032.0825;1844.4112;3039.4338;1842.7529;3041.9648;1836.9657;3032.3327;1843.3094;3038.5198;1840.6348
5731640.0;3060.6833;1818.8588;3019.8494;1841.1095;3035.4757;1839.5121;3039.733;1841.1727;3000.9628;1859.1581;3033.3379;1842.3973;3040.1437;1840.3875;3042.8295;1834.695;3033.6708;1840.9959;3039.0522;1838.2912
5731660.0;3061.9404;1817.5926;3020.6333;1839.2015;3036.3754;1837.1919;3040.0351;1838.6785;3001.02;1859.0612;3034.3163;1840.1959;3040.5294;1837.9442;3043.3563;1832.3671;3034.7114;1838.512;3039.2613;1835.873
5731680.0;3063.171;1816.3514;3021.1539;1837.173;3036.9232;1834.7584;3040.0236;1836.1237;3001.0646;1858.9652;3035.0013;1837.8472;3040.5853;1835.4597;3043.5199;1830.0249;3035.4291;1835.8891;3039.1365;1833.4284
5731700.0;3064.3062;1815.0811;3021.4407;1835.1117;3037.0989;1832.2546;3039.7008;1833.5594;3001.0894;1858.87;3035.3894;1835.394;3040.3133;1832.9685;3043.3075;1827.7002;3035.7927;1833.1721;3038.6855;1831.0008
5731720.0;3065.272;1813.7498;3021.5373;1833.1275;3036.901;1829.7287;3039.0691;1831.0465;3001.0863;1858.7767;3035.4868;1832.8764;3039.7185;1830.5062;3042.7199;1825.4099;3035.7765;1830.4187;3037.9328;1828.6219
5731740.0;3066.0205;1812.3661;3021.4791;1831.3133;3036.3434;1827.2367;3038.1287;1828.643;3001.0495;1858.6861;3035.3057;1830.3302;3038.8067;1828.1064;3041.7746;1823.1588;3035.3724;1827.6865;3036.9138;1826.3109
5731760.0;3066.5606;1810.9775;3021.2882;1829.7007;3035.4543;1824.8333;3036.8865;1826.383;3000.9781;1858.5992;3034.858;1827.7901;3037.5894;1825.7947;3040.5052;1820.9462;3034.594;1825.0232;3035.6667;1824.079
5731780.0;3066.9619;1809.6404;3020.9882;1828.2454;3034.2748;1822.5581;3035.3668;1824.2705;3000.876;1858.5171;3034.1517;1825.2946;3036.0885;1823.5848;3038.9584;1818.7753;3033.4758;1822.4642;3034.221;1821.9377
5731800.0;3067.3164;1808.3805;3020.6248;1826.8498;3032.8504;1820.4296;3033.6097;1822.2915;3000.7481;1858.4411;3033.1843;1822.889;3034.3385;1821.481;3037.1825;1816.6577;3032.0647;1820.038;3032.5922;1819.904
5731820.0;3067.6737;1807.1752;3020.263;1825.4061;3031.2204;1818.4538;3031.6601;1820.4391;3000.5981;1858.3697;3031.9457;1820.6235;3032.38;1819.4846;3035.2186;1814.6118;3030.4115;1817.77;3030.785;1818.0017
5731840.0;3068.0078;1805.9791;3019.9617;1823.8346;3029.4128;1816.6358;3029.5563;1818.7278;3000.4295;1858.2976;3030.4277;1818.543;3030.251;1817.6007;3033.0952;1812.6615;3028.5591;1815.6849;3028.8053;1816.2531
5731860.0;3068.2323;1804.7723;3019.7441;1822.1073;3027.4479;1814.9852;3027.3302;1817.1883;3000.2499;1858.2188;3028.6396;1816.6743;3027.9789;1815.8434;3030.8314;1810.833;3026.5371;1813.8055;3026.6686;1814.6711
5731880.0;3068.2408;1803.5909;3019.5924;1820.2566;3025.3426;1813.5116;3025.0113;1815.8523;3000.0727;1858.1332;3026.6142;1815.0199;3025.5834;1814.234;3028.4426;1809.1536;3024.3638;1812.1538;3024.3995;1813.2606
5731900.0;3067.9648;1802.5243;3019.4612;1818.3671;3023.1143;1812.2231;3022.6303;1814.7419;2999.9135;1858.0478;3024.4035;1813.5656;3023.0817;1812.7979;3025.9445;1807.6467;3022.0541;1810.7488;3022.0237;1812.0244
5731920.0;3067.4253;1801.6761;3019.296;1816.5508;3020.782;1811.1263;3020.2144;1813.8669;2999.7826;1857.971;3022.063;1812.299;3020.4952;1811.5572;3023.3532;1806.3299;3019.6289;1809.6063;3019.564;1810.9668
5731940.0;3066.7566;1801.1241;3019.0462;1814.9112;3018.3686;1810.2304;3017.786;1813.2253;2999.6803;1857.9056;3019.6386;1811.2203;3017.8484;1810.5274;3020.6847;1805.2141;3017.116;1808.7376;3017.0402;1810.09
5731960.0;3066.1536;1800.9029;3018.6703;1813.5188;3015.9009;1809.5482;3015.3628;1812.8056;2999.5989;1857.8494;3017.1609;1810.3405;3015.1667;1809.7146;3017.9564;1804.3076;3014.5472;1808.1492;3014.4702;1809.3938
5731980.0;3065.76;1801.0091;3018.1377;1812.4082;3013.4082;1809.0955;3012.9605;1812.5907;2999.5292;1857.7988;3014.6497;1809.6712;3012.4752;1809.1189;3015.1899;1803.6197;3011.9529;1807.8382;3011.8712;1808.881
5732000.0;3065.5854;1801.4119;3017.4291;1811.5891;3010.9181;1808.8862;3010.5923;1812.5597;2999.4653;1857.75;3012.1208;1809.2231;3009.7982;1808.7384;3012.4094;1803.1621;3009.3595;1807.7898;3009.2632;1808.5613
5732020.0;3065.5276;1802.0548;3016.5391;1811.0543;3008.4529;1808.9273;3008.2649;1812.6896;2999.407;1857.6979;3009.5936;1809.0095;3007.1589;1808.5764;3009.6399;1802.9448;3006.7881;1807.9748;3006.6711;1808.4456
5732040.0;3065.4569;1802.8642;3015.4753;1810.7826;3006.0283;1809.2118;3005.9787;1812.9539;2999.3604;1857.6369;3007.0933;1809.0477;3004.5783;1808.6444;3006.9044;1802.9725;3004.2559;1808.3569;3004.1228;1808.5381
5732060.0;3065.2766;1803.7741;3014.2495;1810.7448;3003.6567;1809.7168;3003.7314;1813.3277;2999.3401;1857.5644;3004.6486;1809.3506;3002.0756;1808.9602;3004.2217;1803.2409;3001.7783;1808.8996;3001.6416;1808.8334
5732080.0;3064.9153;1804.7459;3012.8682;1810.9119;3001.3507;1810.4075;3001.5229;1813.7916;2999.3659;1857.4812;3002.2876;1809.9169;2999.6699;1809.5367;3001.6065;1803.7388;2999.3717;1809.5763;2999.2398;1809.3246
5732100.0;3064.2883;1805.7721;3011.3304;1811.2609;2999.1229;1811.2492;2999.3561;1814.3382;2999.4517;1857.3909;3000.0353;1810.7289;2997.3801;1810.3707;2999.0697;1804.451;2997.0527;1810.3727;2996.9177;1810.0124
5732120.0;3063.2908;1806.8651;3009.6367;1811.7739;2996.985;1812.2173;2997.2347;1814.971;2999.5915;1857.2966;2997.915;1811.7614;2995.2227;1811.4382;2996.622;1805.3643;2994.8346;1811.2879;2994.6691;1810.9054
5732140.0;3061.8408;1808.046;3007.8027;1812.4384;2994.946;1813.3011;2995.1646;1815.703;2999.7569;1857.2011;2995.9491;1812.9898;2993.2108;1812.7039;2994.2771;1806.4688;2992.722;1812.326;2992.4892;1812.009
5732160.0;3059.9336;1809.3324;3005.8656;1813.2479;2993.0122;1814.4986;2993.1558;1816.5517;2999.9118;1857.1066;2994.157;1814.3923;2991.3537;1814.1322;2992.0514;1807.7569;2990.7153;1813.4908;2990.381;1813.313
5732180.0;3057.6619;1810.7327;3003.8722;1814.2017;2991.1875;1815.8105;2991.2246;1817.5352;3000.0323;1857.015;2992.5501;1815.9456;2989.6574;1815.6941;2989.9615;1809.2185;2988.8181;1814.7836;2988.3555;1814.7888
