Time(sentisec);X_A(m);Y_A(m);X_B(m);Y_B(m);X_D(m);Y_D(m);X_G(m);Y_G(m);X_H(m);Y_H(m);X_I(m);Y_I(m);X_J(m);Y_J(m);X_L(m);Y_L(m);X_M(m);Y_M(m)
3989280.0;2982.1692;1854.1375;2989.0986;1849.0042;3003.6634;1852.6617;2994.3831;1854.6011;3003.1982;1852.958;3000.1459;1854.989;2983.9326;1853.5118;2988.0507;1846.1707;2986.7883;1851.5873
3989300.0;2981.643;1855.8826;2988.2219;1850.9222;3003.6953;1852.5711;2994.383;1854.6011;3003.2306;1852.8548;3000.1336;1854.9857;2983.5869;1855.3529;2986.8001;1847.9646;2985.711;1853.4097
3989320.0;2981.2598;1857.7093;2987.5629;1852.8597;3003.7231;1852.4846;2994.3823;1854.6011;3003.2589;1852.7575;3000.1148;1854.9772;2983.3828;1857.2024;2985.7679;1849.8177;2984.8427;1855.2722
3989340.0;2981.0202;1859.6011;2987.123;1854.81;3003.7433;1852.4046;2994.38;1854.6013;3003.2801;1852.6664;3000.0912;1854.96;2983.3158;1859.0551;2984.9673;1851.7235;2984.1833;1857.1482
3989360.0;2980.9264;1861.5389;2986.8989;1856.7716;3003.751;1852.3354;2994.3743;1854.6025;3003.2931;1852.5842;3000.0676;1854.9324;2983.3845;1860.9073;2984.4078;1853.6698;2983.7281;1859.0172
3989380.0;2980.9821;1863.5023;2986.8824;1858.7436;3003.7441;1852.2815;2994.3626;1854.6061;3003.2993;1852.5149;3000.049;1854.8976;2983.5932;1862.7555;2984.0954;1855.6412;2983.4694;1860.8643
3989400.0;2981.19;1865.4701;2987.0659;1860.7202;3003.7262;1852.2453;2994.3439;1854.6155;3003.301;1852.4625;3000.0373;1854.8628;2983.9511;1864.5952;2984.0317;1857.6235;2983.3968;1862.6806
3989420.0;2981.5522;1867.4234;2987.4448;1862.6893;3003.7041;1852.2249;2994.3202;1854.6344;3003.2992;1852.428;3000.0316;1854.8352;2984.4703;1866.4181;2984.2163;1859.6032;2983.4986;1864.4615
3989440.0;2982.069;1869.3493;2988.018;1864.6338;3003.6839;1852.2156;2994.296;1854.6647;3003.2923;1852.409;3000.0293;1854.818;2985.1601;1868.2116;2984.6461;1861.5643;2983.7648;1866.2063
3989460.0;2982.7416;1871.2414;2988.7832;1866.535;3003.6666;1852.2132;2994.2751;1854.703;3003.2771;1852.4003;3000.0286;1854.8095;2986.0242;1869.9592;2985.3156;1863.4869;2984.19;1867.918
3989480.0;2983.5706;1873.0963;2989.7364;1868.3717;3003.6494;1852.2155;2994.2576;1854.7413;3003.2501;1852.3971;3000.0285;1854.8062;2987.0596;1871.6438;2986.2154;1865.3515;2984.7761;1869.599
3989500.0;2984.5568;1874.9079;2990.8728;1870.1167;3003.6292;1852.2238;2994.2402;1854.7714;3003.2101;1852.3962;3000.0285;1854.8052;2988.2619;1873.2501;2987.3332;1867.1407;2985.5294;1871.2467
3989520.0;2985.7003;1876.6642;2992.1892;1871.7375;3003.6071;1852.241;2994.2193;1854.7893;3003.1591;1852.396;3000.0285;1854.805;2989.6285;1874.7652;2988.6539;1868.8401;2986.4579;1872.848
3989540.0;2987.0012;1878.3479;2993.6806;1873.2056;3003.5892;1852.2685;2994.1951;1854.795;3003.1011;1852.396;3000.0285;1854.8047;2991.1585;1876.1773;2990.1613;1870.4353;2987.5666;1874.3824
3989560.0;2988.4587;1879.9383;2995.337;1874.5086;3003.5822;1852.3034;2994.1713;1854.7893;3003.0403;1852.396;3000.0285;1854.8036;2992.8486;1877.4747;2991.837;1871.9109;2988.8548;1875.8274
3989580.0;2990.0712;1881.412;2997.141;1875.6545;3003.5892;1852.3382;2994.1527;1854.7714;3002.9802;1852.396;3000.0285;1854.8;2994.6922;1878.6452;2993.6622;1873.2519;2990.3146;1877.1641
3989600.0;2991.8353;1882.7434;2999.0714;1876.6635;3003.607;1852.3657;2994.141;1854.7413;3002.9245;1852.396;3000.0285;1854.7906;2996.6792;1879.6766;2995.6179;1874.4479;2991.9339;1878.3771
3989620.0;2993.745;1883.907;3001.1081;1877.555;3003.6283;1852.383;2994.1351;1854.703;3002.878;1852.396;3000.0285;1854.7716;2998.7988;1880.5569;2997.6885;1875.4939;2993.6999;1879.4536
3989640.0;2995.7905;1884.8827;3003.2346;1878.3361;3003.6463;1852.3915;2994.1322;1854.6647;3002.8461;1852.396;3000.0285;1854.7413;3001.0386;1881.2743;2999.8624;1876.388;2995.6;1880.3839
3989660.0;2997.9592;1885.6574;3005.4371;1878.9995;3003.6578;1852.3948;2994.1293;1854.6344;3002.8327;1852.3958;3000.0285;1854.703;3003.3834;1881.8177;3002.1319;1877.1236;2997.6219;1881.1637
3989680.0;3000.2354;1886.2257;3007.7027;1879.5236;3003.6637;1852.3956;2994.1234;1854.6155;3002.8373;1852.3948;3000.0285;1854.6647;3005.8135;1882.1773;3004.4903;1877.6877;2999.7517;1881.7917
3989700.0;3002.6002;1886.5846;3010.0188;1879.8771;3003.6666;1852.3948;2994.1117;1854.6061;3002.8545;1852.3915;3000.0285;1854.6344;3008.3064;1882.34;3006.9281;1878.062;3001.9749;1882.2662
3989720.0;3005.0301;1886.7315;3012.373;1880.0236;3003.6696;1852.3915;2994.093;1854.6025;3002.8764;1852.383;3000.0285;1854.6155;3010.8393;1882.2856;3009.4298;1878.2281;3004.2766;1882.5797
3989740.0;3007.4959;1886.6583;3014.7512;1879.9285;3003.6755;1852.383;2994.0693;1854.6013;3002.8968;1852.3657;3000.0285;1854.6061;3013.3917;1881.9811;3011.9732;1878.1667;3006.6404;1882.718
3989760.0;3009.9647;1886.349;3017.1332;1879.5601;3003.6871;1852.3657;2994.0451;1854.6011;3002.9148;1852.3382;3000.0285;1854.6025;3015.9448;1881.387;3014.5306;1877.8598;3009.0492;1882.6606
3989780.0;3012.4027;1885.7757;3019.4891;1878.8906;3003.7058;1852.3382;2994.0242;1854.6011;3002.9344;1852.3034;3000.0285;1854.6011;3018.4756;1880.4683;3017.0714;1877.2922;3011.4842;1882.3857
3989800.0;3014.7775;1884.9041;3021.7795;1877.8972;3003.7294;1852.3034;2994.0067;1854.6011;3002.9611;1852.2685;3000.0285;1854.5999;3020.9493;1879.209;3019.5641;1876.4549;3013.9234;1881.874
3989820.0;3017.056;1883.7048;3023.9618;1876.5678;3003.7529;1852.2685;2993.9892;1854.6011;3002.997;1852.241;3000.0285;1854.5966;3023.3135;1877.6148;3021.9751;1875.3411;3016.34;1881.1111
3989840.0;3019.2031;1882.1672;3026.0;1874.9082;3003.7717;1852.2408;2993.9676;1854.6011;3003.0394;1852.2238;3000.0285;1854.5881;3025.5041;1875.7061;3024.2684;1873.9456;3018.7013;1880.0855
3989860.0;3021.1848;1880.3036;3027.8703;1872.9434;3003.7841;1852.2224;2993.9411;1854.6011;3003.0818;1852.2153;3000.0285;1854.5708;3027.4595;1873.5092;3026.4048;1872.2648;3020.9707;1878.7877
3989880.0;3022.9743;1878.1453;3029.5587;1870.7121;3003.7921;1852.2103;2993.9116;1854.6011;3003.1178;1852.2119;3000.0285;1854.5433;3029.1394;1871.0545;3028.3462;1870.3032;3023.1112;1877.2124
3989900.0;3024.5559;1875.7317;3031.056;1868.2613;3003.8001;1852.1976;2993.8811;1854.6011;3003.1446;1852.2109;3000.0286;1854.5085;3030.5331;1868.3816;3030.0582;1868.0745;3025.0917;1875.3658
3989920.0;3025.9243;1873.104;3032.3539;1865.6419;3003.8125;1852.1776;2993.8501;1854.6011;3003.1649;1852.2107;3000.0293;1854.4736;3031.6548;1865.5424;3031.5133;1865.603;3026.8928;1873.2674
3989940.0;3027.0789;1870.3023;3033.4435;1862.9031;3003.8312;1852.1471;2993.8186;1854.6011;3003.1843;1852.2107;3000.0316;1854.4461;3032.529;1862.5932;3032.6932;1862.922;3028.5055;1870.9475
3989960.0;3028.0187;1867.3674;3034.3142;1860.0822;3003.855;1852.1088;2993.787;1854.6011;3003.2078;1852.2107;3000.0373;1854.4289;3033.1774;1859.5828;3033.5926;1860.0751;3029.9258;1868.4388
3989980.0;3028.741;1864.3401;3034.9561;1857.2018;3003.8792;1852.0705;2993.756;1854.6011;3003.2365;1852.2105;3000.049;1854.4204;3033.6143;1856.5458;3034.2207;1857.1124;3031.1517;1865.7736
3990000.0;3029.2462;1861.2598;3035.3631;1854.2775;3003.9001;1852.04;2993.7255;1854.6011;3003.2677;1852.2094;3000.0676;1854.417;3033.8488;1853.5049;3034.5987;1854.0835;3032.1838;1862.9836
3990020.0;3029.541;1858.1608;3035.5378;1851.3291;3003.9176;1852.02;2993.6962;1854.6011;3003.2987;1852.2057;3000.0912;1854.416;3033.8868;1850.4768;3034.7482;1851.0285;3033.0297;1860.1023
3990040.0;3029.6402;1855.0695;3035.4904;1848.3821;3003.935;1852.0073;2993.6704;1854.6011;3003.3283;1852.1964;3000.1148;1854.4158;3033.7339;1847.4775;3034.6837;1847.9748;3033.7009;1857.1625
3990060.0;3029.5604;1852.0043;3035.2351;1845.4624;3003.9559;1851.9952;2993.651;1854.6009;3003.356;1852.1774;3000.1335;1854.4158;3033.3943;1844.5225;3034.4095;1844.9399;3034.2067;1854.194
3990080.0;3029.3135;1848.977;3034.7848;1842.5906;3003.9803;1851.9766;2993.6392;1854.5999;3003.3804;1852.1471;3000.1451;1854.4158;3032.8743;1841.6244;3033.9271;1841.9392;3034.5486;1851.2233
3990100.0;3028.9018;1845.9966;3034.1477;1839.7808;3004.0048;1851.9478;2993.6333;1854.5966;3003.4002;1852.1088;3000.1509;1854.4158;3032.1814;1838.7897;3033.2389;1838.9912;3034.7217;1848.2752
3990120.0;3028.3212;1843.0739;3033.3252;1837.0423;3004.0259;1851.9097;2993.6304;1854.5881;3003.4166;1852.0705;3000.1531;1854.4158;3031.324;1836.0192;3032.3522;1836.1188;3034.7195;1845.3698
3990140.0;3027.5676;1840.2243;3032.3147;1834.3826;3004.0439;1851.8664;2993.6274;1854.5708;3003.4335;1852.0402;3000.1538;1854.4158;3030.3074;1833.3129;3031.276;1833.3481;3034.5379;1842.5186
3990160.0;3026.644;1837.4668;3031.1128;1831.8137;3004.0625;1851.8216;2993.6215;1854.5433;3003.4541;1852.0212;3000.154;1854.4158;3029.1338;1830.6762;3030.0199;1830.7027;3034.1744;1839.7201
3990180.0;3025.559;1834.8205;3029.721;1829.356;3004.0852;1851.7768;2993.6099;1854.5085;3003.4783;1852.0117;3000.154;1854.4158;3027.804;1828.1238;3028.5914;1828.1999;3033.6271;1836.9646
3990200.0;3024.3244;1832.2987;3028.1461;1827.0389;3004.112;1851.7333;2993.5912;1854.4736;3003.502;1852.007;3000.154;1854.4158;3026.3203;1825.6757;3026.998;1825.8473;3032.8921;1834.2467
3990220.0;3022.9484;1829.9119;3026.3994;1824.8939;3004.1387;1851.6942;2993.5677;1854.4461;3003.5207;1852.0026;3000.154;1854.4158;3024.6855;1823.352;3025.2487;1823.6476;3031.9644;1831.575
3990240.0;3021.4342;1827.6737;3024.4929;1822.9498;3004.1612;1851.6627;2993.5441;1854.4289;3003.5324;1851.9938;3000.154;1854.4158;3022.9019;1821.17;3023.3544;1821.6054;3030.8391;1828.9728
3990260.0;3019.7808;1825.6107;3022.4377;1821.2291;3004.1792;1851.6376;2993.5254;1854.4202;3003.5381;1851.9766;3000.154;1854.4158;3020.9713;1819.1514;3021.3242;1819.7337;3029.5148;1826.4686
3990280.0;3017.9881;1823.7611;3020.2431;1819.7478;3004.1961;1851.6136;2993.5138;1854.4158;3003.5404;1851.9491;3000.154;1854.4158;3018.8981;1817.328;3019.1652;1818.0533;3027.9951;1824.0903
3990300.0;3016.0624;1822.1657;3017.9201;1818.5176;3004.2153;1851.5855;2993.5079;1854.4115;3003.5412;1851.914;3000.154;1854.4158;3016.6933;1815.7457;3016.8841;1816.5908;3026.2894;1821.8639
3990320.0;3014.0184;1820.8545;3015.4844;1817.5458;3004.2374;1851.5529;2993.5049;1854.4028;3003.542;1851.8782;3000.154;1854.4158;3014.3759;1814.457;3014.4924;1815.3712;3024.4118;1819.8162
3990340.0;3011.8763;1819.8425;3012.9604;1816.8352;3004.2595;1851.5203;2993.502;1854.3855;3003.5443;1851.8473;3000.154;1854.4158;3011.9738;1813.5115;3012.0084;1814.4171;3022.3788;1817.9774
3990360.0;3009.6583;1819.1315;3010.3785;1816.383;3004.2784;1851.4922;2993.4961;1854.358;3003.55;1851.8216;3000.154;1854.4158;3009.523;1812.9443;3009.4579;1813.7462;3020.2052;1816.3795
3990380.0;3007.39;1818.7174;3007.7748;1816.1844;3004.294;1851.4682;2993.4844;1854.3232;3003.5617;1851.7958;3000.154;1854.4158;3007.0655;1812.7686;3006.873;1813.3736;3017.9038;1815.0534
3990400.0;3005.1018;1818.5905;3005.1879;1816.2392;3004.3086;1851.4433;2993.4658;1854.2883;3003.5803;1851.765;3000.154;1854.4158;3004.6453;1812.9725;3004.291;1813.3081;3015.4898;1814.0177
3990420.0;3002.8282;1818.7347;3002.6575;1816.5533;3004.3235;1851.4128;2993.4422;1854.2608;3003.6039;1851.7291;3000.154;1854.4158;3002.3012;1813.5245;3001.7496;1813.5481;3012.9887;1813.2749
3990440.0;3000.6026;1819.1261;3000.2193;1817.1314;3004.3359;1851.377;2993.4186;1854.2436;3003.6275;1851.6941;3000.154;1854.4158;3000.0623;1814.381;2999.282;1814.0761;3010.4379;1812.8157
3990460.0;2998.4529;1819.7384;2997.9004;1817.9627;3004.3403;1851.342;2993.4;1854.2351;3003.646;1851.6666;3000.154;1854.4158;2997.9471;1815.4964;2996.9121;1814.8616;3007.8806;1812.6269
3990480.0;2996.3977;1820.547;2995.7147;1819.0154;3004.3334;1851.3145;2993.3883;1854.2317;3003.657;1851.6493;3000.154;1854.4158;2995.9656;1816.827;2994.6535;1815.8673;3005.3581;1812.6938
3990500.0;2994.4478;1821.5317;2993.6656;1820.2452;3004.3163;1851.2973;2993.3825;1854.2307;3003.6605;1851.6408;3000.154;1854.4156;2994.1218;1818.3327;2992.5129;1817.0597;3002.905;1812.9988
3990520.0;2992.6088;1822.6736;2991.7508;1821.6121;3004.2929;1851.2889;2993.3803;1854.2305;3003.657;1851.6375;3000.154;1854.4146;2992.4154;1819.974;2990.4954;1818.4129;3000.5465;1813.5227
3990540.0;2990.8866;1823.9546;2989.9714;1823.0912;3004.2667;1851.2867;2993.3796;1854.2305;3003.646;1851.6365;3000.154;1854.4113;2990.8456;1821.7144;2988.61;1819.9097;2998.3004;1814.2479
3990560.0;2989.2918;1825.3548;2988.3364;1824.6723;3004.2404;1851.2889;2993.3795;1854.2305;3003.6275;1851.6363;3000.154;1854.4028;2989.4134;1823.5214;2986.8707;1821.5358;2996.1783;1815.1605
3990580.0;2987.8412;1826.8567;2986.8636;1826.3512;3004.2171;1851.2973;2993.3795;1854.2303;3003.6041;1851.6363;3000.154;1854.3855;2988.1237;1825.3708;2985.2933;1823.2779;2994.1896;1816.2482
3990600.0;2986.5537;1828.447;2985.5736;1828.1198;3004.1994;1851.3145;2993.3795;1854.2294;3003.5812;1851.6363;3000.154;1854.358;2986.9826;1827.2461;2983.8905;1825.1232;2992.3426;1817.4981
3990620.0;2985.4453;1830.119;2984.4851;1829.9637;3004.188;1851.342;2993.3795;1854.2264;3003.5648;1851.6363;3000.1538;1854.3232;2985.9941;1829.1366;2982.6714;1827.0602;2990.6451;1818.8968
3990640.0;2984.5249;1831.8692;2983.6078;1831.8644;3004.1804;1851.3769;2993.3795;1854.2188;3003.5589;1851.6363;3000.1531;1854.2883;2985.1577;1831.0356;2981.642;1829.0766;2989.1033;1820.4283
3990660.0;2983.7943;1833.6909;2982.9402;1833.8046;3004.172;1851.4117;2993.3795;1854.2033;3003.5648;1851.6365;3000.1509;1854.2608;2984.471;1832.9423;2980.8077;1831.154;2987.7232;1822.0753
3990680.0;2983.2488;1835.5693;2982.4698;1835.77;3004.1586;1851.4392;2993.3795;1854.1785;3003.5812;1851.6375;3000.1451;1854.2436;2983.9318;1834.8622;2980.1718;1833.2663;2986.5096;1823.8198
3990700.0;2982.8787;1837.4847;2982.1789;1837.7481;3004.1379;1851.4565;2993.3796;1854.1471;3003.6042;1851.6408;3000.1335;1854.2351;2983.5383;1836.8054;2979.7334;1835.3865;2985.4659;1825.6464
3990720.0;2982.6685;1839.4194;2982.0483;1839.7271;3004.1119;1851.465;2993.3803;1854.1158;3003.6283;1851.6493;3000.1148;1854.2317;2983.2852;1838.7805;2979.4846;1837.4975;2984.5944;1827.5421
3990740.0;2982.5985;1841.3619;2982.0608;1841.6969;3004.0852;1851.4683;2993.3825;1854.091;3003.6492;1851.6666;3000.0911;1854.2307;2983.1627;1840.7911;2979.4118;1839.5965;2983.8968;1829.4952
3990760.0;2982.6474;1843.3069;2982.2005;1843.6504;3004.0625;1851.4695;2993.3883;1854.0755;3003.6666;1851.6941;3000.0668;1854.2305;2983.1581;1842.8334;2979.4971;1841.6911;2983.3753;1831.4928
3990780.0;2982.7987;1845.2524;2982.4555;1845.5839;3004.0439;1851.4706;2993.4;1854.0678;3003.6841;1851.7289;3000.0459;1854.2305;2983.2614;1844.8975;2979.7246;1843.7895;2983.0316;1833.5217
3990800.0;2983.0428;1847.1971;2982.8192;1847.4955;3004.0259;1851.4736;2993.4186;1854.0648;3003.705;1851.7638;3000.0285;1854.2305;2983.4679;1846.9718;2980.0832;1845.8933;2982.8649;1835.5684
3990820.0;2983.3775;1849.1392;2983.2927;1849.3841;3004.0048;1851.4813;2993.4422;1854.0639;3003.7294;1851.7913;3000.0111;1854.2305;2983.7774;1849.0472;2980.569;1847.9978;2982.871;1837.6177
3990840.0;2983.8043;1851.0752;2983.8836;1851.2486;3003.9804;1851.497;2993.4658;1854.0637;3003.7538;1851.8085;2999.9902;1854.2305;2984.1895;1851.1178;2981.1792;1850.0975;2983.0451;1839.652
3990860.0;2984.3276;1852.9997;2984.6029;1853.0854;3003.9567;1851.5228;2993.4844;1854.0637;3003.7747;1851.817;2999.9658;1854.2305;2984.704;1853.1774;2981.9071;1852.1905;2983.3853;1841.6538
3990880.0;2984.9536;1854.9067;2985.4578;1854.8871;3003.9382;1851.5574;2993.4961;1854.0637;3003.7921;1851.8204;2999.9414;1854.2305;2985.3211;1855.2171;2982.7398;1854.2785;2983.892;1843.6081
3990900.0;2985.6924;1856.7915;2986.4484;1856.6445;3003.9272;1851.5973;2993.5018;1854.0637;3003.8097;1851.8214;2999.9205;1854.2305;2986.0453;1857.229;2983.6653;1856.3604;2984.5629;1845.5025
3990920.0;2986.5566;1858.6515;2987.5675;1858.3512;3003.9237;1851.6395;2993.5041;1854.0637;3003.8312;1851.8216;2999.903;1854.2305;2986.885;1859.2111;2984.6792;1858.4281;2985.3888;1847.3267
3990940.0;2987.5591;1860.4818;2988.8081;1860.0081;3003.9272;1851.6836;2993.5049;1854.0637;3003.8578;1851.8216;2999.8855;1854.2305;2987.8522;1861.1643;2985.787;1860.4681;2986.3566;1849.0718
3990960.0;2988.7095;1862.271;2990.1666;1861.6232;3003.9382;1851.7294;2993.5058;1854.0637;3003.8872;1851.8216;2999.8639;1854.2305;2988.9604;1863.0851;2986.9992;1862.4657;2987.4575;1850.7285
3990980.0;2990.0148;1863.9989;2991.6421;1863.2052;3003.9567;1851.7757;2993.508;1854.0637;3003.9176;1851.8216;2999.8374;1854.2305;2990.2236;1864.9575;2988.327;1864.4083;2988.6908;1852.2861
3991000.0;2991.4792;1865.6415;2993.2318;1864.754;3003.9803;1851.8214;2993.5138;1854.0637;3003.9479;1851.8216;2999.8079;1854.2305;2991.6534;1866.7531;2989.7794;1866.2862;2990.0598;1853.7339
3991020.0;2993.1059;1867.1769;2994.9315;1866.2546;3004.0039;1851.8664;2993.5254;1854.0637;3003.9772;1851.8216;2999.7776;1854.2305;2993.2579;1868.4396;2991.3648;1868.0897;2991.5642;1855.0662
3991040.0;2994.895;1868.5917;2996.7373;1867.6787;3004.0225;1851.9097;2993.5441;1854.0637;3004.003;1851.8216;2999.7473;1854.2305;2995.0391;1869.9903;2993.0907;1869.8057;2993.1956;1856.2817
3991060.0;2996.841;1869.8802;2998.6496;1868.9932;3004.0342;1851.9478;2993.5677;1854.0637;3004.0224;1851.8216;2999.7178;1854.2305;2996.9919;1871.3904;2994.9637;1871.4128;2994.9394;1857.3794
3991080.0;2998.9307;1871.0407;3000.6711;1870.171;3004.0399;1851.9764;2993.5912;1854.0637;3004.0342;1851.8216;2999.6913;1854.2305;2999.1036;1872.6375;2996.9878;1872.8834;2996.7797;1858.3492
3991100.0;3001.1454;1872.0691;3002.8035;1871.1959;3004.0422;1851.9938;2993.6099;1854.0637;3004.0399;1851.8216;2999.6697;1854.2305;3001.3553;1873.7372;2999.1629;1874.1902;2998.7018;1859.1715
3991120.0;3003.4644;1872.9574;3005.0434;1872.0614;3004.0429;1852.0023;2993.6215;1854.0637;3004.0422;1851.8216;2999.6521;1854.2305;3003.7258;1874.6986;3001.4839;1875.3153;3000.6914;1859.8213
3991140.0;3005.8697;1873.6943;3007.38;1872.7634;3004.043;1852.0057;2993.6273;1854.0637;3004.0429;1851.8216;2999.6347;1854.2303;3006.1961;1875.5299;3003.9389;1876.25;3002.7303;1860.2749
3991160.0;3008.3446;1874.2676;3009.7969;1873.2962;3004.043;1852.0065;2993.6295;1854.0637;3004.043;1851.8216;2999.6138;1854.2294;3008.7516;1876.2366;3006.5089;1876.9921;3004.7954;1860.5117
3991180.0;3010.8699;1874.6623;3012.2753;1873.6504;3004.043;1852.0057;2993.6302;1854.0637;3004.043;1851.8216;2999.5895;1854.2264;3011.38;1876.8171;3009.1693;1877.5379;3006.8589;1860.5144
3991200.0;3013.4217;1874.8597;3014.7962;1873.8151;3004.043;1852.0023;2993.6304;1854.0637;3004.043;1851.8216;2999.5658;1854.2188;3014.0658;1877.2606;3011.8917;1877.8786;3008.891;1860.2712
3991220.0;3015.973;1874.8383;3017.338;1873.7792;3004.043;1851.9938;2993.6304;1854.0637;3004.0432;1851.8216;2999.547;1854.2033;3016.7879;1877.5461;3014.6472;1877.9997;3010.8611;1859.7786
3991240.0;3018.4969;1874.5784;3019.8763;1873.5367;3004.0432;1851.9766;2993.6304;1854.0637;3004.0439;1851.8216;2999.5347;1854.1785;3019.5226;1877.6465;3017.4072;1877.8867;3012.7392;1859.0425
3991260.0;3020.9663;1874.0658;3022.3859;1873.0889;3004.0439;1851.9491;2993.6305;1854.0637;3004.0464;1851.8216;2999.5267;1854.1471;3022.2492;1877.5343;3020.1453;1877.5311;3014.4985;1858.0755
3991280.0;3023.3539;1873.2967;3024.8445;1872.4422;3004.0464;1851.9142;2993.6312;1854.0637;3004.0527;1851.8216;2999.5187;1854.1158;3024.9535;1877.1892;3022.8364;1876.9343;3016.1203;1856.8967
3991300.0;3025.6315;1872.2766;3027.2325;1871.5974;3004.0527;1851.8794;2993.6335;1854.0637;3004.0656;1851.8216;2999.5065;1854.091;3027.623;1876.6;3025.4554;1876.1012;3017.5958;1855.5316
3991320.0;3027.7722;1871.0175;3029.5306;1870.5434;3004.0656;1851.8519;2993.6392;1854.0637;3004.0861;1851.8216;2999.4884;1854.0755;3030.2412;1875.7645;3027.9763;1875.0339;3018.9257;1854.0074
3991340.0;3029.7504;1869.5309;3031.7159;1869.2617;3004.0861;1851.8346;2993.6509;1854.0637;3004.112;1851.8216;2999.467;1854.0678;3032.7807;1874.6835;3030.3714;1873.7272;3020.1141;1852.3444
3991360.0;3031.5427;1867.8236;3033.7637;1867.7399;3004.112;1851.8261;2993.6695;1854.0637;3004.1379;1851.8216;2999.4492;1854.0648;3035.2012;1873.3569;3032.6128;1872.1729;3021.166;1850.5509
3991380.0;3033.1289;1865.8974;3035.6496;1865.9779;3004.1379;1851.8228;2993.6931;1854.0637;3004.1585;1851.8216;2999.4422;1854.0639;3037.4499;1871.7796;3034.6721;1870.3649;3022.0875;1848.6292
3991400.0;3034.4951;1863.7545;3037.3527;1863.9882;3004.1585;1851.8218;2993.7167;1854.0637;3004.1713;1851.8216;2999.4492;1854.0637;3039.4659;1869.9421;3036.5213;1868.3068;3022.8871;1846.5831
3991420.0;3035.6346;1861.4037;3038.8542;1861.7884;3004.1713;1851.8216;2993.7353;1854.0637;3004.1776;1851.8216;2999.467;1854.0637;3041.1895;1867.8348;3038.1321;1866.0134;3023.5742;1844.4196
3991440.0;3036.5495;1858.8651;3040.138;1859.3987;3004.1776;1851.8216;2993.747;1854.0637;3004.1801;1851.8216;2999.4884;1854.0637;3042.5762;1865.4595;3039.4809;1863.5089;3024.1563;1842.1439
3991460.0;3037.2467;1856.1709;3041.1901;1856.8404;3004.1801;1851.8216;2993.7528;1854.0637;3004.1807;1851.8216;2999.5063;1854.0637;3043.61;1862.8404;3040.5543;1860.8205;3024.6355;1839.7584
3991480.0;3037.7362;1853.3622;3042.0013;1854.14;3004.181;1851.8216;2993.755;1854.0637;3004.1801;1851.8216;2999.5178;1854.0637;3044.3103;1860.0308;3041.353;1857.9757;3025.0065;1837.2698
3991500.0;3038.0264;1850.4826;3042.5669;1851.3298;3004.1817;1851.8216;2993.7557;1854.0637;3004.1776;1851.8216;2999.5235;1854.0637;3044.7197;1857.0997;3041.8875;1855.0045;3025.2549;1834.6973
3991520.0;3038.1239;1847.5728;3042.8875;1848.4455;3004.1838;1851.8218;2993.7558;1854.0637;3004.1713;1851.8216;2999.525;1854.0637;3044.8814;1854.1095;3042.1706;1851.9414;3025.3612;1832.0719
3991540.0;3038.0329;1844.6679;3042.9667;1845.5209;3004.189;1851.8228;2993.7558;1854.0637;3004.1585;1851.8216;2999.5235;1854.0637;3044.8187;1851.0981;3042.2105;1848.8224;3025.3036;1829.424
3991560.0;3037.758;1841.7955;3042.8108;1842.5835;3004.1995;1851.8261;2993.7558;1854.0637;3004.1379;1851.8216;2999.5178;1854.0637;3044.5346;1848.0802;3042.0101;1845.6817;3025.0639;1826.7738
3991580.0;3037.3044;1838.9745;3042.4263;1839.6566;3004.2162;1851.8346;2993.7558;1854.0637;3004.112;1851.8216;2999.5062;1854.0637;3044.0211;1845.0611;3041.5697;1842.5524;3024.6286;1824.1311
3991600.0;3036.6794;1836.2152;3041.8193;1836.7638;3004.2376;1851.8519;2993.7558;1854.0637;3004.0861;1851.8216;2999.4875;1854.0637;3043.2719;1842.0526;3040.8924;1839.4669;3023.9902;1821.505
3991620.0;3035.8914;1833.5243;3040.9967;1833.9321;3004.2595;1851.8794;2993.7558;1854.0637;3004.0656;1851.8216;2999.464;1854.0637;3042.2882;1839.0791;3039.9865;1836.4545;3023.1484;1818.9096
3991640.0;3034.9497;1830.9085;3039.969;1831.1908;3004.2785;1851.9142;2993.7558;1854.0637;3004.0527;1851.8216;2999.4404;1854.0637;3041.0802;1836.1755;3038.8669;1833.5376;3022.1074;1816.3675
3991660.0;3033.8627;1828.3782;3038.7532;1828.5664;3004.2948;1851.9491;2993.7558;1854.0635;3004.0464;1851.8216;2999.4217;1854.0637;3039.6659;1833.3783;3037.5518;1830.7326;3020.8726;1813.9067
3991680.0;3032.6362;1825.9471;3037.3732;1826.077;3004.3116;1851.9766;2993.7558;1854.0625;3004.0439;1851.8216;2999.4101;1854.0637;3038.069;1830.717;3036.0602;1828.0542;3019.4475;1811.5575
3991700.0;3031.2692;1823.6332;3035.8545;1823.7302;3004.3323;1851.9938;2993.7558;1854.0592;3004.0432;1851.8216;2999.4043;1854.0637;3036.3154;1828.2092;3034.4096;1825.5182;3017.8344;1809.3476
3991720.0;3029.7539;1821.4568;3034.2187;1821.5264;3004.3565;1852.0023;2993.7558;1854.0507;3004.043;1851.8216;2999.4021;1854.0637;3034.4305;1825.8629;3032.6164;1823.14;3016.0382;1807.3003
