Time(sentisec);X_A(m);Y_A(m);X_B(m);Y_B(m);X_D(m);Y_D(m);X_G(m);Y_G(m);X_H(m);Y_H(m);X_I(m);Y_I(m);X_J(m);Y_J(m);X_L(m);Y_L(m);X_M(m);Y_M(m)
3891460.0;3020.5271;1832.3833;3019.8118;1835.1629;3013.166;1844.3509;3003.728;1852.0402;3004.95;1853.8732;3001.283;1856.658;3019.6081;1834.2233;3020.2296;1832.1976;3020.8929;1837.3865
3891480.0;3020.6298;1832.3833;3019.7875;1835.1629;3013.169;1844.2863;3003.7527;1852.0212;3004.9421;1853.8629;3001.283;1856.658;3019.6023;1834.2061;3020.2273;1832.1849;3020.8744;1837.3863
3891500.0;3020.7468;1832.3833;3019.7638;1835.1629;3013.1714;1844.2336;3003.7716;1852.0119;3004.9503;1853.8402;3001.283;1856.658;3019.6;1834.1785;3020.2266;1832.1649;3020.8634;1837.3852
3891520.0;3020.8761;1832.3833;3019.745;1835.1629;3013.1817;1844.1961;3003.7833;1852.0082;3004.9746;1853.7997;3001.283;1856.658;3019.5994;1834.1437;3020.2265;1832.1344;3020.8599;1837.3817
3891540.0;3021.0134;1832.3833;3019.7327;1835.1629;3013.2024;1844.1774;3003.789;1852.0071;3005.0144;1853.7387;3001.283;1856.658;3019.5992;1834.1089;3020.2265;1832.0959;3020.8634;1837.3735
3891560.0;3021.1511;1832.3833;3019.7247;1835.1629;3013.2267;1844.1794;3003.7913;1852.0069;3005.0673;1853.6585;3001.283;1856.658;3019.5991;1834.0813;3020.2265;1832.0566;3020.8744;1837.3582
3891580.0;3021.2812;1832.3833;3019.7167;1835.1629;3013.2448;1844.2;3003.792;1852.0069;3005.13;1853.5636;3001.283;1856.658;3019.5984;1834.0641;3020.2265;1832.023;3020.8929;1837.337
3891600.0;3021.3988;1832.3833;3019.7043;1835.1629;3013.2505;1844.2345;3003.7921;1852.0069;3005.198;1853.4599;3001.283;1856.658;3019.5961;1834.0556;3020.2265;1831.9955;3020.9165;1837.3165
3891620.0;3021.5047;1832.3833;3019.6855;1835.1629;3013.242;1844.278;3003.7921;1852.0069;3005.2655;1853.3537;3001.283;1856.6578;3019.5904;1834.0523;3020.2265;1831.9689;3020.9401;1837.3049
3891640.0;3021.6018;1832.3833;3019.6618;1835.1629;3013.2161;1844.3269;3003.7921;1852.0069;3005.3264;1853.2511;3001.283;1856.6568;3019.5787;1834.0513;3020.2265;1831.9377;3020.9587;1837.3035
3891660.0;3021.6911;1832.3833;3019.6375;1835.1629;3013.1675;1844.3786;3003.7921;1852.0069;3005.3769;1853.1578;3001.283;1856.6534;3019.5601;1834.0511;3020.2265;1831.9018;3020.9705;1837.3037
3891680.0;3021.7711;1832.3833;3019.6166;1835.1629;3013.094;1844.4338;3003.7921;1852.0069;3005.4175;1853.0774;3001.283;1856.6449;3019.5365;1834.0511;3020.2265;1831.8667;3020.977;1837.2934
3891700.0;3021.8398;1832.3833;3019.5992;1835.1629;3013.002;1844.4988;3003.7924;1852.0073;3005.4518;1853.0103;3001.2829;1856.6275;3019.5129;1834.0511;3020.2266;1831.8394;3020.9812;1837.2672
3891720.0;3021.8966;1832.3833;3019.5817;1835.1627;3012.9018;1844.5827;3003.7933;1852.0091;3005.4824;1852.9526;3001.2822;1856.5988;3019.4943;1834.0511;3020.2273;1831.8232;3020.9862;1837.2297
3891740.0;3021.9429;1832.3833;3019.5601;1835.1617;3012.8016;1844.6914;3003.796;1852.0146;3005.5086;1852.8981;3001.28;1856.5603;3019.4826;1834.0511;3020.2296;1831.818;3020.9936;1837.1889
3891760.0;3021.9829;1832.3833;3019.5336;1835.1583;3012.7053;1844.8228;3003.8019;1852.0278;3005.5286;1852.8417;3001.2742;1856.5161;3019.4768;1834.0511;3020.2353;1831.8232;3021.0007;1837.152
3891780.0;3022.022;1832.3833;3019.5041;1835.1498;3012.6155;1844.9662;3003.8114;1852.0529;3005.5428;1852.7825;3001.2625;1856.4696;3019.4746;1834.0511;3020.247;1831.8394;3021.0009;1837.1253
3891800.0;3022.0649;1832.3833;3019.4736;1835.1326;3012.5347;1845.1067;3003.8218;1852.0905;3005.555;1852.7227;3001.2439;1856.4221;3019.4739;1834.0511;3020.2656;1831.8667;3020.9872;1837.1144
3891820.0;3022.1114;1832.3833;3019.4426;1835.1051;3012.4644;1845.2331;3003.8282;1852.1362;3005.5713;1852.6655;3001.2203;1856.3753;3019.4736;1834.0508;3020.2892;1831.9015;3020.9586;1837.1205
3891840.0;3022.1566;1832.3833;3019.4109;1835.0702;3012.4032;1845.3444;3003.8267;1852.1841;3005.5972;1852.6126;3001.1967;1856.3337;3019.4729;1834.0497;3020.3128;1831.9364;3020.9224;1837.1379
3891860.0;3022.1944;1832.3837;3019.3786;1835.0354;3012.3461;1845.4491;3003.8183;1852.2313;3005.6351;1852.5626;3001.1781;1856.3021;3019.4707;1834.0461;3020.3314;1831.9639;3020.8887;1837.1567
3891880.0;3022.2207;1832.3857;3019.3454;1835.0079;3012.2851;1845.5561;3003.8078;1852.2775;3005.6836;1852.511;3001.1664;1856.282;3019.4649;1834.0367;3020.3431;1831.9812;3020.8626;1837.1696
3891900.0;3022.2356;1832.3926;3019.3092;1834.9906;3012.2143;1845.6676;3003.7996;1852.3215;3005.7388;1852.4534;3001.1607;1856.2693;3019.4533;1834.0178;3020.3489;1831.9899;3020.8423;1837.1738
3891920.0;3022.2419;1832.4119;3019.268;1834.9821;3012.1349;1845.7791;3003.7949;1852.3604;3005.7952;1852.3901;3001.1584;1856.2571;3019.4346;1833.9875;3020.3511;1831.9943;3020.8251;1837.1684
3891940.0;3022.2423;1832.4549;3019.2229;1834.9788;3012.056;1845.8859;3003.7928;1852.3943;3005.8475;1852.3258;3001.1577;1856.2386;3019.411;1833.9491;3020.3518;1831.999;3020.8118;1837.1522
3891960.0;3022.2381;1832.5337;3019.1776;1834.9778;3011.9876;1845.9854;3003.7914;1852.4275;3005.8926;1852.2655;3001.1576;1856.2099;3019.3875;1833.9108;3020.3519;1832.0086;3020.8066;1837.1248
3891980.0;3022.2302;1832.6536;3019.1357;1834.9776;3011.9331;1846.0758;3003.789;1852.4653;3005.93;1852.2097;3001.1574;1856.1721;3019.3688;1833.8805;3020.3518;1832.0275;3020.8115;1837.09
3892000.0;3022.2224;1832.807;3019.0974;1834.9774;3011.89;1846.1547;3003.7833;1852.5087;3005.962;1852.1542;3001.1567;1856.1296;3019.3571;1833.8612;3020.3511;1832.0578;3020.8234;1837.0552
3892020.0;3022.2239;1832.9732;3019.0591;1834.9763;3011.8539;1846.2207;3003.7715;1852.5559;3005.9903;1852.0941;3001.1545;1856.0864;3019.3514;1833.8502;3020.3489;1832.0963;3020.8363;1837.0276
3892040.0;3022.2458;1833.1289;3019.0173;1834.973;3011.8215;1846.2758;3003.7521;1852.6048;3006.0141;1852.0282;3001.1487;1856.0433;3019.3493;1833.8415;3020.3431;1832.1357;3020.8457;1837.0104
3892060.0;3022.294;1833.2606;3018.972;1834.9645;3011.7908;1846.3245;3003.7263;1852.6541;3006.0317;1851.959;3001.1371;1856.0002;3019.3493;1833.8284;3020.3314;1832.1693;3020.851;1837.0019
3892080.0;3022.3644;1833.3685;3018.9268;1834.9473;3011.761;1846.3693;3003.697;1852.7028;3006.0423;1851.8899;3001.1184;1855.957;3019.3514;1833.8057;3020.3128;1832.1967;3020.8538;1836.9986
3892100.0;3022.4448;1833.4586;3018.8856;1834.9197;3011.7331;1846.4096;3003.6666;1852.7508;3006.0475;1851.8225;3001.0949;1855.9137;3019.3571;1833.7727;3020.2892;1832.2233;3020.8567;1836.9976
3892120.0;3022.523;1833.5332;3018.8494;1834.8849;3011.7069;1846.4443;3003.6363;1852.7986;3006.0495;1851.7559;3001.0713;1855.8695;3019.3688;1833.7342;3020.2656;1832.2545;3020.8626;1836.9974
3892140.0;3022.5912;1833.5902;3018.8162;1834.8501;3011.6772;1846.4769;3003.607;1852.8457;3006.0501;1851.6892;3001.0526;1855.8237;3019.3876;1833.6971;3020.2468;1832.2907;3020.8743;1836.9972
3892160.0;3022.6459;1833.6276;3018.7839;1834.8225;3011.634;1846.5146;3003.5812;1852.8883;3006.0503;1851.6232;3001.041;1855.7773;3019.4119;1833.6638;3020.2345;1832.3267;3020.8929;1836.9963
3892180.0;3022.6859;1833.6481;3018.7522;1834.8053;3011.5694;1846.5608;3003.5617;1852.923;3006.0503;1851.5593;3001.0352;1855.7316;3019.4374;1833.6316;3020.2265;1832.3576;3020.9165;1836.9933
3892200.0;3022.7117;1833.6574;3018.721;1834.7968;3011.484;1846.6078;3003.5492;1852.9506;3006.0503;1851.4983;3001.033;1855.6867;3019.4604;1833.5972;3020.2185;1832.3833;3020.9401;1836.9856
3892220.0;3022.7257;1833.661;3018.6899;1834.7935;3011.3888;1846.639;3003.5412;1852.9774;3006.0505;1851.441;3001.0324;1855.6431;3019.4793;1833.5623;3020.2061;1832.4091;3020.9587;1836.9701
3892240.0;3022.7315;1833.663;3018.6583;1834.7925;3011.2976;1846.6408;3003.5332;1853.0096;3006.0516;1851.389;3001.033;1855.6039;3019.4922;1833.5325;3020.1873;1832.4399;3020.9704;1836.9451
3892260.0;3022.7315;1833.6667;3018.6267;1834.7923;3011.2204;1846.6129;3003.5207;1853.0489;3006.055;1851.3461;3001.0353;1855.5714;3019.4947;1833.5123;3020.1638;1832.476;3020.9761;1836.9128
3892280.0;3022.7257;1833.6763;3018.5956;1834.7923;3011.1607;1846.5668;3003.5013;1853.0925;3006.0634;1851.3156;3001.0418;1855.5436;3019.4816;1833.5015;3020.1402;1832.5119;3020.9784;1836.8781
3892300.0;3022.7118;1833.6974;3018.5645;1834.7923;3011.118;1846.5161;3003.4757;1853.1372;3006.0797;1851.2974;3001.0557;1855.5127;3019.4533;1833.497;3020.1215;1832.5424;3020.9791;1836.8448
3892320.0;3022.6867;1833.7353;3018.5329;1834.7923;3011.0892;1846.4675;3003.4469;1853.182;3006.1052;1851.2887;3001.0801;1855.4696;3019.4178;1833.4955;3020.1099;1832.5673;3020.9792;1836.8121
3892340.0;3022.6493;1833.7924;3018.5013;1834.7923;3011.0684;1846.4215;3003.4178;1853.2253;3006.1384;1851.2854;3001.1155;1855.4101;3019.3865;1833.4952;3020.1041;1832.5913;3020.9792;1836.7769
3892360.0;3022.6013;1833.8661;3018.4703;1834.7923;3011.0479;1846.3782;3003.3893;1853.2637;3006.1757;1851.2844;3001.1584;1855.3364;3019.3665;1833.4947;3020.1019;1832.6195;3020.9792;1836.739
3892380.0;3022.5468;1833.9495;3018.4398;1834.7923;3011.0204;1846.3412;3003.3624;1853.2931;3006.213;1851.2842;3001.2029;1855.2557;3019.3591;1833.4931;3020.1012;1832.652;3020.9792;1836.7033
3892400.0;3022.4906;1834.0345;3018.4105;1834.7925;3010.9821;1846.3162;3003.3387;1853.3136;3006.2462;1851.2842;3001.2439;1855.1772;3019.3629;1833.4881;3020.101;1832.6846;3020.9793;1836.6753
3892420.0;3022.4351;1834.1148;3018.3847;1834.7935;3010.9333;1846.3082;3003.3205;1853.3297;3006.2717;1851.2842;3001.28;1855.1087;3019.3767;1833.4761;3020.101;1832.7127;3020.98;1836.657
3892440.0;3022.3788;1834.1899;3018.3652;1834.7968;3010.877;1846.3204;3003.3074;1853.3488;3006.288;1851.2842;3001.3125;1855.0555;3019.3985;1833.4537;3020.101;1832.7367;3020.9823;1836.6448
3892460.0;3022.3162;1834.2669;3018.3527;1834.8053;3010.8167;1846.3544;3003.2959;1853.3756;3006.2964;1851.2844;3001.3425;1855.0177;3019.4236;1833.421;3020.101;1832.7616;3020.988;1836.6322
3892480.0;3022.2418;1834.3572;3018.3447;1834.8225;3010.7546;1846.4104;3003.2807;1853.4105;3006.2998;1851.2854;3001.3685;1854.9902;3019.4457;1833.384;3020.101;1832.7921;3020.9997;1836.6122
3892500.0;3022.1549;1834.4682;3018.3367;1834.8501;3010.692;1846.4866;3003.2585;1853.4503;3006.3009;1851.2887;3001.3878;1854.9643;3019.4609;1833.3513;3020.101;1832.8281;3021.0184;1836.5817
3892520.0;3022.0608;1834.5965;3018.3243;1834.8849;3010.6294;1846.578;3003.2291;1853.4923;3006.3012;1851.2973;3001.3996;1854.9335;3019.469;1833.3289;3020.101;1832.8642;3021.0419;1836.5432
3892540.0;3021.9666;1834.7304;3018.3055;1834.9197;3010.5674;1846.6751;3003.195;1853.5354;3006.3012;1851.3145;3001.4054;1854.8978;3019.4724;1833.3169;3020.101;1832.8954;3021.0655;1836.5038
3892560.0;3021.8786;1834.8565;3018.282;1834.9473;3010.5069;1846.7626;3003.1593;1853.5779;3006.3012;1851.342;3001.4077;1854.8628;3019.4735;1833.3119;3020.101;1832.922;3021.0842;1836.4702
3892580.0;3021.8013;1834.9647;3018.2584;1834.9645;3010.45;1846.8242;3003.1242;1853.6159;3006.3012;1851.3769;3001.4083;1854.8352;3019.4738;1833.3103;3020.101;1832.9495;3021.0958;1836.4428
3892600.0;3021.7374;1835.0485;3018.2397;1834.973;3010.399;1846.8525;3003.0921;1853.6455;3006.3012;1851.4117;3001.4085;1854.818;3019.4738;1833.3094;3020.101;1832.9831;3021.1016;1836.4162
3892620.0;3021.6877;1835.1058;3018.2281;1834.9763;3010.3556;1846.8535;3003.0653;1853.6666;3006.3012;1851.4396;3001.4085;1854.8095;3019.4738;1833.3078;3020.101;1833.0224;3021.1038;1836.385
3892640.0;3021.6519;1835.1388;3018.2223;1834.9774;3010.3189;1846.842;3003.0436;1853.6844;3006.3012;1851.4583;3001.4085;1854.8062;3019.4738;1833.3028;3020.101;1833.0609;3021.1045;1836.349
3892660.0;3021.6288;1835.1548;3018.2201;1834.9776;3010.2862;1846.8302;3003.0236;1853.7067;3006.3012;1851.4713;3001.4085;1854.8049;3019.4738;1833.2908;3020.101;1833.0914;3021.1047;1836.314
3892680.0;3021.6164;1835.1617;3018.2194;1834.9776;3010.256;1846.823;3003.0016;1853.738;3006.3012;1851.4854;3001.4085;1854.8036;3019.4739;1833.2684;3020.101;1833.1114;3021.1047;1836.2864
3892700.0;3021.6128;1835.1666;3018.2192;1834.9776;3010.2294;1846.8198;3002.9768;1853.7765;3006.3009;1851.5071;3001.4085;1854.8;3019.4746;1833.2357;3020.101;1833.1241;3021.1047;1836.2692
3892720.0;3021.617;1835.1746;3018.2192;1834.9776;3010.2078;1846.8186;3002.9522;1853.8148;3006.2998;1851.5383;3001.4085;1854.7906;3019.4767;1833.1987;3020.101;1833.1363;3021.1047;1836.2607
3892740.0;3021.63;1835.1899;3018.2192;1834.9776;3010.1902;1846.8184;3002.9313;1853.8451;3006.2964;1851.5766;3001.4085;1854.7716;3019.4818;1833.166;3020.1012;1833.1546;3021.1047;1836.2574
3892760.0;3021.6536;1835.2138;3018.2192;1834.9776;3010.1729;1846.8182;3002.9139;1853.8641;3006.2883;1851.6184;3001.4085;1854.7413;3019.4912;1833.1436;3020.1019;1833.1824;3021.1048;1836.2564
3892780.0;3021.6866;1835.2422;3018.2192;1834.9776;3010.1527;1846.8172;3002.8965;1853.8739;3006.2731;1851.6627;3001.4085;1854.703;3019.5041;1833.1316;3020.1041;1833.2174;3021.1055;1836.2562
3892800.0;3021.7231;1835.2659;3018.2192;1834.9778;3010.1306;1846.8141;3002.8756;1853.8791;3006.2507;1851.7111;3001.4085;1854.6647;3019.5163;1833.1266;3020.1099;1833.2532;3021.1079;1836.256
3892820.0;3021.7535;1835.2753;3018.2192;1834.9788;3010.1119;1846.8066;3002.8513;1853.8853;3006.2245;1851.7651;3001.4083;1854.6342;3019.5223;1833.125;3020.1215;1833.2841;3021.1144;1836.2551
3892840.0;3021.7694;1835.267;3018.2192;1834.9821;3010.1027;1846.7927;3002.8276;1853.8975;3006.199;1851.8235;3001.4077;1854.6143;3019.5208;1833.1245;3020.1402;1833.3098;3021.1284;1836.2523
3892860.0;3021.7686;1835.2465;3018.2192;1834.9906;3010.1039;1846.7736;3002.809;1853.9199;3006.1756;1851.8846;3001.4054;1854.6016;3019.517;1833.1245;3020.1638;1833.3356;3021.1526;1836.2455
3892880.0;3021.7559;1835.2268;3018.2192;1835.0079;3010.1101;1846.756;3002.7973;1853.9526;3006.1516;1851.9479;3001.3996;1854.5894;3019.5193;1833.1245;3020.1873;1833.3665;3021.1866;1836.2328
3892900.0;3021.7409;1835.2217;3018.2192;1835.0354;3010.1127;1846.7488;3002.7915;1853.9898;3006.1238;1852.0135;3001.388;1854.5711;3019.532;1833.1243;3020.206;1833.4023;3021.2243;1836.2148
3892920.0;3021.7353;1835.2397;3018.2192;1835.0702;3010.1071;1846.7563;3002.7893;1854.0233;3006.0911;1852.0822;3001.3693;1854.5433;3019.552;1833.1232;3020.2177;1833.4373;3021.2561;1836.1959
3892940.0;3021.7508;1835.2809;3018.2192;1835.1051;3010.0951;1846.775;3002.7886;1854.0488;3006.0538;1852.1535;3001.3458;1854.5085;3019.572;1833.1196;3020.2234;1833.4651;3021.2731;1836.1817
3892960.0;3021.7926;1835.3379;3018.2192;1835.1326;3010.0822;1846.7977;3002.7885;1854.0684;3006.0107;1852.2249;3001.3222;1854.4736;3019.5865;1833.1102;3020.2257;1833.4832;3021.2735;1836.1728
3892980.0;3021.8514;1835.4006;3018.2192;1835.1498;3010.0728;1846.8209;3002.7883;1854.089;3005.9588;1852.2937;3001.3035;1854.4461;3019.5944;1833.0912;3020.2263;1833.4947;3021.2626;1836.1638
3893000.0;3021.9034;1835.4618;3018.2191;1835.1583;3010.0677;1846.8474;3002.7876;1854.1154;3005.898;1852.3581;3001.2919;1854.4289;3019.5978;1833.0609;3020.2265;1833.5057;3021.2491;1836.1496
3893020.0;3021.9241;1835.5209;3018.2184;1835.1617;3010.0656;1846.8808;3002.7854;1854.1471;3005.8328;1852.4176;3001.2861;1854.4204;3019.5989;1833.0226;3020.2266;1833.5222;3021.2389;1836.1308
3893040.0;3021.9036;1835.5835;3018.2162;1835.1627;3010.065;1846.9203;3002.7796;1854.1785;3005.7707;1852.4729;3001.2839;1854.417;3019.5992;1832.9843;3020.2273;1833.5472;3021.2333;1836.1127
3893060.0;3021.8497;1835.6541;3018.2104;1835.1629;3010.0656;1846.9599;3002.768;1854.2037;3005.717;1852.5255;3001.2832;1854.416;3019.5992;1832.954;3020.2294;1833.5785;3021.231;1836.1
3893080.0;3021.7787;1835.7301;3018.1987;1835.1629;3010.0677;1846.9935;3002.7493;1854.2208;3005.6715;1852.5772;3001.283;1854.4158;3019.5992;1832.9351;3020.2345;1833.6099;3021.2304;1836.0935
3893100.0;3021.704;1835.8035;3018.1801;1835.1629;3010.0728;1847.0209;3002.7256;1854.2335;3005.6311;1852.63;3001.283;1854.4158;3019.5992;1832.9257;3020.2439;1833.6347;3021.231;1836.0916
3893120.0;3021.633;1835.8673;3018.1565;1835.1627;3010.0822;1847.0477;3002.7013;1854.2485;3005.5932;1852.6842;3001.283;1854.4158;3019.5992;1832.9221;3020.2568;1833.6502;3021.2336;1836.0935
3893140.0;3021.5685;1835.9215;3018.1329;1835.1617;3010.0951;1847.0798;3002.6804;1854.272;3005.5567;1852.7388;3001.283;1854.4158;3019.5992;1832.9209;3020.2687;1833.6578;3021.2406;1836.1
3893160.0;3021.5102;1835.9698;3018.1143;1835.1583;3010.107;1847.119;3002.663;1854.3059;3005.5215;1852.7925;3001.283;1854.4158;3019.5992;1832.9207;3020.2736;1833.6608;3021.2554;1836.1126
3893180.0;3021.4541;1836.013;3018.1026;1835.1498;3010.1119;1847.1627;3002.6456;1854.3462;3005.4874;1852.8434;3001.2832;1854.4158;3019.5992;1832.9207;3020.2687;1833.6619;3021.2811;1836.1297
3893200.0;3021.395;1836.0475;3018.0967;1835.1326;3010.107;1847.2093;3002.6247;1854.3874;3005.4547;1852.8883;3001.2839;1854.4158;3019.5992;1832.9207;3020.2568;1833.6631;3021.3176;1836.1455
3893220.0;3021.3308;1836.0703;3018.0938;1835.1051;3010.0951;1847.2609;3002.6004;1854.427;3005.4233;1852.9253;3001.2861;1854.4158;3019.5992;1832.9207;3020.2439;1833.6665;3021.3603;1836.1521
3893240.0;3021.2646;1836.0823;3018.0908;1835.0702;3010.0823;1847.3217;3002.5767;1854.4666;3005.3927;1852.9566;3001.2919;1854.4158;3019.5992;1832.9207;3020.2345;1833.675;3021.4019;1836.1455
3893260.0;3021.2033;1836.0874;3018.0849;1835.0354;3010.0736;1847.3932;3002.5582;1854.5064;3005.3633;1852.9884;3001.3035;1854.4158;3019.5992;1832.9207;3020.2294;1833.6922;3021.4353;1836.1297
3893280.0;3021.1519;1836.089;3018.0733;1835.0079;3010.0711;1847.4728;3002.5472;1854.5429;3005.3375;1853.0251;3001.3222;1854.4158;3019.5992;1832.9207;3020.2273;1833.7197;3021.4565;1836.1126
3893300.0;3021.1107;1836.089;3018.0546;1834.9906;3010.0761;1847.5537;3002.5437;1854.5708;3005.3182;1853.0649;3001.3458;1854.4158;3019.5992;1832.9207;3020.2265;1833.7546;3021.4649;1836.1
3893320.0;3021.076;1836.0874;3018.0309;1834.9821;3010.092;1847.6272;3002.5472;1854.5881;3005.3064;1853.1028;3001.3693;1854.4158;3019.5992;1832.9207;3020.2257;1833.7894;3021.4624;1836.0933
3893340.0;3021.0453;1836.0823;3018.0066;1834.9788;3010.1241;1847.6857;3002.5582;1854.5968;3005.3006;1853.1372;3001.388;1854.4158;3019.5992;1832.9207;3020.2234;1833.8169;3021.453;1836.0905
3893360.0;3021.0192;1836.0699;3017.9857;1834.978;3010.1778;1847.7256;3002.5767;1854.6012;3005.2984;1853.1719;3001.3996;1854.4158;3019.5992;1832.9207;3020.2177;1833.8342;3021.4429;1836.0896
3893380.0;3020.999;1836.0463;3017.9683;1834.9788;3010.2567;1847.7491;3002.6003;1854.6059;3005.2977;1853.2104;3001.4056;1854.4158;3019.5992;1832.9207;3020.206;1833.8429;3021.4386;1836.0894
3893400.0;3020.984;1836.0098;3017.9509;1834.9821;3010.36;1847.7628;3002.6239;1854.6155;3005.2975;1853.2521;3001.4086;1854.4158;3019.5992;1832.9207;3020.1873;1833.8473;3021.443;1836.0894
3893420.0;3020.9688;1835.9637;3017.93;1834.9906;3010.4819;1847.7752;3002.6425;1854.6344;3005.2975;1853.2928;3001.4117;1854.4158;3019.5992;1832.9207;3020.1638;1833.852;3021.4537;1836.0894
3893440.0;3020.9444;1835.9138;3017.9057;1835.0079;3010.612;1847.7935;3002.6542;1854.6647;3005.2975;1853.3307;3001.4182;1854.4158;3019.5992;1832.9207;3020.1402;1833.8616;3021.4655;1836.0894
3893460.0;3020.9039;1835.8644;3017.882;1835.0354;3010.7392;1847.8213;3002.6602;1854.703;3005.2975;1853.3675;3001.431;1854.4158;3019.5992;1832.9209;3020.1214;1833.8805;3021.4746;1836.0894
3893480.0;3020.8494;1835.8155;3017.8632;1835.0702;3010.8565;1847.8559;3002.6636;1854.7413;3005.2978;1853.4039;3001.4515;1854.4158;3019.5992;1832.9221;3020.109;1833.9108;3021.4813;1836.0892
3893500.0;3020.7941;1835.7664;3017.8509;1835.1051;3010.9628;1847.8897;3002.6676;1854.7716;3005.2989;1853.4369;3001.4775;1854.4158;3019.5992;1832.9257;3020.101;1833.9491;3021.4883;1836.0882
3893520.0;3020.7555;1835.7208;3017.8429;1835.1326;3011.059;1847.9139;3002.6759;1854.7906;3005.3026;1853.4621;3001.5034;1854.4158;3019.5992;1832.9351;3020.093;1833.9875;3021.4983;1836.0848
3893540.0;3020.744;1835.688;3017.8349;1835.1498;3011.1442;1847.9227;3002.6911;1854.8;3005.3118;1853.4776;3001.5241;1854.4156;3019.5992;1832.954;3020.0807;1834.0178;3021.5113;1836.0763
3893560.0;3020.7599;1835.6754;3017.8225;1835.1583;3011.2153;1847.9137;3002.7132;1854.8032;3005.3307;1853.4852;3001.5375;1854.4146;3019.5992;1832.9843;3020.0619;1834.0367;3021.5232;1836.0591
3893580.0;3020.7975;1835.681;3017.8037;1835.1617;3011.2713;1847.8884;3002.7383;1854.8025;3005.362;1853.4882;3001.5459;1854.4113;3019.5995;1833.0226;3020.0383;1834.0461;3021.5282;1836.0316
3893600.0;3020.8501;1835.6946;3017.7801;1835.1627;3011.3162;1847.8507;3002.7604;1854.7972;3005.4057;1853.4891;3001.5535;1854.4028;3019.6006;1833.0614;3020.0147;1834.0497;3021.5234;1835.9967
3893620.0;3020.9113;1835.707;3017.7566;1835.1629;3011.3576;1847.8057;3002.7757;1854.784;3005.4583;1853.4893;3001.5648;1854.3855;3019.604;1833.0933;3019.9959;1834.0508;3021.5122;1835.9619
3893640.0;3020.9759;1835.7142;3017.7379;1835.1629;3011.4022;1847.7557;3002.7845;1854.7593;3005.5148;1853.4893;3001.5817;1854.358;3019.6121;1833.1172;3019.9836;1834.0511;3021.5015;1835.9344
3893660.0;3021.0407;1835.7176;3017.7263;1835.1629;3011.4528;1847.6987;3002.7902;1854.7234;3005.5706;1853.4893;3001.6029;1854.3234;3019.6273;1833.1386;3019.9756;1834.0511;3021.4979;1835.9171
3893680.0;3021.1049;1835.7198;3017.7205;1835.1629;3011.5075;1847.6313;3002.797;1854.6827;3005.6226;1853.4893;3001.6242;1854.2896;3019.6494;1833.1647;3019.9676;1834.0511;3021.5045;1835.9084
3893700.0;3021.1691;1835.7233;3017.7182;1835.1629;3011.5622;1847.5523;3002.809;1854.6468;3005.6704;1853.4893;3001.6411;1854.2653;3019.6745;1833.1985;3019.9552;1834.0511;3021.521;1835.9041
3893720.0;3021.234;1835.7318;3017.7176;1835.1629;3011.6126;1847.4633;3002.8276;1854.6221;3005.7151;1853.4893;3001.6523;1854.2566;3019.6966;1833.2357;3019.9364;1834.0511;3021.5439;1835.8998
3893740.0;3021.3001;1835.7491;3017.7174;1835.1629;3011.6565;1847.3647;3002.8512;1854.6089;3005.7583;1853.4893;3001.6597;1854.2653;3019.7118;1833.2684;3019.9129;1834.0511;3021.5673;1835.891
3893760.0;3021.3691;1835.7766;3017.7174;1835.1629;3011.6958;1847.2538;3002.8748;1854.6034;3005.8008;1853.4893;3001.6675;1854.2896;3019.7199;1833.291;3019.8893;1834.0511;3021.586;1835.8738
3893780.0;3021.4432;1835.8116;3017.7174;1835.1629;3011.7356;1847.1265;3002.8933;1854.6016;3005.8416;1853.4893;3001.6798;1854.3234;3019.7233;1833.304;3019.8705;1834.0511;3021.5976;1835.8463
3893800.0;3021.524;1835.8475;3017.7174;1835.1629;3011.7818;1846.9827;3002.9043;1854.6011;3005.8786;1853.4893;3001.6985;1854.358;3019.7244;1833.3124;3019.8581;1834.0511;3021.6034;1835.8114
3893820.0;3021.6111;1835.8783;3017.7174;1835.1629;3011.838;1846.8287;3002.9079;1854.6011;3005.9094;1853.4893;3001.7221;1854.3855;3019.7247;1833.3225;3019.8501;1834.0511;3021.6056;1835.7766
3893840.0;3021.7016;1835.9041;3017.7174;1835.1629;3011.9042;1846.6752;3002.9051;1854.6011;3005.9348;1853.4893;3001.7457;1854.4028;3019.7247;1833.3401;3019.8421;1834.0511;3021.6063;1835.7491
3893860.0;3021.792;1835.9302;3017.7174;1835.1629;3011.9769;1846.5325;3002.8964;1854.6011;3005.9588;1853.4893;3001.7643;1854.4113;3019.7247;1833.3677;3019.8296;1834.0511;3021.6065;1835.7318
3893880.0;3021.8799;1835.9625;3017.7174;1835.1627;3012.0484;1846.4057;3002.8836;1854.6007;3005.9858;1853.4893;3001.776;1854.4146;3019.7247;1833.4025;3019.8101;1834.0511;3021.6065;1835.7235
3893900.0;3021.9624;1836.0029;3017.7174;1835.1617;3012.1095;1846.294;3002.8717;1854.5991;3006.018;1853.4893;3001.7818;1854.4156;3019.7247;1833.4373;3019.7842;1834.0511;3021.6065;1835.7212
