Time(sentisec);X_A(m);Y_A(m);X_B(m);Y_B(m);X_C(m);Y_C(m);X_D(m);Y_D(m);X_G(m);Y_G(m);X_H(m);Y_H(m);X_L(m);Y_L(m)
1836900.0;2968.5945;1901.1052;2993.003;1851.7062;3002.6267;1857.889;3002.7893;1856.3699;3003.761;1851.9938;2969.457;1896.0115;2972.7008;1898.4494
1836920.0;2967.0554;1903.5924;2993.0023;1851.7664;3002.5463;1857.9065;3002.8338;1856.3989;3003.7292;1851.9766;2968.3331;1898.4437;2971.5467;1901.1127
1836940.0;2965.696;1906.0799;2993.0;1851.8227;3002.4277;1857.9593;3002.8748;1856.4327;3003.697;1851.9491;2967.3453;1900.9272;2970.5389;1903.7785
1836960.0;2964.5603;1908.5771;2992.9943;1851.8808;3002.2693;1858.0405;3002.9106;1856.4692;3003.6637;1851.9142;2966.5001;1903.4608;2969.7031;1906.4348
1836980.0;2963.6666;1911.1006;2992.9826;1851.9474;3002.0851;1858.1252;3002.9419;1856.502;3003.6275;1851.8794;2965.8078;1906.0427;2969.0641;1909.0814
1837000.0;2963.0091;1913.6657;2992.964;1852.0245;3001.8993;1858.1854;3002.9678;1856.5213;3003.5865;1851.8519;2965.2812;1908.6655;2968.6422;1911.7286
1837020.0;2962.5692;1916.276;2992.9404;1852.1088;3001.7347;1858.2084;3002.9833;1856.5153;3003.542;1851.8346;2964.937;1911.3119;2968.4473;1914.3863
1837040.0;2962.3292;1918.9184;2992.9168;1852.193;3001.6036;1858.2033;3002.981;1856.475;3003.499;1851.8261;2964.7933;1913.9554;2968.479;1917.0516
1837060.0;2962.2792;1921.5682;2992.8982;1852.2696;3001.5071;1858.1917;3002.9565;1856.4011;3003.463;1851.8228;2964.8677;1916.5658;2968.7277;1919.7068
1837080.0;2962.4211;1924.198;2992.8865;1852.3344;3001.4388;1858.1934;3002.9116;1856.3041;3003.4364;1851.8216;2965.1746;1919.114;2969.1816;1922.3265
1837100.0;2962.7683;1926.7823;2992.8807;1852.3878;3001.3889;1858.2183;3002.8525;1856.1968;3003.4165;1851.8204;2965.7245;1921.5721;2969.8287;1924.8862
1837120.0;2963.3429;1929.2942;2992.8785;1852.4337;3001.3494;1858.2654;3002.786;1856.0858;3003.3971;1851.817;2966.5217;1923.9112;2970.6604;1927.3616
1837140.0;2964.1662;1931.7012;2992.8778;1852.4748;3001.3151;1858.3261;3002.7174;1855.9693;3003.3716;1851.8085;2967.5618;1926.1021;2971.6713;1929.726
1837160.0;2965.2529;1933.9654;2992.8777;1852.5107;3001.2832;1858.3883;3002.6528;1855.8418;3003.3367;1851.7913;2968.8301;1928.1197;2972.8611;1931.9455
1837180.0;2966.6059;1936.0473;2992.8777;1852.5399;3001.2519;1858.4412;3002.6028;1855.7023;3003.2942;1851.7638;2970.3068;1929.945;2974.2339;1933.9825
1837200.0;2968.2186;1937.905;2992.8777;1852.5641;3001.2203;1858.4803;3002.5814;1855.5566;3003.2492;1851.7289;2971.9699;1931.5645;2975.7948;1935.7966
1837220.0;2970.0766;1939.493;2992.8777;1852.5892;3001.1887;1858.5085;3002.5986;1855.4151;3003.207;1851.6941;2973.7954;1932.9696;2977.5417;1937.3469
1837240.0;2972.1572;1940.7636;2992.8777;1852.6209;3001.1577;1858.5335;3002.653;1855.2853;3003.1695;1851.6666;2975.7546;1934.1564;2979.457;1938.5935
1837260.0;2974.426;1941.6757;2992.8777;1852.6603;3001.1273;1858.5618;3002.7316;1855.1682;3003.1353;1851.6493;2977.8174;1935.1231;2981.5054;1939.5058
1837280.0;2976.8359;1942.2034;2992.8777;1852.7046;3001.0979;1858.5944;3002.8197;1855.0605;3003.1025;1851.6406;2979.9555;1935.8677;2983.6406;1940.0714
1837300.0;2979.3323;1942.34;2992.8777;1852.7511;3001.0721;1858.627;3002.9117;1854.963;3003.0706;1851.6364;2982.1441;1936.3822;2985.8164;1940.3011
1837320.0;2981.8634;1942.0959;2992.8777;1852.7986;3001.0528;1858.6551;3003.0108;1854.8841;3003.0397;1851.6324;2984.3604;1936.652;2987.9945;1940.2185
1837340.0;2984.3873;1941.4956;2992.8777;1852.8455;3001.041;1858.6791;3003.1173;1854.8314;3003.0099;1851.6245;2986.582;1936.6574;2990.1452;1939.8471
1837360.0;2986.8739;1940.5745;2992.8777;1852.8871;3001.0352;1858.704;3003.219;1854.7998;3002.9828;1851.609;2988.7867;1936.3819;2992.2442;1939.2006
1837380.0;2989.3012;1939.3765;2992.8777;1852.9186;3001.033;1858.7345;3003.2956;1854.7691;3002.9627;1851.5842;2990.9525;1935.8171;2994.2705;1938.287
1837400.0;2991.6521;1937.9455;2992.8777;1852.9388;3001.0323;1858.7702;3003.3351;1854.7175;3002.9551;1851.5527;2993.0576;1934.9668;2996.2077;1937.1168
1837420.0;2993.9131;1936.3216;2992.8775;1852.9515;3001.0321;1858.8053;3003.3437;1854.6366;3002.9619;1851.5203;2995.0822;1933.8447;2998.0451;1935.7104
1837440.0;2996.0724;1934.5369;2992.8768;1852.9636;3001.0323;1858.8328;3003.3402;1854.5325;3002.9797;1851.4922;2997.0112;1932.4712;2999.7769;1934.0936
1837460.0;2998.1184;1932.6159;2992.8746;1852.982;3001.033;1858.85;3003.342;1854.4157;3003.0011;1851.4682;2998.8356;1930.87;3001.4012;1932.2918
1837480.0;3000.0393;1930.574;2992.8688;1853.0098;3001.0352;1858.8585;3003.3563;1854.2941;3003.019;1851.4433;3000.5509;1929.069;3002.9191;1930.3251
1837500.0;3001.8244;1928.4211;2992.8572;1853.0448;3001.041;1858.8619;3003.3817;1854.1711;3003.0305;1851.4128;3002.1541;1927.0997;3004.3354;1928.2123
1837520.0;3003.4656;1926.1667;2992.8385;1853.0806;3001.0526;1858.8629;3003.4144;1854.0496;3003.0363;1851.3772;3003.6408;1924.9974;3005.6576;1925.9756
1837540.0;3004.9599;1923.8245;2992.8149;1853.1115;3001.0713;1858.8631;3003.4529;1853.9354;3003.0385;1851.3433;3005.0058;1922.7968;3006.8933;1923.6412
1837560.0;3006.3086;1921.4085;2992.7914;1853.1372;3001.095;1858.8631;3003.4977;1853.8376;3003.0391;1851.319;3006.2464;1920.5281;3008.0474;1921.2325
1837580.0;3007.5169;1918.929;2992.7727;1853.1632;3001.1193;1858.8631;3003.5491;1853.764;3003.0385;1851.3103;3007.3642;1918.2109;3009.122;1918.7649
1837600.0;3008.5905;1916.3917;2992.761;1853.1949;3001.1402;1858.8633;3003.605;1853.7168;3003.0363;1851.319;3008.364;1915.8541;3010.1173;1916.2472
1837620.0;3009.5347;1913.8029;2992.7553;1853.2338;3001.1576;1858.8644;3003.6626;1853.6914;3003.0305;1851.3433;3009.2495;1913.4569;3011.0333;1913.6871
1837640.0;3010.3536;1911.1711;2992.753;1853.2765;3001.175;1858.8681;3003.7187;1853.68;3003.0189;1851.3771;3010.0222;1911.0142;3011.8677;1911.0915
1837660.0;3011.0523;1908.5049;2992.7525;1853.3195;3001.1959;1858.8774;3003.7711;1853.676;3003.0002;1851.4119;3010.685;1908.5215;3012.6162;1908.4667
1837680.0;3011.6384;1905.81;2992.753;1853.3615;3001.2202;1858.8964;3003.8172;1853.6748;3002.9767;1851.4403;3011.2483;1905.9802;3013.2726;1905.8177
1837700.0;3012.124;1903.0897;2992.7553;1853.4016;3001.2439;1858.9267;3003.8529;1853.6742;3002.9531;1851.4605;3011.7304;1903.4004;3013.8332;1903.1513
1837720.0;3012.5251;1900.347;2992.761;1853.4373;3001.2625;1858.965;3003.8733;1853.6726;3002.9344;1851.4767;3012.1531;1900.7988;3014.2998;1900.4771
1837740.0;3012.8594;1897.5873;2992.7727;1853.4664;3001.2742;1859.0033;3003.8756;1853.6676;3002.9228;1851.4955;3012.533;1898.1926;3014.6811;1897.8073
1837760.0;3013.1431;1894.8169;2992.7914;1853.4906;3001.2801;1859.0336;3003.8616;1853.6555;3002.917;1851.5213;3012.8771;1895.5939;3014.9887;1895.1535
1837780.0;3013.3886;1892.0418;2992.8149;1853.5155;3001.283;1859.0526;3003.8376;1853.6331;3002.9145;1851.5533;3013.1819;1893.0084;3015.2325;1892.5223
1837800.0;3013.6028;1889.2669;2992.8385;1853.546;3001.286;1859.0619;3003.8097;1853.6001;3002.9127;1851.5863;3013.437;1890.4362;3015.4167;1889.911
1837820.0;3013.7864;1886.4977;2992.8572;1853.5818;3001.2919;1859.0656;3003.7797;1853.5616;3002.9092;1851.6161;3013.6275;1887.8726;3015.5411;1887.3115
1837840.0;3013.932;1883.7403;2992.8688;1853.6168;3001.3035;1859.0669;3003.7448;1853.5245;3002.901;1851.6436;3013.7372;1885.3105;3015.6051;1884.7178
1837860.0;3014.026;1881.0;2992.8746;1853.6446;3001.3222;1859.0681;3003.7028;1853.4912;3002.8858;1851.6737;3013.7506;1882.7446;3015.6105;1882.1311
1837880.0;3014.0525;1878.2799;2992.8768;1853.6629;3001.3458;1859.0715;3003.6567;1853.459;3002.8637;1851.7095;3013.6565;1880.1754;3015.56;1879.5555
1837900.0;3013.9995;1875.5804;2992.8777;1853.6751;3001.3693;1859.08;3003.6152;1853.4242;3002.8387;1851.7485;3013.4513;1877.6098;3015.4548;1876.9923
1837920.0;3013.8607;1872.9023;2992.8785;1853.6877;3001.3881;1859.097;3003.5883;1853.3876;3002.8166;1851.7846;3013.1386;1875.0567;3015.2948;1874.4404
1837940.0;3013.6366;1870.2469;2992.8807;1853.7077;3001.4006;1859.1235;3003.5824;1853.3528;3002.8014;1851.8156;3012.7254;1872.5226;3015.0809;1871.8991
1837960.0;3013.3306;1867.6159;2992.8865;1853.7382;3001.4088;1859.155;3003.5991;1853.3206;3002.7931;1851.8448;3012.2192;1870.0097;3014.8166;1869.3681
1837980.0;3012.9445;1865.0103;2992.8982;1853.7767;3001.4174;1859.1813;3003.6349;1853.2874;3002.789;1851.8774;3011.6294;1867.5172;3014.5088;1866.8437
1838000.0;3012.4745;1862.4314;2992.9168;1853.8161;3001.4309;1859.1917;3003.6827;1853.2502;3002.7857;1851.9138;3010.9688;1865.0416;3014.164;1864.3192
1838020.0;3011.9115;1859.8819;2992.9404;1853.8497;3001.4515;1859.1813;3003.7343;1853.2117;3002.7796;1851.9491;3010.2516;1862.5756;3013.7839;1861.7898
1838040.0;3011.2485;1857.3648;2992.964;1853.8771;3001.4775;1859.155;3003.7833;1853.1787;3002.768;1851.9766;3009.4899;1860.1095;3013.3612;1859.2587
1838060.0;3010.4876;1854.8798;2992.9826;1853.9037;3001.5034;1859.1235;3003.826;1853.1563;3002.7493;1851.9938;3008.6902;1857.6352;3012.8792;1856.7384
1838080.0;3009.6418;1852.422;2992.9943;1853.9349;3001.5239;1859.0968;3003.8604;1853.1443;3002.7257;1852.0023;3007.8542;1855.151;3012.3181;1854.2451
1838100.0;3008.7313;1849.9811;2993.0002;1853.971;3001.5368;1859.0786;3003.8832;1853.1393;3002.7022;1852.0057;3006.9816;1852.6615;3011.6638;1851.7883
1838120.0;3007.7766;1847.5455;2993.0031;1854.007;3001.5432;1859.0665;3003.8915;1853.1376;3002.6835;1852.0067;3006.0731;1850.1751;3010.9165;1849.3641
1838140.0;3006.7947;1845.1055;2993.006;1854.0376;3001.5463;1859.0538;3003.8847;1853.1372;3002.6719;1852.0069;3005.1353;1847.7015;3010.0906;1846.9555
1838160.0;3005.7969;1842.6573;2993.0119;1854.0624;3001.5491;1859.0338;3003.8657;1853.1372;3002.6661;1852.0073;3004.1828;1845.2498;3009.2093;1844.5414
1838180.0;3004.7891;1840.2014;2993.0236;1854.0867;3001.5544;1859.0033;3003.8406;1853.1372;3002.6637;1852.0091;3003.2371;1842.8263;3008.2954;1842.1066
1838200.0;3003.7745;1837.7375;2993.0423;1854.1158;3001.5649;1858.965;3003.8154;1853.1372;3002.6623;1852.0146;3002.3203;1840.4314;3007.3682;1839.6453
1838220.0;3002.7576;1835.2597;2993.0658;1854.1515;3001.5817;1858.9267;3003.7921;1853.1372;3002.6599;1852.0278;3001.4492;1838.0569;3006.4437;1837.1573
1838240.0;3001.752;1832.7567;2993.0894;1854.1915;3001.6029;1858.8964;3003.7688;1853.1372;3002.6542;1852.0525;3000.6324;1835.6845;3005.5421;1834.6411
1838260.0;3000.7861;1830.2166;2993.1081;1854.2337;3001.6242;1858.8774;3003.7433;1853.1372;3002.6425;1852.0884;2999.8756;1833.2892;3004.6945;1832.0905
1838280.0;2999.9028;1827.6308;2993.1197;1854.2778;3001.6409;1858.8681;3003.7174;1853.1368;3002.6239;1852.1291;2999.188;1830.8478;3003.9445;1829.4979
1838300.0;2999.1491;1824.9984;2993.1255;1854.3236;3001.6514;1858.8644;3003.6963;1853.1348;3002.6003;1852.1651;2998.5873;1828.3491;3003.3395;1826.8608
1838320.0;2998.5615;1822.3275;2993.1277;1854.3699;3001.6566;1858.8633;3003.6851;1853.1276;3002.5767;1852.1898;2998.0975;1825.8012;3002.9154;1824.1885
1838340.0;2998.1563;1819.6339;2993.1283;1854.4156;3001.6586;1858.8631;3003.6875;1853.1082;3002.5581;1852.203;2997.7446;1823.2302;3002.6862;1821.5011
1838360.0;2997.9347;1816.9354;2993.1277;1854.4606;3001.6593;1858.8633;3003.7058;1853.066;3002.5464;1852.2085;2997.5514;1820.6711;3002.6494;1818.8224
1838380.0;2997.8935;1814.2476;2993.1255;1854.5039;3001.6594;1858.8644;3003.741;1852.99;3002.5406;1852.21;2997.5366;1818.1575;3002.7989;1816.1717
1838400.0;2998.0363;1811.5856;2993.1197;1854.5421;3001.6594;1858.8681;3003.7915;1852.8754;3002.5384;1852.2094;2997.7163;1815.7137;3003.1354;1813.5618
1838420.0;2998.3739;1808.9687;2993.1082;1854.5706;3001.6594;1858.8774;3003.8532;1852.7253;3002.5378;1852.2059;2998.1064;1813.3523;3003.6649;1811.0024
1838440.0;2998.922;1806.4213;2993.0902;1854.5881;3001.6595;1858.8964;3003.9217;1852.5489;3002.5384;1852.1977;2998.7208;1811.0767;3004.3928;1808.5052
1838460.0;2999.6949;1803.9674;2993.0689;1854.5966;3001.6602;1858.9267;3003.9947;1852.3572;3002.5408;1852.1824;2999.5666;1808.8864;3005.3185;1806.0865
1838480.0;3000.7019;1801.6254;2993.0511;1854.5999;3001.6625;1858.965;3004.0705;1852.164;3002.5472;1852.1615;3000.64;1806.7844;3006.4375;1803.7671
1838500.0;3001.9442;1799.4085;2993.0441;1854.6009;3001.6682;1859.0033;3004.1468;1851.9869;3002.5614;1852.1421;3001.9277;1804.7837;3007.7426;1801.5716
1838520.0;3003.4146;1797.3362;2993.0511;1854.6011;3001.6799;1859.0336;3004.2205;1851.8434;3002.5872;1852.1345;3003.411;1802.9077;3009.224;1799.5288
1838540.0;3005.0987;1795.4419;2993.0689;1854.6011;3001.6985;1859.0526;3004.2893;1851.7432;3002.6269;1852.1441;3005.0728;1801.1864;3010.8668;1797.67
1838560.0;3006.978;1793.7725;2993.0902;1854.6011;3001.7221;1859.0619;3004.3526;1851.6839;3002.6807;1852.1685;3006.8994;1799.6509;3012.6538;1796.0282
1838580.0;3009.0321;1792.3762;2993.1082;1854.6013;3001.7457;1859.0656;3004.4098;1851.6552;3002.7462;1852.2015;3008.8794;1798.3308;3014.5702;1794.6335
1838600.0;3011.2393;1791.2909;2993.1197;1854.6025;3001.7643;1859.0667;3004.4585;1851.6462;3002.8188;1852.2392;3010.9982;1797.2502;3016.6066;1793.5116
1838620.0;3013.5743;1790.5348;2993.1255;1854.6059;3001.776;1859.0669;3004.4961;1851.6506;3002.8905;1852.2801;3013.2343;1796.4242;3018.7545;1792.6808
1838640.0;3016.0063;1790.1091;2993.1277;1854.6141;3001.7818;1859.0669;3004.5211;1851.6672;3002.9522;1852.3205;3015.558;1795.8554;3020.9994;1792.1523
1838660.0;3018.5;1790.0052;2993.1286;1854.6297;3001.784;1859.0669;3004.5352;1851.6957;3002.9982;1852.3539;3017.9364;1795.539;3023.3152;1791.9274
1838680.0;3021.0185;1790.2155;2993.1294;1854.6517;3001.7847;1859.0669;3004.5413;1851.7343;3003.0297;1852.3749;3020.3368;1795.4692;3025.6664;1791.9984
1838700.0;3023.5271;1790.7342;2993.1316;1854.6743;3001.7848;1859.0669;3004.5426;1851.7778;3003.0536;1852.3819;3022.7305;1795.6425;3028.0148;1792.3512
1838720.0;3025.9943;1791.5501;2993.1375;1854.6899;3001.7848;1859.0671;3004.5399;1851.8208;3003.077;1852.3749;3025.0957;1796.0531;3030.3259;1792.971
1838740.0;3028.393;1792.6375;2993.1499;1854.6953;3001.7848;1859.0681;3004.5319;1851.8607;3003.1027;1852.3541;3027.4182;1796.6886;3032.5737;1793.844
1838760.0;3030.7009;1793.9619;2993.1708;1854.693;3001.7848;1859.0715;3004.5167;1851.8982;3003.1292;1852.3219;3029.6891;1797.5283;3034.7391;1794.9568
1838780.0;3032.9001;1795.4911;2993.2001;1854.6857;3001.7848;1859.08;3004.4946;1851.9369;3003.1548;1852.2849;3031.8974;1798.5529;3036.8069;1796.2917
1838800.0;3034.9747;1797.206;2993.2354;1854.6726;3001.785;1859.0972;3004.4696;1851.9833;3003.1813;1852.2522;3034.0246;1799.7526;3038.7622;1797.83
1838820.0;3036.9088;1799.0963;2993.2727;1854.6529;3001.7857;1859.1247;3004.4475;1852.0436;3003.2128;1852.2298;3036.0437;1801.1315;3040.5886;1799.5561
1838840.0;3038.6874;1801.1535;2993.308;1854.6292;3001.7879;1859.1597;3004.4323;1852.1208;3003.2515;1852.2178;3037.9243;1802.6999;3042.2694;1801.4629
1838860.0;3040.2983;1803.3641;2993.3381;1854.6043;3001.7937;1859.1955;3004.4241;1852.2105;3003.2949;1852.2128;3039.6344;1804.4645;3043.7911;1803.5474
1838880.0;3041.7309;1805.7122;2993.3612;1854.5772;3001.8053;1859.226;3004.4207;1852.3011;3003.3369;1852.2111;3041.1441;1806.4203;3045.1452;1805.805
1838900.0;3042.9758;1808.1817;2993.3793;1854.5453;3001.824;1859.2509;3004.4194;1852.3793;3003.3716;1852.2107;3042.4276;1808.553;3046.328;1808.2208
1838920.0;3044.0234;1810.7566;2993.3969;1854.5087;3001.8476;1859.2749;3004.4183;1852.4384;3003.3971;1852.2107;3043.4684;1810.8403;3047.337;1810.7702
1838940.0;3044.8644;1813.4185;2993.4178;1854.4724;3001.8711;1859.303;3004.4157;1852.4784;3003.4165;1852.2107;3044.2605;1813.2546;3048.169;1813.4233
1838960.0;3045.4887;1816.1474;2993.4421;1854.4416;3001.8898;1859.3356;3004.4099;1852.5026;3003.4365;1852.2107;3044.8076;1815.764;3048.8184;1816.1528
1838980.0;3045.8879;1818.9227;2993.4658;1854.4158;3001.9015;1859.3682;3004.3994;1852.5138;3003.4638;1852.2107;3045.1168;1818.3393;3049.2787;1818.937
1839000.0;3046.0585;1821.7239;2993.4846;1854.3899;3001.9075;1859.3963;3004.3844;1852.5144;3003.5021;1852.2107;3045.1944;1820.9576;3049.541;1821.7591
1839020.0;3046.0054;1824.5312;2993.4969;1854.3581;3001.9108;1859.4203;3004.3662;1852.5075;3003.5509;1852.2107;3045.0431;1823.6027;3049.595;1824.6045
1839040.0;3045.7381;1827.3264;2993.5049;1854.3193;3001.9149;1859.4452;3004.3468;1852.4946;3003.607;1852.2107;3044.6648;1826.2588;3049.4277;1827.4586
1839060.0;3045.2656;1830.0933;2993.5129;1854.2766;3001.9232;1859.4757;3004.3277;1852.4755;3003.6666;1852.2107;3044.0636;1828.9073;3049.0258;1830.3059
1839080.0;3044.5902;1832.8152;2993.5253;1854.2335;3001.9384;1859.5115;3004.3096;1852.4519;3003.7264;1852.2107;3043.2481;1831.5259;3048.3766;1833.1278
1839100.0;3043.7084;1835.4753;2993.5441;1854.1915;3001.9605;1859.5467;3004.2918;1852.4284;3003.7833;1852.2107;3042.2293;1834.0928;3047.4708;1835.9027
1839120.0;3042.6114;1838.0607;2993.5677;1854.1515;3001.9855;1859.5752;3004.272;1852.4097;3003.8343;1852.2107;3041.019;1836.5916;3046.3038;1838.6079
1839140.0;3041.2878;1840.5655;2993.5912;1854.1158;3002.0077;1859.5958;3004.2483;1852.3949;3003.8785;1852.2107;3039.6276;1839.0153;3044.8779;1841.2226
1839160.0;3039.7244;1842.9879;2993.6099;1854.0867;3002.0228;1859.6128;3004.2212;1852.3788;3003.9178;1852.2107;3038.0657;1841.3631;3043.2006;1843.7283
1839180.0;3037.9118;1845.3246;2993.6215;1854.0624;3002.031;1859.6333;3004.1921;1852.3549;3003.9575;1852.2107;3036.3416;1843.6311;3041.2864;1846.1114
1839200.0;3035.8511;1847.5686;2993.6273;1854.0376;3002.0344;1859.6619;3004.1617;1852.3219;3004.0027;1852.2107;3034.4596;1845.8047;3039.1559;1848.3672
1839220.0;3033.5604;1849.7136;2993.6295;1854.007;3002.0355;1859.6969;3004.1298;1852.2844;3004.0556;1852.2107;3032.418;1847.8616;3036.8343;1850.5034
1839240.0;3031.0727;1851.7562;2993.6302;1853.971;3002.0358;1859.7318;3004.0981;1852.25;3004.1154;1852.2107;3030.2127;1849.7809;3034.347;1852.5372
1839260.0;3028.4277;1853.6944;2993.6304;1853.9349;3002.0359;1859.7593;3004.0694;1852.222;3004.1803;1852.2107;3027.8428;1851.5502;3031.7176;1854.4877
1839280.0;3025.66;1855.5208;2993.6304;1853.9037;3002.0366;1859.7765;3004.0443;1852.1968;3004.2488;1852.2107;3025.3161;1853.167;3028.9677;1856.3658
1839300.0;3022.794;1857.2224;2993.6304;1853.8767;3002.0388;1859.7851;3004.0199;1852.1671;3004.319;1852.2105;3022.6484;1854.6328;3026.1181;1858.1691
1839320.0;3019.8432;1858.782;2993.6304;1853.8476;3002.0446;1859.7884;3003.9929;1852.1296;3004.3872;1852.2094;3019.8622;1855.9474;3023.1856;1859.8802
1839340.0;3016.8162;1860.1831;2993.6304;1853.809;3002.0562;1859.7894;3003.9633;1852.0884;3004.4483;1852.2057;3016.9846;1857.1056;3020.182;1861.4725
1839360.0;3013.7192;1861.4077;2993.6304;1853.7575;3002.0749;1859.7896;3003.9327;1852.0525;3004.4995;1852.1964;3014.0461;1858.0978;3017.1152;1862.9177
1839380.0;3010.558;1862.4338;2993.6304;1853.6956;3002.0985;1859.7896;3003.9024;1852.0278;3004.5424;1852.1774;3011.0756;1858.9157;3013.9932;1864.1939
1839400.0;3007.3395;1863.2381;2993.6304;1853.6297;3002.1221;1859.7896;3003.8721;1852.0146;3004.5825;1852.1471;3008.0942;1859.5615;3010.8242;1865.2875
1839420.0;3004.0755;1863.8055;2993.6304;1853.5661;3002.1407;1859.7898;3003.8437;1852.0091;3004.6248;1852.109;3005.1123;1860.0506;3007.6161;1866.1944
1839440.0;3000.7852;1864.1396;2993.6304;1853.5083;3002.1524;1859.7909;3003.8202;1852.0073;3004.6703;1852.0718;3002.1334;1860.4063;3004.3759;1866.9169
1839460.0;2997.493;1864.2643;2993.6304;1853.4564;3002.1581;1859.7946;3003.8036;1852.0069;3004.7156;1852.0452;2999.1602;1860.6454;3001.1118;1867.4594
1839480.0;2994.2225;1864.2139;2993.6304;1853.4086;3002.1604;1859.8039;3003.7921;1852.0069;3004.7575;1852.0356;2996.2004;1860.7703;2997.8349;1867.8207
1839500.0;2990.989;1864.0204;2993.6304;1853.3636;3002.1611;1859.8229;3003.7809;1852.0069;3004.7962;1852.0452;2993.2662;1860.7713;2994.559;1867.9942
1839520.0;2987.7981;1863.7038;2993.6304;1853.3197;3002.1612;1859.8532;3003.7657;1852.0069;3004.8357;1852.0718;2990.3714;1860.6355;2991.2981;1867.9723
1839540.0;2984.6511;1863.2701;2993.6304;1853.2752;3002.1612;1859.8915;3003.7467;1852.0069;3004.8807;1852.109;2987.5284;1860.349;2988.0653;1867.7533
1839560.0;2981.5529;1862.7135;2993.6304;1853.2294;3002.1612;1859.9298;3003.73;1852.0069;3004.933;1852.1471;2984.747;1859.8978;2984.8734;1867.3378
1839580.0;2978.5168;1862.0225;2993.6304;1853.1831;3002.1612;1859.9601;3003.7242;1852.0069;3004.9912;1852.1774;2982.0355;1859.2699;2981.7362;1866.7242
1839600.0;2975.5631;1861.1833;2993.6305;1853.1372;3002.1612;1859.9791;3003.7348;1852.0069;3005.0522;1852.1964;2979.4013;1858.4615;2978.6695;1865.9085
1839620.0;2972.7151;1860.1833;2993.6312;1853.0911;3002.1612;1859.9884;3003.7607;1852.0069;3005.1136;1852.2057;2976.8501;1857.4768;2975.689;1864.8914
1839640.0;2969.995;1859.0076;2993.6335;1853.0441;3002.1612;1859.9921;3003.7971;1852.0069;3005.1743;1852.2094;2974.3848;1856.3262;2972.8077;1863.6827
1839660.0;2967.4207;1857.6384;2993.6392;1852.9966;3002.1612;1859.9932;3003.8392;1852.0069;3005.2335;1852.2105;2972.0061;1855.0197;2970.0348;1862.2993
1839680.0;2965.0042;1856.0596;2993.6509;1852.9489;3002.1612;1859.9934;3003.8823;1852.0069;3005.2895;1852.2107;2969.7144;1853.5653;2967.3774;1860.7555
1839700.0;2962.7503;1854.2661;2993.6695;1852.9001;3002.1612;1859.9936;3003.9217;1852.0069;3005.3399;1852.2107;2967.5139;1851.9672;2964.8411;1859.0583
1839720.0;2960.6588;1852.2709;2993.6931;1852.85;3002.1612;1859.9946;3003.9527;1852.0069;3005.3831;1852.2107;2965.4132;1850.2278;2962.4318;1857.2077
1839740.0;2958.727;1850.1048;2993.7167;1852.7995;3002.1611;1859.998;3003.9722;1852.0069;3005.4199;1852.2105;2963.425;1848.3484;2960.1563;1855.2017
1839760.0;2956.9523;1847.806;2993.7353;1852.7495;3002.1604;1860.0065;3003.9785;1852.0069;3005.4533;1852.2094;2961.5644;1846.3308;2958.0259;1853.0412
1839780.0;2955.3326;1845.4094;2993.747;1852.6983;3002.1581;1860.0237;3003.9726;1852.0065;3005.4856;1852.2057;2959.8499;1844.178;2956.0549;1850.7335
1839800.0;2953.8676;1842.9389;2993.7528;1852.6429;3002.1524;1860.0512;3003.9582;1852.0048;3005.5173;1852.1964;2958.3038;1841.8959;2954.2568;1848.2942
1839820.0;2952.5616;1840.4065;2993.755;1852.5826;3002.1407;1860.0861;3003.942;1851.9998;3005.5484;1852.1774;2956.9513;1839.4954;2952.6367;1845.7471
1839840.0;2951.4265;1837.8147;2993.7557;1852.5195;3002.1221;1860.1209;3003.9296;1851.9878;3005.5796;1852.1471;2955.8149;1836.9946;2951.1906;1843.1184
1839860.0;2950.4794;1835.1628;2993.7558;1852.4565;3002.0985;1860.1485;3003.9237;1851.9654;3005.6113;1852.109;2954.9087;1834.4189;2949.9094;1840.4316
1839880.0;2949.738;1832.452;2993.7558;1852.3951;3002.0749;1860.1657;3003.9252;1851.9327;3005.6437;1852.0718;2954.2353;1831.7978;2948.7873;1837.7047
1839900.0;2949.2138;1829.6912;2993.7558;1852.3355;3002.0562;1860.1742;3003.936;1851.8953;3005.6773;1852.0452;2953.7906;1829.1611;2947.8263;1834.9517
1839920.0;2948.9114;1826.8979;2993.7558;1852.2784;3002.0446;1860.1775;3003.9595;1851.861;3005.7147;1852.0356;2953.5705;1826.5343;2947.0391;1832.1838
1839940.0;2948.8303;1824.093;2993.756;1852.2257;3002.0388;1860.1783;3003.9971;1851.8336;3005.7589;1852.0452;2953.5776;1823.9385;2946.4451;1829.4101
1839960.0;2948.9684;1821.295;2993.7567;1852.1809;3002.0366;1860.1775;3004.0422;1851.8092;3005.8104;1852.0718;2953.8198;1821.3935;2946.0673;1826.6387
1839980.0;2949.3225;1818.5181;2993.759;1852.1491;3002.0359;1860.1742;3004.0807;1851.7803;3005.8662;1852.109;2954.3047;1818.9209;2945.925;1823.8789
1840000.0;2949.8884;1815.7744;2993.7655;1852.1361;3002.0358;1860.1657;3004.0965;1851.7411;3005.9207;1852.1471;2955.0318;1816.545;2946.0302;1821.1441
