Time(sentisec);X_A(m);Y_A(m);X_B(m);Y_B(m);X_C(m);Y_C(m);X_D(m);Y_D(m);X_G(m);Y_G(m);X_H(m);Y_H(m);X_L(m);Y_L(m)
1754000.0;2940.1141;1794.267;3003.3974;1817.652;3014.3763;1846.5859;2948.8406;1806.1454;3001.8136;1851.4403;3001.5641;1812.1725;3021.1002;1848.1271
1754020.0;2937.8671;1796.6285;3003.4086;1817.617;3013.011;1847.883;2946.91;1808.0358;3001.7971;1851.4119;3001.5522;1812.1118;3019.8464;1849.853
1754040.0;2935.769;1799.1142;3003.416;1817.5894;3011.5665;1849.0905;2945.1046;1810.0588;3001.7865;1851.3769;3001.5463;1812.0668;3018.4351;1851.4764
1754060.0;2933.8266;1801.7167;3003.4238;1817.5722;3010.0506;1850.2116;2943.4274;1812.2061;3001.7774;1851.342;3001.54;1812.0471;3016.8893;1852.9948
1754080.0;2932.0446;1804.4308;3003.4361;1817.5634;3008.472;1851.2523;2941.8847;1814.4687;3001.7646;1851.3145;3001.5263;1812.0537;3015.2277;1854.4014
1754100.0;2930.425;1807.2516;3003.4549;1817.559;3006.8393;1852.2183;2940.4834;1816.833;3001.7457;1851.2973;3001.4971;1812.0789;3013.4641;1855.6821
1754120.0;2928.9667;1810.175;3003.4785;1817.5543;3005.1599;1853.114;2939.2279;1819.2822;3001.722;1851.2887;3001.4458;1812.1102;3011.609;1856.8211
1754140.0;2927.6714;1813.1973;3003.502;1817.5448;3003.4411;1853.9451;2938.119;1821.8005;3001.6978;1851.2854;3001.3704;1812.137;3009.6759;1857.8125
1754160.0;2926.5456;1816.3109;3003.5207;1817.526;3001.6914;1854.7175;2937.155;1824.3787;3001.6771;1851.2844;3001.2765;1812.1551;3007.682;1858.6638
1754180.0;2925.5998;1819.5029;3003.5324;1817.4969;2999.9204;1855.4374;2936.3319;1827.0128;3001.6603;1851.2842;3001.1738;1812.1673;3005.6455;1859.3905
1754200.0;2924.8428;1822.7577;3003.5381;1817.462;2998.1337;1856.1107;2935.6462;1829.6975;3001.644;1851.2842;3001.0713;1812.18;3003.5805;1860.0089
1754220.0;2924.2758;1826.066;3003.5404;1817.4319;2996.3302;1856.7442;2935.0996;1832.4245;3001.625;1851.2842;3000.9728;1812.2001;3001.497;1860.5337
1754240.0;2923.8884;1829.4275;3003.5411;1817.4169;2994.5031;1857.3467;2934.7005;1835.1847;3001.6029;1851.2842;3000.8781;1812.2317;2999.4018;1860.9791
1754260.0;2923.6591;1832.8444;3003.5412;1817.4189;2992.6457;1857.928;2934.4597;1837.9726;3001.5808;1851.2842;3000.7878;1812.2733;2997.3002;1861.3626
1754280.0;2923.5597;1836.3134;3003.5412;1817.4289;2990.7572;1858.4972;2934.3823;1840.7865;3001.5615;1851.2842;3000.7062;1812.3201;2995.194;1861.7058
1754300.0;2923.5644;1839.8245;3003.5412;1817.4333;2988.843;1859.0613;2934.4613;1843.6256;3001.5447;1851.2842;3000.6406;1812.3674;2993.0806;1862.0343
1754320.0;2923.6554;1843.3638;3003.5411;1817.4241;2986.9121;1859.6269;2934.6802;1846.4881;3001.5267;1851.284;3000.5976;1812.4129;2990.9552;1862.3754
1754340.0;2923.8263;1846.916;3003.5404;1817.4045;2984.9724;1860.2038;2935.0204;1849.3723;3001.5042;1851.2829;3000.5805;1812.4535;2988.8161;1862.7559
1754360.0;2924.078;1850.4639;3003.5381;1817.3836;2983.0297;1860.8077;2935.4678;1852.2777;3001.4776;1851.2792;3000.588;1812.4824;2986.6679;1863.1992
1754380.0;2924.4157;1853.9909;3003.5324;1817.3683;2981.0875;1861.4587;2936.0152;1855.2031;3001.4515;1851.2698;3000.6137;1812.49;2984.5203;1863.724
1754400.0;2924.8443;1857.4849;3003.5207;1817.3601;2979.1506;1862.1776;2936.6612;1858.1453;3001.431;1851.2509;3000.6469;1812.4695;2982.3841;1864.3434
1754420.0;2925.3686;1860.9418;3003.502;1817.3566;2977.2275;1862.9819;2937.4047;1861.098;3001.4182;1851.2206;3000.6744;1812.4207;2980.267;1865.065
1754440.0;2925.9944;1864.3659;3003.4785;1817.3555;2975.3327;1863.8849;2938.2399;1864.0548;3001.4119;1851.1823;3000.6844;1812.3495;2978.174;1865.8901
1754460.0;2926.7299;1867.7677;3003.4548;1817.3553;2973.4848;1864.8962;2939.1552;1867.0096;3001.4094;1851.1438;3000.6716;1812.2638;2976.1105;1866.8166
1754480.0;2927.5844;1871.1601;3003.4355;1817.3553;2971.7035;1866.0209;2940.1336;1869.9574;3001.4086;1851.1125;3000.6389;1812.1701;2974.0882;1867.8438
1754500.0;2928.564;1874.551;3003.4218;1817.3553;2970.0045;1867.2605;2941.1581;1872.8947;3001.4085;1851.0902;3000.5961;1812.0703;2972.1267;1868.9765
1754520.0;2929.6669;1877.9384;3003.4109;1817.3553;2968.4016;1868.6151;2942.2134;1875.822;3001.4085;1851.0723;3000.5568;1811.9601;2970.252;1870.2245
1754540.0;2930.8849;1881.308;3003.3981;1817.3553;2966.9101;1870.0846;2943.2891;1878.7408;3001.4085;1851.0514;3000.5351;1811.8309;2968.4905;1871.5979
1754560.0;2932.2065;1884.6386;3003.3806;1817.3553;2965.5518;1871.6679;2944.3834;1881.6475;3001.4085;1851.0228;3000.5408;1811.6759;2966.8655;1873.1047
1754580.0;2933.6247;1887.9082;3003.3593;1817.3555;2964.3542;1873.3601;2945.5056;1884.5307;3001.4085;1850.9877;3000.5747;1811.4973;2965.3962;1874.7491
1754600.0;2935.1406;1891.1002;3003.3381;1817.3566;2963.3461;1875.1536;2946.6729;1887.3756;3001.4085;1850.9529;3000.6271;1811.3083;2964.1002;1876.5322
1754620.0;2936.7643;1894.2041;3003.3213;1817.3603;2962.5495;1877.0385;2947.9001;1890.1746;3001.4085;1850.9253;3000.6835;1811.1278;2962.9952;1878.4505
1754640.0;2938.5102;1897.2145;3003.3108;1817.3697;2961.976;1879.0028;2949.1932;1892.9299;3001.4085;1850.9081;3000.7324;1810.9712;2962.0985;1880.4942
1754660.0;2940.3924;1900.1264;3003.3056;1817.3886;2961.6265;1881.0311;2950.5516;1895.6473;3001.4085;1850.8994;3000.7693;1810.8475;2961.4236;1882.6437
1754680.0;2942.4203;1902.9328;3003.3036;1817.4189;2961.4947;1883.1055;2951.9793;1898.3264;3001.4085;1850.8952;3000.7939;1810.7638;2960.9792;1884.8689
1754700.0;2944.5986;1905.622;3003.3031;1817.457;2961.5711;1885.2075;2953.4914;1900.9537;3001.4085;1850.8912;3000.806;1810.7271;2960.7694;1887.1355
1754720.0;2946.9278;1908.1818;3003.3036;1817.4942;2961.8468;1887.3199;2955.1115;1903.5036;3001.4085;1850.8833;3000.8077;1810.7386;2960.7976;1889.4138
1754740.0;2949.4057;1910.6012;3003.3056;1817.5204;2962.315;1889.4253;2956.8657;1905.9427;3001.4085;1850.8676;3000.8079;1810.7835;2961.0691;1891.6837
1754760.0;2952.0283;1912.872;3003.3108;1817.5281;2962.9724;1891.5045;2958.7752;1908.2381;3001.4085;1850.8418;3000.822;1810.832;2961.5912;1893.9287
1754780.0;2954.7904;1914.9837;3003.3212;1817.5124;2963.8171;1893.5364;2960.8531;1910.362;3001.4085;1850.8071;3000.8635;1810.8557;2962.3699;1896.1269
1754800.0;2957.6845;1916.925;3003.3373;1817.4705;2964.8482;1895.5002;2963.1009;1912.2956;3001.4085;1850.7673;3000.9341;1810.8446;2963.4066;1898.2495
1754820.0;2960.6978;1918.6878;3003.3565;1817.4034;2966.0625;1897.3778;2965.5079;1914.0321;3001.4085;1850.7253;3001.0242;1810.8094;2964.6942;1900.2654
1754840.0;2963.8115;1920.2706;3003.3726;1817.3197;2967.4542;1899.1531;2968.0565;1915.5734;3001.4085;1850.6822;3001.1217;1810.7688;2966.2179;1902.1457
1754860.0;2967.0044;1921.6723;3003.3788;1817.2357;2969.0134;1900.8098;2970.7296;1916.9237;3001.4085;1850.6397;3001.2194;1810.7369;2967.9557;1903.8661
1754880.0;2970.2581;1922.886;3003.3726;1817.1677;2970.7278;1902.3311;2973.515;1918.0821;3001.4085;1850.6019;3001.3155;1810.7183;2969.8833;1905.4068
1754900.0;2973.561;1923.8978;3003.3565;1817.1221;2972.5833;1903.7026;2976.4034;1919.0418;3001.4085;1850.5735;3001.4095;1810.7122;2971.9762;1906.7542
1754920.0;2976.9096;1924.6942;3003.3373;1817.0932;2974.5662;1904.9148;2979.3847;1919.7943;3001.4085;1850.556;3001.4987;1810.7172;2974.2137;1907.9013
1754940.0;2980.3052;1925.2643;3003.3212;1817.0723;2976.664;1905.9624;2982.4432;1920.334;3001.4085;1850.5475;3001.5802;1810.7332;2976.5777;1908.8483
1754960.0;2983.7495;1925.6008;3003.3108;1817.0576;2978.8666;1906.8384;2985.5571;1920.6584;3001.4085;1850.5442;3001.6536;1810.7595;2979.0521;1909.5987
1754980.0;2987.2376;1925.697;3003.3056;1817.054;2981.1657;1907.5285;2988.7029;1920.7668;3001.4085;1850.543;3001.7211;1810.7908;2981.6212;1910.1567
1755000.0;2990.7554;1925.5487;3003.3036;1817.0659;2983.5518;1908.0095;2991.8613;1920.66;3001.4085;1850.5418;3001.7866;1810.816;2984.2694;1910.5218
1755020.0;2994.2826;1925.1562;3003.303;1817.0905;2986.01;1908.2566;2995.0205;1920.339;3001.4086;1850.5385;3001.8542;1810.8225;2986.9817;1910.6864
1755040.0;2997.7998;1924.5289;3003.3028;1817.1191;2988.5169;1908.2513;2998.1711;1919.8063;3001.4094;1850.5299;3001.9289;1810.8018;2989.7401;1910.634
1755060.0;3001.295;1923.6827;3003.3027;1817.1431;2991.043;1907.9884;3001.3003;1919.0642;3001.4119;1850.5127;3002.0158;1810.7532;2992.5195;1910.3417
1755080.0;3004.7634;1922.6368;3003.3019;1817.1595;2993.5587;1907.4711;3004.3901;1918.1149;3001.4182;1850.4852;3002.1171;1810.6829;2995.2848;1909.7847
1755100.0;3008.2021;1921.4042;3003.2994;1817.1704;2996.039;1906.7051;3007.4233;1916.9618;3001.431;1850.4503;3002.2282;1810.6006;2997.995;1908.9428
1755120.0;3011.6032;1919.9894;3003.2931;1817.1819;2998.461;1905.6923;3010.3895;1915.6105;3001.4515;1850.4155;3002.3385;1810.5168;3000.6107;1907.8052
1755140.0;3014.9507;1918.3886;3003.2803;1817.2005;3000.7984;1904.4321;3013.2845;1914.0688;3001.4775;1850.388;3002.4379;1810.4402;3003.1004;1906.3748
1755160.0;3018.2233;1916.5977;3003.2598;1817.2305;3003.0169;1902.9265;3016.1056;1912.3451;3001.5034;1850.3707;3002.5221;1810.3755;3005.4398;1904.6686
1755180.0;3021.4002;1914.6182;3003.2338;1817.2724;3005.0762;1901.1865;3018.8474;1910.4486;3001.5239;1850.3622;3002.5928;1810.3216;3007.6101;1902.7166
1755200.0;3024.4661;1912.4599;3003.2079;1817.3255;3006.938;1899.2327;3021.5026;1908.3922;3001.5368;1850.3589;3002.6533;1810.2737;3009.5974;1900.5558
1755220.0;3027.4119;1910.1352;3003.1871;1817.3901;3008.5767;1897.0939;3024.0655;1906.1899;3001.5431;1850.3579;3002.7053;1810.2261;3011.3943;1898.2262
1755240.0;3030.2328;1907.6537;3003.1732;1817.4669;3009.9865;1894.8017;3026.5332;1903.8528;3001.5456;1850.3577;3002.7494;1810.1742;3012.9991;1895.7659
1755260.0;3032.9251;1905.0181;3003.1632;1817.5522;3011.1826;1892.3877;3028.905;1901.3875;3001.5462;1850.3577;3002.7883;1810.1137;3014.414;1893.2107
1755280.0;3035.4834;1902.2271;3003.1513;1817.6354;3012.1914;1889.8816;3031.181;1898.7968;3001.5456;1850.3577;3002.8268;1810.0418;3015.6427;1890.5911
1755300.0;3037.899;1899.2802;3003.1313;1817.7042;3013.0407;1887.3122;3033.3615;1896.0836;3001.5431;1850.3575;3002.8685;1809.9606;3016.6915;1887.9304
1755320.0;3040.1626;1896.1844;3003.0984;1817.7503;3013.751;1884.7079;3035.4461;1893.2557;3001.5368;1850.3563;3002.9131;1809.8776;3017.569;1885.2443
1755340.0;3042.2665;1892.9539;3003.051;1817.7721;3014.333;1882.0958;3037.4325;1890.327;3001.5239;1850.3527;3002.956;1809.7995;3018.2858;1882.5453
1755360.0;3044.2083;1889.6093;3002.9912;1817.7746;3014.7897;1879.4974;3039.3151;1887.3141;3001.5034;1850.3433;3002.9914;1809.7271;3018.8506;1879.8487
1755380.0;3045.9906;1886.1733;3002.923;1817.7656;3015.1228;1876.9262;3041.0832;1884.2298;3001.4775;1850.3244;3003.0158;1809.6578;3019.2704;1877.1738
1755400.0;3047.6204;1882.6687;3002.8523;1817.7522;3015.3391;1874.3875;3042.723;1881.0824;3001.4515;1850.2941;3003.0297;1809.5939;3019.5504;1874.5391
1755420.0;3049.1054;1879.1155;3002.7877;1817.7351;3015.4544;1871.8829;3044.2206;1877.8797;3001.431;1850.256;3003.036;1809.5442;3019.698;1871.9562
1755440.0;3050.4523;1875.5306;3002.7386;1817.7083;3015.487;1869.4146;3045.5684;1874.6333;3001.4182;1850.2188;3003.0377;1809.5186;3019.7234;1869.429
1755460.0;3051.6631;1871.9257;3002.7086;1817.665;3015.4506;1866.986;3046.7675;1871.3537;3001.412;1850.1922;3003.036;1809.5202;3019.6391;1866.9592
1755480.0;3052.7369;1868.3059;3002.6902;1817.6074;3015.3503;1864.5995;3047.8266;1868.0439;3001.4103;1850.1826;3003.0297;1809.5435;3019.4571;1864.5509
1755500.0;3053.6736;1864.6696;3002.6682;1817.5494;3015.1845;1862.2539;3048.7557;1864.6998;3001.412;1850.1922;3003.0159;1809.5806;3019.1869;1862.2118
1755520.0;3054.4773;1861.011;3002.6316;1817.5053;3014.9476;1859.9479;3049.5602;1861.3188;3001.4182;1850.2188;3002.9922;1809.6256;3018.8331;1859.9486
1755540.0;3055.1542;1857.325;3002.5812;1817.4792;3014.6323;1857.683;3050.2388;1857.9087;3001.4309;1850.256;3002.9594;1809.6749;3018.3959;1857.7635
1755560.0;3055.7087;1853.6128;3002.5255;1817.4654;3014.2305;1855.4665;3050.7836;1854.4888;3001.4506;1850.2941;3002.9236;1809.7259;3017.8717;1855.6519
1755580.0;3056.14;1849.8826;3002.4719;1817.4581;3013.7348;1853.308;3051.1825;1851.0795;3001.4741;1850.3244;3002.8954;1809.7777;3017.2571;1853.6028
1755600.0;3056.4437;1846.1465;3002.4218;1817.4547;3013.1373;1851.2167;3051.4248;1847.6901;3001.4937;1850.3433;3002.8853;1809.8329;3016.5481;1851.6034
1755620.0;3056.6124;1842.415;3002.3722;1817.4506;3012.4307;1849.2005;3051.508;1844.3137;3001.5014;1850.3527;3002.8985;1809.8944;3015.7404;1849.6432
1755640.0;3056.637;1838.6935;3002.3198;1817.4392;3011.6084;1847.2679;3051.4417;1840.9349;3001.4937;1850.3563;3002.9333;1809.9604;3014.8275;1847.7211
1755660.0;3056.5084;1834.9849;3002.262;1817.4181;3010.6662;1845.4274;3051.2448;1837.5426;3001.474;1850.3575;3002.9832;1810.0241;3013.8009;1845.8485
1755680.0;3056.2206;1831.2942;3002.1974;1817.3936;3009.6024;1843.6863;3050.9347;1834.1372;3001.4498;1850.3577;3003.0411;1810.0773;3012.6506;1844.048
1755700.0;3055.7728;1827.6299;3002.127;1817.374;3008.4183;1842.0474;3050.5188;1830.7279;3001.4278;1850.3577;3003.1011;1810.1163;3011.3685;1842.3448
1755720.0;3055.1682;1824.0016;3002.0562;1817.3626;3007.1165;1840.5119;3049.99;1827.3298;3001.4094;1850.3577;3003.1582;1810.1445;3009.9503;1840.7595
1755740.0;3054.4102;1820.416;3001.9921;1817.3575;3005.7008;1839.0827;3049.3304;1823.9617;3001.3912;1850.3577;3003.2066;1810.17;3008.3968;1839.3049
1755760.0;3053.499;1816.8763;3001.9384;1817.3557;3004.1748;1837.7693;3048.5186;1820.6465;3001.3694;1850.3577;3003.2396;1810.2004;3006.7125;1837.9912
1755780.0;3052.43;1813.3872;3001.8916;1817.3557;3002.543;1836.5879;3047.5379;1817.4113;3001.3426;1850.3577;3003.2516;1810.2399;3004.905;1836.8302
1755800.0;3051.1975;1809.9601;3001.8446;1817.3575;3000.8125;1835.5613;3046.3799;1814.2818;3001.3117;1850.3577;3003.2412;1810.2904;3002.9856;1835.8388
1755820.0;3049.7946;1806.6147;3001.793;1817.363;2998.9947;1834.7139;3045.0465;1811.2739;3001.2766;1850.3577;3003.2127;1810.3553;3000.9708;1835.0365
1755840.0;3048.2111;1803.3782;3001.7374;1817.3763;2997.1048;1834.069;3043.5475;1808.3857;3001.2334;1850.3577;3003.1758;1810.4401;2998.8846;1834.4463
1755860.0;3046.4303;1800.2809;3001.6806;1817.4009;2995.1629;1833.6461;3041.9;1805.5982;3001.176;1850.3577;3003.1421;1810.5479;2996.757;1834.0937
1755880.0;3044.4341;1797.3457;3001.6236;1817.4373;2993.1949;1833.4619;3040.123;1802.8884;3001.0999;1850.3577;3003.1194;1810.6774;2994.6222;1834.0062
1755900.0;3042.2134;1794.5785;3001.5648;1817.4796;2991.2327;1833.5306;3038.2323;1800.2445;3001.0053;1850.3577;3003.1088;1810.8244;2992.5147;1834.2094
1755920.0;3039.7779;1791.9676;3001.5019;1817.5209;2989.3128;1833.8641;3036.2342;1797.6747;3000.8963;1850.3577;3003.1068;1810.9837;2990.4686;1834.7223
1755940.0;3037.1509;1789.5007;3001.4338;1817.5593;2987.474;1834.4691;3034.1235;1795.2076;3000.7787;1850.3577;3003.1116;1811.1456;2988.5168;1835.5512
1755960.0;3034.359;1787.182;3001.3605;1817.6003;2985.7597;1835.3468;3031.887;1792.8885;3000.6581;1850.3577;3003.1282;1811.2929;2986.6927;1836.6862
1755980.0;3031.4222;1785.0357;3001.2839;1817.6519;2984.2186;1836.4908;3029.5115;1790.7701;3000.5398;1850.3577;3003.1637;1811.4062;2985.03;1838.099
1756000.0;3028.3528;1783.0939;3001.2068;1817.7181;2982.9042;1837.8862;3026.9904;1788.9019;3000.4287;1850.3577;3003.2208;1811.4762;2983.5633;1839.7485
1756020.0;3025.1575;1781.3831;3001.1306;1817.7963;2981.8666;1839.5056;3024.3287;1787.3209;3000.329;1850.3577;3003.2934;1811.5088;2982.3256;1841.5871
1756040.0;3021.8429;1779.918;3001.0532;1817.8814;2981.1438;1841.3066;3021.5426;1786.0484;3000.2435;1850.3577;3003.3694;1811.5181;2981.346;1843.5664
1756060.0;3018.4181;1778.7061;3000.9701;1817.9692;2980.7529;1843.2321;3018.6581;1785.0924;3000.1724;1850.3577;3003.4375;1811.5131;2980.6462;1845.6397
1756080.0;3014.8984;1777.7511;3000.8789;1818.0581;2980.69;1845.2173;3015.7084;1784.4495;3000.1149;1850.3577;3003.4916;1811.4904;2980.2385;1847.7649
1756100.0;3011.3053;1777.0593;3000.7815;1818.148;2980.9346;1847.1981;3012.7269;1784.1066;3000.0685;1850.3577;3003.5317;1811.4432;2980.1237;1849.9059
1756120.0;3007.6658;1776.6418;3000.6854;1818.2387;2981.4579;1849.1217;3009.7403;1784.0461;3000.0286;1850.3577;3003.5602;1811.3748;2980.2928;1852.0347
1756140.0;3004.0084;1776.5148;3000.5993;1818.3282;2982.2271;1850.9546;3006.7652;1784.249;2999.9893;1850.3577;3003.577;1811.3035;2980.7286;1854.1309
1756160.0;3000.361;1776.6887;3000.53;1818.4135;2983.2069;1852.6858;3003.8113;1784.6969;2999.9453;1850.3577;3003.5787;1811.2533;2981.4129;1856.177
1756180.0;2996.7494;1777.1564;3000.4818;1818.4908;2984.3609;1854.3199;3000.8888;1785.3688;2999.8942;1850.3577;3003.5629;1811.2387;2982.3295;1858.1528
1756200.0;2993.1953;1777.888;3000.4551;1818.5571;2985.6569;1855.8628;2998.0108;1786.2406;2999.8371;1850.3577;3003.5332;1811.2547;2983.4658;1860.0313
1756220.0;2989.7164;1778.8451;3000.4457;1818.6113;2987.0711;1857.3098;2995.1904;1787.2862;2999.7759;1850.3577;3003.499;1811.2819;2984.8086;1861.7825
1756240.0;2986.3254;1779.9941;3000.4445;1818.6556;2988.5904;1858.6457;2992.4366;1788.482;2999.7118;1850.3577;3003.4717;1811.3006;2986.3422;1863.3795
1756260.0;2983.0314;1781.3116;3000.4421;1818.6952;2990.2097;1859.8518;2989.7528;1789.8094;2999.6441;1850.3577;3003.4597;1811.3031;2988.0469;1864.8027
1756280.0;2979.8408;1782.7776;3000.4333;1818.7354;2991.9278;1860.911;2987.1393;1791.2541;2999.5721;1850.3575;3003.4645;1811.2969;2989.9031;1866.0359
1756300.0;2976.7567;1784.3736;3000.4185;1818.7781;2993.7413;1861.8082;2984.5957;1792.8067;2999.4972;1850.3563;3003.4817;1811.2961;2991.8926;1867.0602
1756320.0;2973.7785;1786.0849;3000.3987;1818.8242;2995.6407;1862.5275;2982.1234;1794.4595;2999.4249;1850.3527;3003.5029;1811.31;2993.9985;1867.8511
1756340.0;2970.9045;1787.9044;3000.3719;1818.8764;2997.6086;1863.05;2979.7258;1796.2054;2999.3637;1850.3433;3003.5207;1811.3373;2996.2017;1868.3844
1756360.0;2968.1341;1789.8286;3000.3353;1818.939;2999.6229;1863.3539;2977.4088;1798.0359;2999.32;1850.3244;3003.5315;1811.369;2998.4787;1868.6432
1756380.0;2965.4707;1791.854;3000.2899;1819.0119;3001.661;1863.419;2975.1793;1799.9426;2999.2943;1850.2941;3003.5349;1811.3953;3000.8022;1868.6229
1756400.0;2962.9218;1793.9738;3000.2417;1819.088;3003.7024;1863.2329;2973.0424;1801.9173;2999.2821;1850.2558;3003.5308;1811.4113;3003.1443;1868.3282
1756420.0;2960.4967;1796.1825;3000.1972;1819.1593;3005.7287;1862.7968;2970.9991;1803.9527;2999.2774;1850.2175;3003.5178;1811.4161;3005.4795;1867.7682
1756440.0;2958.2033;1798.4787;3000.1586;1819.224;3007.7221;1862.1231;2969.0486;1806.0442;2999.2761;1850.1874;3003.4941;1811.409;3007.7851;1866.9501
1756460.0;2956.0466;1800.8652;3000.1242;1819.2884;3009.6638;1861.2297;2967.1942;1808.1934;2999.2758;1850.1696;3003.4597;1811.3865;3010.0401;1865.8786
1756480.0;2954.0267;1803.3426;3000.0915;1819.3599;3011.5336;1860.1336;2965.4477;1810.4065;2999.2758;1850.1638;3003.4179;1811.343;3012.2233;1864.5592
1756500.0;2952.1432;1805.9048;3000.0596;1819.4401;3013.3104;1858.8506;2963.8267;1812.6884;2999.2758;1850.1696;3003.3732;1811.2752;3014.3124;1863.0039
1756520.0;2950.3966;1808.5404;3000.0286;1819.5248;3014.9747;1857.3954;2962.3466;1815.0363;2999.2758;1850.1874;3003.3275;1811.187;3016.2855;1861.2329
1756540.0;2948.7908;1811.2381;2999.9982;1819.6093;3016.5112;1855.7846;2961.015;1817.4417;2999.2758;1850.2175;3003.2782;1811.09;3018.1228;1859.2746
1756560.0;2947.3289;1813.9905;2999.9686;1819.6929;3017.9101;1854.036;2959.8316;1819.8959;2999.2758;1850.256;3003.2206;1810.9981;3019.8068;1857.162
1756580.0;2946.0101;1816.7918;2999.9416;1819.7781;3019.1656;1852.1677;2958.7896;1822.3933;2999.2758;1850.2953;3003.1535;1810.92;3021.3236;1854.9335
1756600.0;2944.8278;1819.6359;2999.9189;1819.8681;3020.2727;1850.198;2957.8759;1824.9314;2999.2758;1850.3289;3003.0832;1810.8564;3022.6617;1852.6316
1756620.0;2943.7736;1822.5183;2999.899;1819.9643;3021.2273;1848.1478;2957.0719;1827.5099;2999.2758;1850.3564;3003.0198;1810.8044;3023.8117;1850.2965
1756640.0;2942.8412;1825.4403;2999.8777;1820.066;3022.0261;1846.0413;2956.3563;1830.1281;2999.2758;1850.383;3002.9716;1810.7631;3024.7643;1847.9536
1756660.0;2942.0281;1828.41;2999.8523;1820.1711;3022.6686;1843.9054;2955.7087;1832.7838;2999.2758;1850.4142;3002.9409;1810.7336;3025.5097;1845.6086
1756680.0;2941.3316;1831.4372;2999.8232;1820.2756;3023.1536;1841.7645;2955.1118;1835.4732;2999.2758;1850.4501;3002.9245;1810.716;3026.0376;1843.2559
1756700.0;2940.7465;1834.5276;2999.7928;1820.3752;3023.4787;1839.639;2954.5535;1838.1917;2999.2758;1850.4852;3002.9174;1810.7075;3026.3407;1840.8945
1756720.0;2940.2624;1837.6802;2999.7627;1820.4643;3023.6402;1837.5456;2954.0266;1840.9333;2999.2758;1850.5129;3002.9156;1810.7042;3026.416;1838.5359
1756740.0;2939.8669;1840.8899;2999.7338;1820.5307;3023.6362;1835.4988;2953.5303;1843.6895;2999.2758;1850.5312;3002.9171;1810.7033;3026.2678;1836.2017
1756760.0;2939.5496;1844.1498;2999.7101;1820.5549;3023.4665;1833.511;2953.0713;1846.4492;2999.2758;1850.543;3002.9228;1810.7042;3025.9057;1833.9175
1756780.0;2939.3085;1847.4515;2999.6998;1820.5189;3023.1318;1831.5926;2952.6656;1849.2006;2999.2758;1850.5548;3002.9341;1810.7075;3025.3442;1831.7053
1756800.0;2939.1526;1850.7816;2999.7125;1820.4222;3022.6313;1829.7546;2952.338;1851.9333;2999.2758;1850.5732;3002.9514;1810.716;3024.5998;1829.5805
1756820.0;2939.1004;1854.1211;2999.7545;1820.2888;3021.9639;1828.0101;2952.1161;1854.6407;2999.2758;1850.6019;3002.9694;1810.7342;3023.6897;1827.5538
1756840.0;2939.1719;1857.45;2999.8264;1820.1527;3021.1312;1826.3732;2952.0191;1857.3225;2999.2758;1850.6397;3002.9759;1810.7669;3022.6295;1825.6374
1756860.0;2939.3812;1860.7551;2999.9227;1820.035;3020.1415;1824.8581;2952.0501;1859.9854;2999.2758;1850.6822;3002.9533;1810.8181;3021.4351;1823.849
1756880.0;2939.7322;1864.0345;3000.0348;1819.9336;3019.0097;1823.4805;2952.1987;1862.6402;2999.2758;1850.7255;3002.8816;1810.8944;3020.1223;1822.2083
1756900.0;2940.2221;1867.2943;3000.1548;1819.8314;3017.7573;1822.257;2952.4565;1865.2946;2999.2758;1850.7685;3002.7467;1811.0048;3018.7075;1820.7298
1756920.0;2940.8461;1870.5418;3000.2765;1819.7142;3016.4074;1821.2023;2952.8304;1867.9476;2999.2758;1850.8117;3002.5519;1811.1513;3017.2028;1819.4207
1756940.0;2941.6027;1873.7793;3000.3952;1819.5812;3014.9816;1820.3262;2953.3422;1870.5887;2999.2758;1850.8549;3002.3244;1811.3171;3015.6162;1818.2843
1756960.0;2942.4955;1877.0021;3000.5067;1819.4457;3013.4961;1819.6348;2954.0182;1873.2034;2999.2758;1850.8981;3002.1069;1811.4686;3013.9537;1817.3282
1756980.0;2943.5347;1880.1968;3000.6078;1819.3285;3011.9632;1819.1333;2954.8807;1875.7785;2999.2758;1850.9425;3001.9345;1811.5775;3012.2258;1816.566
1757000.0;2944.7347;1883.3433;3000.6981;1819.248;3010.3941;1818.8267;2955.9433;1878.3051;2999.2758;1850.9888;3001.818;1811.6411;3010.4471;1816.0173
1757020.0;2946.1114;1886.4171;3000.7821;1819.2079;3008.8039;1818.7163;2957.2067;1880.7769;2999.2758;1851.037;3001.747;1811.6785;3008.6351;1815.7036
1757040.0;2947.6769;1889.3928;3000.8678;1819.1918;3007.2119;1818.8001;2958.6565;1883.1874;2999.2758;1851.0878;3001.7052;1811.7105;3006.8095;1815.6449
1757060.0;2949.4355;1892.2466;3000.9643;1819.1707;3005.6423;1819.0729;2960.2686;1885.5299;2999.2758;1851.144;3001.681;1811.7441;3004.9926;1815.8521
1757080.0;2951.3812;1894.9616;3001.0779;1819.1199;3004.1228;1819.5301;2962.0197;1887.7983;2999.2758;1851.2082;3001.6684;1811.7743;3003.2106;1816.3206
1757100.0;2953.4986;1897.535;3001.2094;1819.0321;3002.6839;1820.1658;2963.8946;1889.9889;2999.2758;1851.2783;3001.6633;1811.7947;3001.4924;1817.0288
