Time(sentisec);X_A(m);Y_A(m);X_B(m);Y_B(m);X_C(m);Y_C(m);X_D(m);Y_D(m);X_G(m);Y_G(m);X_H(m);Y_H(m);X_I(m);Y_I(m);X_J(m);Y_J(m);X_L(m);Y_L(m)
2042240.0;5774.7233;15056.0526;5776.3973;15058.7536;5773.332;15058.0868;5777.6273;15060.6905;5779.9167;15066.482;5774.7129;15057.8544;5776.6907;15060.782;5772.0074;15057.9102;5770.0686;15061.0599
2042260.0;5775.3011;15052.9669;5777.0048;15055.7396;5773.9196;15055.046;5777.9967;15057.5717;5780.3367;15063.5104;5775.3111;15054.7858;5777.286;15057.7954;5772.5979;15054.8896;5770.7249;15057.9807
2042280.0;5775.8787;15049.8862;5777.6177;15052.7213;5774.5439;15052.0166;5778.4002;15054.4493;5780.769;15060.5243;5775.9156;15051.7395;5777.8863;15054.8177;5773.2056;15051.8879;5771.4031;15054.9099
2042300.0;5776.4662;15046.8071;5778.2488;15049.6955;5775.219;15048.9997;5778.8479;15051.3319;5781.2113;15057.5197;5776.5328;15048.7122;5778.4967;15051.8408;5773.8359;15048.9033;5772.104;15051.8384
2042320.0;5777.0785;15043.7347;5778.9113;15046.6629;5775.9551;15046.001;5779.3537;15048.2317;5781.6701;15054.496;5777.1743;15045.6965;5779.1271;15048.8575;5774.4988;15045.9322;5772.8255;15048.756
2042340.0;5777.7321;15040.6803;5779.6173;15043.6281;5776.761;15043.0294;5779.9339;15045.1589;5782.162;15051.4586;5777.8551;15042.6879;5779.7895;15045.8639;5775.2112;15042.9724;5773.5631;15045.6537
2042360.0;5778.4401;15037.6544;5780.3752;15040.5939;5777.6455;15040.0929;5780.6018;15042.118;5782.7111;15048.4175;5778.5888;15039.6874;5780.4957;15042.8609;5775.9924;15040.0239;5774.3133;15042.5269
2042380.0;5779.208;15034.6611;5781.1879;15037.5586;5778.6147;15037.1959;5781.362;15039.1063;5783.3403;15045.3813;5779.3838;15036.6991;5781.255;15039.8527;5776.8539;15037.0875;5775.0758;15039.3795
2042400.0;5780.0334;15031.699;5782.0516;15034.5181;5779.6666;15034.3377;5782.2088;15036.1162;5784.0631;15042.3566;5780.2412;15033.726;5782.0728;15036.8431;5777.7891;15034.161;5775.8538;15036.2248
2042420.0;5780.9092;15028.7643;5782.9574;15031.4743;5780.7872;15031.5141;5783.131;15033.1375;5784.8802;15039.3502;5781.153;15030.7694;5782.9507;15033.8335;5778.7732;15031.2405;5776.6515;15033.0805
2042440.0;5781.8289;15025.8532;5783.8941;15028.4373;5781.9542;15028.7196;5784.1159;15030.1604;5785.7834;15036.3719;5782.1036;15027.828;5783.8892;15030.8255;5779.7754;15028.3239;5777.4706;15029.9596
2042460.0;5782.7885;15022.9609;5784.8508;15025.4199;5783.1452;15025.9502;5785.1506;15027.1775;5786.7583;15033.4327;5783.075;15024.8986;5784.8884;15027.8236;5780.7746;15025.4134;5778.3105;15026.8653
2042480.0;5783.7872;15020.0827;5785.8185;15022.4299;5784.3463;15023.204;5786.2221;15024.1859;5787.7855;15030.5403;5784.0532;15021.9765;5785.9456;15024.8337;5781.7658;15022.5126;5779.1735;15023.7937
2042500.0;5784.8236;15017.2165;5786.793;15019.4688;5785.5546;15020.4793;5787.3201;15021.19;5788.8426;15027.6967;5785.0336;15019.0592;5787.0524;15021.8609;5782.7563;15019.623;5780.0678;15020.741
2042520.0;5785.8928;15014.3639;5787.7761;15016.5344;5786.7724;15017.7724;5788.438;15018.2009;5789.9088;15024.8964;5786.0197;15016.1484;5788.1935;15018.9083;5783.7567;15016.7423;5781.0058;15017.7092
2042540.0;5786.9842;15011.5275;5788.7719;15013.6229;5788.0017;15015.0793;5789.5698;15015.2328;5790.9741;15022.1273;5787.0184;15013.2475;5789.3502;15015.9772;5784.7731;15013.8668;5781.9958;15014.7074
2042560.0;5788.0828;15008.7072;5789.7816;15010.7285;5789.2407;15012.3974;5790.7061;15012.2969;5792.041;15019.373;5788.0341;15010.3579;5790.5029;15013.067;5785.8046;15010.9936;5783.0358;15011.7468
2042580.0;5789.1733;15005.8964;5790.8004;15007.8433;5790.4841;15009.727;5791.8345;15009.3978;5793.1202;15016.6206;5789.0647;15007.4772;5791.6353;15010.1738;5786.8424;15008.1212;5784.1123;15008.8344
2042600.0;5790.2418;15003.0834;5791.8175;15004.958;5791.724;15007.0684;5792.943;15006.5316;5794.2195;15013.8656;5790.1012;15004.6017;5792.7367;15007.2921;5787.8721;15005.2488;5785.2051;15005.9674
2042620.0;5791.2754;15000.2558;5792.8202;15002.0643;5792.952;15004.4197;5794.023;15003.6856;5795.3365;15011.1106;5791.1298;15001.7285;5793.8038;15004.4164;5788.8783;15002.3756;5786.2943;15003.1323
2042640.0;5792.261;14997.4058;5793.7966;14999.1558;5794.162;15001.7761;5795.0702;15000.8411;5796.4568;15008.3582;5792.1362;14998.8561;5794.8377;15001.543;5789.8492;14999.5001;5787.3641;15000.3084
2042660.0;5793.185;14994.5351;5794.7378;14996.2318;5795.3529;14999.1342;5796.0831;14997.9804;5797.558;15005.6039;5793.1099;14995.9839;5795.8381;14998.6696;5790.7775;14996.6194;5788.4035;14997.475
2042680.0;5794.0359;14991.6548;5795.6376;14993.2982;5796.5288;14996.4931;5797.0609;14995.0955;5798.6159;15002.8356;5794.0459;14993.1117;5796.7977;14995.7938;5791.6592;14993.7298;5789.4041;14994.6173
2042700.0;5794.8071;14988.7789;5796.4936;14990.367;5797.6938;14993.8527;5798.0007;14992.1919;5799.6074;15000.0388;5794.943;14990.2397;5797.7022;14992.9121;5792.4908;14990.829;5790.3581;14991.7294
2042720.0;5795.4991;14985.915;5797.306;14987.4512;5798.8484;14991.2115;5798.8983;14989.283;5800.5146;14997.2062;5795.8006;14987.3685;5798.5349;14990.0194;5793.2681;14987.9187;5791.2575;14988.8145
2042740.0;5796.1184;14983.0606;5798.0759;14984.5602;5799.9875;14988.5668;5799.7492;14986.3807;5801.331;14994.3417;5796.6161;14984.4997;5799.2851;14987.1111;5793.9883;14985.0032;5792.0952;14985.8824
2042760.0;5796.6753;14980.2076;5798.8018;14981.695;5801.0999;14985.9154;5800.5493;14983.4898;5802.0676;14991.4588;5797.3844;14981.636;5799.9528;14984.1867;5794.6509;14982.086;5792.8647;14982.9454
2042780.0;5797.1805;14977.3504;5799.4778;14978.8484;5802.1683;14983.2507;5801.2932;14980.6083;5802.7476;14988.5724;5798.0997;14978.781;5800.5485;14981.2511;5795.2596;14979.168;5793.5622;14980.0118
2042800.0;5797.6431;14974.4888;5800.096;14976.0081;5803.1701;14980.5628;5801.9739;14977.7316;5803.39;14985.6914;5798.7576;14975.9364;5801.0867;14978.313;5795.8208;14976.249;5794.188;14977.0828
2042820.0;5798.0693;14971.6272;5800.6508;14973.1639;5804.0812;14977.8419;5802.5837;14974.8546;5803.9919;14982.815;5799.3548;14973.0988;5801.5803;14975.3792;5796.3415;14973.3291;5794.7481;14974.153
2042840.0;5798.4621;14968.7697;5801.142;14970.3114;5804.8821;14975.0815;5803.1157;14971.9717;5804.5275;14979.9357;5799.889;14970.2604;5802.0368;14972.4503;5796.8248;14970.4076;5795.253;14971.2157
2042860.0;5798.8227;14965.9158;5801.5743;14967.4504;5805.561;14972.2781;5803.564;14969.0754;5804.962;14977.0445;5800.358;14967.4125;5802.4593;14969.5204;5797.2685;14967.4809;5795.7126;14968.2681
2042880.0;5799.1503;14963.0577;5801.953;14964.5803;5806.1141;14969.4292;5803.9252;14966.1577;5805.2703;14974.135;5800.7592;14964.549;5802.8464;14966.5829;5797.6682;14964.5446;5796.1315;14965.3118
2042900.0;5799.4417;14960.1832;5802.2798;14961.698;5806.5454;14966.5337;5804.2005;14963.2125;5805.4493;14971.2054;5801.0895;14961.6677;5803.1935;14963.6343;5798.0221;14961.5972;5796.507;14962.3502
2042920.0;5799.6907;14957.2828;5802.5528;14958.8007;5806.8638;14963.5927;5804.3992;14960.2398;5805.5174;14968.2623;5801.3463;14958.7692;5803.4923;14960.6745;5798.3337;14958.6407;5796.8319;14959.3864
2042940.0;5799.8884;14954.3549;5802.768;14955.8868;5807.0804;14960.6092;5804.5369;14957.2459;5805.503;14965.3209;5801.529;14955.8562;5803.7336;14957.7034;5798.611;14955.6781;5797.1023;14956.4218
2042960.0;5800.0259;14951.4044;5802.9215;14952.9549;5807.207;14957.5873;5804.6311;14954.2393;5805.4292;14962.3971;5801.6398;14952.9303;5803.9107;14954.7188;5798.862;14952.7108;5797.3203;14953.4567
2042980.0;5800.0977;14948.4358;5803.0095;14950.0024;5807.2576;14954.5356;5804.695;14951.2238;5805.3034;14959.4925;5801.6851;14949.9891;5804.0228;14951.7171;5799.0922;14949.7366;5797.4913;14950.4909
2043000.0;5800.1032;14945.449;5803.0294;14947.0284;5807.2493;14951.4669;5804.736;14948.1964;5805.1193;14956.5866;5801.6752;14947.0255;5804.074;14948.6967;5799.3037;14946.7506;5797.6162;14947.5223
2043020.0;5800.0458;14942.4389;5802.9801;14944.0358;5807.1982;14948.3931;5804.7554;14945.15;5804.8669;14953.6481;5801.6246;14944.0334;5804.07;14945.66;5799.4964;14943.7467;5797.6895;14944.5469
2043040.0;5799.9276;14939.4013;5802.8649;14941.0276;5807.1139;14945.3171;5804.7497;14942.0816;5804.5416;14950.6584;5801.5482;14941.0131;5804.0143;14942.6118;5799.6646;14940.7192;5797.7035;14941.5578
2043060.0;5799.7454;14936.3371;5802.6917;14938.0023;5806.9971;14942.2315;5804.7104;14938.9953;5804.145;14947.621;5801.4561;14937.9701;5803.907;14939.5568;5799.7957;14937.6634;5797.6542;14938.5464
2043080.0;5799.4898;14933.2542;5802.4706;14934.9536;5806.8412;14939.125;5804.6251;14935.9001;5803.6833;14944.552;5801.3496;14934.91;5803.7464;14936.4968;5799.8695;14934.5741;5797.541;14935.5052
2043100.0;5799.15;14930.1641;5802.2108;14931.8767;5806.6369;14935.9888;5804.481;14932.8038;5803.1638;14941.4653;5801.2225;14931.8338;5803.5323;14933.43;5799.8635;14931.447;5797.3617;14932.4314
2043120.0;5798.7202;14927.0745;5801.9198;14928.7719;5806.377;14932.8193;5804.2704;14929.7094;5802.594;14938.3658;5801.0641;14928.7396;5803.2683;14930.3517;5799.7628;14928.2829;5797.1089;14929.3278
2043140.0;5798.2048;14923.9828;5801.6043;14925.6448;5806.0603;14929.6191;5803.9945;14926.6154;5801.9801;14935.2519;5800.8629;14925.6263;5802.9619;14927.2572;5799.5655;14925.0914;5796.7744;14926.202
2043160.0;5797.6198;14920.8771;5801.2708;14922.5019;5805.6936;14926.3974;5803.6653;14923.5175;5801.323;14932.1219;5800.6091;14922.4959;5802.6224;14924.1439;5799.2835;14921.8884;5796.3536;14923.0624
2043180.0;5796.9889;14917.7428;5800.9244;14919.347;5805.2902;14923.1675;5803.3022;14920.4107;5800.6156;14928.9754;5800.2976;14919.3518;5802.258;14921.0135;5798.9369;14918.6897;5795.8491;14919.9159
2043200.0;5796.3375;14914.5726;5800.5667;14916.1802;5804.866;14919.938;5802.9257;14917.2914;5799.8456;14925.8164;5799.9284;14916.1956;5801.8733;14917.8693;5798.5484;14915.5045;5795.2691;14916.7668
2043220.0;5795.6868;14911.3704;5800.1973;14913.0007;5804.4353;14916.7068;5802.5506;14914.1595;5799.0058;14922.6532;5799.5061;14913.0257;5801.4694;14914.7132;5798.139;14912.334;5794.6243;14913.6169
2043240.0;5795.0507;14908.1483;5799.8169;14909.8085;5804.0086;14913.4635;5802.1851;14911.0179;5798.1045;14919.4975;5799.0384;14909.8387;5801.0469;14911.5433;5797.7268;14909.1744;5793.927;14910.4667
2043260.0;5794.4355;14904.9207;5799.4302;14906.6034;5803.5914;14910.1987;5801.8323;14907.8701;5797.1651;14916.3606;5798.5359;14906.6332;5800.6098;14908.3563;5797.3265;14906.0207;5793.1917;14907.3166
2043280.0;5793.8421;14901.6993;5799.04;14903.3813;5803.1847;14906.9112;5801.492;14904.7174;5796.214;14913.2504;5798.0135;14903.4122;5800.1669;14905.1506;5796.9464;14902.8693;5792.4358;14904.1662
2043300.0;5793.269;14898.4906;5798.6396;14900.1333;5802.7847;14903.6081;5801.1609;14901.5579;5795.2673;14910.1702;5797.4872;14900.1822;5799.7283;14901.9285;5796.5856;14899.718;5791.6786;14901.0151
2043320.0;5792.7157;14895.2931;5798.2084;14896.8534;5802.383;14900.3006;5800.8314;14898.387;5794.3285;14907.1185;5796.9684;14896.9515;5799.2968;14898.6955;5796.2308;14896.5645;5790.9392;14897.8614
2043340.0;5792.1846;14892.0957;5797.7187;14893.5474;5801.9688;14896.9975;5800.4903;14895.1998;5793.3965;14904.0869;5796.4563;14893.7271;5798.8619;14895.4572;5795.8599;14893.4058;5790.2333;14894.7017
2043360.0;5791.6775;14888.8806;5797.1496;14890.2356;5801.5296;14893.7014;5800.1168;14891.9943;5792.4699;14901.0621;5795.9357;14890.5131;5798.4007;14892.2186;5795.4492;14890.2383;5789.5722;14891.5308
2043380.0;5791.1903;14885.6337;5796.4949;14886.9428;5801.0512;14890.4105;5799.683;14888.7731;5791.5432;14898.0324;5795.3799;14887.3085;5797.8878;14888.9835;5794.9822;14887.0596;5788.964;14888.3436
2043400.0;5790.7074;14882.354;5795.7602;14883.6835;5800.5174;14887.1234;5799.1605;14885.5423;5790.5996;14894.9923;5794.7591;14884.109;5797.3074;14885.7546;5794.4502;14883.8711;5788.4138;14885.1375
2043420.0;5790.2031;14879.0536;5794.9531;14880.4545;5799.9115;14883.8422;5798.531;14882.3093;5789.614;14891.9402;5794.0485;14880.9112;5796.6602;14882.5308;5793.849;14880.6766;5787.9225;14881.9134
2043440.0;5789.6484;14875.748;5794.0786;14877.2405;5799.2215;14880.5711;5797.7964;14879.0797;5788.5655;14888.8749;5793.2343;14877.7142;5795.9572;14879.3058;5793.1743;14877.4783;5787.4792;14878.6735
2043460.0;5789.0186;14872.4468;5793.1395;14874.0269;5798.4444;14877.3114;5796.9761;14875.857;5787.4477;14885.796;5792.3152;14874.5182;5795.2083;14876.0713;5792.4202;14874.2749;5787.058;14875.4172
2043480.0;5788.2976;14869.1533;5792.1391;14870.8076;5797.5865;14874.0616;5796.0918;14872.6422;5786.2682;14882.7054;5791.3007;14871.3231;5794.4134;14872.8246;5791.5796;14871.0642;5786.6196;14872.1412
2043500.0;5787.4777;14865.8705;5791.083;14867.584;5796.6594;14870.818;5795.152;14869.4365;5785.0392;14879.6058;5790.2075;14868.1296;5793.5606;14869.5727;5790.6461;14867.8484;5786.1177;14868.8445
2043520.0;5786.5576;14862.6027;5789.9787;14864.3577;5795.6749;14867.5759;5794.1485;14866.242;5783.7708;14876.4975;5789.0523;14864.9413;5792.6325;14866.3281;5789.6149;14864.6348;5785.5069;14865.5356
2043540.0;5785.539;14859.3551;5788.8375;14861.1259;5794.6424;14864.3286;5793.0666;14863.0608;5782.4687;14873.3803;5787.8448;14861.7626;5791.6148;14863.0989;5788.4848;14861.4324;5784.7501;14862.2327
2043560.0;5784.424;14856.133;5787.6722;14857.8826;5793.57;14861.0683;5791.8964;14859.8924;5781.1355;14870.2573;5786.584;14858.5951;5790.5027;14859.8837;5787.2611;14858.2462;5783.8257;14858.9555
2043580.0;5783.2139;14852.9414;5786.4907;14854.6245;5792.4645;14857.7896;5790.6391;14856.7335;5779.7728;14867.1362;5785.2606;14855.4364;5789.304;14856.6736;5785.9567;14855.0755;5782.7326;14855.7154
2043600.0;5781.9127;14849.7818;5785.2901;14851.3566;5791.3291;14854.4946;5789.3042;14853.5801;5778.3825;14864.0254;5783.8657;14852.2829;5788.0363;14853.4609;5784.5896;14851.9157;5781.4867;14852.5113
2043620.0;5780.531;14846.6486;5784.0563;14848.0921;5790.1602;14851.1921;5787.906;14850.4289;5776.9677;14860.9284;5782.3993;14849.1316;5786.7199;14850.2446;5783.1778;14848.761;5780.1145;14849.3348
2043640.0;5779.0865;14843.5312;5782.7726;14844.8468;5788.9491;14847.8913;5786.4594;14847.2785;5775.5316;14857.8408;5780.8741;14845.9802;5785.3691;14847.0313;5781.7346;14845.6065;5778.6457;14846.1762
2043660.0;5777.6013;14840.4188;5781.426;14841.6336;5787.6871;14844.5962;5784.9768;14844.1284;5774.0791;14854.753;5779.3121;14842.8265;5783.9881;14843.8299;5780.267;14842.4476;5777.1097;14843.0296
2043680.0;5776.0986;14837.3029;5780.0127;14838.4582;5786.3681;14841.3065;5783.4674;14840.9783;5772.6172;14851.6549;5777.7373;14839.6669;5782.5752;14840.647;5778.779;14839.2801;5775.534;14839.8922
2043700.0;5774.5987;14834.1752;5778.5376;14835.319;5784.9892;14838.0227;5781.9374;14837.8281;5771.1559;14848.5408;5776.1701;14836.4958;5781.1291;14837.4848;5777.2771;14836.1013;5773.945;14836.76
2043720.0;5773.1157;14831.0261;5777.0164;14832.2069;5783.5492;14834.7501;5780.3941;14834.678;5769.7045;14845.4112;5774.6244;14833.3075;5779.6544;14834.3422;5775.7736;14832.9129;5772.3673;14833.624
2043740.0;5771.6568;14827.8491;5775.4736;14829.1058;5782.0503;14831.4959;5778.8473;14831.5278;5768.2694;14842.2702;5773.1096;14830.0983;5778.1633;14831.215;5774.2864;14829.7184;5770.8217;14830.4713
2043760.0;5770.2231;14824.6455;5773.9392;14825.9961;5780.5008;14828.2633;5777.3119;14828.3777;5766.8545;14839.122;5771.6337;14826.8667;5776.6751;14828.0952;5772.8333;14826.5199;5769.3208;14827.2913
2043780.0;5768.8111;14821.4243;5772.4432;14822.8597;5778.9143;14825.0466;5775.8037;14825.2275;5765.4631;14835.9678;5770.2056;14823.6129;5775.2125;14824.9701;5771.4274;14823.3155;5767.8676;14824.0798
2043800.0;5767.4161;14818.1975;5771.0118;14819.6865;5777.3066;14821.8343;5774.3346;14822.0774;5764.0973;14832.8057;5768.8346;14820.3376;5773.7951;14821.8266;5770.0738;14820.1012;5766.4571;14820.8396
2043820.0;5766.0344;14814.9754;5769.6659;14816.4759;5775.6935;14818.6145;5772.9072;14818.9268;5762.7547;14829.6321;5767.5257;14817.0435;5772.4336;14818.6556;5768.7689;14816.8759;5765.0803;14817.5768
2043840.0;5764.6677;14811.7629;5768.4185;14813.2332;5774.0924;14815.3792;5771.5147;14815.7749;5761.4295;14826.446;5766.2767;14813.7376;5771.1293;14815.4548;5767.5035;14813.6416;5763.7272;14814.3005
2043860.0;5763.3244;14808.5556;5767.2718;14809.9658;5772.5235;14812.1237;5770.1441;14812.6187;5760.1143;14823.2505;5765.0778;14810.4289;5769.879;14812.2266;5766.267;14810.4021;5762.3873;14811.0215
2043880.0;5762.0183;14805.3396;5766.215;14806.6824;5771.0081;14808.8451;5768.7826;14809.4526;5758.8046;14820.05;5763.9154;14807.1245;5768.68;14808.9736;5765.0543;14807.1601;5761.0516;14807.7491
2043900.0;5760.7658;14802.0963;5765.2267;14803.3919;5769.5635;14805.5407;5767.422;14806.2686;5757.4995;14816.8469;5762.7788;14803.8249;5767.532;14805.6974;5763.8682;14803.9165;5759.7153;14804.4867
2043920.0;5759.5825;14798.8107;5764.2813;14800.1002;5768.1996;14802.2072;5766.0624;14803.0581;5756.2032;14813.6389;5761.6652;14800.5245;5766.4358;14802.3999;5762.7179;14800.67;5758.3813;14801.2311
2043940.0;5758.4805;14795.4787;5763.3558;14796.8062;5766.9206;14798.84;5764.7159;14799.8145;5754.9232;14810.4189;5760.5822;14797.2164;5765.3888;14799.0844;5761.6151;14797.4167;5757.0619;14797.9751
2043960.0;5757.4683;14792.1063;5762.4372;14793.5042;5765.7289;14795.4349;5763.4073;14796.5325;5753.6674;14807.176;5759.5438;14793.8971;5764.3844;14795.7547;5760.5725;14794.1496;5755.776;14794.7101
2043980.0;5756.5512;14788.705;5761.5248;14790.1898;5764.6256;14791.9927;5762.1669;14793.2063;5752.4409;14803.901;5758.5654;14790.5667;5763.4119;14792.4123;5759.6015;14790.8602;5754.545;14791.4279
2044000.0;5755.7341;14785.2849;5760.6274;14786.8627;5763.6072;14788.5221;5761.0189;14789.8309;5751.245;14800.593;5757.6591;14787.225;5762.4622;14789.0536;5758.7087;14787.5411;5753.3879;14788.1227
2044020.0;5755.0207;14781.8516;5759.7575;14783.524;5762.6617;14785.0377;5759.9744;14786.4064;5750.0784;14797.261;5756.8329;14783.8698;5761.5326;14785.6717;5757.8931;14784.1893;5752.3189;14784.79
2044040.0;5754.4106;14778.4054;5758.9258;14780.1709;5761.7725;14781.5515;5759.0336;14782.9401;5748.9393;14793.9167;5756.0904;14780.4975;5760.6303;14782.2597;5757.1475;14780.8076;5751.3475;14781.4261
2044060.0;5753.8966;14774.9457;5758.1406;14776.7957;5760.9271;14778.0676;5758.1926;14779.4435;5747.8254;14790.565;5755.4295;14777.1065;5759.7716;14778.8143;5756.4638;14777.403;5750.4788;14778.0295
2044080.0;5753.4659;14771.475;5757.4094;14773.391;5760.1239;14774.5821;5757.4468;14775.9274;5746.7355;14787.2012;5754.8423;14773.6991;5758.9763;14775.337;5755.8369;14773.9829;5749.7139;14774.6045
2044100.0;5753.1043;14768.0008;5756.7393;14769.9564;5759.3719;14771.0887;5756.7897;14772.3972;5745.6704;14783.8146;5754.3188;14770.2804;5758.259;14771.8331;5755.264;14770.5525;5749.0499;14771.1615
2044120.0;5752.7996;14764.5307;5756.1347;14766.4996;5758.6825;14767.5842;5756.2126;14768.8543;5744.631;14780.3939;5753.8505;14766.8548;5757.6217;14768.309;5754.7413;14767.1142;5748.4817;14767.7121
2044140.0;5752.542;14761.0679;5755.5969;14763.0305;5758.0639;14764.0688;5755.7071;14765.3008;5743.6184;14776.9322;5753.4315;14763.4244;5757.0541;14764.7729;5754.2634;14763.67;5748.0049;14764.2618
2044160.0;5752.3233;14757.6094;5755.1251;14759.5538;5757.5184;14760.5439;5755.27;14761.7429;5742.6406;14773.4301;5753.0578;14759.988;5756.5425;14761.2356;5753.826;14760.2234;5747.6192;14760.8091
2044180.0;5752.1342;14754.1497;5754.719;14756.0678;5757.046;14757.0102;5754.9024;14758.1891;5741.7224;14769.8972;5752.7265;14756.5426;5756.0808;14757.7077;5753.4298;14756.7786;5747.3273;14757.3514
2044200.0;5751.9663;14750.6853;5754.3796;14752.5699;5756.6474;14753.4707;5754.6054;14754.6441;5740.9063;14766.3471;5752.4377;14753.087;5755.6738;14754.1945;5753.0806;14753.3372;5747.1312;14753.8908
2044220.0;5751.8133;14747.2179;5754.1085;14749.0613;5756.3248;14749.9321;5754.375;14751.1053;5740.2348;14762.7904;5752.1935;14749.6241;5755.3319;14750.6923;5752.787;14749.8963;5747.0275;14750.4362
2044240.0;5751.6724;14743.753;5753.9048;14745.5466;5756.0783;14746.4031;5754.2002;14747.5642;5739.727;14759.2299;5751.9941;14746.1612;5755.0602;14747.1942;5752.555;14746.4476;5747.0066;14746.9977
2044260.0;5751.5416;14740.297;5753.7619;14742.0308;5755.9009;14742.8865;5754.0634;14744.0109;5739.368;14755.6649;5751.8328;14742.7053;5754.8508;14743.6968;5752.3816;14742.9809;5747.0553;14743.58
2044280.0;5751.4194;14736.8525;5753.6649;14738.519;5755.7769;14739.3758;5753.9446;14740.44;5739.1174;14752.0951;5751.6951;14739.259;5754.6832;14740.2045;5752.2529;14739.489;5747.1615;14740.1782
2044300.0;5751.3095;14733.4192;5753.5931;14735.0154;5755.6867;14735.8606;5753.8264;14736.8557;5738.9283;14748.5225;5751.5642;14735.8188;5754.5325;14736.725;5752.1474;14735.9739;5747.3147;14736.7816
2044320.0;5751.2254;14729.9963;5753.5265;14731.5222;5755.6128;14732.3368;5753.6975;14733.2708;5738.764;14744.948;5751.4296;14732.3779;5754.3789;14733.2639;5752.0441;14732.4477;5747.5044;14733.38
2044340.0;5751.1867;14726.5846;5753.4521;14728.0365;5755.5428;14728.8126;5753.5536;14729.7013;5738.6044;14741.3709;5751.2912;14728.9282;5754.2135;14729.8228;5751.9294;14728.9272;5747.7173;14729.969
2044360.0;5751.206;14723.1853;5753.364;14724.5516;5755.468;14725.3047;5753.3961;14726.1585;5738.4428;14737.7898;5751.1589;14725.4639;5754.0368;14726.3991;5751.7995;14725.424;5747.938;14726.5494
2044380.0;5751.2789;14719.7976;5753.2591;14721.0621;5755.382;14721.8269;5753.2304;14722.6442;5738.2808;14734.2038;5751.0482;14721.9839;5753.8532;14722.9865;5751.6595;14721.9412;5748.1518;14723.1246
2044400.0;5751.3856;14716.4206;5753.133;14717.5692;5755.282;14718.38;5753.0645;14719.1523;5738.1229;14730.6133;5750.9744;14718.4945;5753.6669;14719.5752;5751.5213;14718.4764;5748.3472;14719.6975
2044420.0;5751.5048;14713.0589;5752.9825;14714.0812;5755.1722;14714.9515;5752.9064;14715.675;5737.9766;14727.0217;5750.9487;14715.0077;5753.4818;14716.1552;5751.4006;14715.0288;5748.5176;14716.2696
2044440.0;5751.6257;14709.7231;5752.8121;14710.6104;5755.063;14711.5238;5752.7641;14712.2102;5737.8516;14723.4353;5750.9761;14711.5382;5753.3037;14712.7235;5751.3143;14711.6012;5748.661;14712.8417
2044460.0;5751.7496;14706.4237;5752.6384;14707.1672;5754.9659;14708.0868;5752.6478;14708.7655;5737.7589;14719.8614;5751.0554;14708.0987;5753.1432;14709.2884;5751.2789;14708.1969;5748.7799;14709.4146
2044480.0;5751.8824;14703.1612;5752.4895;14703.7566;5754.8891;14704.6428;5752.5731;14705.3556;5737.7099;14716.3044;5751.1816;14704.6974;5753.0171;14705.8655;5751.3084;14704.8151;5748.8824;14705.9901
2044500.0;5752.0278;14699.924;5752.3979;14700.3783;5754.8388;14701.2025;5752.5637;14701.9945;5737.7132;14712.7631;5751.3494;14701.3377;5752.9442;14702.4701;5751.4102;14701.4489;5748.9831;14702.5715
2044520.0;5752.1841;14696.6959;5752.3916;14697.0291;5754.8246;14697.7785;5752.6449;14698.6891;5737.7719;14709.2329;5751.5559;14698.0179;5752.9386;14699.1111;5751.5839;14698.0894;5749.1026;14699.1644
2044540.0;5752.3453;14693.4658;5752.4865;14693.7074;5754.8615;14694.3815;5752.8328;14695.4368;5737.8823;14705.7086;5751.7998;14694.7328;5753.0043;14695.7898;5751.8225;14694.7322;5749.2638;14695.7745
2044560.0;5752.5033;14690.2305;5752.6835;14690.4148;5754.9669;14691.018;5753.125;14692.2277;5738.035;14702.1869;5752.0786;14691.4758;5753.1372;14692.5029;5752.1181;14691.3816;5749.4872;14692.406
2044580.0;5752.6521;14686.9918;5752.9723;14687.1547;5755.1534;14687.6898;5753.502;14689.0487;5738.22;14698.6665;5752.3875;14688.2425;5753.331;14689.2452;5752.4642;14688.0482;5749.7851;14689.0611
2044600.0;5752.7938;14683.7531;5753.3401;14683.928;5755.4224;14684.3968;5753.9401;14685.888;5738.4316;14695.1475;5752.7203;14685.0313;5753.5824;14686.0126;5752.8588;14684.7412;5750.1603;14685.7418
2044620.0;5752.9384;14680.518;5753.7787;14680.7315;5755.7649;14681.1417;5754.4243;14682.7387;5738.671;14691.6323;5753.0747;14681.8413;5753.8904;14682.8032;5753.3057;14681.4625;5750.608;14682.4513
2044640.0;5753.1014;14677.2891;5754.2861;14677.5581;5756.1671;14677.9311;5754.9526;14679.5999;5738.945;14688.126;5753.4539;14678.6699;5754.2534;14679.6151;5753.8156;14678.2087;5751.1185;14679.1929
2044660.0;5753.3007;14674.0654;5754.8647;14674.4009;5756.6197;14674.7701;5755.532;14676.4753;5739.2615;14684.6384;5753.8639;14675.5128;5754.6689;14676.445;5754.4011;14674.9781;5751.6816;14675.967
2044680.0;5753.5584;14670.8404;5755.5159;14671.2566;5757.1227;14671.6545;5756.1723;14673.3715;5739.6268;14681.1844;5754.3091;14672.3673;5755.1372;14673.2889;5755.0669;14671.775;5752.289;14672.7697
