Time(sentisec);X_A(m);Y_A(m);X_L(m);Y_L(m);X_B(m);Y_B(m);X_C(m);Y_C(m);X_D(m);Y_D(m);X_E(m);Y_E(m);X_G(m);Y_G(m);X_H(m);Y_H(m);X_I(m);Y_I(m);X_J(m);Y_J(m)
2306420.0;3006.7027;1838.3241;3004.1178;1843.8031;3013.452;1825.7112;3004.7306;1848.1907;3002.0412;1813.8457;2873.8224;1825.5271;2999.8371;1860.0556;3001.6215;1813.8681;3018.1034;1832.7932;3003.045;1815.3488
2306420.0;3006.7027;1838.3241;3004.1178;1843.8031;3013.452;1825.7112;3004.7306;1848.1907;3002.0412;1813.8457;2873.8224;1825.5271;2999.8371;1860.0556;3001.6215;1813.8681;3018.1034;1832.7932;3003.045;1815.3488
2306440.0;3007.8061;1839.3194;3005.9824;1844.2968;3013.3893;1825.7081;3006.5106;1848.7016;3002.0528;1814.0332;2873.8224;1825.5271;2999.8079;1860.0631;3001.6178;1813.8994;3018.1597;1832.8283;3003.0566;1815.0031
2306440.0;3007.8061;1839.3194;3005.9824;1844.2968;3013.3893;1825.7081;3006.5106;1848.7016;3002.0528;1814.0332;2873.8224;1825.5271;2999.8079;1860.0631;3001.6178;1813.8994;3018.1597;1832.8283;3003.0566;1815.0031
2306460.0;3008.7599;1840.4671;3007.9399;1844.7165;3013.3266;1825.7006;3008.3839;1849.0451;3002.0791;1814.2213;2873.8224;1825.5271;2999.7775;1860.0558;3001.6245;1813.941;3018.2201;1832.8642;3003.0697;1814.6879
2306460.0;3008.7599;1840.4671;3007.9399;1844.7165;3013.3266;1825.7006;3008.3839;1849.0451;3002.0791;1814.2213;2873.8224;1825.5271;2999.7775;1860.0558;3001.6245;1813.941;3018.2201;1832.8642;3003.0697;1814.6879
2306480.0;3009.5889;1841.7469;3009.9938;1845.0446;3013.2638;1825.6867;3010.3386;1849.2223;3002.1293;1814.4111;2873.8224;1825.5271;2999.7464;1860.0382;3001.6409;1813.9878;3018.282;1832.8954;3003.0996;1814.4165
2306480.0;3009.5889;1841.7469;3009.9938;1845.0446;3013.2638;1825.6867;3010.3386;1849.2223;3002.1293;1814.4111;2873.8224;1825.5271;2999.7464;1860.0382;3001.6409;1813.9878;3018.282;1832.8954;3003.0996;1814.4165
2306500.0;3010.3468;1843.1324;3012.1372;1845.2724;3013.2011;1825.6677;3012.3619;1849.235;3002.2107;1814.6028;2873.8224;1825.5269;2999.715;1860.0189;3001.6642;1814.0356;3018.3439;1832.922;3003.1464;1814.1992
2306500.0;3010.3468;1843.1324;3012.1372;1845.2724;3013.2011;1825.6677;3012.3619;1849.235;3002.2107;1814.6028;2873.8224;1825.5269;2999.715;1860.0189;3001.6642;1814.0356;3018.3439;1832.922;3003.1464;1814.1992
2306520.0;3011.106;1844.592;3014.3533;1845.4024;3013.1384;1825.6501;3014.4391;1849.0852;3002.3218;1814.7914;2873.8224;1825.5259;2999.6841;1860.0039;3001.6913;1814.0831;3018.4042;1832.9495;3003.1988;1814.0383
2306520.0;3011.106;1844.592;3014.3533;1845.4024;3013.1384;1825.6501;3014.4391;1849.0852;3002.3218;1814.7914;2873.8224;1825.5259;2999.6841;1860.0039;3001.6913;1814.0831;3018.4042;1832.9495;3003.1988;1814.0383
2306540.0;3011.9396;1846.0887;3016.6198;1845.4432;3013.0756;1825.6428;3016.5525;1848.7741;3002.4487;1814.9658;2873.8224;1825.5228;2999.6554;1859.9928;3001.7198;1814.1306;3018.4605;1832.9831;3003.244;1813.9278
2306540.0;3011.9396;1846.0887;3016.6198;1845.4432;3013.0756;1825.6428;3016.5525;1848.7741;3002.4487;1814.9658;2873.8224;1825.5228;2999.6554;1859.9928;3001.7198;1814.1306;3018.4605;1832.9831;3003.244;1813.9278
2306560.0;3012.9071;1847.5822;3018.9131;1845.3973;3013.0131;1825.6501;3018.6811;1848.3014;3002.5714;1815.1163;2873.8224;1825.5153;2999.6307;1859.9803;3001.7466;1814.1776;3018.5092;1833.0224;3003.2757;1813.8562
2306560.0;3012.9071;1847.5822;3018.9131;1845.3973;3013.0131;1825.6501;3018.6811;1848.3014;3002.5714;1815.1163;2873.8224;1825.5153;2999.6307;1859.9803;3001.7466;1814.1776;3018.5092;1833.0224;3003.2757;1813.8562
2306580.0;3014.0481;1849.0306;3021.2125;1845.2545;3012.951;1825.6677;3020.8031;1847.6659;3002.679;1815.246;2873.8224;1825.5014;2999.6131;1859.9603;3001.7705;1814.2232;3018.5468;1833.0609;3003.2963;1813.8133
2306580.0;3014.0481;1849.0306;3021.2125;1845.2545;3012.951;1825.6677;3020.8031;1847.6659;3002.679;1815.246;2873.8224;1825.5014;2999.6131;1859.9603;3001.7705;1814.2232;3018.5468;1833.0609;3003.2963;1813.8133
2306600.0;3015.3815;1850.3936;3023.5001;1844.9945;3012.8905;1825.6865;3022.899;1846.8672;3002.7786;1815.3694;2873.8224;1825.4824;2999.6066;1859.9298;3001.7945;1814.2672;3018.5719;1833.0912;3003.3135;1813.7939
2306600.0;3015.3815;1850.3936;3023.5001;1844.9945;3012.8905;1825.6865;3022.899;1846.8672;3002.7786;1815.3694;2873.8224;1825.4824;2999.6066;1859.9298;3001.7945;1814.2672;3018.5719;1833.0912;3003.3135;1813.7939
2306620.0;3016.9078;1851.6362;3025.7605;1844.5967;3012.8336;1825.6994;3024.9517;1845.9057;3002.8873;1815.4973;2873.8224;1825.4648;2999.6131;1859.8913;3001.826;1814.3073;3018.5859;1833.1102;3003.3369;1813.7955
2306620.0;3016.9078;1851.6362;3025.7605;1844.5967;3012.8336;1825.6994;3024.9517;1845.9057;3002.8873;1815.4973;2873.8224;1825.4648;2999.6131;1859.8913;3001.826;1814.3073;3018.5859;1833.1102;3003.3369;1813.7955
2306640.0;3018.6116;1852.7328;3027.9793;1844.0447;3012.7826;1825.7036;3026.9468;1844.7832;3003.0143;1815.622;2873.8224;1825.4575;2999.6307;1859.852;3001.872;1814.3369;3018.5924;1833.1196;3003.3745;1813.8126
2306640.0;3018.6116;1852.7328;3027.9793;1844.0447;3012.7826;1825.7036;3026.9468;1844.7832;3003.0143;1815.622;2873.8224;1825.4575;2999.6307;1859.852;3001.872;1814.3369;3018.5924;1833.1196;3003.3745;1813.8126
2306660.0;3020.4657;1853.671;3030.1413;1843.3277;3012.7393;1825.6982;3028.8729;1843.5046;3003.1518;1815.7221;2873.8224;1825.4648;2999.6552;1859.8184;3001.9339;1814.3484;3018.5948;1833.1232;3003.43;1813.8358
2306660.0;3020.4657;1853.671;3030.1413;1843.3277;3012.7393;1825.6982;3028.8729;1843.5046;3003.1518;1815.7221;2873.8224;1825.4648;2999.6552;1859.8184;3001.9339;1814.3484;3018.5948;1833.1232;3003.43;1813.8358
2306680.0;3022.4383;1854.4509;3032.2268;1842.4353;3012.7024;1825.6822;3030.7206;1842.082;3003.2792;1815.7778;2873.8224;1825.4824;2999.6833;1859.7909;3002.0063;1814.3393;3018.5956;1833.1243;3003.5005;1813.8586
2306680.0;3022.4383;1854.4509;3032.2268;1842.4353;3012.7024;1825.6822;3030.7206;1842.082;3003.2792;1815.7778;2873.8224;1825.4824;2999.6833;1859.7909;3002.0063;1814.3393;3018.5956;1833.1243;3003.5005;1813.8586
2306700.0;3024.498;1855.0787;3034.2107;1841.3579;3012.669;1825.6558;3032.4811;1840.533;3003.3738;1815.7837;2873.8224;1825.5014;2999.7121;1859.7643;3002.0815;1814.3163;3018.5964;1833.1245;3003.5782;1813.8832
2306700.0;3024.498;1855.0787;3034.2107;1841.3579;3012.669;1825.6558;3032.4811;1840.533;3003.3738;1815.7837;2873.8224;1825.5014;2999.7121;1859.7643;3002.0815;1814.3163;3018.5964;1833.1245;3003.5782;1813.8832
2306720.0;3026.6164;1855.5565;3036.0663;1840.0896;3012.6368;1825.6243;3034.1446;1838.8757;3003.4238;1815.7489;2873.8224;1825.5153;2999.7384;1859.7331;3002.154;1814.2933;3018.5987;1833.1248;3003.6541;1813.9178
2306720.0;3026.6164;1855.5565;3036.0663;1840.0896;3012.6368;1825.6243;3034.1446;1838.8757;3003.4238;1815.7489;2873.8224;1825.5153;2999.7384;1859.7331;3002.154;1814.2933;3018.5987;1833.1248;3003.6541;1813.9178
2306740.0;3028.7678;1855.8765;3037.7727;1838.6326;3012.6058;1825.598;3035.7014;1837.1234;3003.4368;1815.691;2873.8224;1825.5228;2999.76;1859.6968;3002.2225;1814.284;3018.6044;1833.1258;3003.723;1813.9663
2306740.0;3028.7678;1855.8765;3037.7727;1838.6326;3012.6058;1825.598;3035.7014;1837.1234;3003.4368;1815.691;2873.8224;1825.5228;2999.76;1859.6968;3002.2225;1814.284;3018.6044;1833.1258;3003.723;1813.9663
2306760.0;3030.9289;1856.0207;3039.3184;1836.9972;3012.5769;1825.5877;3037.1449;1835.2854;3003.4381;1815.629;2873.8224;1825.5259;2999.7776;1859.6598;3002.2873;1814.2946;3018.616;1833.1291;3003.7831;1814.0221
2306760.0;3030.9289;1856.0207;3039.3184;1836.9972;3012.5769;1825.5877;3037.1449;1835.2854;3003.4381;1815.629;2873.8224;1825.5259;2999.7776;1859.6598;3002.2873;1814.2946;3018.616;1833.1291;3003.7831;1814.0221
2306780.0;3033.0784;1855.9683;3040.7028;1835.1985;3012.5515;1825.598;3038.4712;1833.3705;3003.4573;1815.579;2873.8224;1825.5269;2999.795;1859.6259;3002.3475;1814.3209;3018.6339;1833.1376;3003.8348;1814.0724
2306780.0;3033.0784;1855.9683;3040.7028;1835.1985;3012.5515;1825.598;3038.4712;1833.3705;3003.4573;1815.579;2873.8224;1825.5269;2999.795;1859.6259;3002.3475;1814.3209;3018.6339;1833.1376;3003.8348;1814.0724
2306800.0;3035.1962;1855.6999;3041.931;1833.2534;3012.5316;1825.6245;3039.6776;1831.3915;3003.5102;1815.5506;2873.8224;1825.5271;2999.8159;1859.5925;3002.3992;1814.3524;3018.6552;1833.1548;3003.8788;1814.1067
2306800.0;3035.1962;1855.6999;3041.931;1833.2534;3012.5316;1825.6245;3039.6776;1831.3915;3003.5102;1815.5506;2873.8224;1825.5271;2999.8159;1859.5925;3002.3992;1814.3524;3018.6552;1833.1548;3003.8788;1814.1067
2306820.0;3037.2618;1855.2015;3043.0106;1831.1813;3012.5187;1825.6569;3040.7596;1829.361;3003.5939;1815.5472;2873.8224;1825.5271;2999.8402;1859.5513;3002.437;1814.3789;3018.6731;1833.1824;3003.9179;1814.126
2306820.0;3037.2618;1855.2015;3043.0106;1831.1813;3012.5187;1825.6569;3040.7596;1829.361;3003.5939;1815.5472;2873.8224;1825.5271;2999.8402;1859.5513;3002.437;1814.3789;3018.6731;1833.1824;3003.9179;1814.126
2306840.0;3039.252;1854.4625;3043.9476;1829.0056;3012.5111;1825.6865;3041.7131;1827.2876;3003.6964;1815.5662;2873.8224;1825.5271;2999.8639;1859.4956;3002.4573;1814.3959;3018.6799;1833.217;3003.9568;1814.1396
2306840.0;3039.252;1854.4625;3043.9476;1829.0056;3012.5111;1825.6865;3041.7131;1827.2876;3003.6964;1815.5662;2873.8224;1825.5271;2999.8639;1859.4956;3002.4573;1814.3959;3018.6799;1833.217;3003.9568;1814.1396
2306860.0;3041.1401;1853.4772;3044.7471;1826.7515;3012.5035;1825.7111;3042.5391;1825.1731;3003.8089;1815.6011;2873.8224;1825.5271;2999.8824;1859.4283;3002.4619;1814.4044;3018.6722;1833.2508;3003.9996;1814.1567
2306860.0;3041.1401;1853.4772;3044.7471;1826.7515;3012.5035;1825.7111;3042.5391;1825.1731;3003.8089;1815.6011;2873.8224;1825.5271;2999.8824;1859.4283;3002.4619;1814.4044;3018.6722;1833.2508;3003.9996;1814.1567
2306880.0;3042.8964;1852.2461;3045.4137;1824.4389;3012.4906;1825.7354;3043.2455;1823.0162;3003.9274;1815.6443;2873.8224;1825.5271;2999.8934;1859.3609;3002.459;1814.4078;3018.6522;1833.2748;3004.0461;1814.1789
2306880.0;3042.8964;1852.2461;3045.4137;1824.4389;3012.4906;1825.7354;3043.2455;1823.0162;3003.9274;1815.6443;2873.8224;1825.5271;2999.8934;1859.3609;3002.459;1814.4078;3018.6522;1833.2748;3004.0461;1814.1789
2306900.0;3044.4925;1850.7798;3045.9528;1822.077;3012.4707;1825.7645;3043.8401;1820.8148;3004.0497;1815.6908;2873.8226;1825.5271;2999.897;1859.3052;3002.4586;1814.4088;3018.6251;1833.2824;3004.0912;1814.2023
2306900.0;3044.4925;1850.7798;3045.9528;1822.077;3012.4707;1825.7645;3043.8401;1820.8148;3004.0497;1815.6908;2873.8226;1825.5271;2999.897;1859.3052;3002.4586;1814.4088;3018.6251;1833.2824;3004.0912;1814.2023
2306920.0;3045.9034;1849.0984;3046.3656;1819.6652;3012.4454;1825.8002;3044.3219;1818.5677;3004.174;1815.7394;2873.8233;1825.5271;2999.8942;1859.264;3002.4671;1814.409;3018.5953;1833.2703;3004.1282;1814.2249
2306920.0;3045.9034;1849.0984;3046.3656;1819.6652;3012.4454;1825.8002;3044.3219;1818.5677;3004.174;1815.7394;2873.8233;1825.5271;2999.8942;1859.264;3002.4671;1814.409;3018.5953;1833.2703;3004.1282;1814.2249
2306940.0;3047.1082;1847.2288;3046.6462;1817.2014;3012.4172;1825.8402;3044.6763;1816.2749;3004.2983;1815.7895;2873.8255;1825.5271;2999.8856;1859.2301;3002.4838;1814.409;3018.5645;1833.2378;3004.152;1814.2496
2306940.0;3047.1082;1847.2288;3046.6462;1817.2014;3012.4172;1825.8402;3044.6763;1816.2749;3004.2983;1815.7895;2873.8255;1825.5271;2999.8856;1859.2301;3002.4838;1814.409;3018.5645;1833.2378;3004.152;1814.2496
2306960.0;3048.0867;1845.1992;3046.7789;1814.6891;3012.3886;1825.8825;3044.8803;1813.9378;3004.4224;1815.8396;2873.8313;1825.5271;2999.8736;1859.1941;3002.5031;1814.409;3018.5329;1833.1887;3004.1607;1814.2803
2306960.0;3048.0867;1845.1992;3046.7789;1814.6891;3012.3886;1825.8825;3044.8803;1813.9378;3004.4224;1815.8396;2873.8313;1825.5271;2999.8736;1859.1941;3002.5031;1814.409;3018.5329;1833.1887;3004.1607;1814.2803
2306980.0;3048.8196;1843.0383;3046.7427;1812.1396;3012.3629;1825.9266;3044.9097;1811.5616;3004.5466;1815.8882;2873.8428;1825.5271;2999.864;1859.15;3002.5192;1814.4088;3018.5013;1833.1331;3004.1548;1814.3163
2306980.0;3048.8196;1843.0383;3046.7427;1812.1396;3012.3629;1825.9266;3044.9097;1811.5616;3004.5466;1815.8882;2873.8428;1825.5271;2999.864;1859.15;3002.5192;1814.4088;3018.5013;1833.1331;3004.1548;1814.3163
2307000.0;3049.2904;1840.7762;3046.517;1809.5693;3012.3434;1825.9728;3044.7464;1809.1582;3004.6711;1815.9349;2873.8608;1825.5271;2999.8656;1859.095;3002.5296;1814.4078;3018.4703;1833.0862;3004.1362;1814.3523
2307000.0;3049.2904;1840.7762;3046.517;1809.5693;3012.3434;1825.9728;3044.7464;1809.1582;3004.6711;1815.9349;2873.8608;1825.5271;2999.8656;1859.095;3002.5296;1814.4078;3018.4703;1833.0862;3004.1362;1814.3523
2307020.0;3049.489;1838.4454;3046.0881;1806.9965;3012.3309;1826.0199;3044.3778;1806.7483;3004.7957;1815.9787;2873.8821;1825.5271;2999.8845;1859.025;3002.5349;1814.4044;3018.4398;1833.061;3004.1088;1814.3828
2307020.0;3049.489;1838.4454;3046.0881;1806.9965;3012.3309;1826.0199;3044.3778;1806.7483;3004.7957;1815.9787;2873.8821;1825.5271;2999.8845;1859.025;3002.5349;1814.4044;3018.4398;1833.061;3004.1088;1814.3828
2307040.0;3049.4096;1836.0803;3045.4501;1804.4411;3012.3229;1826.0674;3043.7971;1804.3581;3004.9197;1816.0155;2873.8999;1825.5271;2999.9215;1858.9337;3002.5376;1814.3959;3018.4106;1833.0605;3004.0772;1814.4077
2307040.0;3049.4096;1836.0803;3045.4501;1804.4411;3012.3229;1826.0674;3043.7971;1804.3581;3004.9197;1816.0155;2873.8999;1825.5271;2999.9215;1858.9337;3002.5376;1814.3959;3018.4106;1833.0605;3004.0772;1814.4077
2307060.0;3049.0504;1833.7162;3044.6067;1801.9272;3012.3149;1826.1151;3043.0035;1802.0149;3005.041;1816.0392;2873.9069;1825.5271;2999.9719;1858.8192;3002.5405;1814.3787;3018.3855;1833.0765;3004.0451;1814.4317
2307060.0;3049.0504;1833.7162;3044.6067;1801.9272;3012.3149;1826.1151;3043.0035;1802.0149;3005.041;1816.0392;2873.9069;1825.5271;2999.9719;1858.8192;3002.5405;1814.3787;3018.3855;1833.0765;3004.0451;1814.4317
2307080.0;3048.4121;1831.3891;3043.567;1799.4832;3012.3024;1826.1623;3042.0033;1799.7442;3005.156;1816.0448;2873.8999;1825.5271;3000.0293;1858.6893;3002.5464;1814.3512;3018.3685;1833.0964;3004.0136;1814.4598
2307080.0;3048.4121;1831.3891;3043.567;1799.4832;3012.3024;1826.1623;3042.0033;1799.7442;3005.156;1816.0448;2873.8999;1825.5271;3000.0293;1858.6893;3002.5464;1814.3512;3018.3685;1833.0964;3004.0136;1814.4598
2307100.0;3047.5011;1829.1362;3042.3421;1797.1379;3012.2829;1826.2058;3040.8077;1797.5746;3005.2598;1816.0319;2873.8821;1825.5269;3000.0882;1858.561;3002.5582;1814.3163;3018.3632;1833.1115;3003.9837;1814.4924
2307100.0;3047.5011;1829.1362;3042.3421;1797.1379;3012.2829;1826.2058;3040.8077;1797.5746;3005.2598;1816.0319;2873.8821;1825.5269;3000.0882;1858.561;3002.5582;1814.3163;3018.3632;1833.1115;3003.9837;1814.4924
2307120.0;3046.3277;1826.994;3040.9393;1794.9173;3012.257;1826.2435;3039.4297;1795.543;3005.3492;1816.0059;2873.8608;1825.5259;3000.1435;1858.4499;3002.5775;1814.2815;3018.3715;1833.12;3003.9576;1814.5249
2307120.0;3046.3277;1826.994;3040.9393;1794.9173;3012.257;1826.2435;3039.4297;1795.543;3005.3492;1816.0059;2873.8608;1825.5259;3000.1435;1858.4499;3002.5775;1814.2815;3018.3715;1833.12;3003.9576;1814.5249
2307140.0;3044.9069;1824.9939;3039.3611;1792.8447;3012.227;1826.2788;3037.8815;1793.6926;3005.4253;1815.9784;2873.8428;1825.5226;3000.1899;1858.3623;3002.6035;1814.254;3018.3943;1833.1244;3003.9382;1814.553
2307140.0;3044.9069;1824.9939;3039.3611;1792.8447;3012.227;1826.2788;3037.8815;1793.6926;3005.4253;1815.9784;2873.8428;1825.5226;3000.1899;1858.3623;3002.6035;1814.254;3018.3943;1833.1244;3003.9382;1814.553
2307160.0;3043.2582;1823.1607;3037.6105;1790.9473;3012.1944;1826.3209;3036.1771;1792.0624;3005.4933;1815.9636;2873.8313;1825.5141;3000.2218;1858.2939;3002.6335;1814.2367;3018.4311;1833.1289;3003.9264;1814.5771
2307160.0;3043.2582;1823.1607;3037.6105;1790.9473;3012.1944;1826.3209;3036.1771;1792.0624;3005.4933;1815.9636;2873.8313;1825.5141;3000.2218;1858.2939;3002.6335;1814.2367;3018.4311;1833.1289;3003.9264;1814.5771
2307180.0;3041.4091;1821.5136;3035.6985;1789.256;3012.1582;1826.3771;3034.3358;1790.6757;3005.5607;1815.9701;2873.8255;1825.4969;3000.2352;1858.2371;3002.6661;1814.2282;3018.479;1833.1376;3003.9206;1814.6019
2307180.0;3041.4091;1821.5136;3035.6985;1789.256;3012.1582;1826.3771;3034.3358;1790.6757;3005.5607;1815.9701;2873.8255;1825.4969;3000.2352;1858.2371;3002.6661;1814.2282;3018.479;1833.1376;3003.9206;1814.6019
2307200.0;3039.3957;1820.0685;3033.6461;1787.7996;3012.1165;1826.4454;3032.3818;1789.5335;3005.6328;1815.9974;2873.8233;1825.4693;3000.2306;1858.1862;3002.7022;1814.2249;3018.533;1833.1548;3003.9184;1814.6325
2307200.0;3039.3957;1820.0685;3033.6461;1787.7996;3012.1165;1826.4454;3032.3818;1789.5335;3005.6328;1815.9974;2873.8233;1825.4693;3000.2306;1858.1862;3002.7022;1814.2249;3018.533;1833.1548;3003.9184;1814.6325
2307220.0;3037.261;1818.8357;3031.4813;1786.5952;3012.0695;1826.5149;3030.3396;1788.6225;3005.7108;1816.0383;2873.8226;1825.4345;3000.2135;1858.1378;3002.7433;1814.2241;3018.5876;1833.1824;3003.9177;1814.6684
2307220.0;3037.261;1818.8357;3031.4813;1786.5952;3012.0695;1826.5149;3030.3396;1788.6225;3005.7108;1816.0383;2873.8226;1825.4345;3000.2135;1858.1378;3002.7433;1814.2241;3018.5876;1833.1824;3003.9177;1814.6684
2307240.0;3035.0489;1817.8166;3029.2326;1785.6479;3012.0194;1826.5747;3028.2312;1787.9268;3005.7908;1816.0854;2873.8224;1825.3997;3000.1923;1858.0898;3002.7885;1814.2249;3018.638;1833.2172;3003.9176;1814.7046
2307240.0;3035.0489;1817.8166;3029.2326;1785.6479;3012.0194;1826.5747;3028.2312;1787.9268;3005.7908;1816.0854;2873.8224;1825.3997;3000.1923;1858.0898;3002.7885;1814.2249;3018.638;1833.2172;3003.9176;1814.7046
2307260.0;3032.798;1817.0031;3026.9245;1784.9542;3011.9679;1826.6214;3026.078;1787.4411;3005.8671;1816.1349;2873.8226;1825.3721;3000.1743;1858.0426;3002.8338;1814.2282;3018.6819;1833.252;3003.9177;1814.7358
2307260.0;3032.798;1817.0031;3026.9245;1784.9542;3011.9679;1826.6214;3026.078;1787.4411;3005.8671;1816.1349;2873.8226;1825.3721;3000.1743;1858.0426;3002.8338;1814.2282;3018.6819;1833.252;3003.9177;1814.7358
2307280.0;3030.537;1816.3825;3024.5768;1784.5068;3011.9133;1826.6566;3023.9046;1787.1713;3005.936;1816.1853;2873.8233;1825.3549;3000.1628;1857.9991;3002.8756;1814.2367;3018.7212;1833.2796;3003.9184;1814.7624
2307280.0;3030.537;1816.3825;3024.5768;1784.5068;3011.9133;1826.6566;3023.9046;1787.1713;3005.936;1816.1853;2873.8233;1825.3549;3000.1628;1857.9991;3002.8756;1814.2367;3018.7212;1833.2796;3003.9184;1814.7624
2307300.0;3028.2853;1815.9399;3022.2081;1784.2964;3011.8525;1826.6805;3021.7377;1787.1283;3005.998;1816.2352;2873.8255;1825.3464;3000.1569;1857.9612;3002.9139;1814.2541;3018.761;1833.2968;3003.9205;1814.7898
2307300.0;3028.2853;1815.9399;3022.2081;1784.2964;3011.8525;1826.6805;3021.7377;1787.1283;3005.998;1816.2352;2873.8255;1825.3464;3000.1569;1857.9612;3002.9139;1814.2541;3018.761;1833.2968;3003.9205;1814.7898
2307320.0;3026.0573;1815.6561;3019.8393;1784.3152;3011.7852;1826.6897;3019.602;1787.3179;3006.0564;1816.2839;2873.8313;1825.3431;3000.154;1857.9249;3002.9522;1814.2826;3018.8073;1833.3053;3003.9256;1814.8234
2307320.0;3026.0573;1815.6561;3019.8393;1784.3152;3011.7852;1826.6897;3019.602;1787.3179;3006.0564;1816.2839;2873.8313;1825.3431;3000.154;1857.9249;3002.9522;1814.2826;3018.8073;1833.3053;3003.9256;1814.8234
2307340.0;3023.8666;1815.5054;3017.493;1784.5558;3011.717;1826.6826;3017.5178;1787.7374;3006.1133;1816.3298;2873.8429;1825.342;3000.1509;1857.8787;3002.9939;1814.3204;3018.8642;1833.3086;3003.935;1814.863
2307340.0;3023.8666;1815.5054;3017.493;1784.5558;3011.717;1826.6826;3017.5178;1787.7374;3006.1133;1816.3298;2873.8429;1825.342;3000.1509;1857.8787;3002.9939;1814.3204;3018.8642;1833.3086;3003.935;1814.863
2307360.0;3021.7252;1815.4597;3015.1895;1785.0085;3011.6575;1826.6641;3015.5016;1788.3728;3006.1675;1816.3691;2873.8616;1825.3418;3000.1443;1857.8101;3003.0385;1814.3629;3018.9328;1833.3096;3003.9479;1814.9025
2307360.0;3021.7252;1815.4597;3015.1895;1785.0085;3011.6575;1826.6641;3015.5016;1788.3728;3006.1675;1816.3691;2873.8616;1825.3418;3000.1443;1857.8101;3003.0385;1814.3629;3018.9328;1833.3096;3003.9479;1814.9025
2307380.0;3019.6395;1815.4943;3012.9445;1785.6571;3011.614;1826.6423;3013.5685;1789.2007;3006.2152;1816.3984;2873.8853;1825.3418;3000.1305;1857.7119;3003.0813;1814.406;3019.0119;1833.3098;3003.9598;1814.9363
2307380.0;3019.6395;1815.4943;3012.9445;1785.6571;3011.614;1826.6423;3013.5685;1789.2007;3006.2152;1816.3984;2873.8853;1825.3418;3000.1305;1857.7119;3003.0813;1814.406;3019.0119;1833.3098;3003.9598;1814.9363
2307400.0;3017.6068;1815.5901;3010.7708;1786.4818;3011.587;1826.6216;3011.7309;1790.1903;3006.2524;1816.4171;2873.9096;1825.3418;3000.1068;1857.5818;3003.116;1814.448;3019.0975;1833.3101;3003.9647;1814.9648
2307400.0;3017.6068;1815.5901;3010.7708;1786.4818;3011.587;1826.6216;3011.7309;1790.1903;3006.2524;1816.4171;2873.9096;1825.3418;3000.1068;1857.5818;3003.116;1814.448;3019.0975;1833.3101;3003.9647;1814.9648
2307420.0;3015.6154;1815.7312;3008.6817;1787.464;3011.5705;1826.6014;3009.994;1791.3102;3006.2773;1816.4292;2873.9305;1825.3418;3000.0738;1857.4183;3003.1382;1814.4878;3019.1837;1833.3111;3003.9596;1814.9947
2307420.0;3015.6154;1815.7312;3008.6817;1787.464;3011.5705;1826.6014;3009.994;1791.3102;3006.2773;1816.4292;2873.9305;1825.3418;3000.0738;1857.4183;3003.1382;1814.4878;3019.1837;1833.3111;3003.9596;1814.9947
2307440.0;3013.6508;1815.9073;3006.6897;1788.5892;3011.555;1826.5803;3008.3548;1792.5324;3006.2907;1816.4419;2873.9479;1825.3418;3000.0373;1857.2208;3003.1463;1814.5225;3019.2651;1833.3144;3003.947;1815.0344
2307440.0;3013.6508;1815.9073;3006.6897;1788.5892;3011.555;1826.5803;3008.3548;1792.5324;3006.2907;1816.4419;2873.9479;1825.3418;3000.0373;1857.2208;3003.1463;1814.5225;3019.2651;1833.3144;3003.947;1815.0344
2307460.0;3011.7023;1816.1192;3004.8022;1789.844;3011.5326;1826.5604;3006.8072;1793.8365;3006.2949;1816.4619;2873.9653;1825.3418;3000.0066;1856.9955;3003.141;1814.5483;3019.3395;1833.3229;3003.9319;1815.0878
2307460.0;3011.7023;1816.1192;3004.8022;1789.844;3011.5326;1826.5604;3006.8072;1793.8365;3006.2949;1816.4619;2873.9653;1825.3418;3000.0066;1856.9955;3003.141;1814.5483;3019.3395;1833.3229;3003.9319;1815.0878
2307480.0;3009.768;1816.3848;3003.0199;1791.2135;3011.5007;1826.546;3005.3487;1795.2103;3006.2915;1816.4924;2873.9862;1825.3418;2999.9893;1856.7595;3003.124;1814.564;3019.408;1833.3401;3003.9167;1815.1513
2307480.0;3009.768;1816.3848;3003.0199;1791.2135;3011.5007;1826.546;3005.3487;1795.2103;3006.2915;1816.4924;2873.9862;1825.3418;2999.9893;1856.7595;3003.124;1814.564;3019.408;1833.3401;3003.9167;1815.1513
2307500.0;3007.8574;1816.7377;3001.3391;1792.6814;3011.4652;1826.537;3003.9858;1796.6535;3006.2805;1816.5307;2874.0105;1825.342;2999.986;1856.536;3003.0988;1814.5717;3019.4729;1833.3677;3003.8998;1815.2167
2307500.0;3007.8574;1816.7377;3001.3391;1792.6814;3011.4652;1826.537;3003.9858;1796.6535;3006.2805;1816.5307;2874.0105;1825.342;2999.986;1856.536;3003.0988;1814.5717;3019.4729;1833.3677;3003.8998;1815.2167
2307520.0;3005.9911;1817.2176;2999.7581;1794.2359;3011.4367;1826.5281;3002.7318;1798.1763;3006.262;1816.569;2874.0342;1825.3431;2999.9885;1856.3456;3003.0689;1814.5747;3019.5364;1833.4025;3003.8784;1815.2764
