Time(sentisec);X_A(m);Y_A(m);X_L(m);Y_L(m);X_B(m);Y_B(m);X_C(m);Y_C(m);X_D(m);Y_D(m);X_E(m);Y_E(m);X_G(m);Y_G(m);X_H(m);Y_H(m);X_I(m);Y_I(m);X_J(m);Y_J(m)
2285420.0;2958.358;1887.8011;2956.399;1892.7886;2957.9576;1888.7958;2958.6688;1887.9717;2959.3379;1887.5568;2874.2615;1825.4345;2958.773;1887.5448;2959.0393;1887.9419;2960.1355;1888.6388;2957.7371;1890.6694
2285420.0;2958.358;1887.8011;2956.399;1892.7886;2957.9576;1888.7958;2958.6688;1887.9717;2959.3379;1887.5568;2874.2615;1825.4345;2958.773;1887.5448;2959.0393;1887.9419;2960.1355;1888.6388;2957.7371;1890.6694
2285440.0;2956.6244;1885.8896;2954.4777;1890.9386;2956.2438;1886.8444;2956.9573;1886.0806;2957.7214;1885.6068;2874.2859;1825.4693;2957.1546;1885.634;2957.2921;1886.118;2958.4333;1886.4878;2955.9034;1888.7785
2285440.0;2956.6244;1885.8896;2954.4777;1890.9386;2956.2438;1886.8444;2956.9573;1886.0806;2957.7214;1885.6068;2874.2859;1825.4693;2957.1546;1885.634;2957.2921;1886.118;2958.4333;1886.4878;2955.9034;1888.7785
2285460.0;2954.9997;1883.8958;2952.6906;1888.9424;2954.631;1884.8102;2955.3417;1884.0944;2956.2117;1883.5801;2874.307;1825.4971;2955.664;1883.6076;2955.6315;1884.1886;2956.8297;1884.2616;2954.2196;1886.7671
2285460.0;2954.9997;1883.8958;2952.6906;1888.9424;2954.631;1884.8102;2955.3417;1884.0944;2956.2117;1883.5801;2874.307;1825.4971;2955.664;1883.6076;2955.6315;1884.1886;2956.8297;1884.2616;2954.2196;1886.7671
2285480.0;2953.4841;1881.8257;2951.0424;1886.8041;2953.1058;1882.7097;2953.8218;1882.0205;2954.8048;1881.4772;2874.3251;1825.5153;2954.3103;1881.471;2954.0551;1882.1646;2955.3184;1881.9754;2952.6799;1884.6505
2285480.0;2953.4841;1881.8257;2951.0424;1886.8041;2953.1058;1882.7097;2953.8218;1882.0205;2954.8048;1881.4772;2874.3251;1825.5153;2954.3103;1881.471;2954.0551;1882.1646;2955.3184;1881.9754;2952.6799;1884.6505
2285500.0;2952.076;1879.6822;2949.5294;1884.535;2951.6594;1880.5521;2952.3999;1879.8655;2953.5044;1879.2944;2874.3449;1825.5273;2953.099;1879.2326;2952.5646;1880.0545;2953.8992;1879.6383;2951.2768;1882.4423
2285500.0;2952.076;1879.6822;2949.5294;1884.535;2951.6594;1880.5521;2952.3999;1879.8655;2953.5044;1879.2944;2874.3449;1825.5273;2953.099;1879.2326;2952.5646;1880.0545;2953.8992;1879.6383;2951.2768;1882.4423
2285520.0;2950.7757;1877.4658;2948.1409;1882.1504;2950.2906;1878.3368;2951.0812;1877.6356;2952.3189;1877.0301;2874.3722;1825.5401;2952.0287;1876.9034;2951.1666;1877.8669;2952.5761;1877.2536;2950.0019;1880.1513
2285520.0;2950.7757;1877.4658;2948.1409;1882.1504;2950.2906;1878.3368;2951.0812;1877.6356;2952.3189;1877.0301;2874.3722;1825.5401;2952.0287;1876.9034;2951.1666;1877.8669;2952.5761;1877.2536;2950.0019;1880.1513
2285540.0;2949.5879;1875.1744;2946.8637;1879.6667;2949.0065;1876.0574;2949.8759;1875.3342;2951.2552;1874.6882;2874.4103;1825.5613;2951.0901;1874.495;2949.874;1875.6067;2951.3572;1874.823;2948.8464;1877.7871
2285540.0;2949.5879;1875.1744;2946.8637;1879.6667;2949.0065;1876.0574;2949.8759;1875.3342;2951.2552;1874.6882;2874.4103;1825.5613;2951.0901;1874.495;2949.874;1875.6067;2951.3572;1874.823;2948.8464;1877.7871
2285560.0;2948.5256;1872.8034;2945.6915;1877.0967;2947.8185;1873.7102;2948.7968;1872.9632;2950.3158;1872.2772;2874.4577;1825.5967;2950.2696;1872.0173;2948.7031;1873.2734;2950.2526;1872.3507;2947.8065;1875.3619
2285560.0;2948.5256;1872.8034;2945.6915;1877.0967;2947.8185;1873.7102;2948.7968;1872.9632;2950.3158;1872.2772;2874.4577;1825.5967;2950.2696;1872.0173;2948.7031;1873.2734;2950.2526;1872.3507;2947.8065;1875.3619
2285580.0;2947.608;1870.3486;2944.6271;1874.4503;2946.7424;1871.299;2947.8582;1870.5256;2949.5022;1869.8069;2874.5095;1825.647;2949.5548;1869.4812;2947.6693;1870.864;2949.2753;1869.8417;2946.8876;1872.8858
2285580.0;2947.608;1870.3486;2944.6271;1874.4503;2946.7424;1871.299;2947.8582;1870.5256;2949.5022;1869.8069;2874.5095;1825.647;2949.5548;1869.4812;2947.6693;1870.864;2949.2753;1869.8417;2946.8876;1872.8858
2285600.0;2946.8544;1867.811;2943.6802;1871.7357;2945.7956;1868.8345;2947.0725;1868.0297;2948.8175;1867.2853;2874.5583;1825.7067;2948.9393;1866.9018;2946.7834;1868.3801;2948.439;1867.2983;2946.1036;1870.3607
2285600.0;2946.8544;1867.811;2943.6802;1871.7357;2945.7956;1868.8345;2947.0725;1868.0297;2948.8175;1867.2853;2874.5583;1825.7067;2948.9393;1866.9018;2946.7834;1868.3801;2948.439;1867.2983;2946.1036;1870.3607
2285620.0;2946.2768;1865.2005;2942.8597;1868.9642;2944.9978;1866.3274;2946.4511;1865.4877;2948.2655;1864.7185;2874.597;1825.7656;2948.4257;1864.2988;2946.0542;1865.8287;2947.7576;1864.7186;2945.4695;1867.7792
2285620.0;2946.2768;1865.2005;2942.8597;1868.9642;2944.9978;1866.3274;2946.4511;1865.4877;2948.2655;1864.7185;2874.597;1825.7656;2948.4257;1864.2988;2946.0542;1865.8287;2947.7576;1864.7186;2945.4695;1867.7792
2285640.0;2945.8757;1862.5378;2942.1728;1866.1499;2944.3672;1863.7844;2946.0044;1862.9125;2947.8475;1862.1124;2874.6223;1825.8141;2948.0273;1861.691;2945.4912;1863.22;2947.2429;1862.1004;2944.996;1865.1332
2285640.0;2945.8757;1862.5378;2942.1728;1866.1499;2944.3672;1863.7844;2946.0044;1862.9125;2947.8475;1862.1124;2874.6223;1825.8141;2948.0273;1861.691;2945.4912;1863.22;2947.2429;1862.1004;2944.996;1865.1332
2285660.0;2945.6407;1859.8506;2941.627;1863.3077;2943.9193;1861.2074;2945.7426;1860.3139;2947.564;1859.4749;2874.6377;1825.8474;2947.7632;1859.0918;2945.1051;1860.5646;2946.9033;1859.4442;2944.6878;1862.4236
2285660.0;2945.6407;1859.8506;2941.627;1863.3077;2943.9193;1861.2074;2945.7426;1860.3139;2947.564;1859.4749;2874.6377;1825.8474;2947.7632;1859.0918;2945.1051;1860.5646;2946.9033;1859.4442;2944.6878;1862.4236
2285680.0;2945.5577;1857.1659;2941.2342;1860.4509;2943.6649;1858.5971;2945.6735;1857.7004;2947.4168;1856.8163;2874.6526;1825.8662;2947.6499;1856.5077;2944.9015;1857.8746;2946.7419;1856.7559;2944.5461;1859.6638
2285680.0;2945.5577;1857.1659;2941.2342;1860.4509;2943.6649;1858.5971;2945.6735;1857.7004;2947.4168;1856.8163;2874.6526;1825.8662;2947.6499;1856.5077;2944.9015;1857.8746;2946.7419;1856.7559;2944.5461;1859.6638
2285700.0;2945.615;1854.501;2941.0087;1857.5905;2943.6089;1855.9558;2945.7999;1855.0827;2947.4113;1854.1471;2874.6758;1825.8751;2947.6923;1853.9398;2944.877;1855.1643;2946.7576;1854.0467;2944.5723;1856.875
2285700.0;2945.615;1854.501;2941.0087;1857.5905;2943.6089;1855.9558;2945.7999;1855.0827;2947.4113;1854.1471;2874.6758;1825.8751;2947.6923;1853.9398;2944.877;1855.1643;2946.7576;1854.0467;2944.5723;1856.875
2285720.0;2945.8086;1851.862;2940.9618;1854.7353;2943.7504;1853.287;2946.1171;1852.4766;2947.552;1851.478;2874.7094;1825.8793;2947.8841;1851.3861;2945.0199;1852.4494;2946.9457;1851.3305;2944.7687;1854.0755
2285720.0;2945.8086;1851.862;2940.9618;1854.7353;2943.7504;1853.287;2946.1171;1852.4766;2947.552;1851.478;2874.7094;1825.8793;2947.8841;1851.3861;2945.0199;1852.4494;2946.9457;1851.3305;2944.7687;1854.0755
2285740.0;2946.1425;1849.2468;2941.0965;1851.8897;2944.0845;1850.5946;2946.615;1849.9017;2947.8419;1848.8193;2874.7488;1825.8836;2948.2135;1848.8448;2945.317;1849.7437;2947.3017;1848.6205;2945.1356;1851.2739
2285740.0;2946.1425;1849.2468;2941.0965;1851.8897;2944.0845;1850.5946;2946.615;1849.9017;2947.8419;1848.8193;2874.7488;1825.8836;2948.2135;1848.8448;2945.317;1849.7437;2947.3017;1848.6205;2945.1356;1851.2739
2285760.0;2946.6287;1846.653;2941.407;1849.0519;2944.6037;1847.8838;2947.2821;1847.3757;2948.284;1846.1819;2874.7877;1825.8923;2948.6719;1846.3186;2945.7603;1847.0593;2947.823;1845.9275;2945.6687;1848.4701
2285760.0;2946.6287;1846.653;2941.407;1849.0519;2944.6037;1847.8838;2947.2821;1847.3757;2948.284;1846.1819;2874.7877;1825.8923;2948.6719;1846.3186;2945.7603;1847.0593;2947.823;1845.9275;2945.6687;1848.4701
2285780.0;2947.2821;1844.0854;2941.8826;1846.2154;2945.3006;1845.1642;2948.1106;1844.9112;2948.8839;1843.576;2874.8231;1825.9097;2949.2587;1843.8159;2946.3498;1844.4078;2948.5106;1843.2624;2946.3589;1845.6627
2285780.0;2947.2821;1844.0854;2941.8826;1846.2154;2945.3006;1845.1642;2948.1106;1844.9112;2948.8839;1843.576;2874.8231;1825.9097;2949.2587;1843.8159;2946.3498;1844.4078;2948.5106;1843.2624;2946.3589;1845.6627
2285800.0;2948.1156;1841.5583;2942.5154;1843.3747;2946.1698;1842.4501;2949.0957;1842.5141;2949.648;1841.0101;2874.8555;1825.9384;2949.9795;1841.347;2947.0893;1841.8011;2949.366;1840.6403;2947.1995;1842.8583
2285800.0;2948.1156;1841.5583;2942.5154;1843.3747;2946.1698;1842.4501;2949.0957;1842.5141;2949.648;1841.0101;2874.8555;1825.9384;2949.9795;1841.347;2947.0893;1841.8011;2949.366;1840.6403;2947.1995;1842.8583
2285820.0;2949.1344;1839.0903;2943.3034;1840.5321;2947.2106;1839.7577;2950.2335;1840.1868;2950.5803;1838.4923;2874.8856;1825.9769;2950.84;1838.9203;2947.9819;1839.2487;2950.3892;1838.0819;2948.1914;1840.0747
2285820.0;2949.1344;1839.0903;2943.3034;1840.5321;2947.2106;1839.7577;2950.2335;1840.1868;2950.5803;1838.4923;2874.8856;1825.9769;2950.84;1838.9203;2947.9819;1839.2487;2950.3892;1838.0819;2948.1914;1840.0747
2285840.0;2950.3357;1836.6977;2944.2529;1837.6997;2948.4221;1837.1007;2951.5152;1837.9302;2951.6793;1836.0325;2874.9115;1826.021;2951.8404;1836.5428;2949.0263;1836.7549;2951.5761;1835.6102;2949.3436;1837.3396
2285840.0;2950.3357;1836.6977;2944.2529;1837.6997;2948.4221;1837.1007;2951.5152;1837.9302;2951.6793;1836.0325;2874.9115;1826.021;2951.8404;1836.5428;2949.0263;1836.7549;2951.5761;1835.6102;2949.3436;1837.3396
2285860.0;2951.7113;1834.3895;2945.3746;1834.8969;2949.7976;1834.4885;2952.9283;1835.7452;2952.9401;1833.6458;2874.9309;1826.0675;2952.9727;1834.2229;2950.219;1834.3215;2952.9194;1833.2449;2950.6669;1834.6837
2285860.0;2951.7113;1834.3895;2945.3746;1834.8969;2949.7976;1834.4885;2952.9283;1835.7452;2952.9401;1833.6458;2874.9309;1826.0675;2952.9727;1834.2229;2950.219;1834.3215;2952.9194;1833.2449;2950.6669;1834.6837
2285880.0;2953.2512;1832.1709;2946.6808;1832.147;2951.3211;1831.9289;2954.4588;1833.6341;2954.3559;1831.3506;2874.9427;1826.1151;2954.2254;1831.9703;2951.5552;1831.9521;2954.4103;1830.9967;2952.1656;1832.1337
2285880.0;2953.2512;1832.1709;2946.6808;1832.147;2951.3211;1831.9289;2954.4588;1833.6341;2954.3559;1831.3506;2874.9427;1826.1151;2954.2254;1831.9703;2951.5552;1831.9521;2954.4103;1830.9967;2952.1656;1832.1337
2285900.0;2954.944;1830.0474;2948.1795;1829.4714;2952.9739;1829.4305;2956.0947;1831.6021;2955.918;1829.1632;2874.9486;1826.1619;2955.5886;1829.792;2953.0295;1829.6549;2956.0399;1828.8675;2953.8335;1829.707
2285900.0;2954.944;1830.0474;2948.1795;1829.4714;2952.9739;1829.4305;2956.0947;1831.6021;2955.918;1829.1632;2874.9486;1826.1619;2955.5886;1829.792;2953.0295;1829.6549;2956.0399;1828.8675;2953.8335;1829.707
2285920.0;2956.7769;1828.0243;2949.8721;1826.8872;2954.7416;1827.0034;2957.8266;1829.6555;2957.6136;1827.0911;2874.9515;1826.2035;2957.0576;1827.6912;2954.633;1827.4387;2957.7972;1826.8524;2955.6556;1827.4102
2285920.0;2956.7769;1828.0243;2949.8721;1826.8872;2954.7416;1827.0034;2957.8266;1829.6555;2957.6136;1827.0911;2874.9515;1826.2035;2957.0576;1827.6912;2954.633;1827.4387;2957.7972;1826.8524;2955.6556;1827.4102
2285940.0;2958.7344;1826.1041;2951.7497;1824.4071;2956.6169;1824.6586;2959.6473;1827.798;2959.428;1825.1314;2874.9545;1826.235;2958.6296;1825.6697;2956.3531;1825.3085;2959.6664;1824.9441;2957.6137;1825.2406
2285940.0;2958.7344;1826.1041;2951.7497;1824.4071;2956.6169;1824.6586;2959.6473;1827.798;2959.428;1825.1314;2874.9545;1826.235;2958.6296;1825.6697;2956.3531;1825.3085;2959.6664;1824.9441;2957.6137;1825.2406
2285960.0;2960.7994;1824.2841;2953.7946;1822.0439;2958.5954;1822.4063;2961.5508;1826.0277;2961.3482;1823.2751;2874.9604;1826.2552;2960.3008;1823.7329;2958.1757;1823.263;2961.6261;1823.1357;2959.6909;1823.188
2285960.0;2960.7994;1824.2841;2953.7946;1822.0439;2958.5954;1822.4063;2961.5508;1826.0277;2961.3482;1823.2751;2874.9604;1826.2552;2960.3008;1823.7329;2958.1757;1823.263;2961.6261;1823.1357;2959.6909;1823.188
2285980.0;2962.9531;1822.5574;2955.9835;1819.8115;2960.6727;1820.2567;2963.5324;1824.3396;2963.3642;1821.5145;2874.972;1826.2679;2962.0648;1821.8907;2960.0893;1821.2991;2963.6549;1821.4225;2961.8712;1821.2402
2285980.0;2962.9531;1822.5574;2955.9835;1819.8115;2960.6727;1820.2567;2963.5324;1824.3396;2963.3642;1821.5145;2874.972;1826.2679;2962.0648;1821.8907;2960.0893;1821.2991;2963.6549;1821.4225;2961.8712;1821.2402
2286000.0;2965.1757;1820.9154;2958.293;1817.7198;2962.8423;1818.2198;2965.5877;1822.7285;2965.4672;1819.8458;2874.9907;1826.2801;2963.9151;1820.1548;2962.0863;1819.4166;2965.7371;1819.8012;2964.1377;1819.389
2286000.0;2965.1757;1820.9154;2958.293;1817.7198;2962.8423;1818.2198;2965.5877;1822.7285;2965.4672;1819.8458;2874.9907;1826.2801;2963.9151;1820.1548;2962.0863;1819.4166;2965.7371;1819.8012;2964.1377;1819.389
2286020.0;2967.4468;1819.3508;2960.7016;1815.7701;2965.0965;1816.304;2967.7113;1821.191;2967.6473;1818.2671;2875.0142;1826.2986;2965.8465;1818.5354;2964.1629;1817.6205;2967.8652;1818.2695;2966.4704;1817.636
2286020.0;2967.4468;1819.3508;2960.7016;1815.7701;2965.0965;1816.304;2967.7113;1821.191;2967.6473;1818.2671;2875.0142;1826.2986;2965.8465;1818.5354;2964.1629;1817.6205;2967.8652;1818.2695;2966.4704;1817.636
2286040.0;2969.7499;1817.8622;2963.1913;1813.9569;2967.4256;1814.514;2969.8969;1819.7245;2969.893;1816.7751;2875.0378;1826.3273;2967.8552;1817.0408;2966.3172;1815.9195;2970.0375;1816.8231;2968.8503;1815.9922
2286040.0;2969.7499;1817.8622;2963.1913;1813.9569;2967.4256;1814.514;2969.8969;1819.7245;2969.893;1816.7751;2875.0378;1826.3273;2967.8552;1817.0408;2966.3172;1815.9195;2970.0375;1816.8231;2968.8503;1815.9922
2286060.0;2972.0758;1816.4555;2965.7459;1812.2729;2969.8197;1812.8517;2972.1385;1818.3297;2972.1932;1815.3679;2875.0563;1826.3653;2969.9355;1815.677;2968.5477;1814.3238;2972.2528;1815.4554;2971.2629;1814.4721
2286060.0;2972.0758;1816.4555;2965.7459;1812.2729;2969.8197;1812.8517;2972.1385;1818.3297;2972.1932;1815.3679;2875.0563;1826.3653;2969.9355;1815.677;2968.5477;1814.3238;2972.2528;1815.4554;2971.2629;1814.4721
2286080.0;2974.4248;1815.1423;2968.3527;1810.7138;2972.2707;1811.3194;2974.4316;1817.0109;2974.537;1814.0491;2875.0673;1826.4088;2972.0807;1814.447;2970.8511;1812.8427;2974.5076;1814.1581;2973.7026;1813.0846
2286080.0;2974.4248;1815.1423;2968.3527;1810.7138;2972.2707;1811.3194;2974.4316;1817.0109;2974.537;1814.0491;2875.0673;1826.4088;2972.0807;1814.447;2970.8511;1812.8427;2974.5076;1814.1581;2973.7026;1813.0846
2286100.0;2976.8024;1813.9344;2971.0036;1809.2786;2974.7753;1809.9239;2976.7726;1815.7776;2976.9132;1812.8289;2875.0708;1826.4554;2974.2848;1813.3494;2973.221;1811.4834;2976.7974;1812.9257;2976.1712;1811.8288
2286100.0;2976.8024;1813.9344;2971.0036;1809.2786;2974.7753;1809.9239;2976.7726;1815.7776;2976.9132;1812.8289;2875.0708;1826.4554;2974.2848;1813.3494;2973.221;1811.4834;2976.7974;1812.9257;2976.1712;1811.8288
2286120.0;2979.215;1812.839;2973.6953;1807.97;2977.3342;1808.6784;2979.1573;1814.6435;2979.3114;1811.7208;2875.0673;1826.507;2976.545;1812.3822;2975.6463;1810.2485;2979.1206;1811.7591;2978.6747;1810.6989
2286120.0;2979.215;1812.839;2973.6953;1807.97;2977.3342;1808.6784;2979.1573;1814.6435;2979.3114;1811.7208;2875.0673;1826.507;2976.545;1812.3822;2975.6463;1810.2485;2979.1206;1811.7591;2978.6747;1810.6989
2286140.0;2981.6655;1811.8586;2976.4259;1806.7925;2979.9489;1807.5972;2981.5813;1813.6262;2981.7252;1810.7373;2875.0563;1826.5678;2978.8592;1811.5458;2978.1142;1809.1377;2981.4812;1810.6691;2981.2176;1809.6906
2286140.0;2981.6655;1811.8586;2976.4259;1806.7925;2979.9489;1807.5972;2981.5813;1813.6262;2981.7252;1810.7373;2875.0563;1826.5678;2978.8592;1811.5458;2978.1142;1809.1377;2981.4812;1810.6691;2981.2176;1809.6906
2286160.0;2984.1528;1810.9946;2979.1914;1805.7493;2982.6152;1806.6879;2984.0403;1812.745;2984.1552;1809.8866;2875.0378;1826.6393;2981.2223;1810.8456;2980.6147;1808.1491;2983.8875;1809.6738;2983.8016;1808.8052
2286160.0;2984.1528;1810.9946;2979.1914;1805.7493;2982.6152;1806.6879;2984.0403;1812.745;2984.1552;1809.8866;2875.0378;1826.6393;2981.2223;1810.8456;2980.6147;1808.1491;2983.8875;1809.6738;2983.8016;1808.8052
2286180.0;2986.674;1810.251;2981.9842;1804.8393;2985.3215;1805.9466;2986.5302;1812.0178;2986.6073;1809.1728;2875.0144;1826.7189;2983.6231;1810.2903;2983.1433;1807.2838;2986.3453;1808.7937;2986.4247;1808.0445
2286180.0;2986.674;1810.251;2981.9842;1804.8393;2985.3215;1805.9466;2986.5302;1812.0178;2986.6073;1809.1728;2875.0144;1826.7189;2983.6231;1810.2903;2983.1433;1807.2838;2986.3453;1808.7937;2986.4247;1808.0445
2286200.0;2989.2242;1809.6342;2984.7954;1804.061;2988.052;1805.3602;2989.0463;1811.4552;2989.0855;1808.5963;2874.9915;1826.7998;2986.0467;1809.8907;2985.6998;1806.5478;2988.8506;1808.0466;2989.0812;1807.4074
2286200.0;2989.2242;1809.6342;2984.7954;1804.061;2988.052;1805.3602;2989.0463;1811.4552;2989.0855;1808.5963;2874.9915;1826.7998;2986.0467;1809.8907;2985.6998;1806.5478;2988.8506;1808.0466;2989.0812;1807.4074
2286220.0;2991.7966;1809.1508;2987.6183;1803.4171;2990.7905;1804.9141;2991.5812;1811.0593;2991.5873;1808.1557;2874.9751;1826.8733;2988.478;1809.655;2988.2833;1805.9501;2991.3893;1807.4457;2991.7605;1806.893
2286220.0;2991.7966;1809.1508;2987.6183;1803.4171;2990.7905;1804.9141;2991.5812;1811.0593;2991.5873;1808.1557;2874.9751;1826.8733;2988.478;1809.655;2988.2833;1805.9501;2991.3893;1807.4457;2991.7605;1806.893
2286240.0;2994.3795;1808.8047;2990.4487;1802.9167;2993.5215;1804.5971;2994.1233;1810.824;2994.1035;1807.8476;2874.9692;1826.9318;2990.9034;1809.5854;2990.8889;1805.497;2993.9428;1807.0;2994.4473;1806.5069
2286240.0;2994.3795;1808.8047;2990.4487;1802.9167;2993.5215;1804.5971;2994.1233;1810.824;2994.1035;1807.8476;2874.9692;1826.9318;2990.9034;1809.5854;2990.8889;1805.497;2993.9428;1807.0;2994.4473;1806.5069
2286260.0;2996.9567;1808.5964;2993.2827;1802.5709;2996.2315;1804.4035;2996.6583;1810.7394;2996.6224;1807.669;2874.9752;1826.9717;2993.3113;1809.6762;2993.5077;1805.1889;2996.4957;1806.7161;2997.1248;1806.2635
2286260.0;2996.9567;1808.5964;2993.2827;1802.5709;2996.2315;1804.4035;2996.6583;1810.7394;2996.6224;1807.669;2874.9752;1826.9717;2993.3113;1809.6762;2993.5077;1805.1889;2996.4957;1806.7161;2997.1248;1806.2635
2286280.0;2999.5089;1808.5241;2996.1121;1802.3887;2998.9118;1804.3366;2999.1715;1810.7944;2999.134;1807.6189;2874.9923;1826.9952;2995.6915;1809.9187;2996.129;1805.0201;2999.0389;1806.5995;2999.7798;1806.1787
2286280.0;2999.5089;1808.5241;2996.1121;1802.3887;2998.9118;1804.3366;2999.1715;1810.7944;2999.134;1807.6189;2874.9923;1826.9952;2995.6915;1809.9187;2996.129;1805.0201;2999.0389;1806.5995;2999.7798;1806.1787
2286300.0;3002.0169;1808.5845;2998.9248;1802.3718;3001.559;1804.4102;3001.6516;1810.9778;3001.6301;1807.7017;2875.0175;1827.0089;2998.0369;1810.3043;2998.7406;1804.9861;3001.5645;1806.6558;3002.4021;1806.2617
2286300.0;3002.0169;1808.5845;2998.9248;1802.3718;3001.559;1804.4102;3001.6516;1810.9778;3001.6301;1807.7017;2875.0175;1827.0089;2998.0369;1810.3043;2998.7406;1804.9861;3001.5645;1806.6558;3002.4021;1806.2617
2286320.0;3004.4649;1808.7742;3001.707;1802.5167;3004.1684;1804.645;3004.0921;1811.2792;3004.1017;1807.9271;2875.0467;1827.0213;3000.3444;1810.8243;3001.329;1805.0897;3004.0618;1806.8885;3004.9806;1806.512
2286320.0;3004.4649;1808.7742;3001.707;1802.5167;3004.1684;1804.645;3004.0921;1811.2792;3004.1017;1807.9271;2875.0467;1827.0213;3000.3444;1810.8243;3001.329;1805.0897;3004.0618;1806.8885;3004.9806;1806.512
2286340.0;3006.8448;1809.0919;3004.4469;1802.8193;3006.7296;1805.0606;3006.4892;1811.6907;3006.5378;1808.3046;2875.0768;1827.0398;3002.613;1811.4655;3003.8786;1805.3419;3006.5173;1807.294;3007.5003;1806.9234
2286340.0;3006.8448;1809.0919;3004.4469;1802.8193;3006.7296;1805.0606;3006.4892;1811.6907;3006.5378;1808.3046;2875.0768;1827.0398;3002.613;1811.4655;3003.8786;1805.3419;3006.5173;1807.294;3007.5003;1806.9234
2286360.0;3009.1585;1809.539;3007.134;1803.2819;3009.227;1805.6668;3008.8374;1812.2076;3008.9262;1808.8346;2875.1065;1827.0686;3004.8398;1812.2116;3006.3742;1805.7532;3008.9182;1807.8571;3009.9458;1807.487
2286360.0;3009.1585;1809.539;3007.134;1803.2819;3009.227;1805.6668;3008.8374;1812.2076;3008.9262;1808.8346;2875.1065;1827.0686;3004.8398;1812.2116;3006.3742;1805.7532;3008.9182;1807.8571;3009.9458;1807.487
2286380.0;3011.4129;1810.1177;3009.759;1803.9136;3011.647;1806.4588;3011.1266;1812.8291;3011.2552;1809.504;2875.1334;1827.1068;3007.0191;1813.0471;3008.8041;1806.325;3011.2554;1808.5524;3012.309;1808.1924
2286380.0;3011.4129;1810.1177;3009.759;1803.9136;3011.647;1806.4588;3011.1266;1812.8291;3011.2552;1809.504;2875.1334;1827.1068;3007.0191;1813.0471;3008.8041;1806.325;3011.2554;1808.5524;3012.309;1808.1924
2286400.0;3013.6117;1810.8264;3012.3132;1804.7247;3013.9807;1807.4203;3013.3435;1813.553;3013.5153;1810.2888;2875.1528;1827.1501;3009.1443;1813.9633;3011.1621;1807.0459;3013.525;1809.35;3014.5916;1809.0256
2286400.0;3013.6117;1810.8264;3012.3132;1804.7247;3013.9807;1807.4203;3013.3435;1813.553;3013.5153;1810.2888;2875.1528;1827.1501;3009.1443;1813.9633;3011.1621;1807.0459;3013.525;1809.35;3014.5916;1809.0256
2286420.0;3015.7495;1811.6552;3014.7888;1805.7182;3016.2241;1808.5278;3015.4783;1814.3728;3015.7009;1811.164;2875.1582;1827.195;3011.2108;1814.9588;3013.4458;1807.8976;3015.7278;1810.2239;3016.8026;1809.9691
2286420.0;3015.7495;1811.6552;3014.7888;1805.7182;3016.2241;1808.5278;3015.4783;1814.3728;3015.7009;1811.164;2875.1582;1827.195;3011.2108;1814.9588;3013.4458;1807.8976;3015.7278;1810.2239;3016.8026;1809.9691
2286440.0;3017.8154;1812.5884;3017.1776;1806.887;3018.3768;1809.7601;3017.5308;1815.2759;3017.8095;1812.113;2875.1456;1827.2407;3013.2152;1816.0369;3015.656;1808.8631;3017.8688;1811.1546;3018.9534;1811.0067
2286440.0;3017.8154;1812.5884;3017.1776;1806.887;3018.3768;1809.7601;3017.5308;1815.2759;3017.8095;1812.113;2875.1456;1827.2407;3013.2152;1816.0369;3015.656;1808.8631;3017.8688;1811.1546;3018.9534;1811.0067
2286460.0;3019.799;1813.6111;3019.4703;1808.2155;3020.4431;1811.1031;3019.5115;1816.2475;3019.8401;1813.1309;2875.1158;1827.2869;3015.1534;1817.2011;3017.7955;1809.9326;3019.9535;1812.1307;3021.0542;1812.1265
2286460.0;3019.799;1813.6111;3019.4703;1808.2155;3020.4431;1811.1031;3019.5115;1816.2475;3019.8401;1813.1309;2875.1158;1827.2869;3015.1534;1817.2011;3017.7955;1809.9326;3019.9535;1812.1307;3021.0542;1812.1265
2286480.0;3021.6921;1814.7172;3021.6582;1809.6854;3022.4295;1812.5522;3021.4366;1817.274;3021.7919;1814.2224;2875.0745;1827.3318;3017.0206;1818.4538;3019.8668;1811.1041;3021.9855;1813.1481;3023.1109;1813.3249
2286480.0;3021.6921;1814.7172;3021.6582;1809.6854;3022.4295;1812.5522;3021.4366;1817.274;3021.7919;1814.2224;2875.0745;1827.3318;3017.0206;1818.4538;3019.8668;1811.1041;3021.9855;1813.1481;3023.1109;1813.3249
2286500.0;3023.4882;1815.9128;3023.7374;1811.2792;3024.341;1814.1067;3023.3189;1818.3467;3023.6627;1815.3984;2875.0283;1827.3728;3018.813;1819.7953;3021.8686;1812.3824;3023.9646;1814.2121;3025.1235;1814.606
2286500.0;3023.4882;1815.9128;3023.7374;1811.2792;3024.341;1814.1067;3023.3189;1818.3467;3023.6627;1815.3984;2875.0283;1827.3728;3018.813;1819.7953;3021.8686;1812.3824;3023.9646;1814.2121;3025.1235;1814.606
2286520.0;3025.1805;1817.2131;3025.7107;1812.9835;3026.1782;1815.7656;3025.1618;1819.4651;3025.4482;1816.6726;2874.981;1827.4074;3020.527;1821.2253;3023.7926;1813.7762;3025.8864;1815.3363;3027.0866;1815.9801
