Time(sentisec);X_A(m);Y_A(m);X_B(m);Y_B(m);X_C(m);Y_C(m);X_D(m);Y_D(m);X_G(m);Y_G(m);X_H(m);Y_H(m);X_I(m);Y_I(m);X_J(m);Y_J(m);X_L(m);Y_L(m)
2007740.0;6490.4679;16028.4866;6491.1301;16032.7644;6481.8325;16029.3601;6486.8893;16029.5877;6480.827;16040.9576;6483.327;16039.1617;6485.9767;16028.5168;6485.9726;16031.7422;6483.9168;16035.0396
2007760.0;6490.434;16028.4185;6491.2678;16032.5406;6481.5588;16028.6192;6486.7229;16029.8705;6480.8597;16040.9128;6483.2829;16039.2237;6485.9869;16028.4044;6485.9765;16031.5974;6483.7817;16035.0302
2007780.0;6490.4035;16028.3291;6491.4078;16032.2984;6481.3429;16027.9141;6486.5694;16030.1357;6480.8917;16040.796;6483.2293;16039.3155;6486.0116;16028.2921;6486.025;16031.3386;6483.6925;16034.9793
2007800.0;6490.3836;16028.2166;6491.5399;16032.0659;6481.191;16027.3988;6486.4451;16030.371;6480.8942;16040.6946;6483.1839;16039.3981;6486.0532;16028.1734;6486.1638;16030.9757;6483.6682;16034.8992
2007820.0;6490.3818;16028.0769;6491.6519;16031.8657;6481.0916;16027.1274;6486.356;16030.5713;6480.8563;16040.6522;6483.162;16039.4246;6486.1103;16028.048;6486.387;16030.6047;6483.7035;16034.8096
2007840.0;6490.4002;16027.9111;6491.7377;16031.7043;6481.0283;16027.0714;6486.2994;16030.7358;6480.7918;16040.6642;6483.1695;16039.3664;6486.1789;16027.9206;6486.6279;16030.3604;6483.7807;16034.7236
2007860.0;6490.432;16027.7307;6491.802;16031.5747;6480.9896;16027.158;6486.2663;16030.8664;6480.7334;16040.6958;6483.2053;16039.2282;6486.2551;16027.7947;6486.792;16030.35;6483.8827;16034.6402
2007880.0;6490.4627;16027.5559;6491.854;16031.4695;6480.9742;16027.2955;6486.2466;16030.9701;6480.7159;16040.7009;6483.2624;16039.0563;6486.3348;16027.668;6486.8059;16030.6094;6483.9976;16034.5496
2007900.0;6490.4791;16027.4057;6491.902;16031.3837;6480.9896;16027.4069;6486.2324;16031.0595;6480.76;16040.6477;6483.3301;16038.9195;6486.4156;16027.5373;6486.6528;16031.0947;6484.1176;16034.4451
2007920.0;6490.4741;16027.2901;6491.9505;16031.3146;6481.0449;16027.4599;6486.2265;16031.1479;6480.8609;16040.5352;6483.3974;16038.8708;6486.496;16027.4048;6486.3665;16031.7121;6484.2348;16034.3322
2007940.0;6490.4469;16027.212;6492.0004;16031.2597;6481.1413;16027.4662;6486.2418;16031.2469;6480.9882;16040.3928;6483.4585;16038.9168;6486.5804;16027.2753;6485.9959;16032.3633;6484.3406;16034.2269
2007960.0;6490.4002;16027.1707;6492.0491;16031.2188;6481.2663;16027.4603;6486.2918;16031.3652;6481.1031;16040.2613;6483.5142;16039.0213;6486.6791;16027.1519;6485.5766;16032.9749;6484.4242;16034.1488
2007980.0;6490.3386;16027.1636;6492.0926;16031.1893;6481.3989;16027.4676;6486.3752;16031.5057;6481.1799;16040.1705;6483.5692;16039.1362;6486.8047;16027.0339;6485.1368;16033.5026;6484.4757;16034.1112
2008000.0;6490.2684;16027.1839;6492.129;16031.1649;6481.5207;16027.4958;6486.4688;16031.6577;6481.2158;16040.1297;6483.6281;16039.228;6486.9583;16026.9206;6484.7222;16033.919;6484.4927;16034.114
2008020.0;6490.1977;16027.2205;6492.1593;16031.1378;6481.6218;16027.5366;6486.5401;16031.7975;6481.2208;16040.1339;6483.6925;16039.2884;6487.1197;16026.8167;6484.3905;16034.2091;6484.4832;16034.1421
2008040.0;6490.1339;16027.2631;6492.1849;16031.1052;6481.6973;16027.5725;6486.5671;16031.9019;6481.2025;16040.1745;6483.7624;16039.3243;6487.256;16026.7297;6484.1747;16034.3808;6484.4622;16034.1717
2008060.0;6490.0829;16027.3068;6492.2054;16031.0724;6481.7436;16027.5807;6486.5474;16031.9651;6481.16;16040.2435;6483.8367;16039.3452;6487.344;16026.6642;6484.0636;16034.4645;6484.4421;16034.1809
2008080.0;6490.0462;16027.3497;6492.2191;16031.0505;6481.7579;16027.543;6486.4924;16031.9981;6481.0908;16040.3309;6483.9142;16039.3546;6487.3845;16026.6144;6484.0194;16034.4967;6484.4267;16034.1607
2008100.0;6490.0213;16027.3905;6492.226;16031.0471;6481.7413;16027.4553;6486.4172;16032.0118;6480.9992;16040.423;6483.9934;16039.3479;6487.3999;16026.5622;6484.0065;16034.5062;6484.412;16034.1206
2008120.0;6490.0038;16027.4296;6492.2277;16031.0604;6481.6995;16027.3294;6486.3332;16032.0129;6480.8977;16040.505;6484.071;16039.3209;6487.419;16026.4837;6484.0048;16034.5079;6484.3918;16034.0842
2008140.0;6489.9909;16027.4747;6492.2261;16031.0806;6481.6415;16027.1853;6486.2455;16032.0143;6480.7988;16040.5668;6484.1422;16039.2756;6487.4611;16026.3631;6484.0067;16034.5072;6484.3615;16034.0778
2008160.0;6489.9821;16027.5391;6492.2227;16031.098;6481.5781;16027.0381;6486.1593;16032.0409;6480.7083;16040.6074;6484.2012;16039.2191;6487.5277;16026.2041;6484.0086;16034.5064;6484.3172;16034.117
2008180.0;6489.9777;16027.6295;6492.2185;16031.1092;6481.522;16026.893;6486.0808;16032.1128;6480.6252;16040.6353;6484.2459;16039.1538;6487.6053;16026.031;6484.0105;16034.5057;6484.2537;16034.2008
2008200.0;6489.9777;16027.7352;6492.2104;16031.118;6481.4869;16026.764;6486.0199;16032.2246;6480.5472;16040.6593;6484.2823;16039.0698;6487.6746;16025.877;6484.0125;16034.5049;6484.1685;16034.3151
2008220.0;6489.9821;16027.8296;6492.1901;16031.1331;6481.4881;16026.6956;6485.9815;16032.3507;6480.4756;16040.682;6484.3237;16038.9496;6487.723;16025.7681;6484.0144;16034.5042;6484.0654;16034.4431
2008240.0;6489.9909;16027.8815;6492.1464;16031.1662;6481.5397;16026.7608;6485.9601;16032.4715;6480.4148;16040.697;6484.3808;16038.783;6487.7468;16025.7185;6484.0163;16034.5035;6483.9555;16034.5736
2008260.0;6490.0035;16027.8705;6492.0723;16031.2279;6481.6461;16027.0148;6485.9412;16032.5884;6480.3678;16040.697;6484.4528;16038.5799;6487.7443;16025.7345;6484.0182;16034.5027;6483.8503;16034.701
2008280.0;6490.0195;16027.7976;6491.9699;16031.3214;6481.794;16027.4453;6485.9121;16032.7117;6480.3347;16040.6828;6484.5281;16038.366;6487.712;16025.8188;6484.0201;16034.502;6483.7543;16034.8198
2008300.0;6490.04;16027.6861;6491.8477;16031.4407;6481.9542;16027.9665;6485.8711;16032.843;6480.3135;16040.6638;6484.595;16038.1653;6487.651;16025.9688;6484.0221;16034.5012;6483.6629;16034.9232
2008320.0;6490.0656;16027.5691;6491.7147;16031.5756;6482.0963;16028.4717;6485.8279;16032.9698;6480.3038;16040.6514;6484.6483;16037.9846;6487.5738;16026.1717;6484.024;16034.5005;6483.5674;16035.0049
2008340.0;6490.0955;16027.4684;6491.5774;16031.7174;6482.2041;16028.8959;6485.7951;16033.0755;6480.3057;16040.6534;6484.6885;16037.8158;6487.5029;16026.4066;6484.0259;16034.4998;6483.4601;16035.0594
2008360.0;6490.1278;16027.3838;6491.4386;16031.8617;6482.2776;16029.2392;6485.7802;16033.1526;6480.317;16040.6729;6484.7173;16037.6479;6487.4577;16026.6525;6484.0278;16034.499;6483.339;16035.0809
2008380.0;6490.1628;16027.3012;6491.2996;16032.0067;6482.3224;16029.5393;6485.7839;16033.2061;6480.3315;16040.7089;6484.737;16037.4792;6487.4437;16026.8938;6484.0297;16034.4983;6483.2078;16035.0657
2008400.0;6490.2028;16027.2048;6491.1605;16032.1517;6482.3428;16029.8316;6485.8006;16033.2489;6480.3436;16040.7579;6484.7514;16037.3166;6487.4517;16027.1218;6484.0317;16034.4975;6483.0754;16035.0201
2008420.0;6490.2477;16027.0865;6491.0214;16032.2968;6482.3449;16030.133;6485.8213;16033.2915;6480.3492;16040.8151;6484.7634;16037.1742;6487.4655;16027.3301;6484.0336;16034.4968;6482.9528;16034.9667
2008440.0;6490.2934;16026.9461;6490.8823;16032.4418;6482.3458;16030.4444;6485.834;16033.3363;6480.3468;16040.8772;6484.7715;16037.0666;6487.4748;16027.5126;6484.0355;16034.4961;6482.8489;16034.9371
2008460.0;6490.3321;16026.7914;6490.7432;16032.5868;6482.371;16030.7466;6485.8285;16033.3769;6480.3307;16040.9453;6484.7698;16037.0015;6487.4809;16027.6642;6484.0374;16034.4953;6482.7666;16034.9534
2008480.0;6490.3555;16026.6359;6490.6041;16032.7318;6482.4364;16030.993;6485.8;16033.4046;6480.289;16041.0249;6484.7558;16036.9707;6487.4932;16027.7834;6484.0393;16034.4946;6482.7046;16035.0127
2008500.0;6490.3586;16026.4922;6490.465;16032.8768;6482.531;16031.1157;6485.7548;16033.4175;6480.2082;16041.1239;6484.7367;16036.9506;6487.5182;16027.8734;6484.0413;16034.4938;6482.6587;16035.0885
2008520.0;6490.3436;16026.3651;6490.3259;16033.0219;6482.6191;16031.0606;6485.7093;16033.4274;6480.0851;16041.248;6484.7249;16036.916;6487.5532;16027.9397;6484.0432;16034.4931;6482.623;16035.1486
2008540.0;6490.3213;16026.2488;6490.1868;16033.1669;6482.6596;16030.8276;6485.6812;16033.4576;6479.9331;16041.3931;6484.7295;16036.8551;6487.5898;16027.9878;6484.0451;16034.4924;6482.5895;16035.1737
2008560.0;6490.306;16026.1335;6490.0477;16033.3119;6482.6318;16030.4846;6485.6821;16033.5299;6479.7771;16041.5403;6484.7516;16036.7727;6487.6222;16028.0239;6484.047;16034.4916;6482.5506;16035.1639
2008580.0;6490.3068;16026.0111;6489.9087;16033.4569;6482.5506;16030.1391;6485.7159;16033.6514;6479.6385;16041.6574;6484.7873;16036.6839;6487.6513;16028.0542;6484.0489;16034.4909;6482.5012;16035.1313
2008600.0;6490.3221;16025.8837;6489.7696;16033.6019;6482.4569;16029.8776;6485.7868;16033.8113;6479.5278;16041.7098;6484.8293;16036.6078;6487.6805;16028.0802;6484.0509;16034.4901;6482.4401;16035.088
2008620.0;6490.3436;16025.7615;6489.6305;16033.747;6482.3979;16029.7271;6485.899;16033.991;6479.4462;16041.6808;6484.867;16036.5599;6487.7109;16028.098;6484.0528;16034.4894;6482.3693;16035.0383
2008640.0;6490.3611;16025.6582;6489.4914;16033.892;6482.4058;16029.6585;6486.0454;16034.174;6479.3908;16041.5825;6484.8899;16036.5382;6487.7419;16028.1034;6484.0547;16034.4887;6482.2951;16034.98
2008660.0;6490.3679;16025.5819;6489.3523;16034.037;6482.4804;16029.6123;6486.1976;16034.3711;6479.3567;16041.4459;6484.8945;16036.516;6487.7734;16028.1005;6484.0566;16034.4879;6482.2278;16034.9102
2008680.0;6490.3618;16025.533;6489.2132;16034.182;6482.5877;16029.5259;6486.3125;16034.6078;6479.3414;16041.2959;6484.8855;16036.4503;6487.8071;16028.1007;6484.0585;16034.4872;6482.1791;16034.8292
2008700.0;6490.345;16025.509;6489.0741;16034.327;6482.6777;16029.3574;6486.3574;16034.8796;6479.3457;16041.1349;6484.8701;16036.3107;6487.8439;16028.1109;6484.0605;16034.4864;6482.1577;16034.7399
2008720.0;6490.3234;16025.5093;6488.935;16034.4721;6482.7167;16029.1091;6486.3327;16035.105;6479.3751;16040.9543;6484.8526;16036.0984;6487.8834;16028.1255;6484.0624;16034.4857;6482.1676;16034.6435
2008740.0;6490.3038;16025.5327;6488.7959;16034.6171;6482.7045;16028.8279;6486.2697;16035.1631;6479.4364;16040.7488;6484.8369;16035.8448;6487.9249;16028.1303;6484.0643;16034.485;6482.2085;16034.5375
2008760.0;6490.2898;16025.5711;6488.6569;16034.7621;6482.6613;16028.5679;6486.2056;16035.0123;6479.5351;16040.5209;6484.8288;16035.5914;6487.9685;16028.1152;6484.0662;16034.4842;6482.2768;16034.4171
2008780.0;6490.2812;16025.609;6488.5178;16034.9071;6482.6004;16028.3422;6486.1613;16034.7586;6479.6719;16040.2722;6484.8341;16035.3697;6488.0159;16028.0798;6484.0681;16034.4835;6482.3662;16034.2777
2008800.0;6490.2748;16025.6312;6488.3787;16035.0521;6482.5159;16028.1151;6486.1383;16034.5808;6479.8382;16040.0031;6484.8513;16035.1916;6488.0706;16028.0281;6484.0701;16034.4827;6482.4705;16034.1182
2008820.0;6490.266;16025.631;6488.2396;16035.1972;6482.3945;16027.8377;6486.1279;16034.5862;6480.0182;16039.719;6484.868;16035.0521;6488.1344;16027.9624;6484.072;16034.482;6482.5835;16033.9391
2008840.0;6490.2528;16025.6125;6488.1005;16035.3422;6482.2319;16027.484;6486.122;16034.7477;6480.1982;16039.4313;6484.8675;16034.9375;6488.2042;16027.8855;6484.0739;16034.4813;6482.6973;16033.7389
2008860.0;6490.2374;16025.5836;6487.9614;16035.4872;6482.0479;16027.0747;6486.1142;16034.9659;6480.3734;16039.1532;6484.8403;16034.8337;6488.2705;16027.8069;6484.0758;16034.4805;6482.7999;16033.5104
2008880.0;6490.2269;16025.5456;6487.8223;16035.6322;6481.8804;16026.6674;6486.1013;16035.1618;6480.5455;16038.9005;6484.7931;16034.7315;6488.3232;16027.7416;6484.0777;16034.4798;6482.8775;16033.2447
2008900.0;6490.2278;16025.4869;6487.6832;16035.7772;6481.7672;16026.3277;6486.0836;16035.3179;6480.7113;16038.6973;6484.7438;16034.628;6488.3569;16027.7017;6484.0797;16034.479;6482.9192;16032.9391
2008920.0;6490.2417;16025.391;6487.5441;16035.9222;6481.7257;16026.0989;6486.0645;16035.4485;6480.8601;16038.5695;6484.7056;16034.5289;6488.3743;16027.6913;6484.0816;16034.4783;6482.9224;16032.6052
2008940.0;6490.2644;16025.2498;6487.405;16036.0673;6481.7463;16025.9858;6486.0457;16035.5745;6480.9787;16038.5266;6484.6767;16034.4488;6488.3816;16027.7092;6484.0835;16034.4776;6482.8905;16032.2652
2008960.0;6490.2914;16025.0723;6487.266;16036.2123;6481.8033;16025.9621;6486.0242;16035.7078;6481.0627;16038.559;6484.6457;16034.4051;6488.385;16027.7522;6484.0854;16034.4768;6482.837;16031.9451
2008980.0;6490.3204;16024.8725;6487.1269;16036.3573;6481.8728;16025.9912;6485.9942;16035.8558;6481.1174;16038.6502;6484.6048;16034.4077;6488.3889;16027.8162;6484.0873;16034.4761;6482.7861;16031.6699
2009000.0;6490.3511;16024.6583;6486.9878;16036.5023;6481.9431;16026.0462;6485.9526;16036.0233;6481.1529;16038.7929;6484.556;16034.4491;6488.397;16027.8952;6484.0893;16034.4754;6482.7662;16031.4615
2009020.0;6490.3848;16024.4319;6486.8487;16036.6473;6482.0121;16026.1128;6485.9011;16036.2132;6481.1779;16038.9819;6484.5063;16034.5059;6488.4122;16027.9825;6484.0912;16034.4746;6482.7907;16031.3328
2009040.0;6490.4258;16024.1987;6486.7096;16036.7924;6482.0781;16026.1762;6485.8448;16036.428;6481.1961;16039.201;6484.4603;16034.5513;6488.4343;16028.0734;6484.0931;16034.4739;6482.8436;16031.2786
2009060.0;6490.4799;16023.9686;6486.5708;16036.9375;6482.1286;16026.1998;6485.791;16036.6663;6481.2058;16039.4225;6484.4184;16034.5699;6488.4594;16028.1653;6484.095;16034.4731;6482.8892;16031.2762
2009080.0;6490.5501;16023.7467;6486.4335;16037.0825;6482.1391;16026.1222;6485.7485;16036.9188;6481.2013;16039.6228;6484.3767;16034.5638;6488.4812;16028.2567;6484.0969;16034.4724;6482.9018;16031.3007
2009100.0;6490.6334;16023.5279;6486.3011;16037.2266;6482.0873;16025.8881;6485.7279;16037.1663;6481.176;16039.7938;6484.3275;16034.546;6488.4953;16028.3461;6484.0988;16034.4717;6482.8855;16031.339
2009120.0;6490.7243;16023.3003;6486.1808;16037.3663;6481.9678;16025.4842;6485.7395;16037.386;6481.1277;16039.9392;6484.2632;16034.5294;6488.5006;16028.4312;6484.1008;16034.4709;6482.8666;16031.388
2009140.0;6490.8204;16023.0521;6486.0844;16037.493;6481.7976;16024.9501;6485.7875;16037.5589;6481.0652;16040.062;6484.1824;16034.519;6488.4981;16028.5115;6484.1027;16034.4702;6482.8693;16031.4431
2009160.0;6490.9231;16022.7733;6486.0243;16037.5906;6481.607;16024.3554;6485.8691;16037.6746;6481.0092;16040.1547;6484.0939;16034.5144;6488.491;16028.5884;6484.1046;16034.4694;6482.8981;16031.4911
2009180.0;6491.0338;16022.456;6486.0059;16037.6392;6481.425;16023.7681;6485.9707;16037.7329;6480.985;16040.2026;6484.0122;16034.5127;6488.4866;16028.6643;6484.1065;16034.4687;6482.9385;16031.5108
2009200.0;6491.1508;16022.1071;6486.0222;16037.626;6481.2696;16023.2365;6486.0753;16037.7467;6481.0079;16040.1957;6483.9486;16034.5123;6488.4953;16028.7401;6484.1084;16034.468;6482.97;16031.4836
2009220.0;6491.2701;16021.7549;6486.0562;16037.5574;6481.1462;16022.7813;6486.1634;16037.7416;6481.075;16040.137;6483.9068;16034.5123;6488.5255;16028.8186;6484.1104;16034.4672;6482.979;16031.3996
2009240.0;6491.3856;16021.4417;6486.0916;16037.4566;6481.052;16022.3992;6486.213;16037.7449;6481.1662;16040.0445;6483.8837;16034.5123;6488.5756;16028.906;6484.1123;16034.4665;6482.9624;16031.2606
2009260.0;6491.489;16021.2011;6486.1218;16037.3452;6480.9814;16022.0809;6486.1938;16037.7672;6481.2552;16039.9446;6483.8731;16034.5119;6488.6338;16029.0078;6484.1142;16034.4657;6482.9246;16031.0792
2009280.0;6491.5707;16021.0441;6486.1493;16037.228;6480.9287;16021.828;6486.0716;16037.7879;6481.3227;16039.862;6483.8692;16034.5099;6488.6859;16029.1188;6484.1161;16034.465;6482.8731;16030.875
2009300.0;6491.6237;16020.9631;6486.1793;16037.0954;6480.887;16021.6557;6485.8304;16037.7667;6481.363;16039.8106;6483.8684;16034.5028;6488.7231;16029.2251;6484.118;16034.4643;6482.8174;16030.6699
2009320.0;6491.649;16020.942;6486.2144;16036.9353;6480.8488;16021.579;6485.4938;16037.6759;6481.384;16039.7925;6483.8692;16034.4838;6488.7446;16029.3169;6484.12;16034.4635;6482.7675;16030.4829
2009340.0;6491.6563;16020.9605;6486.2542;16036.7456;6480.8091;16021.596;6485.1218;16037.5248;6481.4023;16039.806;6483.8742;16034.4427;6488.7527;16029.3943;6484.1219;16034.4628;6482.7295;16030.3275
2009360.0;6491.6577;16020.9975;6486.2985;16036.53;6480.7666;16021.6851;6484.7816;16037.3526;6481.434;16039.8504;6483.8898;16034.3702;6488.7485;16029.4602;6484.1238;16034.462;6482.7028;16030.2117
2009380.0;6491.6623;16021.037;6486.3496;16036.2929;6480.7244;16021.8133;6484.5164;16037.1966;6481.4845;16039.925;6483.9292;16034.264;6488.7269;16029.5054;6484.1257;16034.4613;6482.6828;16030.1372
2009400.0;6491.6723;16021.0786;6486.4111;16036.0376;6480.6899;16021.9459;6484.3333;16037.0706;6481.5426;16040.0234;6484.013;16034.1322;6488.6757;16029.5056;6484.1276;16034.4606;6482.6661;16030.0986
2009420.0;6491.6813;16021.1416;6486.4865;16035.7709;6480.6706;16022.0551;6484.214;16036.9671;6481.5866;16040.1352;6484.1626;16033.9884;6488.5836;16029.4364;6484.1296;16034.4598;6482.6536;16030.0862
2009440.0;6491.6753;16021.2573;6486.5768;16035.5064;6480.6677;16022.1241;6484.1338;16036.8749;6481.5981;16040.2505;6484.3863;16033.8432;6488.4516;16029.2956;6484.1315;16034.4591;6482.6509;16030.0883
2009460.0;6491.6432;16021.4434;6486.678;16035.2637;6480.6731;16022.1502;6484.0699;16036.7881;6481.5743;16040.3608;6484.6661;16033.6986;6488.299;16029.1126;6484.1334;16034.4583;6482.6657;16030.0935
2009480.0;6491.588;16021.6793;6486.7821;16035.0586;6480.6733;16022.1435;6484.0086;16036.7083;6481.5266;16040.4606;6484.9611;16033.5514;6488.1552;16028.934;6484.1353;16034.4576;6482.703;16030.0925
2009500.0;6491.527;16021.9051;6486.8793;16034.8986;6480.6591;16022.1207;6483.9447;16036.6385;6481.4711;16040.5478;6485.2273;16033.4001;6488.0418;16028.7961;6484.1372;16034.4569;6482.7642;16030.0852
2009520.0;6491.4778;16022.0556;6486.9615;16034.7874;6480.6315;16022.0991;6483.881;16036.5785;6481.4183;16040.6253;6485.4385;16033.2468;6487.9645;16028.7131;6484.1392;16034.4561;6482.8476;16030.0859
2009540.0;6491.4456;16022.0999;6487.0266;16034.725;6480.5977;16022.0921;6483.8254;16036.5228;6481.3672;16040.699;6485.5897;16033.0913;6487.9162;16028.6829;6484.1411;16034.4554;6482.9523;16030.1196
2009560.0;6491.4257;16022.0501;6487.0766;16034.7083;6480.5652;16022.1111;6483.785;16036.4629;6481.3065;16040.7725;6485.688;16032.9242;6487.8845;16028.697;6484.143;16034.4546;6483.0777;16030.2102
2009580.0;6491.4124;16021.9424;6487.1137;16034.7303;6480.5371;16022.1601;6483.7606;16036.3959;6481.2185;16040.8437;6485.7434;16032.731;6487.8579;16028.7423;6484.1449;16034.4539;6483.2182;16030.3692
2009600.0;6491.4034;16021.8136;6487.138;16034.7814;6480.5116;16022.2339;6483.7461;16036.3283;6481.0882;16040.9088;6485.7696;16032.5046;6487.8284;16028.8026;6484.1468;16034.4532;6483.3617;16030.5948
2009620.0;6491.3984;16021.6943;6487.1488;16034.8566;6480.4851;16022.32;6483.7296;16036.2811;6480.9109;16040.9707;6485.7888;16032.2581;6487.7931;16028.8605;6484.1488;16034.4524;6483.4938;16030.8734
2009640.0;6491.3961;16021.615;6487.1467;16034.9539;6480.4527;16022.4039;6483.6905;16036.2883;6480.6914;16041.0492;6485.825;16032.0208;6487.7518;16028.9043;6484.1507;16034.4517;6483.6026;16031.1852
2009660.0;6491.3953;16021.6057;6487.135;16035.0682;6480.4099;16022.4722;6483.603;16036.3825;6480.4402;16041.186;6485.8935;16031.8208;6487.705;16028.9301;6484.1526;16034.4509;6483.6818;16031.5076
2009680.0;6491.3953;16021.687;6487.1178;16035.1878;6480.3564;16022.5134;6483.4493;16036.5694;6480.1674;16041.4304;6485.9944;16031.6668;6487.6519;16028.9383;6484.1545;16034.4502;6483.7312;16031.8229
2009700.0;6491.3964;16021.8607;6487.0977;16035.2964;6480.3008;16022.5212;6483.2409;16036.8113;6479.8849;16041.8054;6486.1163;16031.5442;6487.5916;16028.9301;6484.1564;16034.4495;6483.7564;16032.1195
2009720.0;6491.4006;16022.105;6487.0767;16035.3802;6480.258;16022.4946;6483.0224;16037.0449;6479.608;16042.2766;6486.2472;16031.4272;6487.5236;16028.9039;6484.1584;16034.4487;6483.766;16032.3913
2009740.0;6491.4109;16022.3801;6487.0558;16035.4359;6480.2407;16022.438;6482.8455;16037.2198;6479.3531;16042.7528;6486.3802;16031.293;6487.4474;16028.858;6484.1603;16034.448;6483.7664;16032.6315
2009760.0;6491.4319;16022.641;6487.0372;16035.4692;6480.2476;16022.3533;6482.7372;16037.3193;6479.1328;16043.128;6486.5111;16031.1293;6487.3656;16028.7936;6484.1622;16034.4472;6483.7576;16032.8316
2009780.0;6491.4663;16022.847;6487.0263;16035.4873;6480.2622;16022.2385;6482.6932;16037.3483;6478.951;16043.327;6486.6337;16030.934;6487.2839;16028.7162;6484.1641;16034.4465;6483.7375;16032.9851
2009800.0;6491.5102;16022.9858;6487.0312;16035.4939;6480.2657;16022.0954;6482.6983;16037.3102;6478.8049;16043.3264;6486.739;16030.7106;6487.2092;16028.634;6484.166;16034.4458;6483.7076;16033.091
2009820.0;6491.5523;16023.083;6487.056;16035.4956;6480.2519;16021.9431;6482.7446;16037.1939;6478.6899;16043.1495;6486.8184;16030.4675;6487.1438;16028.555;6484.168;16034.445;6483.675;16033.1539
2009840.0;6491.5861;16023.1973;6487.0949;16035.5112;6480.2316;16021.8264;6482.8298;16036.9786;6478.6013;16042.8545;6486.8688;16030.2157;6487.0831;16028.4856;6484.1699;16034.4443;6483.647;16033.1801
2009860.0;6491.6123;16023.4116;6487.1317;16035.5668;6480.2229;16021.7992;6482.944;16036.6499;6478.5336;16042.5167;6486.8942;16029.9663;6487.0205;16028.4272;6484.1718;16034.4435;6483.6261;16033.1713
