Time(sentisec);X_B(m);Y_B(m);X_C(m);Y_C(m);X_D(m);Y_D(m);X_G(m);Y_G(m);X_H(m);Y_H(m);X_I(m);Y_I(m);X_J(m);Y_J(m);X_L(m);Y_L(m);X_M(m);Y_M(m)
5472560.0;2983.2219;1881.3347;2982.9293;1883.5095;2984.0573;1882.8375;2984.4298;1879.3923;2984.0499;1886.4836;2981.7354;1885.6662;2987.2249;1883.0579;2982.7579;1887.4749;2972.8701;1883.752
5472580.0;2981.2032;1880.4405;2980.81;1882.4908;2981.9448;1881.7683;2982.3948;1878.3911;2981.7958;1885.4038;2979.4045;1884.5413;2984.794;1881.7603;2980.4592;1886.4279;2970.6878;1883.0287
5472600.0;2979.2411;1879.394;2978.7504;1881.3215;2979.8926;1880.5627;2980.432;1877.2508;2979.5976;1884.2268;2977.1553;1883.2542;2982.4603;1880.3378;2978.2058;1885.2432;2968.5668;1882.108
5472620.0;2977.3112;1878.2149;2976.7588;1880.0088;2977.9145;1879.2177;2978.5635;1875.9671;2977.4818;1882.9357;2975.0006;1881.8211;2980.2209;1878.8021;2976.0114;1883.9203;2966.5264;1880.9948
5472640.0;2975.392;1876.9192;2974.8464;1878.5571;2976.0242;1877.7355;2976.8116;1874.5339;2975.4934;1881.5077;2972.9531;1880.253;2978.0664;1877.1646;2973.8935;1882.4591;2964.5871;1879.7137
5472660.0;2973.491;1875.5115;2973.025;1876.9718;2974.2345;1876.1246;2975.198;1872.9468;2973.6939;1879.9185;2971.0253;1878.5534;2975.9997;1875.4283;2971.8718;1880.8581;2962.7739;1878.2943
5472680.0;2971.6498;1873.9837;2971.3072;1875.2587;2972.5606;1874.3927;2973.7404;1871.206;2972.1389;1878.1543;2969.2315;1876.7218;2974.0473;1873.5802;2969.9673;1879.1141;2961.1175;1876.7514
5472700.0;2969.9257;1872.3234;2969.7067;1873.4237;2971.0222;1872.5402;2972.4477;1869.3188;2970.8448;1876.2242;2967.5901;1874.7571;2972.2514;1871.5971;2968.2033;1877.2228;2959.6516;1875.0775
5472720.0;2968.3692;1870.5216;2968.2395;1871.4712;2969.6423;1870.5612;2971.3189;1867.3002;2969.7736;1874.1631;2966.1225;1872.6619;2970.6514;1869.4635;2966.6019;1875.1826;2958.4063;1873.2526
5472740.0;2967.0104;1868.5811;2966.9214;1869.4073;2968.438;1868.4529;2970.3445;1865.1717;2968.853;1872.0176;2964.849;1870.4441;2969.2668;1867.1849;2965.1802;1872.9984;2957.404;1871.2614
5472760.0;2965.852;1866.5217;2965.7665;1867.2382;2967.4146;1866.2212;2969.5122;1862.9581;2968.0121;1869.8288;2963.7804;1868.1175;2968.0941;1864.7862;2963.9467;1870.6832;2956.6547;1869.1027
5472780.0;2964.8748;1864.3732;2964.7857;1864.9711;2966.5695;1863.882;2968.8092;1860.6835;2967.2042;1867.6224;2962.9145;1865.6985;2967.1151;1862.3019;2962.9018;1868.2551;2956.1502;1866.7888
5472800.0;2964.0497;1862.164;2963.9887;1862.6135;2965.901;1861.4561;2968.2247;1858.3669;2966.407;1865.4104;2962.239;1863.2033;2966.314;1859.7657;2962.0392;1865.734;2955.8617;1864.3393
5472820.0;2963.358;1859.9099;2963.3809;1860.1761;2965.4109;1858.9657;2967.748;1856.0204;2965.6125;1863.1971;2961.7405;1860.6448;2965.6886;1857.2067;2961.3495;1863.1395;2955.7473;1861.7794
5472840.0;2962.7984;1857.6152;2962.9616;1857.6742;2965.0992;1856.432;2967.371;1853.651;2964.8179;1860.9838;2961.41;1858.0329;2965.249;1854.6455;2960.8222;1860.4902;2955.7657;1859.1385
5472860.0;2962.3791;1855.2814;2962.7217;1855.1262;2964.957;1853.8743;2967.0904;1851.2643;2964.0234;1858.7704;2961.2442;1855.3764;2965.0063;1852.0922;2960.4504;1857.8001;2955.8892;1856.4484
5472880.0;2962.1084;1852.913;2962.6491;1852.5493;2964.968;1851.3093;2966.9104;1848.8654;2963.2289;1856.5571;2961.2399;1852.6861;2964.962;1849.5459;2960.2325;1855.0764;2956.1052;1853.739
5472900.0;2961.9909;1850.5167;2962.7343;1849.9545;2965.1145;1848.7477;2966.8412;1846.4593;2962.4343;1854.3438;2961.3932;1849.9754;2965.1113;1847.0002;2960.1715;1852.3215;2956.4082;1851.0302
5472920.0;2962.0314;1848.0961;2962.9738;1847.3467;2965.3836;1846.1929;2966.8951;1844.0505;2961.6398;1852.1304;2961.7004;1847.2584;2965.4524;1844.448;2960.2699;1849.5386;2956.792;1848.3296
5472940.0;2962.2358;1845.6515;2963.3671;1844.728;2965.7729;1843.6431;2967.081;1841.6425;2960.8526;1849.9134;2962.1616;1844.5453;2965.9927;1841.8853;2960.5256;1846.7363;2957.2528;1845.6363
5472960.0;2962.606;1843.1828;2963.9145;1842.1026;2966.2917;1841.0973;2967.4049;1839.2396;2960.0944;1847.6816;2962.7799;1841.8411;2966.7402;1839.3142;2960.9297;1843.9274;2957.7974;1842.9499
5472980.0;2963.1355;1840.6977;2964.6144;1839.478;2966.9563;1838.5586;2967.8696;1836.8478;2959.4254;1845.4053;2963.5585;1839.1467;2967.6854;1836.7446;2961.4704;1841.1246;2958.4461;1840.2738
5473000.0;2963.8101;1838.2124;2965.4651;1836.8626;2967.7811;1836.0348;2968.4771;1834.4762;2958.969;1843.0245;2964.4962;1836.4638;2968.7932;1834.1917;2962.1379;1838.337;2959.226;1837.6115
5473020.0;2964.6172;1835.748;2966.4643;1834.2636;2968.7707;1833.5359;2969.229;1832.1336;2958.9069;1840.4545;2965.5874;1833.7978;2970.0172;1831.6684;2962.9306;1835.5717;2960.162;1834.9613
5473040.0;2965.5526;1833.3231;2967.6121;1831.6881;2969.9199;1831.076;2970.1286;1829.825;2959.411;1837.6263;2966.8238;1831.1567;2971.3221;1829.1823;2963.8543;1832.8357;2961.2737;1832.319
5473060.0;2966.6205;1830.9507;2968.9085;1829.145;2971.2197;1828.6729;2971.1802;1827.5519;2960.5406;1834.5412;2968.1984;1828.5498;2972.6961;1826.738;2964.9197;1830.136;2962.5726;1829.6856
5473080.0;2967.8243;1828.6402;2970.3513;1826.6455;2972.6629;1826.3447;2972.3871;1825.3175;2962.1971;1831.2927;2969.7076;1825.985;2974.146;1824.3409;2966.1375;1827.4788;2964.0561;1827.0694
5473100.0;2969.1566;1826.4001;2971.9346;1824.1987;2974.2457;1824.1021;2973.7494;1823.1296;2964.1865;1828.0235;2971.3519;1823.4701;2975.6876;1821.9965;2967.5164;1824.87;2965.7086;1824.4836
5473120.0;2970.599;1824.2408;2973.6521;1821.8093;2975.965;1821.9441;2975.2648;1820.9973;2966.3338;1824.8568;2973.1331;1821.0146;2977.3368;1819.7097;2969.0606;1822.3176;2967.511;1821.9439
5473140.0;2972.1278;1822.1737;2975.4991;1819.4795;2977.8138;1819.8607;2976.9279;1818.9266;2968.5499;1821.8567;2975.0527;1818.6309;2979.1064;1817.4858;2970.769;1819.8332;2969.4506;1819.4661
5473160.0;2973.7259;1820.2092;2977.4723;1817.2165;2979.78;1817.8402;2978.7298;1816.9217;2970.8228;1819.0356;2977.1093;1816.3324;2981.0;1815.3327;2972.633;1817.4288;2971.5234;1817.0656
5473180.0;2975.3939;1818.3537;2979.5679;1815.0355;2981.8491;1815.8764;2980.657;1814.986;2973.1774;1816.3801;2979.3006;1814.1297;2983.0102;1813.2594;2974.6383;1815.1114;2973.7277;1814.7543
5473200.0;2977.1528;1816.6047;2981.7825;1812.9554;2984.0098;1813.9734;2982.6967;1813.1219;2975.6406;1813.875;2981.6248;1812.027;2985.1227;1811.2741;2976.7696;1812.8819;2976.0576;1812.5385
5473220.0;2979.0333;1814.9506;2984.1137;1810.9908;2986.2568;1812.1445;2984.8391;1811.3298;2978.2276;1811.5119;2984.0816;1810.0242;2987.3253;1809.3841;2979.0167;1810.7402;2978.5015;1810.4219
5473240.0;2981.0536;1813.3721;2986.5607;1809.1483;2988.5895;1810.4093;2987.0779;1809.6124;2980.93;1809.2946;2986.6691;1808.1191;2989.6143;1807.5967;2981.3752;1808.6915;2981.0447;1808.4085
5473260.0;2983.2009;1811.8514;2989.1197;1807.4301;2991.0067;1808.7845;2989.4073;1807.9774;2983.7202;1807.2335;2989.3799;1806.3106;2991.9923;1805.921;2983.8428;1806.7474;2983.6738;1806.5043
5473280.0;2985.4321;1810.3794;2991.7819;1805.8398;2993.5049;1807.2781;2991.821;1806.4363;2986.5659;1805.3361;2992.1976;1804.5985;2994.4595;1804.3646;2986.4149;1804.9183;2986.3807;1804.7143
5473300.0;2987.7015;1808.9628;2994.5324;1804.3839;2996.0785;1805.8865;2994.3126;1804.9985;2989.4444;1803.5981;2995.0981;1802.9856;2997.0101;1802.9299;2989.0849;1803.2076;2989.1638;1803.0414
5473320.0;2989.9941;1807.6191;2997.3532;1803.0704;2998.7205;1804.6005;2996.875;1803.6695;2992.3473;1802.0042;2998.0544;1801.4784;2999.6334;1801.614;2991.8443;1801.6115;2992.0253;1801.4862
5473340.0;2992.3397;1806.3698;3000.2262;1801.9079;3001.4229;1803.4126;2999.5;1802.4527;2995.2768;1800.5336;3001.0426;1800.0908;3002.3194;1800.4163;2994.683;1800.128;2994.9665;1800.0524
5473360.0;2994.7909;1805.2335;3003.136;1800.9071;3004.1767;1802.324;3002.1795;1801.3504;2998.2417;1799.1703;3004.0464;1798.8416;3005.0613;1799.3432;2997.5896;1798.7633;2997.9828;1798.7473
5473380.0;2997.3802;1804.2255;3006.0713;1800.0785;3006.9728;1801.3465;3004.9055;1800.3651;3001.2513;1797.9097;3007.0577;1797.7512;3007.8547;1798.4083;3000.5552;1797.5328;3001.0636;1797.5803
5473400.0;3000.1036;1803.3608;3009.0256;1799.4262;3009.8036;1800.5031;3007.6696;1799.5013;3004.3092;1796.7643;3010.0744;1796.8354;3010.6947;1797.6268;3003.576;1796.4539;3004.1934;1796.5659
5473420.0;3002.9368;1802.6516;3011.9953;1798.9456;3012.6625;1799.8239;3010.4622;1798.7674;3007.4099;1795.7587;3013.0977;1796.1063;3013.5739;1797.0156;3006.6505;1795.5418;3007.3553;1795.7237
5473440.0;3005.8603;1802.1091;3014.9765;1798.6299;3015.5405;1799.3401;3013.2738;1798.1769;3010.5463;1794.9228;3016.1279;1795.5739;3016.4812;1796.596;3009.775;1794.8062;3010.5342;1795.0787
5473460.0;3008.8636;1801.7472;3017.9609;1798.4783;3018.4243;1799.0766;3016.0978;1797.7442;3013.7159;1794.2828;3019.1607;1795.2511;3019.4037;1796.3898;3012.941;1794.2546;3013.719;1794.6582
5473480.0;3011.9354;1801.5859;3020.9353;1798.5003;3021.2989;1799.0443;3018.9313;1797.4836;3016.9186;1793.8607;3022.1872;1795.1523;3022.3295;1796.4117;3016.1362;1793.8943;3016.9;1794.4899
5473500.0;3015.06;1801.6422;3023.8842;1798.7113;3024.1517;1799.2413;3021.7716;1797.4068;3020.1474;1793.6752;3025.1943;1795.2904;3025.2484;1796.663;3019.3448;1793.738;3020.0654;1794.6007
5473520.0;3018.2153;1801.9175;3026.792;1799.1298;3026.9743;1799.6591;3024.6114;1797.5255;3023.3834;1793.7427;3028.1677;1795.6732;3028.1494;1797.1354;3022.5483;1793.804;3023.1977;1795.0094
5473540.0;3021.3723;1802.3942;3029.6434;1799.7724;3029.7567;1800.2915;3027.4358;1797.8513;3026.6011;1794.0746;3031.0904;1796.3044;3031.0174;1797.8169;3025.7241;1794.1174;3026.2761;1795.716
5473560.0;3024.4908;1803.0468;3032.4199;1800.6509;3032.4809;1801.1392;3030.2227;1798.3948;3029.7749;1794.6782;3033.9416;1797.1843;3033.8326;1798.6986;3028.846;1794.7037;3029.2782;1796.7026
5473580.0;3027.5248;1803.861;3035.0993;1801.7683;3035.1179;1802.2096;3032.9453;1799.1648;3032.882;1795.5567;3036.6958;1798.3108;3036.5726;1799.7765;3031.8823;1795.585;3032.1795;1797.9474
5473600.0;3030.4352;1804.8419;3037.6581;1803.12;3037.6359;1803.5107;3035.5729;1800.1697;3035.8968;1796.7105;3039.3262;1799.6807;3039.2153;1801.0527;3034.7951;1796.7738;3034.9503;1799.4375
5473620.0;3033.1963;1806.0082;3040.0772;1804.6948;3040.0084;1805.041;3038.0711;1801.4179;3038.7882;1798.1354;3041.807;1801.2913;3041.7406;1802.534;3037.5401;1798.2725;3037.554;1801.172
5473640.0;3035.794;1807.3742;3042.3433;1806.4759;3042.2192;1806.7844;3040.4029;1802.9145;3041.519;1799.823;3044.1195;1803.1372;3044.133;1804.2237;3040.0715;1800.0709;3039.9505;1803.1505
5473660.0;3038.2188;1808.9329;3044.4462;1808.4419;3044.2578;1808.7128;3042.5338;1804.6541;3044.051;1801.7598;3046.2535;1805.2037;3046.3788;1806.1156;3042.347;1802.1467;3042.1044;1805.3614
5473680.0;3040.4639;1810.6541;3046.3754;1810.5696;3046.114;1810.796;3044.4401;1806.6173;3046.3483;1803.9328;3048.2081;1807.4636;3048.4648;1808.1924;3044.3349;1804.4659;3043.992;1807.7783
5473700.0;3042.5278;1812.4978;3048.1202;1812.8355;3047.7779;1813.0095;3046.1127;1808.7736;3048.3804;1806.3307;3049.9854;1809.8834;3050.3755;1810.431;3046.0176;1806.9875;3045.6061;1810.362
5473720.0;3044.4133;1814.4326;3049.6697;1815.2172;3049.243;1815.3333;3047.5553;1811.091;3050.1246;1808.9428;3051.5841;1812.4305;3052.095;1812.8078;3047.393;1809.6652;3046.9605;1813.0636
5473740.0;3046.1148;1816.4442;3051.0149;1817.6919;3050.5096;1817.7491;3048.7759;1813.5394;3051.5684;1811.7479;3052.9942;1815.0766;3053.6064;1815.2999;3048.4718;1812.4495;3048.0863;1815.8329
5473760.0;3047.6033;1818.5369;3052.1461;1820.2382;3051.5825;1820.2352;3049.7809;1816.0905;3052.7109;1814.7021;3054.2001;1817.7961;3054.8898;1817.887;3049.2743;1815.2898;3049.0203;1818.6282
5473780.0;3048.8232;1820.7271;3053.0525;1822.8375;3052.4673;1822.7667;3050.5726;1818.7133;3053.5632;1817.7382;3055.1847;1820.5689;3055.9267;1820.5506;3049.8244;1818.1421;3049.7877;1821.4235
5473800.0;3049.7159;1823.0287;3053.7246;1825.474;3053.1673;1825.3189;3051.1502;1821.3749;3054.146;1820.7849;3055.9371;1823.3817;3056.7076;1823.272;3050.1464;1820.9747;3050.3914;1824.2077
5473820.0;3050.2494;1825.4414;3054.1609;1828.1332;3053.6819;1827.8739;3051.5127;1824.0459;3054.4824;1823.7911;3056.4536;1826.2254;3057.2393;1826.0282;3050.2614;1823.7708;3050.8196;1826.974
5473840.0;3050.4339;1827.9479;3054.3715;1830.8009;3054.0064;1830.4239;3051.6626;1826.7054;3054.5893;1826.7371;3056.7378;1829.0867;3057.5391;1828.7932;3050.1884;1826.5242;3051.0599;1829.7129
5473860.0;3050.3135;1830.5184;3054.376;1833.4621;3054.1365;1832.9689;3051.609;1829.3403;3054.4783;1829.6254;3056.7971;1831.9438;3057.6242;1831.545;3049.9455;1829.2349;3051.1089;1832.4108
5473880.0;3049.9494;1833.1111;3054.1948;1836.1012;3054.0742;1835.5085;3051.3657;1831.9424;3054.1597;1832.4623;3056.6422;1834.7707;3057.5047;1834.2716;3049.5535;1831.9056;3050.9697;1835.0535
5473900.0;3049.4052;1835.6753;3053.8442;1838.7034;3053.8299;1838.0362;3050.9472;1834.5024;3053.6476;1835.2447;3056.2865;1837.5467;3057.1874;1836.9704;3049.0339;1834.5394;3050.6464;1837.6277
5473920.0;3048.7344;1838.1645;3053.3357;1841.2581;3053.4173;1840.5404;3050.3643;1837.0082;3052.9596;1837.9593;3055.7475;1840.2599;3056.6812;1839.6413;3048.407;1837.1375;3050.1448;1840.1222
5473940.0;3047.9712;1840.5553;3052.681;1843.762;3052.8456;1843.0085;3049.6267;1839.4462;3052.1136;1840.5885;3055.0436;1842.9034;3055.9967;1842.2811;3047.687;1839.6948;3049.4773;1842.5313
5473960.0;3047.1274;1842.8516;3051.8927;1846.2165;3052.1172;1845.4309;3048.7456;1841.8053;3051.1278;1843.1208;3054.1936;1845.4695;3055.1452;1844.8813;3046.8818;1842.2006;3048.6634;1844.8583
5473980.0;3046.2015;1845.0705;3050.9822;1848.6224;3051.2357;1847.802;3047.7351;1844.0797;3050.0203;1845.5555;3053.2129;1847.9514;3054.1359;1847.4305;3045.9938;1844.6411;3047.7231;1847.1147
5474000.0;3045.1872;1847.2245;3049.9559;1850.9741;3050.2117;1850.1177;3046.6097;1846.2701;3048.8073;1847.8982;3052.1138;1850.3491;3052.9773;1849.9156;3045.0223;1847.0065;3046.6703;1849.3125
5474020.0;3044.0799;1849.3177;3048.8151;1853.2608;3049.0632;1852.3738;3045.3829;1848.3806;3047.4994;1850.1541;3050.9047;1852.6718;3051.6782;1852.3262;3043.963;1849.2922;3045.5128;1851.4575
5474040.0;3042.8809;1851.346;3047.5578;1855.4716;3047.806;1854.5646;3044.0683;1850.4156;3046.1015;1852.3242;3049.5929;1854.9343;3050.2473;1854.6575;3042.8096;1851.4969;3044.2558;1853.5477
5474060.0;3041.6031;1853.3024;3046.1831;1857.5994;3046.4454;1856.6826;3042.6807;1852.3777;3044.6156;1854.4077;3048.1857;1857.1472;3048.6946;1856.9078;3041.5555;1853.6162;3042.904;1855.5763
5474080.0;3040.2781;1855.1766;3044.6928;1859.6398;3044.9767;1858.7164;3041.2339;1854.2704;3043.043;1856.405;3046.6898;1859.3105;3047.0299;1859.0721;3040.1959;1855.6423;3041.4582;1857.5362
5474100.0;3038.9485;1856.9613;3043.0922;1861.5897;3043.3925;1860.6501;3039.7365;1856.0995;3041.385;1858.3205;3045.1063;1861.4132;3045.2619;1861.1388;3038.7279;1857.5675;3039.9127;1859.4216
5474120.0;3037.6432;1858.6565;3041.3866;1863.4478;3041.6911;1862.4674;3038.1878;1857.8705;3039.6415;1860.1604;3043.4281;1863.4396;3043.3951;1863.094;3037.1503;1859.3886;3038.2586;1861.2287
5474140.0;3036.3553;1860.2715;3039.5798;1865.2163;3039.8802;1864.1587;3036.5782;1859.5831;3037.8133;1861.9285;3041.6433;1865.3767;3041.4296;1864.9282;3035.4654;1861.1074;3036.4913;1862.9552
5474160.0;3035.0414;1861.8182;3037.6734;1866.8979;3037.9729;1865.7258;3034.8951;1861.2303;3035.9049;1863.6211;3039.7436;1867.2159;3039.3636;1866.6374;3033.6818;1862.7291;3034.6153;1864.6008
5474180.0;3033.6524;1863.3034;3035.671;1868.4919;3035.9835;1867.1794;3033.1317;1862.8025;3033.9267;1865.2277;3037.7296;1868.9481;3037.197;1868.2197;3031.815;1864.2614;3032.6447;1866.1683
5474200.0;3032.16;1864.7256;3033.5806;1869.9929;3033.9246;1868.5323;3031.2906;1864.293;3031.8926;1866.7394;3035.6117;1870.5606;3034.9342;1869.6733;3029.8832;1865.7159;3030.6001;1867.6632
5474220.0;3030.5606;1866.0793;3031.416;1871.3964;3031.8081;1869.7959;3029.3802;1865.6996;3029.8149;1868.1558;3033.4037;1872.0392;3032.5842;1870.9984;3027.9016;1867.1082;3028.5049;1869.0928
5474240.0;3028.8615;1867.3618;3029.192;1872.7008;3029.6452;1870.9796;3027.4097;1867.024;3027.7022;1869.484;3031.1171;1873.3758;3030.1609;1872.1997;3025.8807;1868.4536;3026.3809;1870.4649
5474260.0;3027.0704;1868.5761;3026.9198;1873.9081;3027.4463;1872.092;3025.3879;1868.271;3025.56;1870.7321;3028.7588;1874.5711;3027.6831;1873.2861;3023.8262;1869.762;3024.2436;1871.7844
5474280.0;3025.1919;1869.7279;3024.605;1875.0184;3025.2198;1873.1397;3023.324;1869.4447;3023.3921;1871.9051;3026.3348;1875.6347;3025.1718;1874.2667;3021.7408;1871.0326;3022.0979;1873.0499
5474300.0;3023.2293;1870.8195;3022.2502;1876.029;3022.9726;1874.1254;3021.2256;1870.5467;3021.2003;1873.0043;3023.8536;1876.581;3022.6468;1875.1489;3019.6246;1872.25;3019.9389;1874.2484
5474320.0;3021.1867;1871.844;3019.8589;1876.9364;3020.7074;1875.0454;3019.0968;1871.5749;3018.9836;1874.0276;3021.3288;1877.4242;3020.1211;1875.9364;3017.4782;1873.3876;3017.7542;1875.3544
5474340.0;3019.0703;1872.7871;3017.4367;1877.7403;3018.4225;1875.8909;3016.9376;1872.5253;3016.7391;1874.9693;3018.7749;1878.1742;3017.6008;1876.6303;3015.304;1874.4167;3015.5299;1876.3368
5474360.0;3016.8908;1873.6313;3014.9898;1878.4432;3016.1137;1876.6501;3014.7479;1873.392;3014.4644;1875.821;3016.2029;1878.8372;3015.086;1877.2294;3013.1049;1875.3191;3013.2593;1877.1755
5474380.0;3014.6606;1874.363;3012.5225;1879.0496;3013.7778;1877.3109;3012.5295;1874.1654;3012.1588;1876.5759;3013.6178;1879.4195;3012.5747;1877.7313;3010.882;1876.0911;3010.946;1877.8748
5474400.0;3012.3884;1874.973;3010.0377;1879.5635;3011.4158;1877.8618;3010.2855;1874.8313;3009.8232;1877.2324;3011.0204;1879.9298;3010.0649;1878.1325;3008.6339;1876.7375;3008.6015;1878.4602
5474420.0;3010.0779;1875.4559;3007.5372;1879.99;3009.031;1878.2932;3008.019;1875.3714;3007.4589;1877.7925;3008.4106;1880.3741;3007.5557;1878.431;3006.3585;1877.2645;3006.2358;1878.9567
5474440.0;3007.7308;1875.8096;3005.0229;1880.3348;3006.6271;1878.6;3005.7335;1875.7667;3005.0709;1878.2571;3005.7906;1880.7511;3005.0466;1878.6277;3004.0551;1877.6796;3003.854;1879.3719
5474460.0;3005.3535;1876.0375;3002.4976;1880.603;3004.2073;1878.7823;3003.4328;1876.0023;3002.6702;1878.6233;3003.1648;1881.0498;3002.5376;1878.7259;3001.7255;1877.9946;3001.4593;1879.6994
5474480.0;3002.9577;1876.149;2999.9658;1880.7961;3001.776;1878.8434;3001.1226;1876.0729;3000.2718;1878.886;3000.5391;1881.2538;3000.0288;1878.7268;2999.374;1878.2231;2999.0569;1879.9321
5474500.0;3000.557;1876.1544;2997.434;1880.9122;2999.3387;1878.7866;2998.809;1875.986;2997.8862;1879.043;2997.9196;1881.3443;2997.5208;1878.6288;2997.0064;1878.3744;2996.6516;1880.0692
5474520.0;2998.1607;1876.0583;2994.9088;1880.9451;2996.9019;1878.6136;2996.4985;1875.7609;2995.5125;1879.0942;2995.3117;1881.3046;2995.0155;1878.4297;2994.6279;1878.4472;2994.2444;1880.1116
5474540.0;2995.7729;1875.8594;2992.3952;1880.887;2994.473;1878.3258;2994.1971;1875.4213;2993.139;1879.0381;2992.7196;1881.1244;2992.5163;1878.1315;2992.2415;1878.4322;2991.8322;1880.0557
5474560.0;2993.3958;1875.5547;2989.8972;1880.7282;2992.0596;1877.9268;2991.9097;1874.9826;2990.7546;1878.8668;2990.1467;1880.804;2990.0284;1877.7401;2989.8482;1878.3169;2989.4125;1879.8952
5474580.0;2991.0324;1875.1428;2987.4195;1880.4597;2989.6685;1877.4211;2989.6399;1874.4473;2988.3588;1878.5649;2987.5969;1880.3525;2987.5576;1877.2604;2987.4487;1878.0911;2986.9879;1879.6231
5474600.0;2988.6876;1874.6225;2984.9688;1880.0737;2987.3051;1876.8114;2987.3929;1873.8079;2985.9641;1878.1123;2985.075;1879.7835;2985.1095;1876.6893;2985.048;1877.7442;2984.5663;1879.2304
5474620.0;2986.3677;1873.9904;2982.5542;1879.5636;2984.9728;1876.0959;2985.1772;1873.0569;2983.5895;1877.4898;2982.5854;1879.1088;2982.69;1876.0129;2982.657;1877.2628;2982.1598;1878.7029
5474640.0;2984.0787;1873.2415;2980.1865;1878.9212;2982.6747;1875.2703;2983.0061;1872.1915;2981.2533;1876.6862;2980.1322;1878.3317;2980.3054;1875.2129;2980.2923;1876.6272;2979.7816;1878.0235
5474660.0;2981.8269;1872.3702;2977.8774;1878.1352;2980.4149;1874.3307;2980.8937;1871.2115;2978.9687;1875.7032;2977.723;1877.4438;2977.963;1874.2749;2977.9739;1875.8158;2977.4426;1877.178
5474680.0;2979.6199;1871.3704;2975.6375;1877.1931;2978.1991;1873.2763;2978.8527;1870.113;2976.7447;1874.5537;2975.37;1876.4291;2975.6723;1873.1931;2975.7222;1874.8122;2975.1512;1876.1606
5474700.0;2977.4676;1870.2365;2973.4755;1876.0863;2976.0344;1872.1063;2976.8937;1868.8883;2974.5877;1873.256;2973.0897;1875.2734;2973.4475;1871.9686;2973.5546;1873.6149;2972.9145;1874.9751
5474720.0;2975.3836;1868.9654;2971.3991;1874.8134;2973.931;1870.8194;2975.0243;1867.5326;2972.5047;1871.8261;2970.8995;1873.9704;2971.3082;1870.6038;2971.4827;1872.2382;2970.7406;1873.6334
5474740.0;2973.3823;1867.559;2969.4155;1873.3798;2971.9044;1869.4131;2973.2473;1866.0503;2970.5039;1870.2745;2968.8148;1872.5187;2969.2767;1869.0997;2969.5116;1870.7056;2968.6385;1872.1532
5474760.0;2971.4751;1866.0217;2967.5311;1871.795;2969.9751;1867.885;2971.5595;1864.455;2968.5938;1868.6063;2966.8475;1870.9182;2967.3725;1867.4566;2967.642;1869.0363;2966.616;1870.5509
5474780.0;2969.6696;1864.3594;2965.7487;1870.0707;2968.1631;1866.2312;2969.9551;1862.7632;2966.7802;1866.8253;2965.0033;1869.1686;2965.6084;1865.6759;2965.8742;1867.2395;2964.6803;1868.8376
5474800.0;2967.9717;1862.5764;2964.0698;1868.2201;2966.4808;1864.448;2968.4287;1860.9893;2965.0641;1864.9352;2963.2788;1867.2744;2963.9894;1863.7622;2964.2102;1865.3176;2962.8432;1867.0156
5474820.0;2966.389;1860.6761;2962.4966;1866.259;2964.9296;1862.5359;2966.9798;1859.1421;2963.4426;1862.9412;2961.663;1865.2459;2962.5151;1861.7235;2962.654;1863.2749;2961.1221;1865.0831
5474840.0;2964.9333;1858.6603;2961.0348;1864.2034;2963.5033;1860.504;2965.6129;1857.2255;2961.9138;1860.8497;2960.1441;1863.0968;2961.1823;1859.5703;2961.2117;1861.1201;2959.5366;1863.0381
5474860.0;2963.6195;1856.5307;2959.6919;1862.067;2962.195;1858.3691;2964.3376;1855.2404;2960.4813;1858.6672;2958.7185;1860.8402;2959.9895;1857.3138;2959.8919;1858.8656;2958.1009;1860.8822
5474880.0;2962.4629;1854.2911;2958.4757;1859.8582;2961.0048;1856.1511;2963.1663;1853.1869;2959.1565;1856.3994;2957.3955;1858.4881;2958.9404;1854.9652;2958.708;1856.5238;2956.8234;1858.6194
5474900.0;2961.4783;1851.9481;2957.3941;1857.5808;2959.9445;1853.8653;2962.112;1851.0655;2957.9558;1854.0528;2956.196;1856.0498;2958.0456;1852.5354;2957.6762;1854.1058;2955.713;1856.2527
5474920.0;2960.681;1849.512;2956.4599;1855.2362;2959.0343;1851.5201;2961.1879;1848.8769;2956.8987;1851.6354;2955.1456;1853.5311;2957.3201;1850.0354;2956.811;1851.6198;2954.7845;1853.7834
5474940.0;2960.0849;1846.9971;2955.6916;1852.8274;2958.2953;1849.1175;2960.4084;1846.6237;2956.0065;1849.1548;2954.2691;1850.9336;2956.7789;1847.4758;2956.1206;1849.0722;2954.0557;1851.2149
5474960.0;2959.7018;1844.4216;2955.1122;1850.358;2957.7414;1846.6584;2959.7916;1844.3118;2955.3031;1846.614;2953.5854;1848.2591;2956.4333;1844.866;2955.6085;1846.4698;2953.5373;1848.5562
5474980.0;2959.5375;1841.8059;2954.7435;1847.8312;2957.378;1844.1472;2959.3573;1841.9508;2954.8129;1844.0123;2953.1078;1845.5154;2956.2927;1842.2158;2955.2769;1843.8212;2953.2274;1845.8241
5475000.0;2959.591;1839.1696;2954.6044;1845.2509;2957.2056;1841.5931;2959.1251;1839.5524;2954.5559;1841.3525;2952.844;1842.7214;2956.3663;1839.5383;2955.1307;1841.1353;2953.1182;1843.0383
