Time(sentisec);X_B(m);Y_B(m);X_C(m);Y_C(m);X_D(m);Y_D(m);X_G(m);Y_G(m);X_H(m);Y_H(m);X_I(m);Y_I(m);X_J(m);Y_J(m);X_L(m);Y_L(m);X_M(m);Y_M(m)
5431740.0;3010.7878;1858.2956;2991.6632;1851.1666;3004.7639;1857.1565;2995.0278;1853.8144;3002.4194;1849.3871;2998.0052;1852.0016;2985.5133;1868.182;3001.963;1849.3133;3006.4318;1847.6788
5431760.0;3010.7785;1858.324;2991.7536;1851.3136;3004.77;1857.1613;2994.9538;1854.0139;3002.6505;1849.1574;2998.012;1852.0032;2985.5091;1868.1947;3002.0575;1849.528;3006.2925;1847.5778
5431780.0;3010.7693;1858.3524;2991.8496;1851.4397;3004.7762;1857.166;2994.9085;1854.1884;3002.9369;1848.9053;2998.0188;1852.0047;2985.505;1868.2075;3002.1;1849.8122;3006.1095;1847.3693
5431800.0;3010.76;1858.3808;2991.9574;1851.5496;3004.7824;1857.1707;2994.8951;1854.345;3003.2537;1848.6515;2998.0256;1852.0063;2985.5009;1868.2202;3002.0991;1850.1429;3005.8599;1847.0512
5431820.0;3010.7508;1858.4092;2992.0808;1851.6533;3004.7886;1857.1755;2994.9153;1854.4948;3003.5334;1848.4439;2998.0324;1852.0078;2985.4968;1868.2329;3002.0694;1850.4811;3005.5382;1846.6647
5431840.0;3010.7415;1858.4376;2992.2198;1851.7568;3004.7947;1857.1802;2994.9673;1854.649;3003.6902;1848.3439;2998.0393;1852.0094;2985.4927;1868.2457;3002.0235;1850.7939;3005.1668;1846.2848
5431860.0;3010.7322;1858.466;2992.3713;1851.8597;3004.8009;1857.185;2995.0449;1854.8134;3003.6678;1848.3935;2998.0461;1852.011;2985.4885;1868.2584;3001.9678;1851.0696;3004.7888;1845.9922
5431880.0;3010.723;1858.4943;2992.5328;1851.9608;3004.8071;1857.1897;2995.1372;1854.9876;3003.4714;1848.5874;2998.0529;1852.0125;2985.4844;1868.2712;3001.9069;1851.3102;3004.447;1845.8409
5431900.0;3010.7137;1858.5227;2992.7018;1852.0598;3004.8133;1857.1944;2995.2318;1855.1685;3003.1607;1848.8727;2998.0597;1852.0141;2985.4803;1868.2839;3001.8482;1851.5155;3004.1647;1845.8409
5431920.0;3010.7044;1858.5511;2992.8671;1852.1571;3004.8194;1857.1992;2995.3166;1855.3533;3002.8102;1849.1788;2998.0665;1852.0156;2985.4762;1868.2966;3001.8009;1851.6768;3003.9407;1845.9635
5431940.0;3010.6952;1858.5795;2993.0043;1852.2496;3004.8256;1857.2039;2995.3781;1855.5395;3002.4708;1849.4526;2998.0733;1852.0172;2985.472;1868.3094;3001.7704;1851.7886;3003.7582;1846.1644
5431960.0;3010.6859;1858.6079;2993.0847;1852.3299;3004.8318;1857.2087;2995.4018;1855.7261;3002.1569;1849.678;2998.0801;1852.0187;2985.4679;1868.3221;3001.7582;1851.857;3003.5982;1846.4041
5431980.0;3010.6767;1858.6363;2993.0942;1852.3882;3004.838;1857.2134;2995.366;1855.9101;3001.8604;1849.8706;2998.087;1852.0203;2985.4638;1868.3348;3001.7632;1851.8983;3003.4476;1846.6592
5432000.0;3010.6674;1858.6647;2993.0429;1852.4212;3004.8442;1857.2181;2995.2488;1856.087;3001.5714;1850.0574;2998.0938;1852.0219;2985.4597;1868.3476;3001.7869;1851.9261;3003.3;1846.9189
5432020.0;3010.6581;1858.693;2992.9545;1852.4404;3004.8503;1857.2229;2995.0579;1856.2495;3001.2887;1850.2559;2998.1006;1852.0234;2985.4555;1868.3603;3001.8335;1851.9454;3003.1532;1847.1796
5432040.0;3010.6489;1858.7214;2992.8491;1852.4706;3004.8565;1857.2276;2994.8563;1856.3898;3001.0169;1850.4665;2998.1074;1852.025;2985.4514;1868.373;3001.9015;1851.9573;3003.0063;1847.4403
5432060.0;3010.6396;1858.7498;2992.7337;1852.535;3004.8627;1857.2324;2994.7462;1856.5026;3000.7593;1850.6774;2998.1142;1852.0265;2985.4473;1868.3858;3001.9746;1851.9673;3002.8595;1847.7011
5432080.0;3010.6303;1858.7782;2992.6082;1852.6438;3004.8689;1857.2371;2994.8037;1856.5823;3000.5166;1850.8768;2998.121;1852.0281;2985.4432;1868.3985;3002.0173;1851.9927;3002.7127;1847.9618
5432100.0;3010.6211;1858.8066;2992.4718;1852.7928;3004.875;1857.2418;2995.0234;1856.619;3000.2891;1851.056;2998.1278;1852.0297;2985.439;1868.4113;3001.9862;1852.0614;3002.5658;1848.2225
5432120.0;3010.6118;1858.835;2992.327;1852.9729;3004.8812;1857.2466;2995.3345;1856.6025;3000.0786;1851.2086;2998.1346;1852.0312;2985.4349;1868.424;3001.8549;1852.1963;3002.419;1848.4833
5432140.0;3010.6026;1858.8634;2992.1811;1853.1749;3004.8874;1857.2513;2995.6516;1856.5356;2999.8878;1851.3302;2998.1415;1852.0328;2985.4308;1868.4367;3001.6296;1852.4014;3002.2722;1848.744
5432160.0;3010.5933;1858.8918;2992.0427;1853.3914;3004.8936;1857.2561;2995.905;1856.4439;2999.7168;1851.424;2998.1483;1852.0343;2985.4267;1868.4495;3001.3431;1852.6602;3002.1253;1849.0047
5432180.0;3010.584;1858.9201;2991.9189;1853.6128;3004.8997;1857.2608;2996.044;1856.3733;2999.5602;1851.5042;2998.1551;1852.0359;2985.4225;1868.4622;3001.0368;1852.9476;3001.9785;1849.2654
5432200.0;3010.5748;1858.9485;2991.8145;1853.8295;3004.9059;1857.2656;2996.0452;1856.3717;2999.4083;1851.5893;2998.1619;1852.0374;2985.4184;1868.4749;3000.7451;1853.2401;3001.8317;1849.5262
5432220.0;3010.5655;1858.9769;2991.7383;1854.0356;3004.9121;1857.2703;2995.9198;1856.468;2999.2552;1851.6909;2998.1687;1852.039;2985.4143;1868.4877;3000.4889;1853.5193;3001.6848;1849.7869
5432240.0;3010.5562;1859.0053;2991.7082;1854.231;3004.9183;1857.275;2995.7106;1856.668;2999.1051;1851.8072;2998.1755;1852.0406;2985.4102;1868.5004;3000.2769;1853.7665;3001.538;1850.0476
5432260.0;3010.547;1859.0337;2991.7447;1854.4184;3004.9244;1857.2798;2995.4657;1856.9573;2998.9688;1851.9286;2998.1823;1852.0421;2985.406;1868.5132;3000.1086;1853.9655;3001.3912;1850.3084
5432280.0;3010.5377;1859.0621;2991.8548;1854.5985;3004.9306;1857.2845;2995.2164;1857.3123;2998.855;1852.0474;2998.1891;1852.0437;2985.4019;1868.5259;2999.9816;1854.1047;3001.2443;1850.5691
5432300.0;3010.5285;1859.0905;2992.0269;1854.7655;3004.9368;1857.2893;2994.9744;1857.7054;2998.7642;1852.1624;2998.196;1852.0452;2985.3978;1868.5386;2999.8951;1854.179;3001.0975;1850.8298
5432320.0;3010.5192;1859.1188;2992.2422;1854.9093;3004.943;1857.294;2994.7378;1858.1088;2998.6913;1852.2764;2998.2028;1852.0468;2985.3937;1868.5514;2999.8461;1854.1935;3000.9507;1851.0905
5432340.0;3010.5099;1859.1472;2992.4825;1855.0209;3004.9491;1857.2987;2994.5021;1858.4978;2998.6317;1852.3924;2998.2096;1852.0483;2985.3896;1868.5641;2999.8279;1854.1606;3000.8038;1851.3513
5432360.0;3010.5007;1859.1756;2992.73;1855.0997;3004.9553;1857.3035;2994.2677;1858.8549;2998.5833;1852.5109;2998.2164;1852.0499;2985.3854;1868.5768;2999.8337;1854.0928;3000.657;1851.612
5432380.0;3010.4914;1859.204;2992.9643;1855.1574;3004.9615;1857.3082;2994.0399;1859.1718;2998.5447;1852.631;2998.2232;1852.0515;2985.3813;1868.5896;2999.8622;1853.9977;3000.5102;1851.8727
5432400.0;3010.4821;1859.2324;2993.1727;1855.2127;3004.9677;1857.313;2993.8251;1859.4497;2998.514;1852.7499;2998.23;1852.053;2985.3772;1868.6023;2999.9189;1853.879;3000.3633;1852.1335
5432420.0;3010.4729;1859.2608;2993.3627;1855.2824;3004.9738;1857.3177;2993.6279;1859.6929;2998.4908;1852.862;2998.2368;1852.0546;2985.3731;1868.6151;3000.0041;1853.7458;3000.2165;1852.3942
5432440.0;3010.4636;1859.2892;2993.5566;1855.3719;3004.98;1857.3224;2993.4504;1859.9063;2998.4773;1852.9595;2998.2437;1852.0561;2985.3689;1868.6278;3000.103;1853.6151;3000.0697;1852.6549
5432460.0;3010.4544;1859.3175;2993.7686;1855.4765;3004.9862;1857.3272;2993.293;1860.0984;2998.4765;1853.0367;2998.2505;1852.0577;2985.3648;1868.6405;3000.1867;1853.5036;2999.9228;1852.9156
5432480.0;3010.4451;1859.3459;2993.9932;1855.5882;3004.9924;1857.3319;2993.1546;1860.2838;2998.4874;1853.0926;2998.2573;1852.0593;2985.3607;1868.6533;3000.2267;1853.4182;2999.776;1853.1764
5432500.0;3010.4358;1859.3743;2994.2126;1855.702;3004.9985;1857.3367;2993.0315;1860.4776;2998.5062;1853.1325;2998.2641;1852.0608;2985.3566;1868.666;3000.2134;1853.3525;2999.6292;1853.4371
5432520.0;3010.4266;1859.4027;2994.4109;1855.8181;3005.0047;1857.3414;2992.9163;1860.6856;2998.5311;1853.1642;2998.2709;1852.0624;2985.3524;1868.6787;3000.1611;1853.2878;2999.4823;1853.6978
5432540.0;3010.4173;1859.4311;2994.5784;1855.9401;3005.0109;1857.3461;2992.7999;1860.9002;2998.5671;1853.1903;2998.2777;1852.0639;2985.3483;1868.6915;3000.0974;1853.1999;2999.3355;1853.9586
5432560.0;3010.408;1859.4595;2994.7049;1856.0746;3005.0171;1857.3509;2992.6753;1861.1071;2998.6227;1853.2065;2998.2845;1852.0655;2985.3442;1868.7042;3000.0454;1853.0709;2999.1887;1854.2193
5432580.0;3010.3988;1859.4879;2994.7803;1856.2243;3005.0232;1857.3556;2992.5436;1861.2938;2998.7038;1853.2069;2998.2913;1852.067;2985.3401;1868.717;3000.0111;1852.9037;2999.0418;1854.48
5432600.0;3010.3895;1859.5163;2994.8058;1856.3791;3005.0294;1857.3604;2992.4137;1861.4547;2998.8085;1853.1923;2998.2982;1852.0686;2985.3359;1868.7297;2999.9872;1852.7218;2998.895;1854.7407
5432620.0;3010.3803;1859.5446;2994.796;1856.5181;3005.0356;1857.3651;2992.2964;1861.5921;2998.928;1853.1717;2998.305;1852.0702;2985.3318;1868.7424;2999.9645;1852.5535;2998.7482;1855.0015
5432640.0;3010.371;1859.573;2994.771;1856.6241;3005.0418;1857.3698;2992.1992;1861.7108;2999.0516;1853.1542;2998.3118;1852.0717;2985.3277;1868.7552;2999.9418;1852.4135;2998.6013;1855.2622
5432660.0;3010.3617;1859.6014;2994.743;1856.6977;3005.0479;1857.3746;2992.1249;1861.812;2999.173;1853.1435;2998.3186;1852.0733;2985.3236;1868.7679;2999.9223;1852.301;2998.4545;1855.5229
5432680.0;3010.3525;1859.6298;2994.7157;1856.7561;3005.0541;1857.3793;2992.0741;1861.8901;2999.2923;1853.1372;2998.3254;1852.0748;2985.3194;1868.7806;2999.906;1852.21;2998.3077;1855.7837
5432700.0;3010.3432;1859.6582;2994.6909;1856.8156;3005.0603;1857.3841;2992.0472;1861.937;2999.4141;1853.1301;2998.3322;1852.0764;2985.3153;1868.7934;2999.888;1852.137;2998.1608;1856.0444
5432720.0;3010.3339;1859.6866;2994.6706;1856.8783;3005.0665;1857.3888;2992.0435;1861.9487;2999.5433;1853.1159;2998.339;1852.0779;2985.3112;1868.8061;2999.8661;1852.0812;2998.014;1856.3051
5432740.0;3010.3247;1859.715;2994.653;1856.9315;3005.0726;1857.3935;2992.0595;1861.9288;2999.6827;1853.088;2998.3459;1852.0795;2985.3071;1868.8189;2999.8457;1852.0393;2997.8672;1856.5658
5432760.0;3010.3154;1859.7433;2994.6353;1856.9565;3005.0788;1857.3983;2992.0893;1861.8837;2999.8328;1853.0417;2998.3527;1852.0811;2985.3029;1868.8316;2999.8358;1852.0053;2997.7203;1856.8266
5432780.0;3010.3062;1859.7717;2994.6206;1856.9371;3005.085;1857.403;2992.1269;1861.8186;2999.9912;1852.9784;2998.3595;1852.0826;2985.2988;1868.8443;2999.8401;1851.9722;2997.5735;1857.0873
5432800.0;3010.2969;1859.8001;2994.6213;1856.8663;3005.0912;1857.4078;2992.1689;1861.7349;3000.154;1852.9048;2998.3663;1852.0842;2985.2947;1868.8571;2999.8531;1851.9366;2997.4267;1857.348
5432820.0;3010.2876;1859.8285;2994.6511;1856.7484;3005.0973;1857.4125;2992.2161;1861.6343;3000.3167;1852.8297;2998.3731;1852.0857;2985.2906;1868.8698;2999.8634;1851.9032;2997.2798;1857.6088
5432840.0;3010.2784;1859.8569;2994.7143;1856.599;3005.1035;1857.4173;2992.2731;1861.5211;3000.4753;1852.7593;2998.3799;1852.0873;2985.2865;1868.8825;2999.8623;1851.8821;2997.133;1857.8695
5432860.0;3010.2691;1859.8853;2994.8023;1856.439;3005.1097;1857.422;2992.3477;1861.4014;3000.6263;1852.6966;2998.3867;1852.0889;2985.2823;1868.8953;2999.8481;1851.8821;2996.9862;1858.1302
5432880.0;3010.2598;1859.9137;2994.9004;1856.2855;3005.1159;1857.4267;2992.4466;1861.2791;3000.7681;1852.6433;2998.3935;1852.0904;2985.2782;1868.908;2999.8264;1851.9024;2996.8393;1858.3909
5432900.0;3010.2506;1859.9421;2994.9906;1856.1512;3005.122;1857.4315;2992.5694;1861.1545;3000.902;1852.6002;2998.4004;1852.092;2985.2741;1868.9208;2999.8057;1851.9327;2996.6925;1858.6517
5432920.0;3010.2413;1859.9704;2995.0571;1856.0432;3005.1282;1857.4362;2992.7081;1861.0253;3001.0311;1852.5651;2998.4072;1852.0935;2985.27;1868.9335;2999.7919;1851.9588;2996.5457;1858.9124
5432940.0;3010.2321;1859.9988;2995.0919;1855.9602;3005.1344;1857.441;2992.8512;1860.8901;3001.1578;1852.5321;2998.414;1852.0951;2985.2658;1868.9462;2999.7869;1851.9688;2996.3988;1859.1731
5432960.0;3010.2228;1860.0272;2995.0989;1855.892;3005.1406;1857.4457;2992.9905;1860.7513;3001.2832;1852.4961;2998.4208;1852.0966;2985.2617;1868.959;2999.7905;1851.9588;2996.252;1859.4339
5432980.0;3010.2135;1860.0556;2995.0922;1855.8222;3005.1467;1857.4504;2993.1238;1860.614;3001.4062;1852.4561;2998.4276;1852.0982;2985.2576;1868.9717;2999.8012;1851.9327;2996.1052;1859.6946
5433000.0;3010.2043;1860.084;2995.0891;1855.7361;3005.1529;1857.4552;2993.2526;1860.4817;3001.5246;1852.4147;2998.4344;1852.0998;2985.2535;1868.9844;2999.8149;1851.9024;2995.9583;1859.9553
5433020.0;3010.195;1860.1124;2995.1049;1855.6261;3005.1591;1857.4599;2993.3792;1860.3541;3001.6369;1852.3737;2998.4412;1852.1013;2985.2493;1868.9972;2999.8247;1851.8817;2995.8115;1860.216
5433040.0;3010.1857;1860.1408;2995.1502;1855.4917;3005.1653;1857.4647;2993.5049;1860.2272;3001.7443;1852.3353;2998.448;1852.1029;2985.2452;1869.0099;2999.825;1851.8801;2995.6647;1860.4768
5433060.0;3010.1765;1860.1691;2995.225;1855.3396;3005.1714;1857.4694;2993.6304;1860.0969;3001.8512;1852.3053;2998.4549;1852.1044;2985.2411;1869.0227;2999.8163;1851.8957;2995.5178;1860.7375
5433080.0;3010.1672;1860.1975;2995.3171;1855.1819;3005.1776;1857.4741;2993.7558;1859.9617;3001.9612;1852.292;2998.4617;1852.106;2985.237;1869.0354;2999.8057;1851.9157;2995.371;1860.9982
5433100.0;3010.158;1860.2259;2995.4085;1855.0314;3005.1838;1857.4789;2993.8813;1859.8256;3002.0746;1852.2969;2998.4685;1852.1075;2985.2328;1869.0481;2999.802;1851.9243;2995.2242;1861.259
5433120.0;3010.1487;1860.2543;2995.4883;1854.8976;3005.19;1857.4836;2994.0067;1859.6955;3002.1896;1852.3099;2998.4753;1852.1091;2985.2287;1869.0609;2999.8099;1851.9137;2995.0773;1861.5197
5433140.0;3010.1394;1860.2827;2995.5579;1854.7847;3005.1961;1857.4884;2994.1319;1859.5758;3002.3052;1852.3146;2998.4821;1852.1107;2985.2246;1869.0736;2999.8278;1851.8887;2994.9305;1861.7804
5433160.0;3010.1302;1860.3111;2995.627;1854.6915;3005.2023;1857.4931;2994.256;1859.4656;3002.4216;1852.301;2998.4889;1852.1122;2985.2205;1869.0863;2999.8484;1851.861;2994.7837;1862.0411
5433180.0;3010.1209;1860.3395;2995.7049;1854.6146;3005.2085;1857.4978;2994.3767;1859.3615;3002.5384;1852.2697;2998.4957;1852.1138;2985.2163;1869.0991;2999.862;1851.8402;2994.6368;1862.3019
5433200.0;3010.1116;1860.3678;2995.7957;1854.5503;3005.2147;1857.5026;2994.4895;1859.2641;3002.6528;1852.2272;2998.5026;1852.1153;2985.2122;1869.1118;2999.8618;1851.8286;2994.4861;1862.5624
5433220.0;3010.1024;1860.3962;2995.8967;1854.4981;3005.2208;1857.5073;2994.588;1859.1781;3002.7613;1852.1767;2998.5094;1852.1169;2985.2081;1869.1245;2999.8467;1851.8236;2994.3253;1862.8207
5433240.0;3010.0931;1860.4246;2995.9997;1854.4596;3005.227;1857.5121;2994.6666;1859.1066;3002.8631;1852.1171;2998.5162;1852.1185;2985.204;1869.1373;2999.8216;1851.822;2994.139;1863.0681
5433260.0;3010.0839;1860.453;2996.0937;1854.4353;3005.2332;1857.5168;2994.7249;1859.0471;3002.9606;1852.049;2998.523;1852.12;2985.1998;1869.15;2999.7925;1851.8216;2993.9067;1863.282
5433280.0;3010.0746;1860.4814;2996.1689;1854.4224;3005.2394;1857.5215;2994.7682;1858.9942;3003.0569;1851.9788;2998.5298;1852.1216;2985.1957;1869.1628;2999.7624;1851.8216;2993.6269;1863.4125
5433300.0;3010.0653;1860.5098;2996.2222;1854.4158;3005.2455;1857.5263;2994.8035;1858.9466;3003.1536;1851.9167;2998.5366;1852.1231;2985.1916;1869.1755;2999.7324;1851.8216;2993.3507;1863.3783
5433320.0;3010.0561;1860.5382;2996.2587;1854.4096;3005.2517;1857.531;2994.8344;1858.9071;3003.2513;1851.8704;2998.5434;1852.1247;2985.1875;1869.1882;2999.7051;1851.8216;2993.1838;1863.0879
5433340.0;3010.0468;1860.5666;2996.2879;1854.3984;3005.2579;1857.5358;2994.8616;1858.877;3003.3531;1851.8408;2998.5502;1852.1262;2985.1834;1869.201;2999.6853;1851.8216;2993.231;1862.4819
5433360.0;3010.0375;1860.5949;2996.3185;1854.3793;3005.2641;1857.5405;2994.8863;1858.8518;3003.4672;1851.8217;2998.5571;1852.1278;2985.1792;1869.2137;2999.6779;1851.8216;2993.5198;1861.5683
5433380.0;3010.0283;1860.6233;2996.3544;1854.3537;3005.2702;1857.5452;2994.9133;1858.8235;3003.6033;1851.8027;2998.5639;1852.1294;2985.1751;1869.2264;2999.685;1851.8216;2993.9894;1860.4121
5433400.0;3010.019;1860.6517;2996.3968;1854.3275;3005.2764;1857.55;2994.9483;1858.7875;3003.767;1851.7737;2998.5707;1852.1309;2985.171;1869.2392;2999.7037;1851.822;2994.5666;1859.0796
5433420.0;3010.0098;1860.6801;2996.4467;1854.3067;3005.2826;1857.5547;2994.9944;1858.7452;3003.9562;1851.7282;2998.5775;1852.1325;2985.1669;1869.2519;2999.7277;1851.8236;2995.2489;1857.5982
5433440.0;3010.0005;1860.7085;2996.5069;1854.2936;3005.2888;1857.5595;2995.0518;1858.6997;3004.1627;1851.666;2998.5843;1852.134;2985.1627;1869.2647;2999.7498;1851.8286;2996.11;1855.9717
5433460.0;3009.9912;1860.7369;2996.5786;1854.2889;3005.2949;1857.5642;2995.1201;1858.65;3004.3773;1851.592;2998.5911;1852.1356;2985.1586;1869.2774;2999.7661;1851.8406;2997.2155;1854.2408
5433480.0;3009.982;1860.7653;2996.6598;1854.2945;3005.3011;1857.5689;2995.2009;1858.5897;3004.595;1851.5138;2998.5979;1852.1371;2985.1545;1869.2901;2999.7776;1851.8631;2998.5336;1852.5169
5433500.0;3009.9727;1860.7936;2996.7436;1854.31;3005.3073;1857.5737;2995.2958;1858.5111;3004.8141;1851.4397;2998.6047;1852.1387;2985.1504;1869.3029;2999.7891;1851.8957;2999.9304;1850.9502
5433520.0;3009.9634;1860.822;2996.8209;1854.3276;3005.3135;1857.5784;2995.4058;1858.4097;3005.033;1851.3771;2998.6116;1852.1403;2985.1462;1869.3156;2999.8057;1851.9332;3001.2347;1849.6654
5433540.0;3009.9542;1860.8504;2996.8862;1854.3344;3005.3196;1857.5832;2995.5301;1858.2879;3005.2491;1851.3302;2998.6184;1852.1418;2985.1421;1869.3283;2999.8292;1851.9676;3002.3029;1848.7308
5433560.0;3009.9449;1860.8788;2996.9408;1854.323;3005.3258;1857.5879;2995.6671;1858.1529;3005.4594;1851.2973;2998.6252;1852.1434;2985.138;1869.3411;2999.8579;1851.9956;3003.0463;1848.1633
5433580.0;3009.9357;1860.9072;2996.9923;1854.2976;3005.332;1857.5927;2995.8136;1858.0126;3005.6613;1851.2707;2998.632;1852.1449;2985.1339;1869.3538;2999.8892;1852.0208;3003.4415;1847.9349
5433600.0;3009.9264;1860.9356;2997.0494;1854.2696;3005.3382;1857.5974;2995.9638;1857.87;3005.8508;1851.2406;2998.6388;1852.1465;2985.1297;1869.3666;2999.9233;1852.0505;3003.5302;1847.9763
5433620.0;3009.9171;1860.964;2997.1161;1854.2473;3005.3443;1857.6021;2996.1113;1857.7238;3006.0235;1851.2026;2998.6456;1852.1481;2985.1256;1869.3793;2999.9628;1852.088;3003.3985;1848.1906
5433640.0;3009.9079;1860.9923;2997.1919;1854.2312;3005.3505;1857.6069;2996.252;1857.5737;3006.175;1851.1599;2998.6524;1852.1496;2985.1215;1869.392;3000.0101;1852.1291;3003.1398;1848.4849
5433660.0;3009.8986;1861.0207;2997.2727;1854.2154;3005.3567;1857.6116;2996.3856;1857.4225;3006.3016;1851.119;2998.6593;1852.1512;2985.1174;1869.4048;3000.0646;1852.1655;3002.8256;1848.7918
5433680.0;3009.8893;1861.0491;2997.3514;1854.1932;3005.3629;1857.6164;2996.5147;1857.2737;3006.4;1851.0823;2998.6661;1852.1527;2985.1132;1869.4175;3000.1237;1852.1918;3002.499;1849.0708
5433700.0;3009.8801;1861.0775;2997.4175;1854.1617;3005.369;1857.6211;2996.6424;1857.1264;3006.4695;1851.0466;2998.6729;1852.1543;2985.1091;1869.4302;3000.1842;1852.2104;3002.1795;1849.3023
5433720.0;3009.8708;1861.1059;2997.4589;1854.1234;3005.3752;1857.6258;2996.7712;1856.9757;3006.5128;1851.0085;2998.6797;1852.1558;2985.105;1869.443;3000.2433;1852.2294;3001.8752;1849.4815
5433740.0;3009.8616;1861.1343;2997.468;1854.082;3005.3814;1857.6306;2996.904;1856.819;3006.5361;1850.9697;2998.6865;1852.1574;2985.1009;1869.4557;3000.2978;1852.2581;3001.5914;1849.6159
5433760.0;3009.8523;1861.1627;2997.4479;1854.0394;3005.3876;1857.6353;2997.042;1856.6588;3006.5467;1850.9366;2998.6933;1852.159;2985.0967;1869.4685;3000.3454;1852.302;3001.338;1849.7191
5433780.0;3009.843;1861.1911;2997.415;1853.9959;3005.3937;1857.6401;2997.1838;1856.5013;3006.5504;1850.9141;2998.7001;1852.1605;2985.0926;1869.4812;3000.3863;1852.3596;3001.1238;1849.8061
5433800.0;3009.8338;1861.2194;2997.3915;1853.9544;3005.3999;1857.6448;2997.3238;1856.35;3006.5504;1850.9021;2998.7069;1852.1621;2985.0885;1869.4939;3000.4251;1852.4233;3000.9493;1849.8888
5433820.0;3009.8245;1861.2478;2997.3948;1853.9203;3005.4061;1857.6495;2997.4566;1856.2021;3006.5476;1850.8971;2998.7138;1852.1636;2985.0844;1869.5067;3000.4691;1852.484;3000.8073;1849.9707
5433840.0;3009.8152;1861.2762;2997.4299;1853.8975;3005.4123;1857.6543;2997.5799;1856.0509;3006.5405;1850.8955;2998.7206;1852.1652;2985.0802;1869.5194;3000.5248;1852.5375;3000.6889;1850.0476
5433860.0;3009.806;1861.3046;2997.4899;1853.8855;3005.4184;1857.659;2997.6967;1855.8911;3006.5285;1850.8955;2998.7274;1852.1667;2985.0761;1869.5321;3000.5951;1852.5847;3000.5872;1850.114
5433880.0;3009.7967;1861.333;2997.5648;1853.8805;3005.4246;1857.6638;2997.8121;1855.7236;3006.5134;1850.8971;2998.7342;1852.1683;2985.072;1869.5449;3000.6796;1852.6282;3000.4978;1850.1686
5433900.0;3009.7875;1861.3614;2997.6468;1853.8793;3005.4308;1857.6685;2997.9307;1855.5546;3006.4999;1850.9017;2998.741;1852.1699;2985.0679;1869.5576;3000.7766;1852.6651;3000.4178;1850.2133
5433920.0;3009.7782;1861.3898;2997.733;1853.8805;3005.437;1857.6732;2998.0526;1855.3918;3006.4904;1850.9121;2998.7478;1852.1714;2985.0638;1869.5704;3000.889;1852.6868;3000.3448;1850.2494
5433940.0;3009.7689;1861.4181;2997.8237;1853.8855;3005.4431;1857.678;2998.1738;1855.239;3006.4802;1850.9295;2998.7546;1852.173;2985.0596;1869.5831;3001.0256;1852.6848;3000.2749;1850.2773
5433960.0;3009.7597;1861.4465;2997.9188;1853.8975;3005.4493;1857.6827;2998.2889;1855.0927;3006.4595;1850.9502;2998.7615;1852.1745;2985.0555;1869.5958;3001.1942;1852.6559;3000.2014;1850.301
5433980.0;3009.7504;1861.4749;2998.0151;1853.9199;3005.4555;1857.6875;2998.3937;1854.9474;3006.4193;1850.9647;2998.7683;1852.1761;2985.0514;1869.6086;3001.3881;1852.6005;3000.1194;1850.3256
5434000.0;3009.7411;1861.5033;2998.1038;1853.9526;3005.4617;1857.6922;2998.4838;1854.8031;3006.3578;1850.9647;2998.7751;1852.1777;2985.0473;1869.6213;3001.576;1852.5174;3000.0318;1850.351
5434020.0;3009.7319;1861.5317;2998.1745;1853.99;3005.4678;1857.6969;2998.5543;1854.6693;3006.28;1850.9502;2998.7819;1852.1792;2985.0431;1869.634;3001.7126;1852.4019;2999.9507;1850.3685
5434040.0;3009.7226;1861.5601;2998.22;1854.0241;3005.474;1857.7017;2998.6019;1854.5594;3006.1949;1850.9292;2998.7887;1852.1808;2985.039;1869.6468;3001.7628;1852.2535;2999.8926;1850.3658
5434060.0;3009.7134;1861.5885;2998.2385;1854.051;3005.4802;1857.7064;2998.6281;1854.4801;3006.1106;1850.9103;2998.7955;1852.1823;2985.0349;1869.6595;3001.7212;1852.0863;2999.8705;1850.334
5434080.0;3009.7041;1861.6168;2998.2326;1854.0738;3005.4864;1857.7112;2998.6373;1854.426;3006.0305;1850.8954;2998.8023;1852.1839;2985.0308;1869.6723;3001.61;1851.9263;2999.8876;1850.2731
5434100.0;3009.6948;1861.6452;2998.206;1854.0991;3005.4925;1857.7159;2998.634;1854.384;3005.9516;1850.88;2998.8091;1852.1854;2985.0266;1869.685;3001.4567;1851.7979;2999.9343;1850.191
5434120.0;3009.6856;1861.6736;2998.1635;1854.1301;3005.4987;1857.7206;2998.6199;1854.3442;3005.8681;1850.8581;2998.816;1852.187;2985.0225;1869.6977;3001.2773;1851.7112;2999.9892;1850.1018
5434140.0;3009.6763;1861.702;2998.1103;1854.1638;3005.5049;1857.7254;2998.5969;1854.3051;3005.7766;1850.8283;2998.8228;1852.1886;2985.0184;1869.7105;3001.0827;1851.6582;3000.0249;1850.025
5434160.0;3009.667;1861.7304;2998.0515;1854.1932;3005.5111;1857.7301;2998.5682;1854.272;3005.681;1850.7954;2998.8296;1852.1901;2985.0143;1869.7232;3000.8939;1851.6198;3000.0161;1849.9827
5434180.0;3009.6578;1861.7588;2997.991;1854.2134;3005.5172;1857.7349;2998.5369;1854.2496;3005.5906;1850.7675;2998.8364;1852.1917;2985.0101;1869.7359;3000.7431;1851.5742;2999.9495;1849.9917
