Time(sentisec);X_A(m);Y_A(m);X_B(m);Y_B(m);X_C(m);Y_C(m);X_D(m);Y_D(m);X_G(m);Y_G(m);X_H(m);Y_H(m);X_I(m);Y_I(m);X_J(m);Y_J(m);X_L(m);Y_L(m)
2061980.0;6662.7511;16286.6495;6681.1785;16258.1117;6685.4472;16258.1458;6680.8394;16254.6572;7237.7277;16597.5676;6678.1891;16259.6848;6677.8326;16258.989;6673.6639;16267.6826;6676.2475;16259.5007
2062000.0;6661.6905;16284.1037;6680.5454;16255.5244;6684.6771;16255.5607;6680.4605;16252.0035;7240.4568;16597.616;6677.3563;16257.1354;6677.0305;16256.4662;6672.7675;16265.3044;6675.4717;16257.1354
2062020.0;6660.5132;16281.6355;6679.8211;16252.9698;6683.7852;16253.0151;6679.9443;16249.3991;7243.1881;16597.6368;6676.3834;16254.6238;6676.0814;16253.9854;6671.6965;16263.0429;6674.5534;16254.8079
2062040.0;6659.2543;16279.1964;6678.9945;16250.4483;6682.7767;16250.4968;6679.277;16246.8495;7245.9177;16597.6433;6675.2933;16252.1579;6674.9858;16251.5433;6670.4936;16260.8494;6673.5102;16252.4961
2062060.0;6657.9357;16276.7457;6678.0592;16247.9575;6681.6654;16247.9964;6678.4504;16244.3528;7248.6354;16597.6418;6674.1167;16249.735;6673.7612;16249.1327;6669.197;16258.6698;6672.3659;16250.1834
2062080.0;6656.5629;16274.2744;6677.0158;16245.4944;6680.47;16245.5105;6677.4698;16241.8986;7251.3345;16597.6327;6672.8823;16247.3421;6672.4362;16246.7453;6667.8311;16256.4651;6671.1435;16247.8636
2062100.0;6655.1328;16271.8096;6675.8703;16243.0572;6679.2102;16243.038;6676.3528;16239.4744;7254.0167;16597.6121;6671.6097;16244.9619;6671.0381;16244.3735;6666.4102;16254.2132;6669.861;16245.5427
2062120.0;6653.6433;16269.395;6674.6301;16240.6472;6677.9035;16240.5789;6675.1207;16237.0716;7256.6882;16597.5761;6670.3086;16242.5829;6669.5853;16242.0126;6664.9427;16251.9094;6668.5271;16243.2379
2062140.0;6652.0959;16267.0644;6673.2992;16238.266;6676.5621;16238.1343;6673.7903;16234.6885;7259.3544;16597.524;6668.984;16240.2043;6668.0816;16239.6663;6663.4295;16249.5728;6667.1393;16240.9717
2062160.0;6650.4857;16264.8346;6671.8756;16235.9152;6675.1891;16235.7123;6672.3713;16232.3259;7262.0166;16597.4617;6667.6375;16237.8384;6666.5159;16237.3508;6661.8622;16247.2405;6665.6853;16238.7633
2062180.0;6648.7942;16262.7116;6670.3522;16233.5976;6673.779;16233.3307;6670.8681;16229.9838;7264.6753;16597.3997;6666.2661;16235.5059;6664.8649;16235.0924;6660.2264;16244.9494;6664.1499;16236.6201
2062200.0;6646.9952;16260.6953;6668.7214;16231.3217;6672.3222;16231.0114;6669.2824;16227.6617;7267.3353;16597.3497;6664.8579;16233.2299;6663.1048;16232.9165;6658.5083;16242.7206;6662.5226;16234.5379
2062220.0;6645.073;16258.775;6666.9791;16229.1012;6670.8103;16228.7702;6667.6117;16225.3628;7270.006;16597.3217;6663.3951;16231.0244;6661.2247;16230.8348;6656.6997;16240.5612;6660.801;16232.5056
2062240.0;6643.0356;16256.9241;6665.1246;16226.9495;6669.236;16226.6097;6665.8483;16223.0988;7272.6994;16597.3253;6661.8622;16228.8866;6659.2349;16228.8399;6654.8008;16238.4691;6658.9911;16230.5104
2062260.0;6640.9132;16255.1051;6663.1599;16224.874;6667.5915;16224.5213;6663.9798;16220.8894;7275.4242;16597.374;6660.2521;16226.8003;6657.1622;16226.9104;6652.8205;16236.4381;6657.1039;16228.5409
2062280.0;6638.7431;16253.2812;6661.091;16222.8769;6665.8669;16222.4943;6661.995;16218.7552;7278.1827;16597.4882;6658.5633;16224.7498;6655.041;16225.0214;6650.775;16234.4576;6655.1527;16226.5882
2062300.0;6636.5547;16251.4234;6658.9273;16220.9575;6664.0523;16220.5212;6659.8909;16216.7088;7280.972;16597.6882;6656.7937;16222.7317;6652.9072;16223.1514;6648.6841;16232.5157;6653.1504;16224.6483
2062320.0;6634.3626;16249.5139;6656.68;16219.1151;6662.1398;16218.598;6657.6759;16214.7491;7283.7881;16597.9801;6654.9387;16220.7547;6650.7944;16221.2855;6646.5665;16230.6015;6651.1093;16222.7222
2062340.0;6632.1671;16247.5476;6654.3625;16217.3466;6660.1249;16216.7219;6655.3672;16212.8641;7286.6287;16598.3448;6652.9959;16218.8299;6648.7281;16219.4143;6644.4393;16228.7061;6649.0427;16220.8123
2062360.0;6629.9589;16245.5376;6651.9905;16215.6435;6658.0091;16214.8913;6652.9877;16211.0373;7289.4924;16598.7434;6650.972;16216.9641;6646.7193;16217.5335;6642.3207;16226.8218;6646.9662;16218.9187
2062380.0;6627.7275;16243.5137;6649.582;16213.9901;6655.8014;16213.1054;6650.5633;16209.2543;7292.3749;16599.1386;6648.8841;16215.1569;6644.7635;16215.6458;6640.2322;16224.9399;6644.8998;16217.0354
2062400.0;6625.4683;16241.5129;6647.1559;16212.3644;6653.5188;16211.3615;6648.1227;16207.5044;7295.2673;16599.5116;6646.756;16213.3998;6642.8478;16213.759;6638.197;16223.0483;6642.8637;16215.1519
2062420.0;6623.183;16239.5688;6644.734;16210.739;6651.1823;16209.652;6645.6959;16205.7787;7298.1585;16599.8591;6644.611;16211.6759;6640.9572;16211.8813;6636.2329;16221.1319;6640.8717;16213.2573
2062440.0;6620.8742;16237.7061;6642.343;16209.085;6648.8116;16207.9653;6643.3105;16204.0661;7301.0392;16600.1807;6642.468;16209.961;6639.0776;16210.0176;6634.3455;16219.1813;6638.9257;16211.3443
2062460.0;6618.5452;16235.9388;6640.013;16207.3753;6646.4242;16206.2903;6640.9892;16202.3517;7303.9046;16600.4727;6640.3413;16208.2288;6637.1976;16208.166;6632.5262;16217.199;6637.018;16209.4107
2062480.0;6616.2141;16234.2537;6637.7723;16205.5903;6644.0376;16204.6165;6638.7504;16200.6187;7306.7542;16600.7334;6638.2456;16206.4527;6635.311;16206.3171;6630.7565;16215.197;6635.1424;16207.4565
2062500.0;6613.9306;16232.5917;6635.6442;16203.7196;6641.6727;16202.9316;6636.61;16198.8498;7309.5903;16600.9708;6636.2016;16204.6087;6633.4247;16204.4525;6629.0186;16213.1856;6633.3015;16205.4827
2062520.0;6611.7729;16230.8507;6633.6458;16201.7592;6639.3579;16201.2134;6634.5828;16197.0275;7312.4117;16601.2046;6634.2356;16202.6764;6631.5604;16202.5484;6627.3055;16211.1652;6631.5063;16203.4891
2062540.0;6609.8188;16228.9268;6631.7881;16199.7095;6637.1332;16199.4246;6632.6802;16195.1363;7315.2079;16601.4622;6632.3735;16200.6427;6629.7481;16200.5835;6625.6263;16209.1247;6629.7707;16201.4707
2062560.0;6608.1069;16226.7691;6630.0749;16197.5753;6635.0488;16197.5175;6630.9092;16193.1671;7317.9466;16601.7804;6630.6336;16198.5033;6628.0144;16198.5458;6624.0019;16207.0472;6628.1093;16199.4143
2062580.0;6606.6193;16224.4012;6628.5041;16195.3659;6633.1506;16195.453;6629.2713;16191.1198;7320.5643;16602.2081;6629.0233;16196.263;6626.3736;16196.4309;6622.4637;16204.9076;6626.5345;16197.3021
2062600.0;6605.2963;16221.8933;6627.0696;16193.0948;6631.4564;16193.2239;6627.7659;16189.0009;7322.9706;16602.81;6627.5429;16193.9338;6624.827;16194.2378;6621.0534;16202.6667;6625.054;16195.122
2062620.0;6604.0681;16219.3178;6625.7636;16190.7762;6629.9465;16190.8632;6626.3926;16186.8177;7325.0807;16603.6585;6626.1897;16191.5305;6623.3679;16191.9665;6619.8136;16200.2769;6623.6668;16192.8759
2062640.0;6602.8852;16216.7264;6624.577;16188.42;6628.5791;16188.4242;6625.1514;16184.5731;7326.8604;16604.8123;6624.9584;16189.0668;6621.9887;16189.6207;6618.7684;16197.7049;6622.367;16190.5758
2062660.0;6601.7365;16214.1471;6623.5003;16186.0282;6627.3162;16185.9515;6624.038;16182.2637;7328.353;16606.2915;6623.8386;16186.5545;6620.6879;16187.2098;6617.9013;16194.958;6621.1497;16188.2353
2062680.0;6600.6521;16211.5805;6622.5213;16183.5974;6626.137;16183.4635;6623.0406;16179.883;7329.6645;16608.0621;6622.8142;16184.0021;6619.47;16184.7475;6617.1597;16192.0832;6620.0155;16185.8638
2062700.0;6599.682;16209.001;6621.6247;16181.1233;6625.0346;16180.958;6622.1399;16177.4288;7330.9256;16610.0443;6621.8646;16181.4145;6618.3426;16182.2458;6616.4851;16189.1434;6618.9682;16183.4659
2062720.0;6598.8645;16206.3697;6620.7944;16178.6061;6624.0091;16178.4272;6621.3146;16174.9088;7332.2551;16612.1454;6620.9701;16178.7926;6617.3103;16179.7126;6615.8426;16186.1919;6618.011;16181.042
2062740.0;6598.2035;16203.6576;6620.0227;16176.0525;6623.0618;16175.8697;6620.5495;16172.3374;7333.7358;16614.2949;6620.1171;16176.1365;6616.3755;16177.1504;6615.2265;16183.265;6617.1432;16178.5889
2062760.0;6597.6779;16200.8582;6619.3154;16173.4715;6622.1964;16173.2898;6619.8409;16169.7274;7335.4024;16616.4612;6619.3061;16173.4497;6615.543;16174.5583;6614.6494;16180.3777;6616.3628;16176.1012
2062780.0;6597.2651;16197.9854;6618.6894;16170.8688;6621.4175;16170.6918;6619.1945;16167.0855;7337.2459;16618.639;6618.5535;16170.7415;6614.8238;16171.9321;6614.1312;16177.5205;6615.6689;16173.5739
2062800.0;6596.9541;16195.0655;6618.1614;16168.2446;6620.7318;16168.0757;6618.6173;16164.4132;7339.2311;16620.8302;6617.8873;16168.0225;6614.2324;16169.2672;6613.6899;16174.6658;6615.0631;16171.0056
2062820.0;6596.7431;16192.1254;6617.7382;16165.5972;6620.1461;16165.4374;6618.1133;16161.7105;7341.3217;16623.0274;6617.3343;16165.3018;6613.7776;16166.5628;6613.3372;16171.7864;6614.5478;16168.3985
2062840.0;6596.633;16189.1803;6617.4171;16162.9279;6619.6625;16162.7734;6617.686;16158.9777;7343.4949;16625.2142;6616.9103;16162.5865;6613.4558;16163.825;6613.072;16168.8757;6614.125;16165.7588
2062860.0;6596.624;16186.223;6617.1923;16160.2419;6619.2759;16160.0872;6617.3429;16156.2156;7345.7444;16627.3649;6616.6136;16159.8807;6613.2534;16161.0645;6612.8856;16165.9472;6613.7951;16163.0944
2062880.0;6596.7152;16183.231;6617.0618;16157.5438;6618.9766;16157.3885;6617.0955;16153.4272;7348.0749;16629.4497;6616.4285;16157.1825;6613.1527;16158.292;6612.7716;16163.0203;6613.5573;16160.4112
2062900.0;6596.8969;16180.19;6617.0262;16154.8337;6618.7556;16154.6874;6616.9512;16150.6188;7350.4942;16631.4371;6616.3329;16154.4834;6613.1371;16155.5143;6612.731;16160.1065;6613.4083;16157.71
2062920.0;6597.1471;16177.1171;6617.0836;16152.1082;6618.6083;16151.9845;6616.9068;16147.7985;7353.0059;16633.2957;6616.3058;16151.7739;6613.194;16152.7342;6612.7694;16157.2113;6613.342;16154.9862
2062940.0;6597.4337;16174.0631;6617.2247;16149.3651;6618.5317;16149.2688;6616.9498;16144.9723;7355.6059;16634.9951;6616.3309;16149.048;6613.3152;16149.9513;6612.8905;16154.3349;6613.349;16152.2349
2062960.0;6597.7276;16171.0842;6617.4305;16146.6061;6618.521;16146.5246;6617.0655;16142.1388;7358.2789;16636.5139;6616.3947;16146.3031;6613.4951;16147.1633;6613.0908;16151.4741;6613.4168;16149.4574
2062980.0;6598.0127;16168.2093;6617.6769;16143.8361;6618.5667;16143.7427;6617.2409;16139.2893;7361.0032;16637.8494;6616.4833;16143.5375;6613.727;16144.3663;6613.3564;16148.624;6613.5317;16146.6627
2063000.0;6598.286;16165.4298;6617.9408;16141.0601;6618.6558;16140.9244;6617.4619;16136.4108;7363.7564;16639.014;6616.5837;16140.7527;6614.0008;16141.5582;6613.6605;16145.7867;6613.6797;16143.8619
2063020.0;6598.547;16162.7129;6618.2049;16138.2814;6618.7726;16138.0785;6617.7068;16133.4934;7366.5185;16640.0184;6616.6862;16137.956;6614.3033;16138.7403;6613.9678;16142.9784;6613.848;16141.0601
2063040.0;6598.7893;16160.0269;6618.4591;16135.501;6618.9015;16135.2144;6617.9483;16130.5372;7369.2714;16640.8563;6616.789;16135.1574;6614.6205;16135.9164;6614.2465;16140.2178;6614.0258;16138.2559
2063060.0;6598.9995;16157.3599;6618.6972;16132.718;6619.029;16132.3366;6618.1623;16127.5563;7371.9996;16641.5106;6616.8963;16132.3639;6614.9367;16133.0884;6614.482;16137.5088;6614.2042;16135.4457
2063080.0;6599.1682;16154.7177;6618.9137;16129.9289;6619.1486;16129.4453;6618.3374;16124.5739;7374.6991;16641.9706;6617.0144;16129.5767;6615.2348;16130.2535;6614.6783;16134.8332;6614.3751;16132.6303
2063100.0;6599.3026;16152.1036;6619.1043;16127.1286;6619.2606;16126.5393;6618.4773;16121.6228;7377.3852;16642.2426;6617.1448;16126.793;6615.499;16127.4066;6614.8497;16132.1609;6614.5309;16129.8157
2063120.0;6599.4284;16149.4992;6619.2686;16124.312;6619.3683;16123.6217;6618.5951;16118.7368;7380.0861;16642.3498;6617.2807;16124.009;6615.7189;16124.5433;6615.0081;16129.4636;6614.665;16127.0086
2063140.0;6599.5771;16146.8697;6619.4134;16121.4771;6619.4707;16120.7041;6618.7092;16115.9822;7382.8295;16642.3239;6617.4075;16121.2197;6615.8926;16121.6624;6615.1555;16126.7251;6614.773;16124.2118
2063160.0;6599.7617;16144.1952;6619.549;16118.6267;6619.5599;16117.8042;6618.8382;16113.4679;7385.6342;16642.2007;6617.5059;16118.4198;6616.025;16118.766;6615.2838;16123.943;6614.8528;16121.424
2063180.0;6599.9598;16141.4893;6619.6798;16115.7675;6619.6232;16114.9361;6618.9914;16111.2985;7388.51;16642.0178;6617.5591;16115.6052;6616.124;16115.8602;6615.38;16121.1213;6614.9048;16118.6422
2063200.0;6600.121;16138.7794;6619.7974;16112.9088;6619.6464;16112.1012;6619.1525;16109.4639;7391.4569;16641.8151;6617.556;16112.7772;6616.196;16112.9544;6615.4307;16118.2735;6614.9294;16115.8649
2063220.0;6600.1952;16136.0683;6619.8764;16110.06;6619.6157;16109.2887;6619.2738;16107.7737;7394.4653;16641.6296;6617.4918;16109.9448;6616.2403;16110.0582;6615.425;16115.4211;6614.9246;16113.0937
2063240.0;6600.157;16133.3228;6619.8754;16107.2303;6619.5155;16106.4862;6619.2962;16105.946;7397.5193;16641.4848;6617.3643;16107.1236;6616.2469;16107.1783;6615.356;16112.591;6614.8823;16110.3316
2063260.0;6600.0076;16130.5028;6619.7455;16104.4267;6619.3311;16103.6905;6619.1792;16103.7929;7400.6035;16641.3854;6617.1706;16104.3291;6616.1969;16104.3183;6615.2231;16109.8028;6614.7895;16107.5806
2063280.0;6599.7556;16127.6038;6619.4473;16101.6526;6619.053;16100.9073;6618.9148;16101.3151;7403.7091;16641.3209;6616.9076;16101.5693;6616.0685;16101.4799;6615.0317;16107.0563;6614.6322;16104.8394
2063300.0;6599.4017;16124.672;6618.9701;16098.9063;6618.6807;16098.142;6618.5153;16098.6339;7406.8343;16641.2752;6616.5745;16098.8421;6615.8444;16098.6621;6614.7896;16104.3356;6614.4018;16102.1042
2063320.0;6598.9458;16121.7737;6618.3359;16096.1827;6618.2222;16095.3929;6617.9923;16095.8737;7409.9811;16641.2314;6616.1726;16096.1393;6615.5145;16095.8605;6614.4965;16101.6247;6614.0961;16099.3732
2063340.0;6598.4031;16118.9514;6617.5836;16093.4754;6617.6917;16092.6527;6617.3462;16093.1064;7413.148;16641.1746;6615.7052;16093.4528;6615.0737;16093.0684;6614.1364;16098.9186;6613.716;16096.649
2063360.0;6597.8067;16116.1973;6616.7484;16090.7787;6617.1073;16089.9141;6616.5689;16090.3589;7416.3252;16641.0944;6615.1756;16090.7778;6614.5214;16090.2778;6613.6802;16096.2208;6613.2597;16093.9371
2063380.0;6597.191;16113.4581;6615.853;16088.0871;6616.4893;16087.1724;6615.6462;16087.644;7419.497;16640.9808;6614.5882;16088.1096;6613.8633;16087.4834;6613.0999;16093.5372;6612.7204;16091.2423
2063400.0;6596.5723;16110.6642;6614.9133;16085.3944;6615.8552;16084.4237;6614.5525;16084.9557;7422.6489;16640.8141;6613.9491;16085.4401;6613.1111;16084.6846;6612.3869;16090.8694;6612.0896;16088.5678
2063420.0;6595.9498;16107.7642;6613.9423;16082.6939;6615.2141;16081.6652;6613.2478;16082.2802;7425.7704;16640.5644;6613.2664;16082.7594;6612.277;16081.8876;6611.5593;16088.2133;6611.3619;16085.9157
2063440.0;6595.3214;16104.7485;6612.9517;16079.9805;6614.5654;16078.8983;6611.6876;16079.5978;7428.8533;16640.2072;6612.5468;16080.0624;6611.3687;16079.1018;6610.6527;16085.5591;6610.5358;16083.2871
2063460.0;6594.6949;16101.6492;6611.9467;16077.252;6613.9011;16076.1297;6609.8516;16076.8992;7431.8935;16639.742;6611.793;16077.3514;6610.3908;16076.3329;6609.7026;16082.8945;6609.6127;16080.6826
2063480.0;6594.078;16098.5187;6610.9248;16074.5095;6613.2092;16073.366;6607.7747;16074.181;7434.894;16639.1941;6611.0;16074.6351;6609.3511;16073.5795;6608.7298;16080.2115;6608.5945;16078.1034
2063500.0;6593.4625;16095.4028;6609.8754;16071.76;6612.4737;16070.6097;6605.5495;16071.4214;7437.8628;16638.5951;6610.1571;16071.9248;6608.2619;16070.8366;6607.7357;16077.5138;6607.4834;16075.553
2063520.0;6592.817;16092.3318;6608.7831;16069.0176;6611.6744;16067.8622;6603.3023;16068.5445;7440.8071;16637.961;6609.2504;16069.2338;6607.1377;16068.1006;6606.7033;16074.8136;6606.2834;16073.0352
2063540.0;6592.0955;16089.3263;6607.6329;16066.2984;6610.7898;16065.1325;6601.1499;16065.4169;7443.7267;16637.2893;6608.2664;16066.5746;6605.9904;16065.3704;6605.6043;16072.1261;6605.0033;16070.5507
2063560.0;6591.2524;16086.4057;6606.4144;16063.6145;6609.802;16062.439;6599.1772;16061.9183;7446.6155;16636.5686;6607.1918;16063.9528;6604.8269;16062.6478;6604.4115;16069.459;6603.6573;16068.0934
2063580.0;6590.2568;16083.5887;6605.125;16060.9677;6608.7009;16059.8;6597.4346;16058.0407;7449.466;16635.7941;6606.0163;16061.3638;6603.6465;16059.9382;6603.1167;16066.8061;6602.2643;16065.6514
2063600.0;6589.1044;16080.8819;6603.7717;16058.3521;6607.4845;16057.2194;6595.9394;16053.9262;7452.272;16634.9796;6604.7371;16058.7963;6602.4416;16057.2492;6601.7392;16064.1475;6600.8427;16063.2104
2063620.0;6587.8216;16078.2674;6602.368;16055.758;6606.1594;16054.681;6594.6634;16049.7986;7455.0291;16634.1515;6603.3644;16056.24;6601.202;16054.5858;6600.3162;16061.4652;6599.4062;16060.7589
2063640.0;6586.4566;16075.7029;6600.9293;16053.1747;6604.742;16052.1577;6593.5278;16045.8442;7457.7366;16633.3319;6601.9214;16053.687;6599.9215;16051.9438;6598.8777;16058.7622;6597.9611;16058.2913
2063660.0;6585.0646;16073.138;6599.4654;16050.5893;6603.2591;16049.6257;6592.4307;16042.1366;7460.3996;16632.5186;6600.4385;16051.1305;6598.601;16049.3108;6597.4329;16056.0657;6596.5072;16055.8078
2063680.0;6583.6908;16070.5416;6597.9815;16047.9895;6601.7418;16047.074;6591.301;16038.6523;7463.0286;16631.6872;6598.9424;16048.5653;6597.2471;16046.6727;6595.9775;16053.4037;6595.0412;16053.3113
2063700.0;6582.3533;16067.9173;6596.4825;16045.3673;6600.2182;16044.5032;6590.1288;16035.3382;7465.6363;16630.8149;6597.4494;16045.9905;6595.8674;16044.0212;6594.5117;16050.7791;6593.5612;16050.8024
2063720.0;6581.0352;16065.2953;6594.9789;16042.7214;6598.7081;16041.9189;6588.9478;16032.1533;7468.2345;16629.9001;6595.963;16043.4112;6594.468;16041.3567;6593.0458;16048.1675;6592.0716;16048.2774
2063740.0;6579.6974;16062.7081;6593.4857;16040.0567;6597.2236;16039.3253;6587.795;16029.0724;7470.8344;16628.9563;6594.4785;16040.8363;6593.0542;16038.6862;6591.5998;16045.5319;6590.5831;16045.7294
2063760.0;6578.3069;16060.1719;6592.0167;16037.3798;6595.7725;16036.7217;6586.6822;16026.0585;7473.4479;16627.9976;6592.9885;16038.2744;6591.6322;16036.0209;6590.1988;16042.8331;6589.1077;16043.1519
2063780.0;6576.857;16057.6864;6590.5801;16034.6964;6594.3622;16034.1001;6585.5911;16023.0527;7476.0833;16627.0366;6591.4874;16035.728;6590.2099;16033.373;6588.8708;16040.0378;6587.6539;16040.5434
2063800.0;6575.3613;16055.2436;6589.1769;16032.0105;6592.9989;16031.4474;6584.4952;16019.9985;7478.7404;16626.0899;6589.9716;16033.1893;6588.794;16030.7509;6587.6342;16037.1285;6586.2254;16037.91
2063820.0;6573.8369;16052.8336;6587.8033;16029.3239;6591.6827;16028.7525;6583.3763;16016.8731;7481.4084;16625.1756;6588.4382;16030.6446;6587.3868;16028.1542;6586.4811;16034.122;6584.8219;16035.2654
2063840.0;6572.2956;16050.4383;6586.4533;16026.637;6590.4018;16026.0158;6582.2313;16013.6961;7484.0697;16624.2984;6586.8869;16028.0846;6585.9843;16025.573;6585.3735;16031.0702;6583.4392;16032.627
