Time(sentisec);X_B(m);Y_B(m);X_C(m);Y_C(m);X_G(m);Y_G(m);X_H(m);Y_H(m);X_I(m);Y_I(m);X_L(m);Y_L(m);X_M(m);Y_M(m)
1583640.0;2995.6102;1852.8889;2989.5892;1858.2093;2985.3395;1880.8877;3021.0538;1831.7734;3000.1254;1826.3663;2988.4843;1853.4021;3008.6935;1836.0173
1583660.0;2995.6103;1852.8946;2989.6799;1858.1003;2985.3113;1880.9281;3020.1698;1831.633;3000.1082;1826.5563;2988.4467;1853.6894;3008.6995;1836.0121
1583680.0;2995.6104;1852.9003;2989.7637;1857.9968;2985.2696;1880.9625;3019.0686;1832.5902;3000.0869;1826.782;2988.3889;1853.956;3008.7055;1836.007
1583700.0;2995.6106;1852.9059;2989.8447;1857.9;2985.2132;1880.9973;3017.8094;1834.3448;3000.0751;1827.0161;2988.3363;1854.1828;3008.7115;1836.0018
1583720.0;2995.6107;1852.9116;2989.9296;1857.8111;2985.1472;1881.0322;3016.4734;1836.446;3000.0827;1827.2367;2988.3091;1854.3553;3008.7175;1835.9967
1583740.0;2995.6109;1852.9173;2990.024;1857.7317;2985.0787;1881.0625;3015.1187;1838.5279;3000.1118;1827.4337;2988.3177;1854.4717;3008.7235;1835.9915
1583760.0;2995.611;1852.9229;2990.1286;1857.6628;2985.0133;1881.0843;3013.7731;1840.4069;3000.1567;1827.6121;2988.3627;1854.5412;3008.7295;1835.9863
1583780.0;2995.6111;1852.9286;2990.2401;1857.5997;2984.9537;1881.1001;3012.4621;1842.0307;3000.2062;1827.7856;2988.4377;1854.5778;3008.7355;1835.9812
1583800.0;2995.6113;1852.9343;2990.3551;1857.5299;2984.9003;1881.1162;3011.2341;1843.3895;3000.251;1827.9648;2988.5348;1854.5955;3008.7415;1835.976
1583820.0;2995.6114;1852.9399;2990.4739;1857.4361;2984.8521;1881.1385;3010.1555;1844.4744;3000.2882;1828.15;2988.6487;1854.6072;3008.7475;1835.9709
1583840.0;2995.6116;1852.9456;2990.6012;1857.3034;2984.8066;1881.1665;3009.2708;1845.3012;3000.317;1828.3344;2988.777;1854.627;3008.7535;1835.9657
1583860.0;2995.6117;1852.9513;2990.7436;1857.1252;2984.7605;1881.1911;3008.575;1845.9156;3000.3339;1828.5134;2988.9158;1854.6717;3008.7595;1835.9606
1583880.0;2995.6118;1852.9569;2990.9071;1856.9014;2984.7104;1881.1995;3008.0175;1846.3855;3000.3304;1828.6886;2989.0586;1854.7677;3008.7655;1835.9554
1583900.0;2995.612;1852.9626;2991.0963;1856.6348;2984.6538;1881.1827;3007.5317;1846.7803;3000.2988;1828.864;2989.1987;1854.9542;3008.7715;1835.9503
1583920.0;2995.6121;1852.9683;2991.3108;1856.3296;2984.5906;1881.1397;3007.0639;1847.1542;3000.2387;1829.0414;2989.3351;1855.275;3008.7775;1835.9451
1583940.0;2995.6123;1852.9739;2991.5403;1855.998;2984.5252;1881.0727;3006.5879;1847.5364;3000.1566;1829.2185;2989.4736;1855.753;3008.7835;1835.94
1583960.0;2995.6124;1852.9796;2991.7629;1855.6634;2984.4631;1880.9814;3006.0961;1847.937;3000.0588;1829.3905;2989.6205;1856.3629;3008.7895;1835.9348
1583980.0;2995.6125;1852.9853;2991.9518;1855.3552;2984.4083;1880.8655;3005.5854;1848.3572;2999.9466;1829.5522;2989.7761;1857.033;3008.7955;1835.9297
1584000.0;2995.6127;1852.9909;2992.0866;1855.0968;2984.3614;1880.7304;3005.0498;1848.7951;2999.8161;1829.7038;2989.9342;1857.6803;3008.8015;1835.9245
1584020.0;2995.6128;1852.9966;2992.1609;1854.8988;2984.3227;1880.5887;3004.4827;1849.2462;2999.6617;1829.8573;2990.0876;1858.2463;3008.8075;1835.9194
1584040.0;2995.613;1853.0023;2992.1806;1854.7605;2984.2956;1880.453;3003.883;1849.6974;2999.4746;1830.0411;2990.2342;1858.7049;3008.8135;1835.9142
1584060.0;2995.6131;1853.008;2992.1576;1854.6758;2984.2846;1880.3298;3003.2569;1850.1306;2999.2386;1830.2948;2990.3778;1859.0491;3008.8195;1835.9091
1584080.0;2995.6132;1853.0136;2992.1051;1854.6396;2984.289;1880.2164;3002.6145;1850.5371;2998.9302;1830.6585;2990.5255;1859.2756;3008.8255;1835.9039
1584100.0;2995.6134;1853.0193;2992.0351;1854.6522;2984.2975;1880.1097;3001.9689;1850.9239;2998.5254;1831.1622;2990.682;1859.3841;3008.8315;1835.8988
1584120.0;2995.6135;1853.025;2991.9571;1854.7158;2984.2881;1880.0142;3001.3388;1851.3188;2998.0104;1831.8196;2990.8469;1859.3874;3008.8375;1835.8936
1584140.0;2995.6137;1853.0306;2991.8774;1854.8268;2984.235;1879.9433;3000.7471;1851.7588;2997.3893;1832.6211;2991.0132;1859.3128;3008.8435;1835.8885
1584160.0;2995.6138;1853.0363;2991.8002;1854.9671;2984.1234;1879.9079;3000.2184;1852.259;2996.6893;1833.5279;2991.1705;1859.1989;3008.8495;1835.8833
1584180.0;2995.6139;1853.042;2991.7278;1855.1054;2983.9617;1879.9028;2999.7706;1852.781;2995.9554;1834.4764;2991.3099;1859.0825;3008.8555;1835.8782
1584200.0;2995.6141;1853.0476;2991.6618;1855.2071;2983.7794;1879.9077;2999.4037;1853.2411;2995.2369;1835.3994;2991.4281;1858.9875;3008.8615;1835.873
1584220.0;2995.6142;1853.0533;2991.6024;1855.2451;2983.6083;1879.9037;2999.0952;1853.5686;2994.5672;1836.2532;2991.5285;1858.9217;3008.8675;1835.8679
1584240.0;2995.6144;1853.059;2991.5493;1855.2092;2983.4637;1879.8874;2998.8122;1853.7611;2993.9542;1837.03;2991.6173;1858.879;3008.8735;1835.8627
1584260.0;2995.6145;1853.0646;2991.5013;1855.1075;2983.3443;1879.8687;2998.5328;1853.8569;2993.386;1837.7488;2991.6995;1858.8433;3008.8795;1835.8575
1584280.0;2995.6146;1853.0703;2991.457;1854.9591;2983.2461;1879.8559;2998.2657;1853.8489;2992.8489;1838.4329;2991.7802;1858.7946;3008.8855;1835.8524
1584300.0;2995.6148;1853.076;2991.4146;1854.7821;2983.1712;1879.8473;2998.0477;1853.6412;2992.3428;1839.0891;2991.8662;1858.7139;3008.8915;1835.8472
1584320.0;2995.6149;1853.0816;2991.3733;1854.5867;2983.1223;1879.8356;2997.9236;1853.117;2991.8871;1839.6998;2991.9655;1858.5874;3008.8975;1835.8421
1584340.0;2995.6151;1853.0873;2991.3335;1854.3757;2983.0906;1879.8208;2997.9208;1852.2524;2991.5133;1840.2321;2992.0825;1858.41;3008.9035;1835.8369
1584360.0;2995.6152;1853.093;2991.2953;1854.1516;2983.0551;1879.8143;2998.0358;1851.1769;2991.2491;1840.6567;2992.2147;1858.185;3008.9095;1835.8318
1584380.0;2995.6153;1853.0986;2991.2569;1853.9222;2982.9921;1879.8336;2998.2342;1850.1075;2991.1062;1840.9635;2992.3545;1857.9238;3008.9155;1835.8266
1584400.0;2995.6155;1853.1043;2991.2128;1853.7009;2982.887;1879.894;2998.4636;1849.2335;2991.0809;1841.1573;2992.4962;1857.6416;3008.9215;1835.8215
1584420.0;2995.6156;1853.11;2991.1556;1853.5016;2982.7388;1880.0043;2998.6668;1848.6377;2991.168;1841.2439;2992.6413;1857.351;3008.9275;1835.8163
1584440.0;2995.6158;1853.1156;2991.0814;1853.3283;2982.5574;1880.1619;2998.7976;1848.297;2991.3692;1841.2102;2992.7969;1857.0589;3008.9335;1835.8112
1584460.0;2995.6159;1853.1213;2990.9942;1853.1718;2982.3595;1880.3484;2998.8316;1848.1377;2991.6845;1841.021;2992.9705;1856.7677;3008.9395;1835.806
1584480.0;2995.616;1853.127;2990.9036;1853.0163;2982.164;1880.5323;2998.7723;1848.0887;2992.0957;1840.6383;2993.1645;1856.4807;3008.9455;1835.8009
1584500.0;2995.6162;1853.1326;2990.8168;1852.8544;2981.9912;1880.6814;2998.646;1848.1052;2992.5624;1840.0659;2993.3755;1856.2012;3008.9515;1835.7957
1584520.0;2995.6163;1853.1383;2990.7318;1852.6936;2981.8604;1880.7738;2998.4896;1848.1626;2993.0373;1839.3829;2993.5995;1855.9257;3008.9575;1835.7906
1584540.0;2995.6165;1853.144;2990.6386;1852.5493;2981.7873;1880.8001;2998.3336;1848.2467;2993.4842;1838.7251;2993.8358;1855.6396;3008.9635;1835.7854
1584560.0;2995.6166;1853.1496;2990.5283;1852.4291;2981.7785;1880.7604;2998.1905;1848.3504;2993.887;1838.2149;2994.0856;1855.3245;3008.9695;1835.7803
1584580.0;2995.6167;1853.1553;2990.4014;1852.3254;2981.8268;1880.6622;2998.0532;1848.4771;2994.2459;1837.9027;2994.3472;1854.9701;3008.9755;1835.7751
1584600.0;2995.6169;1853.161;2990.2673;1852.221;2981.9162;1880.5196;2997.9053;1848.6348;2994.5663;1837.7758;2994.6152;1854.5805;3008.9815;1835.77
1584620.0;2995.617;1853.1667;2990.1387;1852.0998;2982.0324;1880.3465;2997.7361;1848.8235;2994.8504;1837.809;2994.8846;1854.1695;3008.9875;1835.7648
1584640.0;2995.6172;1853.1723;2990.0289;1851.9506;2982.172;1880.1498;2997.545;1849.0344;2995.0952;1837.9963;2995.153;1853.7525;3008.9935;1835.7597
1584660.0;2995.6173;1853.178;2989.954;1851.767;2982.3404;1879.9257;2997.3373;1849.2573;2995.2983;1838.343;2995.4162;1853.3433;3008.9995;1835.7545
1584680.0;2995.6175;1853.1837;2989.9327;1851.5461;2982.5427;1879.6668;2997.1195;1849.4853;2995.4653;1838.8283;2995.6652;1852.9546;3009.0055;1835.7494
1584700.0;2995.6176;1853.1893;2989.9789;1851.2915;2982.7771;1879.3695;2996.8983;1849.7131;2995.613;1839.3883;2995.8883;1852.597;3009.0115;1835.7442
1584720.0;2995.6177;1853.195;2990.0916;1851.0175;2983.034;1879.0418;2996.6839;1849.934;2995.7652;1839.9261;2996.0791;1852.276;3009.0175;1835.739
1584740.0;2995.6179;1853.2007;2990.2523;1850.7471;2983.3011;1878.7048;2996.4866;1850.1438;2995.948;1840.3459;2996.2405;1851.9892;3009.0235;1835.7339
1584760.0;2995.618;1853.2063;2990.4343;1850.5013;2983.5639;1878.3895;2996.3115;1850.3431;2996.1862;1840.5835;2996.3812;1851.7282;3009.0295;1835.7287
1584780.0;2995.6182;1853.212;2990.6132;1850.2893;2983.8085;1878.1287;2996.1557;1850.5366;2996.4959;1840.6205;2996.5091;1851.4814;3009.0355;1835.7236
1584800.0;2995.6183;1853.2177;2990.7747;1850.1025;2984.027;1877.9405;2996.0089;1850.732;2996.8768;1840.477;2996.6284;1851.2357;3009.0415;1835.7184
1584820.0;2995.6184;1853.2233;2990.9162;1849.9212;2984.222;1877.8185;2995.8566;1850.9426;2997.3092;1840.1996;2996.7403;1850.9807;3009.0475;1835.7133
1584840.0;2995.6186;1853.229;2991.0458;1849.7254;2984.4053;1877.736;2995.6834;1851.188;2997.7644;1839.8385;2996.8487;1850.7137;3009.0535;1835.7081
1584860.0;2995.6187;1853.2347;2991.1772;1849.5042;2984.5882;1877.6627;2995.4783;1851.4904;2998.2216;1839.4273;2996.9631;1850.4386;3009.0595;1835.703
1584880.0;2995.6189;1853.2403;2991.3214;1849.2569;2984.7759;1877.5823;2995.2407;1851.8674;2998.6711;1838.9774;2997.0982;1850.16;3009.0655;1835.6978
1584900.0;2995.619;1853.246;2991.4803;1848.9889;2984.9639;1877.4987;2994.9818;1852.3241;2999.1052;1838.4923;2997.2679;1849.877;3009.0715;1835.6927
1584920.0;2995.6191;1853.2517;2991.6485;1848.7032;2985.1431;1877.4298;2994.7188;1852.8547;2999.5094;1837.986;2997.479;1849.5857;3009.0775;1835.6875
1584940.0;2995.6193;1853.2573;2991.8193;1848.3986;2985.304;1877.3934;2994.4645;1853.4482;2999.8652;1837.4874;2997.729;1849.2843;3009.0835;1835.6824
1584960.0;2995.6194;1853.263;2991.9918;1848.0717;2985.4399;1877.3956;2994.2217;1854.0938;3000.1596;1837.0287;2998.0069;1848.9733;3009.0895;1835.6772
1584980.0;2995.6196;1853.2687;2992.1744;1847.722;2985.5472;1877.4306;2993.9856;1854.7781;3000.389;1836.6316;2998.2996;1848.6551;3009.0955;1835.6721
1585000.0;2995.6197;1853.2743;2992.3789;1847.3573;2985.6231;1877.4891;2993.7527;1855.4802;3000.5573;1836.3035;2998.5952;1848.3327;3009.1015;1835.6669
1585020.0;2995.6198;1853.28;2992.6108;1846.9971;2985.666;1877.5637;2993.5278;1856.1689;3000.6733;1836.0456;2998.8862;1848.0085;3009.1075;1835.6618
1585040.0;2995.62;1853.2857;2992.8608;1846.67;2985.678;1877.6458;2993.3261;1856.8069;3000.7474;1835.8622;2999.17;1847.6819;3009.1135;1835.6566
1585060.0;2995.6201;1853.2913;2993.1078;1846.4034;2985.6654;1877.7199;2993.1683;1857.3606;3000.7858;1835.7633;2999.4459;1847.3501;3009.1195;1835.6515
1585080.0;2995.6203;1853.297;2993.33;1846.2087;2985.637;1877.7645;2993.0735;1857.8093;3000.7864;1835.7565;2999.7152;1847.013;3009.1255;1835.6463
1585100.0;2995.6204;1853.3027;2993.5151;1846.0777;2985.6011;1877.7624;2993.0504;1858.1505;3000.74;1835.8409;2999.9794;1846.674;3009.1315;1835.6412
1585120.0;2995.6205;1853.3083;2993.6636;1845.9924;2985.5638;1877.711;2993.0926;1858.3997;3000.6382;1836.0063;3000.2418;1846.3358;3009.1375;1835.636
1585140.0;2995.6207;1853.314;2993.785;1845.9358;2985.5293;1877.6206;2993.1815;1858.5821;3000.4806;1836.2396;3000.5064;1845.9989;3009.1435;1835.6309
1585160.0;2995.6208;1853.3197;2993.8912;1845.8943;2985.4994;1877.5051;2993.2953;1858.7216;3000.2757;1836.5278;3000.7741;1845.666;3009.1495;1835.6257
1585180.0;2995.621;1853.3254;2993.9902;1845.8563;2985.4719;1877.3748;2993.4173;1858.8326;3000.0361;1836.8585;3001.035;1845.3474;3009.1555;1835.6206
1585200.0;2995.6211;1853.331;2994.0865;1845.8132;2985.4412;1877.2352;2993.5377;1858.9222;2999.7732;1837.2206;3001.2672;1845.0576;3009.1615;1835.6154
1585220.0;2995.6212;1853.3367;2994.1838;1845.7616;2985.4033;1877.0876;2993.6507;1859.0015;2999.4938;1837.6043;3001.4441;1844.8058;3009.1675;1835.6102
1585240.0;2995.6214;1853.3424;2994.2863;1845.7012;2985.3617;1876.9255;2993.7535;1859.0951;2999.2028;1837.9982;3001.5467;1844.5899;3009.1735;1835.6051
1585260.0;2995.6215;1853.348;2994.3974;1845.6302;2985.3286;1876.7349;2993.8485;1859.2323;2998.9086;1838.3842;3001.5752;1844.394;3009.1795;1835.5999
1585280.0;2995.6217;1853.3537;2994.5184;1845.5433;2985.319;1876.5025;2993.9433;1859.4326;2998.6271;1838.7377;3001.5512;1844.1886;3009.1855;1835.5948
1585300.0;2995.6218;1853.3594;2994.6497;1845.4352;2985.3418;1876.224;2994.0461;1859.6941;2998.3782;1839.033;3001.5104;1843.9393;3009.1915;1835.5896
1585320.0;2995.6219;1853.365;2994.7926;1845.3051;2985.3957;1875.9035;2994.1595;1859.9973;2998.1775;1839.2518;3001.4883;1843.6221;3009.1975;1835.5845
1585340.0;2995.6221;1853.3707;2994.9483;1845.1598;2985.4712;1875.5446;2994.277;1860.3151;2998.0274;1839.39;3001.5067;1843.2363;3009.2035;1835.5793
1585360.0;2995.6222;1853.3764;2995.1151;1845.0105;2985.5578;1875.1442;2994.3854;1860.6235;2997.9162;1839.4585;3001.5709;1842.8012;3009.2094;1835.5742
1585380.0;2995.6224;1853.382;2995.2884;1844.8673;2985.649;1874.6974;2994.4703;1860.9045;2997.8241;1839.477;3001.6789;1842.3419;3009.2154;1835.569
1585400.0;2995.6225;1853.3877;2995.4636;1844.7332;2985.7428;1874.2064;2994.5218;1861.1424;2997.7357;1839.4616;3001.8336;1841.8738;3009.2214;1835.5639
1585420.0;2995.6226;1853.3934;2995.639;1844.6053;2985.8379;1873.6822;2994.5381;1861.3225;2997.6512;1839.4117;3002.044;1841.3998;3009.2274;1835.5587
1585440.0;2995.6228;1853.399;2995.8167;1844.4782;2985.9338;1873.1388;2994.5235;1861.4307;2997.5885;1839.3119;3002.3149;1840.9203;3009.2334;1835.5536
1585460.0;2995.6229;1853.4047;2996.0;1844.3489;2986.0312;1872.5867;2994.4839;1861.4624;2997.5736;1839.1464;3002.6308;1840.4499;3009.2394;1835.5484
1585480.0;2995.6231;1853.4104;2996.1896;1844.2196;2986.1327;1872.031;2994.4224;1861.4277;2997.6288;1838.9107;3002.9487;1840.0274;3009.2454;1835.5433
1585500.0;2995.6232;1853.416;2996.3819;1844.0988;2986.239;1871.4728;2994.3399;1861.3515;2997.7676;1838.6076;3003.2104;1839.7042;3009.2514;1835.5381
1585520.0;2995.6233;1853.4217;2996.5711;1843.9967;2986.3475;1870.9108;2994.2383;1861.2648;2997.9964;1838.2361;3003.3698;1839.5156;3009.2574;1835.533
1585540.0;2995.6235;1853.4274;2996.7524;1843.9172;2986.4535;1870.3419;2994.1213;1861.1932;2998.3161;1837.7886;3003.4153;1839.4622;3009.2634;1835.5278
1585560.0;2995.6236;1853.433;2996.9261;1843.8521;2986.5548;1869.7631;2993.9922;1861.1504;2998.715;1837.2655;3003.3689;1839.5146;3009.2694;1835.5227
1585580.0;2995.6238;1853.4387;2997.0967;1843.7824;2986.6531;1869.175;2993.8526;1861.1391;2999.1679;1836.6865;3003.2673;1839.6336;3009.2754;1835.5175
1585600.0;2995.6239;1853.4444;2997.2771;1843.6771;2986.7528;1868.5831;2993.704;1861.1581;2999.643;1836.0821;3003.1438;1839.7826;3009.2814;1835.5124
1585620.0;2995.624;1853.45;2997.4954;1843.486;2986.8576;1867.9955;2993.5487;1861.2089;3000.1146;1835.4797;3003.0239;1839.9321;3009.2874;1835.5072
1585640.0;2995.6242;1853.4557;2997.7936;1843.1378;2986.9701;1867.4173;2993.3882;1861.2956;3000.5721;1834.8952;3002.9266;1840.0581;3009.2934;1835.5021
1585660.0;2995.6243;1853.4614;2998.2118;1842.5647;2987.0927;1866.8478;2993.2198;1861.4226;3001.0177;1834.3372;3002.8628;1840.1487;3009.2994;1835.4969
1585680.0;2995.6245;1853.467;2998.7619;1841.7382;2987.2277;1866.2813;2993.0371;1861.5874;3001.4556;1833.8152;3002.8326;1840.206;3009.3054;1835.4917
1585700.0;2995.6246;1853.4727;2999.4163;1840.6865;2987.3751;1865.7103;2992.8367;1861.7783;3001.8824;1833.3406;3002.8266;1840.2413;3009.3114;1835.4866
1585720.0;2995.6247;1853.4784;3000.121;1839.4791;2987.5327;1865.1289;2992.6225;1861.9771;3002.2855;1832.9243;3002.8331;1840.2657;3009.3174;1835.4814
1585740.0;2995.6249;1853.4841;3000.8255;1838.1992;2987.696;1864.5343;2992.4053;1862.1664;3002.6508;1832.5726;3002.8426;1840.2859;3009.3234;1835.4763
1585760.0;2995.625;1853.4897;3001.501;1836.9252;2987.8611;1863.9275;2992.1976;1862.3348;3002.9713;1832.2842;3002.8466;1840.3057;3009.3294;1835.4711
1585780.0;2995.6252;1853.4954;3002.1417;1835.7205;2988.0246;1863.3095;2992.0093;1862.4764;3003.2487;1832.0503;3002.8375;1840.3252;3009.3354;1835.466
1585800.0;2995.6253;1853.5011;3002.7516;1834.6217;2988.1844;1862.6778;2991.8459;1862.5896;3003.4871;1831.8624;3002.8146;1840.3368;3009.3414;1835.4608
1585820.0;2995.6254;1853.5067;3003.3331;1833.6363;2988.3399;1862.0247;2991.7065;1862.6772;3003.6887;1831.7182;3002.7867;1840.3287;3009.3474;1835.4557
1585840.0;2995.6256;1853.5124;3003.8836;1832.7528;2988.4951;1861.3388;2991.5827;1862.7477;3003.8527;1831.6242;3002.7667;1840.2945;3009.3534;1835.4505
1585860.0;2995.6257;1853.5181;3004.398;1831.9548;2988.6586;1860.608;2991.462;1862.8158;3003.9761;1831.5885;3002.7587;1840.2397;3009.3594;1835.4454
1585880.0;2995.6259;1853.5237;3004.8743;1831.2244;2988.841;1859.8245;2991.3343;1862.8971;3004.0565;1831.6134;3002.7556;1840.1764;3009.3654;1835.4402
1585900.0;2995.626;1853.5294;3005.3168;1830.5401;2989.0495;1858.9916;2991.1985;1862.9998;3004.0932;1831.6935;3002.7452;1840.1155;3009.3714;1835.4351
1585920.0;2995.6261;1853.5351;3005.7346;1829.8806;2989.2837;1858.1246;2991.0637;1863.1208;3004.0903;1831.819;3002.7199;1840.0629;3009.3774;1835.4299
1585940.0;2995.6263;1853.5407;3006.1366;1829.2339;2989.535;1857.247;2990.944;1863.2492;3004.0568;1831.9802;3002.6795;1840.0224;3009.3834;1835.4248
1585960.0;2995.6264;1853.5464;3006.5273;1828.6017;2989.7902;1856.3802;2990.8491;1863.3738;3004.0026;1832.1682;3002.6293;1839.9925;3009.3894;1835.4196
1585980.0;2995.6266;1853.5521;3006.906;1827.9919;2990.0381;1855.5397;2990.7781;1863.4862;3003.9345;1832.3746;3002.5766;1839.9664;3009.3954;1835.4145
1586000.0;2995.6267;1853.5577;3007.2692;1827.4113;2990.2743;1854.7346;2990.7202;1863.58;3003.8549;1832.593;3002.5298;1839.9351;3009.4014;1835.4093
1586020.0;2995.6269;1853.5634;3007.6136;1826.8657;2990.4994;1853.9699;2990.6618;1863.6531;3003.7655;1832.8176;3002.4971;1839.8922;3009.4074;1835.4042
1586040.0;2995.627;1853.5691;3007.9366;1826.366;2990.7138;1853.2458;2990.5981;1863.7084;3003.672;1833.0405;3002.485;1839.8372;3009.4134;1835.399
1586060.0;2995.6271;1853.5747;3008.2365;1825.9304;2990.9159;1852.5566;2990.5373;1863.7504;3003.5852;1833.25;3002.496;1839.7722;3009.4194;1835.3939
1586080.0;2995.6273;1853.5804;3008.5102;1825.578;2991.1047;1851.8945;2990.496;1863.777;3003.5179;1833.4323;3002.5264;1839.6969;3009.4254;1835.3887
1586100.0;2995.6274;1853.5861;3008.7556;1825.3211;2991.283;1851.2542;2990.49;1863.7794;3003.4789;1833.5756;3002.5688;1839.6069;3009.4314;1835.3836
1586120.0;2995.6276;1853.5917;3008.973;1825.161;2991.4553;1850.6362;2990.5285;1863.7465;3003.471;1833.6735;3002.6157;1839.4969;3009.4374;1835.3784
1586140.0;2995.6277;1853.5974;3009.1667;1825.0902;2991.626;1850.0455;2990.614;1863.6709;3003.4877;1833.7329;3002.6638;1839.3634;3009.4434;1835.3733
1586160.0;2995.6278;1853.6031;3009.3427;1825.0967;2991.7971;1849.4862;2990.7452;1863.5524;3003.5179;1833.773;3002.7136;1839.2083;3009.4494;1835.3681
1586180.0;2995.628;1853.6087;3009.5051;1825.1695;2991.9676;1848.9581;2990.9175;1863.3987;3003.551;1833.8154;3002.7678;1839.0377;3009.4554;1835.3629
1586200.0;2995.6281;1853.6144;3009.6536;1825.3027;2992.1314;1848.4582;2991.1239;1863.2252;3003.5817;1833.8727;3002.8284;1838.8586;3009.4614;1835.3578
1586220.0;2995.6283;1853.6201;3009.7861;1825.4957;2992.2793;1847.9873;2991.3564;1863.046;3003.6064;1833.949;3002.897;1838.6758;3009.4674;1835.3526
1586240.0;2995.6284;1853.6258;3009.9003;1825.7518;2992.404;1847.5509;2991.6077;1862.8623;3003.6168;1834.0514;3002.9748;1838.4914;3009.4734;1835.3475
1586260.0;2995.6285;1853.6314;3009.9952;1826.0769;2992.5044;1847.1534;2991.872;1862.6605;3003.6012;1834.1905;3003.0603;1838.3058;3009.4794;1835.3423
1586280.0;2995.6287;1853.6371;3010.072;1826.4775;2992.5864;1846.7911;2992.1452;1862.4245;3003.5539;1834.368;3003.1483;1838.1203;3009.4854;1835.3372
1586300.0;2995.6288;1853.6428;3010.1333;1826.9546;2992.6587;1846.4556;2992.424;1862.1503;3003.4768;1834.5728;3003.2305;1837.9366;3009.4914;1835.332
1586320.0;2995.629;1853.6484;3010.1821;1827.5006;2992.7282;1846.1433;2992.7057;1861.8478;3003.3751;1834.7927;3003.2989;1837.7571;3009.4974;1835.3269
1586340.0;2995.6291;1853.6541;3010.2194;1828.1057;2992.7974;1845.859;2992.9876;1861.5311;3003.2532;1835.0246;3003.349;1837.5853;3009.5034;1835.3217
1586360.0;2995.6292;1853.6598;3010.2414;1828.7658;2992.8634;1845.6096;2993.2692;1861.2083;3003.1174;1835.2704;3003.379;1837.4261;3009.5094;1835.3166
1586380.0;2995.6294;1853.6654;3010.2402;1829.486;2992.9195;1845.3976;2993.5504;1860.8802;3002.9786;1835.5266;3003.3892;1837.2837;3009.5154;1835.3114
1586400.0;2995.6295;1853.6711;3010.2096;1830.2685;2992.9594;1845.2207;2993.83;1860.544;3002.8501;1835.7799;3003.3806;1837.1579;3009.5214;1835.3063
1586420.0;2995.6297;1853.6768;3010.1509;1831.1023;2992.9804;1845.076;2994.1055;1860.1965;3002.7397;1836.0158;3003.3551;1837.0429;3009.5274;1835.3011
1586440.0;2995.6298;1853.6824;3010.0727;1831.9632;2992.9841;1844.9612;2994.3769;1859.8355;3002.6469;1836.2277;3003.3166;1836.9307;3009.5334;1835.296
1586460.0;2995.6299;1853.6881;3009.9861;1832.8253;2992.9734;1844.8738;2994.6499;1859.4623;3002.5643;1836.4189;3003.2715;1836.8146;3009.5394;1835.2908
1586480.0;2995.6301;1853.6938;3009.9006;1833.6675;2992.9526;1844.8116;2994.936;1859.0831;3002.4837;1836.5986;3003.2269;1836.6908;3009.5454;1835.2857
1586500.0;2995.6302;1853.6994;3009.8252;1834.4715;2992.9279;1844.7724;2995.2474;1858.7068;3002.4028;1836.7747;3003.1871;1836.5567;3009.5514;1835.2805
1586520.0;2995.6304;1853.7051;3009.7737;1835.2156;2992.9058;1844.7543;2995.5925;1858.3419;3002.3283;1836.946;3003.1522;1836.4116;3009.5574;1835.2754
1586540.0;2995.6305;1853.7108;3009.7616;1835.8771;2992.8908;1844.7527;2995.9707;1857.993;3002.2734;1837.1011;3003.1201;1836.2592;3009.5634;1835.2702
1586560.0;2995.6306;1853.7164;3009.7968;1836.4454;2992.8838;1844.7607;2996.3733;1857.6619;3002.2506;1837.2246;3003.0908;1836.1108;3009.5694;1835.2651
1586580.0;2995.6308;1853.7221;3009.8727;1836.9309;2992.8838;1844.7713;2996.7857;1857.3485;3002.2629;1837.3084;3003.0664;1835.9827;3009.5754;1835.2599
1586600.0;2995.6309;1853.7278;3009.9711;1837.3611;2992.8911;1844.7831;2997.1925;1857.0554;3002.3023;1837.3571;3003.0472;1835.8904;3009.5814;1835.2548
1586620.0;2995.6311;1853.7334;3010.0725;1837.7684;2992.9069;1844.7999;2997.5828;1856.7879;3002.3531;1837.3858;3003.0296;1835.8403;3009.5874;1835.2496
1586640.0;2995.6312;1853.7391;3010.165;1838.1784;2992.9312;1844.8294;2997.9534;1856.5498;3002.4006;1837.4143;3003.006;1835.8273;3009.5934;1835.2445
1586660.0;2995.6313;1853.7448;3010.2452;1838.6041;2992.961;1844.8776;2998.3092;1856.3357;3002.4337;1837.4626;3002.9689;1835.8405;3009.5994;1835.2393
1586680.0;2995.6315;1853.7504;3010.3177;1839.0423;2992.9899;1844.946;2998.6598;1856.1307;3002.4446;1837.5486;3002.9123;1835.8692;3009.6054;1835.2341
1586700.0;2995.6316;1853.7561;3010.39;1839.478;2993.0109;1845.0319;2999.0137;1855.9163;3002.428;1837.6811;3002.8323;1835.9072;3009.6114;1835.229
1586720.0;2995.6318;1853.7618;3010.4681;1839.8927;2993.0183;1845.131;2999.3742;1855.6785;3002.3836;1837.8563;3002.7274;1835.9528;3009.6174;1835.2238
1586740.0;2995.6319;1853.7674;3010.5514;1840.2763;2993.0096;1845.2385;2999.7359;1855.4102;3002.3168;1838.0587;3002.6005;1836.0119;3009.6234;1835.2187
