Time(sentisec);X_B(m);Y_B(m);X_C(m);Y_C(m);X_G(m);Y_G(m);X_H(m);Y_H(m);X_I(m);Y_I(m);X_L(m);Y_L(m);X_M(m);Y_M(m)
1761680.0;2995.8417;1859.0049;2989.2423;1855.8145;3001.5246;1856.0618;3000.5311;1853.2647;3000.9693;1856.825;2992.9108;1859.2477;2989.473;1855.7313
1761700.0;2995.8405;1859.0936;2989.7227;1858.1156;3001.5686;1855.8971;3000.5335;1853.2299;3000.937;1856.8248;2993.1792;1861.7484;2989.4521;1855.7302
1761720.0;2995.8397;1859.1862;2990.2205;1860.4563;3001.5578;1855.7705;3000.54;1853.1951;3000.9037;1856.825;2993.4738;1864.2495;2989.4277;1855.7269
1761740.0;2995.8376;1859.2766;2990.6958;1862.8376;3001.5186;1855.6714;3000.5539;1853.1675;3000.8675;1856.826;2993.7658;1866.7516;2989.4033;1855.7184
1761760.0;2995.8386;1859.3605;2991.1027;1865.2543;3001.4728;1855.5865;3000.5783;1853.1503;3000.8264;1856.8293;2994.0235;1869.2576;2989.3824;1855.701
1761780.0;2995.8493;1859.4381;2991.3921;1867.6922;3001.4302;1855.5112;3000.6137;1853.1418;3000.7812;1856.8378;2994.2064;1871.77;2989.365;1855.6723
1761800.0;2995.8739;1859.5115;2991.5159;1870.1272;3001.39;1855.4511;3000.6566;1853.1385;3000.7359;1856.855;2994.2598;1874.2857;2989.3475;1855.6338
1761820.0;2995.9099;1859.5826;2991.4317;1872.5261;3001.3458;1855.416;3000.7011;1853.1374;3000.6941;1856.8826;2994.1159;1876.791;2989.3266;1855.5896
1761840.0;2995.9503;1859.6515;2991.108;1874.854;3001.2924;1855.411;3000.7421;1853.1372;3000.6558;1856.9174;2993.7122;1879.2612;2989.3022;1855.5431
1761860.0;2995.9887;1859.7176;2990.5293;1877.0843;3001.2281;1855.4316;3000.7783;1853.1374;3000.6174;1856.9522;2993.0164;1881.6649;2989.2778;1855.4956
1761880.0;2996.0251;1859.7816;2989.6978;1879.2052;3001.1559;1855.4642;3000.8115;1853.1385;3000.5756;1856.98;2992.038;1883.9734;2989.2568;1855.449
1761900.0;2996.066;1859.8471;2988.6311;1881.217;3001.0807;1855.4912;3000.8439;1853.1418;3000.5303;1856.9982;2990.8156;1886.1663;2989.2387;1855.4085
1761920.0;2996.1194;1859.9188;2987.3544;1883.1246;3001.0047;1855.4968;3000.8764;1853.1503;3000.485;1857.0101;2989.3929;1888.2337;2989.2186;1855.3806
1761940.0;2996.188;1859.9986;2985.8935;1884.9306;3000.926;1855.4715;3000.9096;1853.1675;3000.4432;1857.0219;2987.8025;1890.173;2989.1899;1855.3697
1761960.0;2996.2682;1860.0842;2984.2711;1886.6336;3000.8382;1855.4125;3000.9458;1853.1951;3000.4049;1857.0401;2986.0644;1891.9833;2989.1472;1855.3756
1761980.0;2996.3529;1860.1719;2982.5066;1888.2278;3000.7274;1855.3304;3000.987;1853.2299;3000.3665;1857.0679;2984.1901;1893.659;2989.0876;1855.3929
1762000.0;2996.4359;1860.2585;2980.619;1889.7045;3000.5761;1855.2492;3001.0321;1853.2647;3000.3247;1857.1029;2982.1875;1895.1888;2989.0103;1855.4112
1762020.0;2996.5166;1860.3423;2978.6266;1891.0518;3000.3516;1855.2137;3001.0773;1853.2924;3000.2794;1857.1389;2980.063;1896.5577;2988.9191;1855.4189
1762040.0;2996.599;1860.4227;2976.5471;1892.2549;3000.0058;1855.2942;3001.1184;1853.3106;3000.2342;1857.1701;2977.8265;1897.7521;2988.8241;1855.4109
1762060.0;2996.6884;1860.5016;2974.3954;1893.2942;2999.5033;1855.5625;3001.1546;1853.3221;3000.1931;1857.1967;2975.4926;1898.7598;2988.7403;1855.3916
1762080.0;2996.7872;1860.5834;2972.1855;1894.1479;2998.8722;1856.0362;3001.1879;1853.3331;3000.1569;1857.2241;2973.081;1899.5685;2988.6803;1855.3706
1762100.0;2996.893;1860.6731;2969.9319;1894.7939;2998.2237;1856.632;3001.2203;1853.3496;3000.1236;1857.2577;2970.6121;1900.1614;2988.6493;1855.3553
1762120.0;2997.0006;1860.7707;2967.652;1895.2144;2997.6899;1857.1994;3001.2528;1853.3746;3000.0914;1857.2973;2968.1049;1900.5173;2988.6443;1855.3471
1762140.0;2997.1061;1860.8693;2965.3647;1895.3946;2997.329;1857.6187;3001.2863;1853.4059;3000.0596;1857.3368;2965.5778;1900.6137;2988.6585;1855.3437
1762160.0;2997.2107;1860.9576;2963.0896;1895.3229;2997.0983;1857.8697;3001.3231;1853.4373;3000.0285;1857.3704;2963.0529;1900.4333;2988.6844;1855.3426
1762180.0;2997.3206;1861.0275;2960.8461;1894.989;2996.9146;1858.0084;3001.3654;1853.4623;2999.9974;1857.3979;2960.5594;1899.968;2988.7151;1855.3423
1762200.0;2997.4426;1861.0783;2958.6544;1894.3869;2996.7207;1858.0994;3001.4123;1853.4788;2999.9658;1857.4247;2958.1327;1899.2222;2988.7461;1855.3421
1762220.0;2997.5787;1861.1172;2956.5362;1893.515;2996.503;1858.1773;3001.4598;1853.4898;2999.9342;1857.4568;2955.809;1898.2092;2988.7758;1855.3411
1762240.0;2997.7244;1861.1523;2954.5156;1892.3793;2996.2723;1858.2485;3001.5034;1853.5013;2999.903;1857.4959;2953.6184;1896.9457;2988.8035;1855.3378
1762260.0;2997.8725;1861.1874;2952.6164;1890.9934;2996.0368;1858.3109;3001.5424;1853.5194;2999.8719;1857.5396;2951.5802;1895.4456;2988.8278;1855.3293
1762280.0;2998.0186;1861.2198;2950.8584;1889.378;2995.8007;1858.3595;3001.58;1853.5471;2999.8402;1857.5862;2949.7023;1893.7216;2988.8476;1855.3123
1762300.0;2998.1628;1861.2448;2949.2529;1887.5574;2995.561;1858.3883;3001.6201;1853.582;2999.8079;1857.6379;2947.9847;1891.7901;2988.864;1855.2857
1762320.0;2998.3066;1861.2603;2947.7996;1885.5584;2995.3151;1858.3954;3001.6632;1853.6168;2999.7744;1857.6988;2946.4221;1889.6774;2988.881;1855.254
1762340.0;2998.4507;1861.2681;2946.4883;1883.4106;2995.0684;1858.3874;3001.7067;1853.6446;2999.7368;1857.7714;2945.0072;1887.4169;2988.9024;1855.2267
1762360.0;2998.5962;1861.2721;2945.3023;1881.1466;2994.8353;1858.3792;3001.7474;1853.6629;2999.6913;1857.8543;2943.7315;1885.0429;2988.9288;1855.213
1762380.0;2998.7449;1861.2776;2944.2259;1878.7971;2994.632;1858.3846;3001.7853;1853.6751;2999.6353;1857.9437;2942.589;1882.581;2988.9583;1855.2149
1762400.0;2998.8944;1861.2916;2943.2496;1876.387;2994.4682;1858.4083;3001.8241;1853.6877;2999.5691;1858.0346;2941.5798;1880.0446;2988.9887;1855.2239
1762420.0;2999.0384;1861.3259;2942.3774;1873.9322;2994.3428;1858.4452;3001.8679;1853.7077;2999.4964;1858.1217;2940.7158;1877.4362;2989.0197;1855.2279
1762440.0;2999.1765;1861.3965;2941.6287;1871.4419;2994.2473;1858.4871;3001.9183;1853.7382;2999.4248;1858.1996;2940.0187;1874.755;2989.0515;1855.2198
1762460.0;2999.3214;1861.5175;2941.0377;1868.9171;2994.1705;1858.5289;3001.973;1853.7765;2999.3637;1858.2653;2939.5171;1872.0052;2989.0837;1855.203
1762480.0;2999.4898;1861.6902;2940.6463;1866.3513;2994.1039;1858.5689;3002.0277;1853.8148;2999.32;1858.3207;2939.2377;1869.2006;2989.1171;1855.1873
1762500.0;2999.6835;1861.8971;2940.496;1863.7318;2994.0431;1858.6027;3002.0781;1853.8451;2999.2943;1858.3702;2939.2038;1866.3597;2989.154;1855.1819
1762520.0;2999.8817;1862.1066;2940.618;1861.0473;2993.9883;1858.6225;3002.1221;1853.8641;2999.2821;1858.4179;2939.433;1863.4991;2989.1974;1855.1916
1762540.0;3000.0565;1862.2876;2941.0309;1858.2958;2993.941;1858.6212;3002.1615;1853.8734;2999.2774;1858.4649;2939.9383;1860.6301;2989.2483;1855.2161
1762560.0;3000.1914;1862.4209;2941.7383;1855.4871;2993.9015;1858.5972;3002.2012;1853.8771;2999.2761;1858.5125;2940.7258;1857.7607;2989.3053;1855.2501
1762580.0;3000.2848;1862.5018;2942.731;1852.6411;2993.8675;1858.5548;3002.2462;1853.8784;2999.2758;1858.5644;2941.7933;1854.8991;2989.3658;1855.2859
1762600.0;3000.3439;1862.5352;2943.9873;1849.7855;2993.8364;1858.4994;3002.2985;1853.8797;2999.2758;1858.6251;2943.1284;1852.0579;2989.4276;1855.317
1762620.0;3000.3777;1862.5306;2945.4775;1846.9556;2993.8091;1858.4349;3002.3567;1853.883;2999.2758;1858.6967;2944.7125;1849.2546;2989.4888;1855.3436
1762640.0;3000.3944;1862.4989;2947.1696;1844.1914;2993.7906;1858.3647;3002.4177;1853.8915;2999.2758;1858.7765;2946.5242;1846.5084;2989.547;1855.3713
1762660.0;3000.4015;1862.4519;2949.0378;1841.5283;2993.7878;1858.2944;3002.4792;1853.9087;2999.2758;1858.8583;2948.5447;1843.8338;2989.5982;1855.4059
1762680.0;3000.404;1862.3988;2951.0655;1838.9879;2993.8066;1858.2313;3002.5406;1853.9363;2999.2758;1858.9352;2950.7581;1841.2372;2989.6376;1855.4486
1762700.0;3000.4047;1862.3446;2953.2445;1836.5752;2993.8501;1858.1792;3002.6019;1853.9711;2999.2758;1859.0022;2953.1511;1838.7199;2989.663;1855.4956
1762720.0;3000.4047;1862.2905;2955.568;1834.2857;2993.915;1858.1348;3002.663;1854.0059;2999.2758;1859.0592;2955.7086;1836.2835;2989.6785;1855.5431
1762740.0;3000.404;1862.2349;2958.027;1832.113;2993.9911;1858.0902;3002.723;1854.0335;2999.2758;1859.1092;2958.4139;1833.9332;2989.6933;1855.5896
1762760.0;3000.4016;1862.1758;2960.6084;1830.0522;2994.0616;1858.0464;3002.7797;1854.0507;2999.2758;1859.1545;2961.2484;1831.6773;2989.7165;1855.6338
1762780.0;3000.3952;1862.1135;2963.3002;1828.1016;2994.1033;1858.0239;3002.8306;1854.0594;2999.2758;1859.1941;2964.1964;1829.5283;2989.7502;1855.6723
1762800.0;3000.3813;1862.0543;2966.0964;1826.2639;2994.0882;1858.0629;3002.8739;1854.0636;2999.2758;1859.2258;2967.2459;1827.5021;2989.7896;1855.701
1762820.0;3000.3569;1862.0096;2969.0006;1824.5522;2993.9906;1858.202;3002.9109;1854.0676;2999.2758;1859.2509;2970.388;1825.6202;2989.8285;1855.7184
1762840.0;3000.3215;1861.9876;2972.0214;1822.988;2993.8011;1858.4554;3002.9442;1854.0755;2999.2758;1859.2749;2973.6119;1823.9073;2989.864;1855.7269
1762860.0;3000.2786;1861.986;2975.1642;1821.5964;2993.5344;1858.8063;3002.9765;1854.091;2999.2758;1859.303;2976.9029;1822.3902;2989.8971;1855.7302
1762880.0;3000.234;1861.9946;2978.4234;1820.3976;2993.221;1859.2214;3003.0082;1854.1158;2999.2758;1859.3356;2980.2415;1821.0927;2989.9295;1855.7313
1762900.0;3000.1923;1862.0038;2981.7811;1819.4036;2992.8904;1859.6707;3003.0392;1854.1471;2999.2758;1859.3682;2983.608;1820.0336;2989.9619;1855.7315
1762920.0;3000.154;1862.0093;2985.2111;1818.6151;2992.5616;1860.1366;3003.0697;1854.1785;2999.2758;1859.3963;2986.9861;1819.2257;2989.9953;1855.7313
1762940.0;3000.1156;1862.011;2988.6821;1818.0234;2992.2442;1860.6097;3003.0992;1854.2033;2999.2758;1859.4203;2990.3632;1818.6792;2990.0322;1855.7302
1762960.0;3000.0737;1862.0087;2992.1632;1817.6154;2991.9427;1861.0826;3003.1258;1854.2188;2999.2759;1859.4452;2993.7274;1818.402;2990.0755;1855.7269
1762980.0;3000.0277;1862.0003;2995.6271;1817.3882;2991.6587;1861.5476;3003.1476;1854.2266;2999.2766;1859.4757;2997.0629;1818.3984;2990.1257;1855.7184
1763000.0;2999.9804;1861.9812;2999.0513;1817.3561;2991.3918;1862.0003;3003.1657;1854.2306;2999.2789;1859.5115;3000.3491;1818.6676;2990.1803;1855.701
1763020.0;2999.9342;1861.9468;3002.4134;1817.5499;2991.1409;1862.4406;3003.1844;1854.2349;2999.2846;1859.5465;3003.5606;1819.2068;2990.2343;1855.6723
1763040.0;2999.8888;1861.8942;3005.6845;1818.0044;2990.906;1862.8708;3003.2078;1854.2436;2999.2963;1859.574;3006.6691;1820.0143;2990.2823;1855.6338
1763060.0;2999.8441;1861.824;3008.8237;1818.7523;2990.6871;1863.2925;3003.2365;1854.2608;2999.3149;1859.5912;3009.6418;1821.0931;2990.3198;1855.5896
1763080.0;2999.8045;1861.7387;3011.7806;1819.8189;2990.4857;1863.706;3003.2677;1854.2883;2999.3385;1859.5997;3012.4426;1822.4479;2990.3452;1855.5431
1763100.0;2999.7801;1861.6399;3014.501;1821.2194;2990.302;1864.1063;3003.2987;1854.3232;2999.3621;1859.6031;3015.036;1824.0831;2990.3606;1855.4956
1763120.0;2999.7799;1861.5266;3016.9373;1822.9537;2990.1451;1864.4747;3003.3283;1854.358;2999.3807;1859.6041;3017.3914;1825.9969;2990.3715;1855.4486
1763140.0;2999.8058;1861.3965;3019.054;1825.0031;2990.0406;1864.7751;3003.356;1854.3855;2999.3924;1859.6043;3019.4824;1828.1783;2990.3854;1855.4059
1763160.0;2999.8529;1861.2488;3020.8324;1827.3315;2990.0324;1864.9576;3003.3804;1854.4028;2999.3982;1859.6043;3021.2849;1830.6043;2990.4094;1855.3713
1763180.0;2999.9152;1861.0853;3022.2663;1829.8905;2990.1619;1864.9732;3003.4002;1854.4113;2999.4004;1859.6043;3022.7747;1833.2427;2990.4469;1855.3436
1763200.0;2999.9899;1860.9102;3023.3583;1832.6276;2990.4363;1864.7962;3003.4166;1854.4146;2999.4012;1859.6043;3023.9303;1836.0529;2990.4942;1855.317
1763220.0;3000.0773;1860.7289;3024.1144;1835.4906;2990.8145;1864.4476;3003.4335;1854.4156;2999.4021;1859.6043;3024.7358;1838.9858;2990.542;1855.2859
1763240.0;3000.1775;1860.5465;3024.5433;1838.4263;2991.224;1864.0026;3003.4541;1854.4158;2999.4043;1859.6041;3025.1847;1841.986;2990.5814;1855.2501
1763260.0;3000.2882;1860.3687;3024.6515;1841.3755;2991.5937;1863.5619;3003.4785;1854.4158;2999.4101;1859.6031;3025.2779;1844.996;2990.6098;1855.2161
1763280.0;3000.405;1860.1999;3024.441;1844.2714;2991.8782;1863.2026;3003.5029;1854.4158;2999.4217;1859.5997;3025.0225;1847.9595;2990.6308;1855.1916
1763300.0;3000.5223;1860.0423;3023.9071;1847.047;2992.0666;1862.949;3003.5238;1854.4158;2999.4404;1859.5912;3024.4257;1850.8229;2990.6482;1855.1819
1763320.0;3000.6354;1859.8941;3023.0445;1849.6441;2992.1748;1862.7818;3003.5412;1854.4158;2999.464;1859.574;3023.4947;1853.5361;2990.6614;1855.1873
1763340.0;3000.7421;1859.7519;3021.857;1852.019;2992.2297;1862.6651;3003.5586;1854.4158;2999.4875;1859.5465;3022.239;1856.0614;2990.6667;1855.203
1763360.0;3000.8438;1859.6149;3020.3673;1854.1445;2992.2572;1862.5667;3003.5795;1854.4158;2999.5063;1859.5115;3020.6798;1858.3808;2990.6616;1855.2198
1763380.0;3000.9451;1859.4862;3018.6177;1856.013;2992.2706;1862.465;3003.6038;1854.4158;2999.5187;1859.4757;3018.8558;1860.4973;2990.649;1855.2279
1763400.0;3001.0497;1859.3713;3016.6637;1857.6384;2992.2749;1862.3508;3003.6275;1854.4158;2999.5267;1859.4452;3016.8225;1862.427;2990.6338;1855.2239
1763420.0;3001.1575;1859.2739;3014.5637;1859.0536;2992.2708;1862.2291;3003.6461;1854.4158;2999.5347;1859.4203;3014.6412;1864.1886;2990.6187;1855.2149
1763440.0;3001.2641;1859.1961;3012.3728;1860.3014;2992.2597;1862.1125;3003.6578;1854.4158;2999.547;1859.3963;3012.3661;1865.7979;2990.6019;1855.213
1763460.0;3001.3635;1859.1389;3010.1372;1861.4225;2992.242;1862.0132;3003.6637;1854.4158;2999.5658;1859.3682;3010.0379;1867.2674;2990.5812;1855.2267
1763480.0;3001.452;1859.1021;3007.8921;1862.4477;2992.2159;1861.9369;3003.6666;1854.4158;2999.5894;1859.3356;3007.6851;1868.6094;2990.5569;1855.254
1763500.0;3001.5298;1859.0834;3005.658;1863.3954;2992.1802;1861.8832;3003.6696;1854.4158;2999.613;1859.303;3005.3283;1869.8396;2990.5332;1855.2857
1763520.0;3001.6007;1859.0805;3003.4439;1864.2762;2992.137;1861.8504;3003.6755;1854.4158;2999.6318;1859.2749;3002.9843;1870.9774;2990.5145;1855.3123
1763540.0;3001.6704;1859.0942;3001.2502;1865.0989;2992.0915;1861.8406;3003.6873;1854.4158;2999.6441;1859.2509;3000.6658;1872.043;2990.5029;1855.3293
1763560.0;3001.7444;1859.1294;2999.0746;1865.8743;2992.0487;1861.8607;3003.7066;1854.4158;2999.6521;1859.2258;2998.3802;1873.0554;2990.497;1855.3378
1763580.0;3001.8257;1859.1911;2996.9132;1866.6131;2992.0104;1861.9199;3003.7324;1854.416;2999.6601;1859.1941;2996.1279;1874.032;2990.494;1855.3411
1763600.0;3001.9138;1859.2778;2994.7603;1867.3241;2991.9745;1862.0253;3003.7618;1854.417;2999.6725;1859.1548;2993.9032;1874.9903;2990.491;1855.3421
1763620.0;3002.0056;1859.38;2992.6084;1868.015;2991.9317;1862.184;3003.7921;1854.4204;2999.6913;1859.1104;2991.6989;1875.9468;2990.4844;1855.3423
1763640.0;3002.0975;1859.4844;2990.4507;1868.696;2991.8649;1862.4006;3003.8224;1854.4289;2999.7149;1859.0637;2989.5114;1876.914;2990.4705;1855.3423
1763660.0;3002.1865;1859.5795;2988.2842;1869.3819;2991.7545;1862.6705;3003.8519;1854.4461;2999.7384;1859.0151;2987.3427;1877.8959;2990.4461;1855.3423
1763680.0;3002.2691;1859.658;2986.1109;1870.091;2991.5875;1862.976;3003.8784;1854.4736;2999.7572;1858.9648;2985.1972;1878.8873;2990.411;1855.3423
1763700.0;3002.3407;1859.7164;2983.9367;1870.8409;2991.3644;1863.2952;3003.9;1854.5085;2999.7696;1858.9138;2983.077;1879.8771;2990.3694;1855.3423
1763720.0;3002.3998;1859.7544;2981.7681;1871.6447;2991.1;1863.6159;3003.9176;1854.5433;2999.7776;1858.862;2980.9789;1880.8547;2990.3296;1855.3421
1763740.0;3002.4493;1859.7753;2979.6093;1872.5069;2990.8168;1863.9408;3003.935;1854.5708;2999.7856;1858.8066;2978.896;1881.8148;2990.3008;1855.3411
1763760.0;3002.495;1859.7851;2977.4604;1873.4232;2990.5348;1864.2786;3003.9559;1854.5881;2999.7979;1858.7434;2976.8213;1882.7598;2990.2903;1855.3378
1763780.0;3002.5397;1859.7897;2975.3184;1874.3821;2990.2656;1864.6343;3003.9801;1854.5968;2999.8167;1858.6706;2974.7501;1883.6973;2990.3008;1855.3293
1763800.0;3002.5817;1859.7946;2973.1782;1875.3681;2990.0127;1865.0083;3004.0039;1854.6012;2999.8403;1858.5898;2972.6805;1884.6369;2990.3296;1855.3121
1763820.0;3002.6167;1859.8052;2971.0348;1876.3685;2989.776;1865.3984;3004.0225;1854.6059;2999.8639;1858.5039;2970.6132;1885.5901;2990.3694;1855.2845
1763840.0;3002.6428;1859.8276;2968.8856;1877.3794;2989.5541;1865.7997;3004.0342;1854.6155;2999.8825;1858.4147;2968.551;1886.5692;2990.4111;1855.2497
1763860.0;3002.6623;1859.8674;2966.7322;1878.4104;2989.3437;1866.2025;3004.0399;1854.6344;2999.8942;1858.3231;2966.5;1887.5881;2990.4469;1855.2149
1763880.0;3002.6803;1859.9261;2964.5809;1879.4799;2989.1377;1866.5931;3004.0422;1854.6647;2999.9001;1858.2296;2964.4687;1888.6631;2990.4734;1855.1873
1763900.0;3002.7013;1860.0006;2962.4396;1880.6046;2988.9277;1866.9612;3004.043;1854.7032;2999.903;1858.1346;2962.467;1889.8122;2990.4924;1855.1701
1763920.0;3002.7256;1860.0848;2960.3124;1881.7897;2988.7068;1867.3039;3004.0439;1854.7426;2999.906;1858.0391;2960.503;1891.0493;2990.5084;1855.1616
1763940.0;3002.7493;1860.173;2958.1984;1883.0294;2988.4715;1867.6242;3004.0464;1854.7762;2999.9119;1857.9449;2958.5814;1892.377;2990.5244;1855.1583
1763960.0;3002.768;1860.2629;2956.0938;1884.3157;2988.2201;1867.9246;3004.0527;1854.8036;2999.9235;1857.8545;2956.7028;1893.7845;2990.5393;1855.1572
1763980.0;3002.7796;1860.3555;2953.9978;1885.6471;2987.9483;1868.2039;3004.0656;1854.8302;2999.9422;1857.7714;2954.8666;1895.2562;2990.5509;1855.157
1764000.0;3002.7854;1860.4546;2951.9163;1887.0306;2987.6476;1868.4596;3004.0861;1854.8614;2999.9659;1857.6986;2953.0751;1896.7831;2990.5596;1855.1568
1764020.0;3002.7878;1860.5662;2949.8608;1888.4764;2987.3104;1868.6922;3004.112;1854.8974;2999.9902;1857.6365;2951.3356;1898.3669;2990.5707;1855.1559
1764040.0;3002.7892;1860.6955;2947.8441;1889.9897;2986.9383;1868.9044;3004.1379;1854.9324;3000.0111;1857.581;2949.6593;1900.0158;2990.5887;1855.1533
1764060.0;3002.7915;1860.8424;2945.8757;1891.5671;2986.5449;1869.0996;3004.1585;1854.9602;3000.0285;1857.5241;2948.0587;1901.7382;2990.6107;1855.1476
1764080.0;3002.7972;1861.0006;2943.96;1893.1987;2986.1499;1869.2822;3004.1713;1854.9783;3000.0461;1857.4583;2946.5438;1903.538;2990.6267;1855.139
1764100.0;3002.8081;1861.1618;2942.0984;1894.8757;2985.7713;1869.4597;3004.1776;1854.9898;3000.0676;1857.3815;2945.1217;1905.4147;2990.6283;1855.1336
1764120.0;3002.8248;1861.3216;2940.2924;1896.5954;2985.4238;1869.6425;3004.1801;1855.0008;3000.0942;1857.2973;2943.7974;1907.3657;2990.6167;1855.1452
1764140.0;3002.8437;1861.4796;2938.5477;1898.3632;2985.1183;1869.8446;3004.1808;1855.0173;3000.1236;1857.213;2942.5765;1909.3886;2990.6027;1855.1926
1764160.0;3002.859;1861.6346;2936.8759;1900.1882;2984.8607;1870.082;3004.181;1855.0423;3000.154;1857.136;2941.4651;1911.4815;2990.5975;1855.2874
1764180.0;3002.8672;1861.7844;2935.2938;1902.0796;2984.6497;1870.3711;3004.1811;1855.0736;3000.1843;1857.0704;2940.471;1913.6412;2990.6052;1855.4235
1764200.0;3002.8705;1861.9294;2933.8208;1904.0456;2984.4776;1870.7212;3004.1817;1855.105;3000.2136;1857.0153;2939.6026;1915.8599;2990.6223;1855.5761
1764220.0;3002.8745;1862.0739;2932.4806;1906.0952;2984.3363;1871.1312;3004.1838;1855.1298;3000.2394;1856.9666;2938.871;1918.1256;2990.6418;1855.7138
1764240.0;3002.8817;1862.2226;2931.3018;1908.2382;2984.2205;1871.5921;3004.189;1855.1453;3000.2588;1856.9222;2938.2894;1920.426;2990.6559;1855.8145
1764260.0;3002.8884;1862.3746;2930.3194;1910.4817;2984.1284;1872.0935;3004.1996;1855.1529;3000.2706;1856.8838;2937.8746;1922.7523;2990.657;1855.874
1764280.0;3002.8864;1862.5253;2929.5681;1912.8272;2984.0602;1872.6271;3004.2171;1855.1559;3000.2763;1856.8552;2937.6441;1925.0997;2990.6412;1855.9025
1764300.0;3002.869;1862.6716;2929.0738;1915.2706;2984.0159;1873.184;3004.2405;1855.1568;3000.2786;1856.8378;2937.6149;1927.4633;2990.6115;1855.9141
1764320.0;3002.8344;1862.8145;2928.8461;1917.8025;2983.9932;1873.7514;3004.2675;1855.157;3000.2793;1856.8291;2937.8017;1929.8336;2990.5777;1855.9204
1764340.0;3002.7882;1862.9544;2928.8825;1920.4078;2983.9887;1874.3121;3004.2961;1855.157;3000.2794;1856.8249;2938.2188;1932.1913;2990.5525;1855.9297
1764360.0;3002.7413;1863.0862;2929.1778;1923.0625;2983.9977;1874.8501;3004.3259;1855.157;3000.2794;1856.8209;2938.8815;1934.5061;2990.5471;1855.9484
1764380.0;3002.704;1863.2015;2929.7337;1925.7318;2984.0145;1875.3566;3004.3569;1855.157;3000.2794;1856.813;2939.8065;1936.7365;2990.5685;1855.9806
1764400.0;3002.6807;1863.2936;2930.5595;1928.3729;2984.0328;1875.8277;3004.3883;1855.157;3000.2794;1856.7975;2941.0062;1938.8356;2990.6183;1856.0257
1764420.0;3002.6692;1863.3599;2931.6686;1930.9366;2984.0452;1876.2575;3004.4194;1855.157;3000.2794;1856.7727;2942.4827;1940.7566;2990.689;1856.0752
1764440.0;3002.6647;1863.3996;2933.0735;1933.3691;2984.0486;1876.6256;3004.4505;1855.157;3000.2794;1856.7414;2944.2247;1942.4591;2990.7637;1856.1146
1764460.0;3002.663;1863.4122;2934.7832;1935.61;2984.049;1876.8842;3004.4821;1855.157;3000.2794;1856.71;2946.2107;1943.9069;2990.8216;1856.1297
1764480.0;3002.6616;1863.4024;2936.7973;1937.5948;2984.0696;1876.9483;3004.5137;1855.157;3000.2794;1856.6854;2948.4128;1945.0668;2990.8481;1856.1146
1764500.0;3002.6582;1863.3817;2939.0976;1939.2621;2984.1508;1876.7117;3004.5448;1855.157;3000.2794;1856.6708;2950.7982;1945.9071;2990.8431;1856.0752
1764520.0;3002.6501;1863.3642;2941.6405;1940.5666;2984.3337;1876.1041;3004.576;1855.157;3000.2794;1856.6662;2953.328;1946.4042;2990.8188;1856.0257
1764540.0;3002.6347;1863.3606;2944.3609;1941.4852;2984.633;1875.1546;3004.6075;1855.157;3000.2794;1856.6708;2955.96;1946.5479;2990.7904;1855.9806
1764560.0;3002.6117;1863.3751;2947.1843;1942.0144;2985.0227;1874.0007;3004.6391;1855.157;3000.2794;1856.6854;2958.6524;1946.3452;2990.7681;1855.9479
1764580.0;3002.5842;1863.4055;2950.0461;1942.1578;2985.4485;1872.82;3004.6701;1855.157;3000.2794;1856.71;2961.3691;1945.8144;2990.7546;1855.9273
1764600.0;3002.556;1863.4456;2952.901;1941.9177;2985.8576;1871.7436;3004.7006;1855.157;3000.2794;1856.7414;2964.0815;1944.9802;2990.748;1855.912
1764620.0;3002.529;1863.4896;2955.7232;1941.2961;2986.22;1870.819;3004.7301;1855.157;3000.2794;1856.7727;2966.7684;1943.8686;2990.745;1855.8918
1764640.0;3002.5016;1863.5388;2958.499;1940.3059;2986.5285;1870.0334;3004.7566;1855.157;3000.2794;1856.7975;2969.4134;1942.5078;2990.742;1855.8562
1764660.0;3002.4691;1863.6012;2961.2211;1938.9802;2986.7881;1869.3536;3004.7782;1855.157;3000.2794;1856.813;2972.0042;1940.9282;2990.7361;1855.7998
1764680.0;3002.4272;1863.6836;2963.8846;1937.3734;2987.0076;1868.7478;3004.7957;1855.157;3000.2794;1856.8209;2974.5305;1939.162;2990.7245;1855.7263
1764700.0;3002.3765;1863.7821;2966.4869;1935.5494;2987.1978;1868.1932;3004.8131;1855.157;3000.2794;1856.8249;2976.9843;1937.2397;2990.7058;1855.6462
1764720.0;3002.327;1863.8808;2969.0266;1933.5668;2987.3715;1867.6742;3004.834;1855.157;3000.2794;1856.8291;2979.3625;1935.1874;2990.6824;1855.5687
1764740.0;3002.2927;1863.9619;2971.5016;1931.4665;2987.54;1867.1809;3004.8585;1855.157;3000.2794;1856.8378;2981.6703;1933.0248;2990.6595;1855.4945
1764760.0;3002.2816;1864.0186;2973.9087;1929.2687;2987.7077;1866.7051;3004.8829;1855.157;3000.2794;1856.855;2983.9205;1930.768;2990.6431;1855.4185
1764780.0;3002.2888;1864.0579;2976.2424;1926.9789;2987.8707;1866.2396;3004.9041;1855.157;3000.2794;1856.8826;2986.1289;1928.4312;2990.6372;1855.3362
1764800.0;3002.3024;1864.0935;2978.4954;1924.6;2988.0198;1865.7818;3004.9221;1855.157;3000.2794;1856.9174;2988.3084;1926.0307;2990.6429;1855.2466
